"id1","id2","hhno","hhmid","s1gii_14","s1gii_15","s1gii_16i","s1gii_16_11","s1gii_16_112","s1gii_16ii","s1gii_16_211","s1gii_16_212","s1gii_16iii","s1gii_16_311","s1gii_16_312","s1gii_16iv","s1gii_16_411","s1gii_16_412","s1gii_17i","s1gii_17ii","s1gii_17iii","s1gii_17iv","s1gii_18i","s1gii_18ii","s1gii_18iii","s1gii_18iv","s1gii_19i","s1gii_19ii","s1gii_19iii","s1gii_19iv","s1gii_20i","s1gii_20ii","s1gii_20iii","s1gii_20iv","s1gii_21i","s1gii_21ii","s1gii_21iii","s1gii_21iv","s1gii_22i","s1gii_22ii","s1gii_22iiii","s1gii_22iv","s1gii_23i","s1gii_23ii","s1gii_23iii","s1gii_23iv","s1gii_24i","s1gii_2ii","s1gii_24iii","s1gii_24iv","s1gii_25i","s1gii_25ii","s1gii_25iii","s1gii_25iv","s1gii_26i","s1gii_26ii","s1gii_26iii","s1gii_26iv","s1gii_27i","s1gii_27ii","s1gii_27iii","s1gii_27iv","s1gii_28i","s1gii_28ii","s1gii_28iii","s1gii_28iv","s1gii_29i","s1gii_29ii","s1gii_29iii","s1gii_29iv"
6,103,106222027,4,1,1,11,"OFFINSO",,,,,,,,,,,6,,,,,,,,,,,,5,,,,5,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,103,106222032,2,2,1,11,"SEPE BUOKROM",,,,,,,,,,,6,,,,,,,,,,,,25,,,,6,,,,3,,,,1,,,,3,,,,,,,,,,,,2,,,,521,,,,9302,,,
6,103,106222043,2,1,2,11,"EKUYASI",,5,,,,,,,,,5,3,,,,,,,,4,,,4,11,,,7,7,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
6,103,106222043,1,1,2,11,"AMMSO",,11,"ENCHI",,,,,,,,7,1,,,,,,,,18,,,18,24,,,2,2,,,4,4,,,2,1,,,,4,,,,2,,,,12,,,,2,,,,523,,,,5252,,
6,103,106222049,2,1,1,11,"JUABEN",,,,,,,,,,,6,,,,,,,,,,,,18,,,,14,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,103,106222049,1,1,1,11,"KONONGO",,,,,,,,,,,6,,,,,,,,,,,,4,,,,5,,,,6,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
6,106,106237016,1,1,1,11,"KINTAMPO",,,,,,,,,,,7,,,,,,,,27,,,,28,,,,9,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,106,106237021,1,1,1,,,,,,,,,,,,,,,,,1,,,,40,,,,43,,,,2,,,,4,,,,1,,,,4,,,,2,,,,2,,,,2,,,,733,,,,3610,,,
6,106,106237021,2,2,1,4,,,,,,,,,,,,,,,,,,,,26,,,,27,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,,,8511,,,
6,106,106237024,1,1,1,5,,,,,,,,,,,,3,,,,,,,,28,,,,29,,,,9,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,106,106237064,1,1,1,11,"NKAWKAW",,,,,,,,,,,5,,,,,,,,19,,,,22,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,108,106229001,4,1,1,11,"ATEBUBU",,,,,,,,,,,7,,,,,,,,,,,,1,,,,5,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,108,106229001,3,1,3,11,"LYSSAH",,11,"PRESTIA",,11,"ATEBUBU",,,,,10,1,7,,,,,,,1,2,,1,2,4,,5,5,5,,,6,6,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
6,108,106229001,1,1,1,11,"LYSSAH",,,,,,,,,,,10,,,,,,,,,,,,32,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,108,106229001,2,1,4,11,"TARKWA",,11,"LYSSAH",,11,"PRESTIA",,11,"ATEBUBU",,1,10,1,7,,,,,,2,22,23,2,22,23,24,5,5,7,6,,6,4,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
6,109,106228003,1,2,1,11,"GUPEA",,,,,,,,,,,8,,,,,,,,,,,,13,,,,5,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,109,106228003,2,2,1,11,"GUPEA",,,,,,,,,,,8,,,,,,,,,,,,25,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,109,106228004,2,2,1,11,"DAAMANGO",,,,,,,,,,,8,,,,,,,,,,,,31,,,,6,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,109,106228004,1,1,1,6,,,,,,,,,,,,8,,,,,,,,,,,,30,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,109,106228010,1,2,1,11,"GIRIBA",,,,,,,,,,,8,,,,,,,,,,,,27,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,109,106228058,2,2,1,11,"BAWKU",,,,,,,,,,,9,,,,,,,,,,,,25,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,109,106228058,1,2,1,11,"BAWKU",,,,,,,,,,,9,,,,,,,,,,,,30,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,109,106232048,2,2,1,,,,,,,,,,,,,10,,,,,,,,,,,,27,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,109,106232048,1,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,27,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,110,106227039,4,1,1,11,"APRADI",,,,,,,,,,,5,,,,,,,,,,,,6,,,,5,,,,,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,110,106227039,3,1,1,11,"AKOSOMBO",,11,"APREDI",,,,,,,,5,5,,,,,,,,4,,,4,12,,,5,5,,,,6,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
6,110,106227039,1,1,2,11,"SRURWUSO",,11,"APRADI",,,,,,,,1,5,,,,,,,,10,,,10,29,,,5,4,,,,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
6,110,106227039,2,1,1,11,"AKOSOMBO",,11,"APREDI",,,,,,,,5,5,,,,,,,,7,,,7,15,,,5,5,,,,6,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
6,110,106227044,2,1,1,11,"NSUTA",,,,,,,,,,,6,,,,,,,,28,,,,,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,110,106227088,1,1,1,2,,,,,,,,,,,,7,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,110,106227109,1,1,1,11,"ENUFI",,,,,,,,,,,6,,,,,,,,,,,,30,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107258004,1,1,1,5,,,,,,,,,,,,3,,,,,,,,30,,,,31,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107258010,1,1,2,9,,,11,"TECHIMAN",,,,,,,,1,7,,,,,,,20,,,,19,23,,,9,1,,,6,6,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107258024,1,2,2,1,,,,,,,,,,,,,,,,9,,,,,,,,19,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107258039,1,1,1,2,,,,,,,,,,,,,,,,8,35,,,10,37,,,15,42,,,5,2,,,1,6,,,2,1,,,,3,,,,4,,,,1,,,,2,,,,721,,,,5020,,
7,8,107258068,3,1,1,11,"TEMA",,,,,,,,,,,3,,,,,,,,,,,,7,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107258068,1,1,1,11,"TEMA",,,,,,,,,,,3,,,,,,,,,,,,30,,,,7,,,,,,,,1,,,,1,,,,,,,,,,,,2,,,,516,,,,4010,,,
7,8,107258068,2,1,2,11,"BAWKU",,11,"TEMA",,,,,,,,9,3,,,,,,,,18,,,18,26,,,7,4,,,,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107261058,4,2,1,1,,,,,,,,,,,,6,,,,,,,,,,,,2,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107261058,3,2,1,1,,,,,,,,,,,,6,,,,,,,,,,,,11,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107261058,2,2,1,1,,,,,,,,,,,,6,,,,,,,,16,,,,27,,,,7,,,,3,,,,1,,,,3,,,,1,,,,2,,,,2,,,,614,,,,5141,,,
7,8,107261059,1,1,1,12,"SEBLE",,,,,,,,,,,7,,,,,,,,18,,,,18,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107261082,1,1,1,12,"TEFIE",,2,,,,,,,,,4,7,,,,,,,0,27,,,26,40,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107261085,1,1,3,2,,,5,,,11,"ELUBO",,,,,7,3,1,,,,,,22,26,27,,26,27,28,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,911,914,911,,9309,9500,9309,
7,8,107261092,1,1,1,12,"GBAWO",,,,,,,,,,,7,,,,,,,,15,,,,15,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,107261106,1,1,1,11,"SEFWI WIAWSO",,,,,,,,,,,1,,,,,,,,2,,,,2,,,,5,,,,1,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,8,107261109,1,1,1,12,"GBAWO",,,,,,,,,,,7,,,,,,,,,,,,20,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107239012,2,2,1,1,,,,,,,,,,,,6,,,,,,,,15,,,,20,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107239012,1,1,1,1,,,,,,,,,,,,6,,,,,,,,25,,,,26,,,,3,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107239014,1,1,1,1,,,,,,,,,,,,6,,,,,,,,33,,,,34,,,,18,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107239017,1,1,2,1,,,11,"KADE",,,,,,,,6,5,,,,,,,14,21,,,20,22,,,9,2,,,4,4,,,2,1,2,,,2,,,,2,,,,0,,,,2,,,,523,,,,5252,,
7,112,107239020,1,1,2,11,"GOASO",,5,,,,,,,,,7,3,,,,,,,22,27,,,25,28,,,2,2,,,4,4,,,1,1,,,2,2,,,2,1,,,0,0,,,2,2,,,733,733,,,3611,3611,,
7,112,107239022,1,1,1,11,"NEW EDUBIASE",,,,,,,,,,,6,,,,,,,,15,,,,45,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107239025,1,1,1,1,,,,,,,,,,,,6,,,,,,,,25,,,,28,,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107239025,2,2,1,1,,,,,,,,,,,,6,,,,,,,,25,,,,26,,,,6,,,,3,,,,1,,,,4,,,,2,,,,1,,,,2,,,,911,,,,5211,,,
7,112,107239027,1,1,1,11,"OBUASI",,,,,,,,,,,6,,,,,,,,28,,,,29,,,,4,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107239032,1,1,1,12,,"BONSU",,,,,,,,,,1,,,,,,,,22,,,,23,,,,3,,,,4,,,,1,,,,2,,,,2,,,,0,,,,2,,,,932,,,,1551,,,
7,112,107240006,1,1,2,11,"ASUMURA",,11,"SOMANYA",,,,,,,,7,5,,,,,,,23,17,,,40,20,,,6,7,,,3,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107240021,1,1,1,1,,,,,,,,,,,,,,,,7,,,,25,,,,28,,,,3,,,,6,,,,1,,,,4,,,,1,,,,0,,,,2,,,,932,,,,1551,,,
7,112,107240028,1,1,1,11,"ENCHI",,,,,,,,,,,1,,,,,,,,28,,,,35,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107240033,2,2,1,5,,,,,,,,,,,,3,,,,,,,,16,,,,19,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107240042,1,2,1,5,,,,,,,,,,,,3,,,,,,,,33,,,,35,,,,7,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107240042,2,2,1,11,"DROBO",,,,,,,,,,,7,,,,,,,,17,,,,18,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107240043,1,1,4,11,"TECHIMAN",,11,"AKUASIE",,11,"BOLE BAMBOI",,11,"NKAWKAW",,7,7,10,5,,,,,12,14,18,19,13,18,19,21,7,7,7,7,4,4,4,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107241020,1,1,3,8,,,8,,,8,,,,,,10,10,10,,,,,,24,25,26,,25,26,27,,7,7,7,,1,1,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107241025,2,1,1,11,"BEREKUM",,,,,,,,,,,7,,,,,,,,18,,,,21,,,,7,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107241025,1,1,1,11,"BEREKUM",,,,,,,,,,,7,,,,,,,,30,,,,33,,,,7,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107241027,2,2,1,11,"BEREKUM KATO",,,,,,,,,,,7,,,,,,,,22,,,,23,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107241052,2,1,1,11,"TECHIMAN",,,,,,,,,,,7,,,,,,,,33,,,,36,,,,3,,,,5,,,,1,,,,4,,,,1,,,,,,,,2,,,,921,,,,113,,,
7,112,107241052,1,1,1,11,"TECHIMAN",,,,,,,,,,,7,,,,,,,,34,,,,38,,,,3,,,,5,,,,1,,,,4,,,,1,,,,2,,,,2,,,,921,,,,113,,,
7,112,107241058,1,1,2,,,,,,,,,,,,,,,,,1,7,,,24,28,,,25,43,,,2,2,,,4,6,,,1,1,,,2,4,,,2,1,,,2,6,,,2,2,,,826,932,,,1712,,,
7,112,107241058,2,2,1,1,,,,,,,,,,,,,,,,,,,,15,,,,33,,,,9,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107242019,1,1,3,11,"SAMPA",,11,"DORMAA",,11,"BOLI",,,,,7,7,8,,,,,,38,41,42,,41,42,43,,3,3,3,,6,6,5,,1,1,1,,4,4,4,,1,1,1,,,,,,2,2,2,,713,713,713,,4520,4520,4520,
7,112,107242022,1,1,1,1,,,,,,,,,,,,6,,,,,,,,18,,,,19,,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107242049,1,1,3,11,"SEFWI WIAWSO",,12,,"WINAMDA",11,"MANKRASO",,,,,1,7,6,,,,,,4,12,20,,12,20,22,,7,7,2,,4,4,4,,2,2,1,,,,2,,,,2,,,,,,,,2,,,,921,,,,113,
7,112,107242053,1,1,2,12,,"AMANSIE AMUMOSO",12,,"ADANSI ADIANBRA",,,,,,,6,6,,,,,,,13,23,,,23,32,,,7,2,,,1,4,,,1,1,,,2,2,,,,,,,,,,,1,2,,,621,921,,,111,113,,
7,112,107242053,2,2,2,12,,"AMANSIE AMUMOSO",12,,"ADANSI ADIANBRA",,,,,,,6,6,,,,,,,20,22,,,22,31,,,7,4,,,1,3,,,2,1,,,,4,,,,,,,,,,,,2,,,,523,,,,5252,,
7,112,107242055,1,1,1,1,,,,,,,,,,,,6,,,,,,,,12,,,,19,,,,5,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107242065,1,1,1,1,,,,,,,,,,,,,,,,18,,,,51,,,,57,,,,2,,,,5,,,,1,,,,4,,,,4,,,,,,,,2,,,,232,,,,8021,,,
7,112,107242069,1,1,2,12,,"DABA",11,"MIM",,,,,,,,7,7,,,,,,,10,22,,,12,25,,,7,9,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107242071,1,1,1,1,,,,,,,,,,,,6,,,,,,,,25,,,,26,,,,7,,,,4,,,,1,,,,2,,,,2,,,,,,,,1,,,,741,,,,1541,,,
7,112,107243045,1,1,2,1,,,11,"WENCHI",,,,,,,,6,7,,,,,,,28,47,,,30,48,,,6,4,,,3,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107243046,1,1,2,11,"MENSAHKROM",,11,"OBENGKROM",,,,,,,,7,7,,,,,,,53,55,,,54,56,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,233,233,,,8010,8010,,
7,112,107243048,1,1,3,11,"APEDWA BOME",,11,"KWAHU BOME",,11,"ANKASIE FIE",,,,,5,5,6,,,,,,13,15,17,,15,17,18,,7,7,7,,4,4,4,,2,2,1,,,,2,,,,2,,,,3,,,,1,,,,523,,,,5252,
7,112,107243061,1,1,1,11,"WASSA AKROPONG",,,,,,,,,,,1,,,,,,,,14,,,,20,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107243064,1,1,2,11,"SAMPA",,11,"WENCHI",,,,,,,,7,7,,,,,,,16,22,,,21,23,,,9,9,,,4,6,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107243071,1,1,1,,,,,,,,,,,,,,,,,7,,,,19,,,,20,,,,2,,,,5,,,,1,,,,3,,,,2,,,,0,,,,2,,,,921,,,,111,,,
7,112,107243072,1,1,1,2,,,,,,,,,,,,6,,,,,,,,11,,,,17,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107243073,1,1,1,1,,,,,,,,,,,,6,,,,,,,,10,,,,12,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107243078,1,1,2,3,,,5,,,,,,,,,2,3,,,,,,,6,20,,,11,21,,,5,7,,,1,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107244010,2,2,1,11,"TEMA",,,,,,,,,,,3,,,,,,,,14,,,,22,,,,5,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107244017,1,1,1,11,"KUKUOM",,,,,,,,,,,7,,,,,,,,19,,,,28,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107244036,1,1,1,1,,,,,,,,,,,,6,,,,,,,,14,,,,15,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107244059,1,1,1,11,"WENCHI",,,,,,,,,,,7,,,,,,,,24,,,,25,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107244060,1,1,2,1,,,5,,,,,,,,,6,3,,,,,,,21,26,,,24,32,,,3,3,,,5,5,,,2,1,,,,3,,,,4,,,,,,,,2,,,,743,,,,1810,,
7,112,107244079,1,1,1,1,,,,,,,,,,,,6,,,,,,,,40,,,,44,,,,6,,,,3,,,,1,,,,4,,,,2,,,,12,,,,1,,,,,,,,2010,,,
7,112,107244093,1,1,1,,,,,,,,,,,,,,,,,7,,,,23,,,,28,,,,2,,,,6,,,,1,,,,4,,,,1,,,,,,,,2,,,,512,,,,5520,,,
7,112,107246017,1,1,1,1,,,,,,,,,,,,6,,,,,,,,25,,,,26,,,,7,,,,1,,,,1,,,,3,,,,1,,,,1,,,,2,,,,831,,,,6022,,,
7,112,107246017,2,1,1,1,,,,,,,,,,,,6,,,,,,,,15,,,,16,,,,7,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107246018,1,1,2,5,,,1,,,,,,,,,3,6,,,,,,,22,24,,,23,25,,,7,7,,,1,1,,,1,1,,,4,4,,,1,1,,,1,1,,,2,2,,,523,523,,,5232,5232,,
7,112,107246019,1,1,1,1,,,,,,,,,,,,6,,,,,,,,23,,,,24,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,107246036,1,1,1,1,,,,,,,,,,,,6,,,,,,,,28,,,,29,,,,14,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,113,107245001,1,1,3,11,"HWIDIEM",,11,"YAMAHENESO",,11,"GYEDU",,,,,7,7,7,,,,,,33,39,41,,39,41,44,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,232,232,232,,8021,8021,8021,
7,113,107245001,2,1,3,11,"HWIDIEM",,11,"YAMAHENESO",,11,"GYEDU",,,,,7,7,7,,,,,,22,28,30,,28,30,33,,4,4,4,,3,3,3,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,113,107245003,1,1,4,1,,,11,"GYAPEKROM",,11,"KINKENSO",,11,"TREDE",,6,7,6,6,,,,,10,38,35,37,22,45,36,38,5,1,1,1,4,,,,2,,,,,,,,,,,,,,,,,,,,,246,,,,9191,,
7,113,107245003,2,1,3,11,"GYAPEKROM",,11,"KINKENSO",,11,"TREDE",,,,,7,6,6,,,,,,29,26,28,,36,27,29,,4,4,4,,3,3,3,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,113,107245007,2,2,2,11,"DUNKWA",,1,,,,,,,,,1,6,,,,,,,20,16,,,21,20,,,7,7,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,113,107245009,1,1,2,1,,,11,"WENCHI",,,,,,,,6,7,,,,,,,16,10,,,35,16,,,7,7,,,4,4,,,1,2,,,4,,,,1,,,,0,,,,2,,,,714,,,,5020,,,
7,113,107245010,1,1,1,12,,"KODUAKROM",,,,,,,,,,7,,,,,,,,20,,,,35,,,,4,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,113,107245013,1,1,2,11,"AKYEM ODA",,1,,,,,,,,,5,6,,,,,,,25,22,,,29,25,,,2,9,,,5,5,,,1,2,,,3,,,,,,,,0,,,,2,,,,711,,,,1429,,,
7,113,107245014,1,1,2,5,,,1,,,,,,,,,,,,,,,,,23,28,,,28,31,,,9,7,,,6,5,,,2,1,,,4,,,,,5,,,,2,,,,2,,,,523,,,,5252,,
7,113,107245018,1,1,1,11,"NKORANZA",,,,,,,,,,,7,,,,,,,,18,,,,28,,,,7,,,,4,,,,1,,,,2,,,,2,,,,36,,,,2,,,,512,,,,5520,,,
7,113,107245021,1,1,1,1,,,,,,,,,,,,,,,,,,,,19,,,,22,,,,2,,,,4,,,,1,,,,2,,,,2,,,,0,,,,2,,,,913,,,,9500,,,
7,113,107245025,1,1,1,11,"SEFWI JUABOSO",,,,,,,,,,,1,,,,,,,,20,,,,22,,,,7,,,,4,,,,1,,,,2,,,,2,,,,3,,,,2,,,,233,,,,8010,,,
7,113,107245027,1,1,2,5,,,11,"BREMAN ASIKUMA",,,,,,,,3,2,,,,,,,26,27,,,27,31,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,233,233,,,8010,8010,,
7,113,107245030,2,1,1,1,,,1,,,,,,,,,6,6,,,,,,,31,13,,,34,14,,,9,7,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,113,107245030,1,1,4,1,,,11,"EJURA SEKYIDUMASE",,11,"WENCHI",,1,,,6,6,7,,,,,,14,27,30,31,27,30,31,34,9,1,1,9,,,,,2,,,2,,,,,,,,,,,,,,,,,,331,331,,,8010,8010,
7,113,107245032,1,1,2,11,"DORMAA AHENKRO",,2,,,,,,,,,7,7,,,,,,,19,24,,,23,25,,,5,2,,,1,5,,,2,1,,,,3,,,,1,,,,0,,,,2,,,,512,,,,5520,,
7,114,107247008,1,1,1,11,"ATEBUBU",,,,,,,,,,,7,,,,,,,,47,,,,50,,,,1,,,,6,,,,1,,,,4,,,,1,,,,,,,,2,,,,713,,,,4520,,,
7,114,107247010,1,1,1,1,,,,,,,,,,,,,,,,21,,,,61,,,,64,,,,7,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,114,107247013,1,1,2,11,"KYEBI",,,,,,,,,,,5,,,,,7,,,22,20,,,23,21,,,3,3,,,6,4,,,1,1,,,4,4,,,1,2,,,1,,,,2,2,,,931,522,,,1321,5239,,
7,114,107247020,3,1,1,5,,,,,,,,,,,,3,,,,,,,,90,,,,92,,,,7,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,114,107247025,1,1,1,11,"WENCHI",,,,,,,,,,,7,,,,,,,,19,,,,21,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,114,107247030,1,1,1,11,"AKON TOMRA",,,,,,,,,,,1,,,,,,,,20,,,,25,,,,3,,,,5,,,,1,,,,4,,,,4,,,,12,,,,2,,,,921,,,,113,,,
7,114,107247036,1,1,1,11,"TEMA",,,,,,,,,,,,,,,,,,,7,,,,30,,,,5,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,114,107247040,1,1,1,6,,,,,,,,,,,,8,,,,,,,,18,,,,20,,,,3,,,,4,,,,1,,,,2,,,,2,,,,,,,,1,,,,523,,,,5252,,,
7,114,107247048,1,1,1,11,"TEMA",,,,,,,,,,,3,,,,,,,,5,,,,7,,,,5,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,114,107247053,1,1,1,1,,,,,,,,,,,,,,,,1,,,,20,,,,23,,,,3,,,,6,,,,1,,,,4,,,,4,,,,3,,,,2,,,,522,,,,2310,,,
7,114,107248001,1,1,1,4,,,,,,,,,,,,5,,,,,,,,24,,,,26,,,,1,,,,6,,,,1,,,,,,,,1,,,,0,,,,2,,,,921,,,,111,,,
7,114,107248002,1,1,1,10,,,,,,,,,,,,4,,,,,,,,36,,,,37,,,,3,,,,4,,,,1,,,,2,,,,1,,,,1,,,,2,,,,921,,,,111,,,
7,114,107248013,1,1,3,5,,,11,"TARKWA",,11,"NKAWKAW",,,,,3,1,5,,,,,,27,29,30,,28,30,31,,3,3,3,,4,6,6,,1,2,2,,4,,,,1,,,,1,,,,2,,,,821,,,,1410,,,
7,114,107248016,1,1,1,11,"SEFWI WIOASO",,,,,,,,,,,1,,,,,,,,17,,,,18,,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,114,107248057,2,2,1,9,,,,,,,,,,,,1,,,,,,,,14,,,,18,,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,115,107268016,1,1,2,11,"SEKYERE ODUMASI",,11,"TATALE",,,,,,,,6,8,,,,,,,13,0,,,17,13,,,2,5,,,5,,,,1,2,,,4,,,,4,,,,,,,,2,,,,611,,,,113,,,
7,115,107268016,2,1,2,11,"TEPA",,11,"TATALE",,,,,,,,6,8,,,,,,,8,0,,,16,8,,,5,5,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,115,107268034,1,1,2,1,,,11,"AMANTIN",,,,,,,,6,7,,,,,,,,0,,,,,,,7,6,,,1,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,115,107268037,2,2,2,11,"YEJI",,12,,"NOMASE",,,,,,,7,7,,,,,,,20,0,,,21,20,,,7,7,,,4,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,115,107268052,1,1,2,11,"DUNKWA",,11,"TEPA",,,,,,,,2,6,,,,,,,18,0,,,30,18,,,7,6,,,3,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
