"id1","id2","id3","id4","hhmid","s1d_1","s1d_2","sid_3i","s1d_3ii","s1d_3iii","s1d_4i","s1d_4ii","s1d_5","s1d_6","s1d_7","s1d_8","s1d_9","s1d_10ai","s1d_10aii","s1d_10bi","s1d_10bii","s1d_11","s1d_12i","s1d_12ii","s1d_13","s1d_14","s1d_15","s1d_16","s1d_17i","s1d_17ii","s1d_18","s1d_19","s1d_20i","s1d_20ii","s1d_21","s1d_22","s1d_23","s1d_24","s1d_25","s1d_26","s1d_27","s1d_28","s1d_29","s1d_30","s1d_31","s1d_32","s1d_33","hhno"
8,137,285,16,10,2,8,,,2000,10,,1,,,,,,,,,,,,8,8,1,11,3,,1,6,3,,1,6,1,,1,,0,,,,,,,108285016
8,137,285,17,1,1,1,,,1980,30,,2,1,1,2,25,200,0,,,2005,100,0,8,8,1,11,3,,1,6,3,,1,6,1,,1,,0,,,,,,,108285017
8,137,285,17,2,2,2,,,1984,26,,2,1,1,1,21,,,200,0,2005,,,8,6,1,11,3,,1,6,3,,1,6,1,,1,,0,,,,,,,108285017
8,137,285,17,3,1,3,,,2007,3,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,,,,,1,,1,,0,,,,,,,108285017
8,137,285,17,4,2,3,2,10,2008,1,4,1,,,,,,,,,,,,8,8,1,11,1,1,,,,,,,1,,1,,0,,,,,,,108285017
8,137,285,18,1,1,1,,,1965,45,,2,1,1,2,25,50,0,,,1990,,,9,8,1,11,2,,1,6,2,,1,11,1,,1,,0,,,,,,,108285018
8,137,285,18,2,2,2,,,1973,37,,2,1,1,1,17,,,50,0,1990,,,9,8,1,11,2,,1,6,3,,1,11,1,,1,,0,,,,,,,108285018
8,137,285,18,3,2,3,,,1995,15,,2,6,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,0,,,,,,,108285018
8,137,285,18,4,2,3,,,1998,12,,2,6,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,0,,,,,,,108285018
8,137,285,18,5,1,3,,,2004,6,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,0,,,,,,,108285018
8,137,285,18,6,2,3,,,2006,4,0,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,0,,,,,,,108285018
8,137,285,18,7,1,3,,,2008,2,0,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,0,,,,,,,108285018
8,137,285,18,8,2,2,,,1975,35,,2,1,1,1,17,,,50,0,1993,,,1,8,1,11,3,,1,6,3,,1,11,1,,1,,0,,,,,,,108285018
8,137,285,18,9,1,3,,,1995,15,,2,6,,,,,,,,,,,1,8,1,11,1,1,,,1,8,,,1,,1,,0,,,,,,,108285018
8,137,285,18,10,1,3,,,2003,7,,1,,,,,,,,,,,,1,8,1,11,1,1,,,1,8,,,1,,1,,0,,,,,,,108285018
8,137,285,18,11,2,3,,,2005,5,0,1,,,,,,,,,,,,1,8,1,11,1,1,,,1,8,,,1,,1,,0,,,,,,,108285018
8,137,285,18,12,2,3,,,2008,2,0,1,,,,,,,,,,,,1,8,1,11,1,1,,,1,8,,,1,,1,,0,,,,,,,108285018
8,137,285,19,1,1,1,,,1984,26,,2,6,,,,,,,,,,,1,8,1,11,2,,1,6,1,2,,,1,,1,,0,,,,,,,108285019
8,137,285,19,2,2,5,,,1930,70,,2,5,,,17,,,,,1947,,,9,8,1,11,2,,1,6,2,,1,11,1,,1,,0,,,,,,,108285019
8,137,285,21,1,1,1,,,1950,50,,2,1,1,2,23,30,,,,1973,,,9,8,1,11,2,,1,6,2,,1,11,1,,1,,0,,,,,,,108285021
8,137,285,21,2,2,2,,,1958,42,,2,1,1,1,15,,,30,0,1973,,,9,8,1,11,2,,1,6,2,,1,11,1,,1,,0,,,,,,,108285021
8,137,285,21,3,1,3,,,2002,8,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,0,,,,,,,108285021
8,137,285,21,4,2,3,,,2006,4,0,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,0,,,,,,,108285021
8,137,285,21,5,2,2,,,1960,40,,2,1,1,1,18,,,30,0,1978,,,9,8,1,11,2,,1,6,2,,1,11,1,,1,,0,,,,,,,108285021
8,137,285,21,6,2,3,,,2004,6,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,5,,,1,,1,,0,,,,,,,108285021
8,137,285,22,1,1,1,,,1920,80,,2,1,1,2,25,21,,,,1945,,,9,8,1,11,2,,1,6,2,,1,11,1,,1,,0,,,,,,,108285022
8,137,285,22,2,2,2,,,1930,70,,2,1,1,1,15,,,21,,1945,,,9,8,1,11,2,,1,6,2,,1,11,1,,1,,0,,,,,,,108285022
8,137,285,22,3,2,2,,,1940,60,,2,1,1,1,18,,,21,,1962,,,9,8,1,11,2,,1,6,2,,1,11,1,,1,,0,,,,,,,108285022
8,137,285,22,4,1,3,,,1995,15,,2,6,,,,,,,,,,,9,8,1,11,1,1,,,1,3,,,1,,1,,0,,,,,,,108285022
8,137,285,24,1,1,1,,,1981,29,,2,1,1,2,20,70,0,,,2001,,,9,8,1,11,2,,1,6,3,,1,11,1,,1,,0,,,,,,,108285024
8,137,285,24,2,2,2,,,1983,27,,2,1,1,1,18,,,70,0,2001,,,9,8,1,11,3,,1,6,3,,1,11,1,,1,,0,,,,,,,108285024
8,137,285,24,3,1,7,,,1991,19,,2,6,,,,,,,,,,,9,8,1,11,3,,1,6,3,,1,11,1,,1,,0,,,,,,,108285024
8,137,285,24,4,1,3,,,2001,9,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,0,,,,,,,108285024
8,137,285,24,5,1,3,,,2007,3,0,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,0,,,,,,,108285024
8,137,286,1,1,1,1,,,1935,75,,2,1,1,2,34,,,,,1970,,,7,8,1,11,2,,1,6,3,,1,6,1,,1,,,,,,,,,108286001
8,137,286,1,2,2,2,,,1943,67,,2,1,1,1,26,,,,,1970,,,7,8,1,11,3,,1,6,2,,1,6,1,,1,,,,,,,,,108286001
8,137,286,1,3,1,3,,,1985,25,,2,6,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286001
8,137,286,1,4,1,3,,,1988,22,,2,6,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286001
8,137,286,1,5,1,3,,,1995,15,,2,6,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286001
8,137,286,1,6,2,3,,,1998,12,,2,6,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286001
8,137,286,3,1,1,1,,,1948,62,,2,1,1,2,41,,,,,1990,,,7,8,1,11,2,,1,6,3,,1,6,1,,1,,,,,,,,,108286003
8,137,286,3,2,2,2,,,1972,38,,2,1,1,1,19,,,,,1990,,,7,8,1,11,3,,1,6,2,,1,6,1,,1,,,,,,,,,108286003
8,137,286,3,3,1,3,,,2002,8,,1,,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286003
8,137,286,3,4,1,3,,,2005,5,0,1,,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286003
8,137,286,3,5,2,3,,,2007,3,0,1,,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286003
8,137,286,4,1,1,1,,,1960,50,,2,1,1,2,34,20,0,,,1996,70,0,7,8,1,11,2,,1,6,2,,1,6,1,,1,,,,,,,,,108286004
8,137,286,4,2,2,2,,,1975,35,,2,1,1,1,19,,,20,0,1996,80,0,7,8,1,11,2,,1,6,2,,1,6,1,,1,,,,,,,,,108286004
8,137,286,4,3,2,3,,,1994,16,,2,6,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286004
8,137,286,4,4,2,3,,,1997,13,,2,6,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286004
8,137,286,4,5,1,3,,,2002,8,,1,,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286004
8,137,286,4,6,2,3,,,2005,5,0,1,,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286004
8,137,286,4,7,1,3,,,2007,3,0,1,,,,,,,,,,,,7,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286004
8,137,286,5,1,1,1,,,1969,41,,2,1,1,2,27,200,0,,,1996,120,0,8,1,1,11,2,,1,6,3,,1,6,1,,1,,,,,,,,,108286005
8,137,286,5,2,2,2,,,1974,36,,2,1,1,1,22,,,200,0,1996,150,0,8,1,1,11,3,,1,6,2,,1,6,1,,1,,,,,,,,,108286005
8,137,286,5,3,1,3,1,9,1997,13,,2,6,,,,,,,,,,,8,1,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286005
8,137,286,5,4,1,3,,,2000,10,,1,,,,,,,,,,,,8,1,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286005
8,137,286,5,5,1,3,,,2003,7,,1,,,,,,,,,,,,8,1,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286005
8,137,286,5,6,1,3,,,2006,4,0,1,,,,,,,,,,,,8,1,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286005
8,137,286,8,1,1,1,,,1975,35,,2,1,1,2,23,50,0,,,1998,,,8,8,1,11,2,,1,6,3,,1,11,1,,1,,,,,,,,,108286008
8,137,286,8,2,2,2,,,1980,30,,2,1,1,1,18,,,50,0,1998,,,8,8,1,11,2,,1,6,2,,1,11,1,,1,,,,,,,,,108286008
8,137,286,8,3,2,3,,,1998,12,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286008
8,137,286,8,4,1,3,,,2002,8,,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286008
8,137,286,8,5,1,3,,,2004,6,,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286008
8,137,286,8,6,2,2,,,1985,25,,2,1,,1,20,,,50,0,2005,,,8,8,1,11,2,,1,6,3,,1,11,1,,1,,,,,,,,,108286008
8,137,286,8,7,2,3,,,2006,4,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286008
8,137,286,8,8,2,3,,,2008,2,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286008
8,137,286,11,1,1,1,,,1988,22,,2,1,1,2,21,50,0,,,2009,,,8,8,1,11,2,,1,6,3,,1,11,1,,1,,,,,,,,,108286011
8,137,286,11,2,2,2,,,1990,20,,2,1,1,1,19,,,50,0,2009,,,8,8,1,11,3,,1,6,3,,1,11,1,,1,,,,,,,,,108286011
8,137,286,11,3,2,3,11,7,2009,0,8,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286011
8,137,286,12,1,1,1,,,1989,21,,2,1,1,2,16,30,0,,,2005,,,8,8,1,11,2,,1,6,3,,1,11,1,,1,,,,,,,,,108286012
8,137,286,12,2,2,2,,,2001,19,,2,1,1,1,15,,,30,0,2005,,,8,8,1,11,2,,1,6,3,,1,11,1,,1,,,,,,,,,108286012
8,137,286,12,3,2,3,,,2005,5,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,1,,1,,1,,,,,,,,,108286012
8,137,286,12,4,2,3,,,2007,3,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,1,,1,,1,,,,,,,,,108286012
8,137,286,13,1,1,1,,,1945,65,,2,1,1,2,25,,,,,1945,,,9,8,1,11,2,,1,6,2,,1,6,1,,1,,,,,,,,,108286013
8,137,286,13,2,2,2,,,1951,59,,2,1,1,1,19,,,,,1945,,,9,8,1,11,2,,1,6,2,,1,6,1,,1,,,,,,,,,108286013
8,137,286,13,3,2,3,,,1993,17,,2,6,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286013
8,137,286,13,4,2,3,,,1995,15,,2,6,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286013
8,137,286,13,5,2,3,,,2001,9,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286013
8,137,286,13,6,2,2,,,1967,43,,2,1,1,1,18,,,,,1967,,,9,8,1,11,2,,1,6,3,,1,6,1,,1,,,,,,,,,108286013
8,137,286,13,7,1,3,,,1993,17,,2,6,,,,,,,,,,,9,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286013
8,137,286,13,8,2,3,,,1995,15,,2,6,,,,,,,,,,,9,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286013
8,137,286,13,9,2,3,,,1995,15,,2,6,,,,,,,,,,,9,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286013
8,137,286,13,10,2,3,,,1999,11,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286013
8,137,286,13,11,2,3,,,2004,6,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286013
8,137,286,13,12,1,3,,,2007,3,0,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286013
8,137,286,13,13,2,2,,,1969,41,,2,1,1,1,19,,,,,1988,,,9,8,1,11,3,,1,6,2,,1,6,1,,1,,,,,,,,,108286013
8,137,286,13,14,1,3,4,12,1997,12,,2,6,,,,,,,,,,,9,8,1,11,1,1,,,1,13,,,1,,1,,,,,,,,,108286013
8,137,286,13,15,2,3,3,5,2000,9,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,13,,,1,,1,,,,,,,,,108286013
8,137,286,13,16,2,3,20,4,2003,6,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,13,,,1,,1,,,,,,,,,108286013
8,137,286,13,17,1,3,18,1,2009,1,1,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,13,,,1,,1,,,,,,,,,108286013
8,137,286,13,18,2,2,,,1990,20,,2,1,,1,18,,,,,2008,100,0,9,8,1,11,2,,1,6,3,,1,6,1,,1,,,,,,,,,108286013
8,137,286,13,19,2,3,12,5,2008,1,9,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,18,,,1,,1,,,,,,,,,108286013
8,137,286,14,1,1,1,,,1960,50,,2,1,1,2,24,20,0,,,1980,100,0,8,8,1,11,2,,1,6,2,,1,6,1,,1,,,,,,,,,108286014
8,137,286,14,2,2,2,,,1964,46,,2,1,1,1,20,,,20,0,1980,,,8,8,1,11,2,,1,6,3,,1,6,1,,1,,,,,,,,,108286014
8,137,286,14,3,1,3,,,1996,14,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286014
8,137,286,14,4,2,3,3,2,2000,10,,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286014
8,137,286,14,5,1,3,,,2004,6,,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286014
8,137,286,14,6,2,2,,,1972,38,,2,1,1,1,20,,,40,0,1992,,,8,8,1,11,2,,1,6,3,,1,6,1,,1,,,,,,,,,108286014
8,137,286,14,7,2,3,,,1994,16,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286014
8,137,286,14,8,2,3,,,1996,14,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286014
8,137,286,14,9,2,3,,,2005,5,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286014
8,137,286,14,10,2,3,,,2008,2,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,6,,,1,,1,,,,,,,,,108286014
8,137,286,15,1,1,1,,,1962,48,,2,1,1,2,28,2,0,,,1990,10,0,5,8,1,11,2,,1,6,2,,1,6,1,,1,,,,,,,,,108286015
8,137,286,15,2,2,2,,,1970,40,,2,1,1,1,20,,,2,0,1990,,,10,8,1,11,2,,1,6,3,,1,6,1,,1,,,,,,,,,108286015
8,137,286,15,3,1,3,,,1990,20,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286015
8,137,286,15,4,1,3,,,1992,18,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286015
8,137,286,15,5,2,3,,,1997,13,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286015
8,137,286,15,6,1,3,,,2001,9,,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286015
8,137,286,15,7,2,3,,,2004,6,,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286015
8,137,286,15,8,2,3,,,2007,3,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286015
8,137,286,15,9,2,3,,,2009,1,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286015
8,137,286,15,10,1,3,,,2006,4,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,3,,1,,1,,1,,,,,,,,,108286015
8,137,286,16,1,1,1,,,1938,72,,2,1,1,2,25,,,,,1963,,,5,8,1,11,2,,1,6,2,,1,6,1,,1,,,,,,,,,108286016
8,137,286,16,2,2,2,,,1945,65,,2,1,1,1,18,,,,,1963,,,5,8,1,11,2,,1,6,2,,1,6,1,,1,,,,,,,,,108286016
8,137,286,16,3,1,3,,,1985,25,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286016
8,137,286,16,4,1,3,,,1990,20,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286016
8,137,286,16,5,2,3,,,1994,16,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286016
8,137,286,18,1,1,1,,,1966,44,,2,1,1,2,27,20,0,,,1993,110,0,8,8,1,11,2,,1,6,3,,1,6,1,,1,,,,,,,,,108286018
8,137,286,18,2,2,2,,,1973,37,,2,1,1,1,20,,,20,0,1993,50,0,8,8,1,11,2,,1,6,3,,1,6,1,,1,,,,,,,,,108286018
8,137,286,18,3,1,3,,,1996,14,,2,6,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286018
8,137,286,18,4,1,3,18,12,2003,6,,1,,,,,,,,,,,,8,6,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286018
8,137,286,18,5,2,3,7,4,2006,3,10,1,,,,,,,,,,,,8,6,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286018
8,137,286,18,6,1,3,22,4,2009,0,10,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286018
8,137,286,19,1,1,1,,,1981,29,,2,1,1,2,23,200,0,,,2004,150,0,8,8,1,11,3,,1,6,2,,1,6,1,,1,,2,,,,,,,108286019
8,137,286,19,2,2,2,,,1984,26,,2,1,1,1,21,,,200,0,2004,170,0,8,8,1,11,3,,1,6,3,,1,6,1,,1,,2,,,,,,,108286019
8,137,286,19,3,2,3,,,2005,5,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286019
8,137,286,19,4,2,3,,,2008,2,0,1,,,,,,,,,,,,8,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286019
8,137,286,21,1,1,1,,,1965,45,,2,1,1,2,25,30,0,,,1985,,,9,8,1,11,2,,1,6,3,,1,11,1,,1,,,,,,,,,108286021
8,137,286,21,2,2,2,,,1975,35,,2,1,1,1,15,,,30,0,1985,,,9,8,1,11,2,,1,6,3,,1,11,1,,1,,,,,,,,,108286021
8,137,286,21,3,2,3,,,1998,12,,2,6,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286021
8,137,286,21,4,2,3,,,2000,10,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286021
8,137,286,21,5,2,2,,,1978,32,,2,1,1,1,18,,,50,0,1990,,,9,8,1,11,2,,1,6,3,,1,11,1,,1,,,,,,,,,108286021
8,137,286,21,6,1,3,,,2000,10,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,5,,,1,,1,,,,,,,,,108286021
8,137,286,21,7,2,3,,,2002,8,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,5,,,1,,1,,,,,,,,,108286021
8,137,286,21,8,2,3,,,2000,3,0,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,5,,,1,,1,,,,,,,,,108286021
8,137,286,22,1,1,1,,,1968,42,,2,1,1,2,22,50,0,,,1990,,,9,8,1,11,2,,1,6,3,,1,11,1,,1,,,,,,,,,108286022
8,137,286,22,2,2,2,,,1975,35,,2,1,1,1,15,,,80,0,1990,,,9,8,1,11,2,,1,6,3,,1,11,1,,1,,,,,,,,,108286022
8,137,286,22,3,1,3,,,2000,10,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286022
8,137,286,22,4,2,3,,,2002,8,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,2,,,1,,1,,,,,,,,,108286022
8,137,286,22,5,2,2,,,1960,40,,2,1,1,1,18,,,100,0,1988,,,9,8,1,11,2,,1,6,2,,1,11,1,,1,,,,,,,,,108286022
8,137,286,22,6,1,3,,,2002,8,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,5,,,1,,1,,,,,,,,,108286022
8,137,286,22,7,1,3,,,2004,6,,1,,,,,,,,,,,,9,8,1,11,1,1,,,1,5,,,1,,1,,,,,,,,,108286022
8,137,287,1,1,1,1,,,1975,35,,2,1,1,2,25,100,,,,2000,,,7,8,1,51,2,,1,6,3,,1,11,1,,1,,,,,,,,,108287001
8,137,287,1,2,2,2,,,1983,27,,2,1,1,1,17,,,100,,2000,,,7,8,1,51,3,,1,6,3,,1,11,1,,1,,,,,,,,,108287001
8,137,287,1,3,1,3,,,2000,10,,1,,,,,,,,,,,,7,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287001
8,137,287,1,4,1,3,,,2002,8,,1,,,,,,,,,,,,7,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287001
8,137,287,1,5,2,3,,,2004,6,,1,,,,,,,,,,,,7,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287001
8,137,287,1,6,1,3,,,2009,1,1,1,,,,,,,,,,,,7,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287001
8,137,287,2,1,2,1,,,1950,50,,2,5,,,19,,,,,1969,,,1,8,1,51,2,,1,6,2,,1,11,1,,1,,,,,,,,,108287002
8,137,287,2,2,1,3,,,1983,27,,2,1,1,3,19,100,,,,2002,,,1,8,1,51,2,,1,6,1,1,,,1,,1,,,,,,,,,108287002
8,137,287,2,3,2,6,,,1982,28,,2,1,1,2,20,,,100,,2002,,,1,8,1,51,3,,1,6,3,,1,11,1,,1,,,,,,,,,108287002
8,137,287,2,4,2,4,,,2002,8,,1,,,,,,,,,,,,1,8,1,51,1,2,,,1,3,,,1,,1,,,,,,,,,108287002
8,137,287,2,5,2,4,,,2005,5,0,1,,,,,,,,,,,,1,8,1,51,1,2,,,1,3,,,1,,1,,,,,,,,,108287002
8,137,287,2,6,1,4,,,2008,2,0,1,,,,,,,,,,,,1,8,1,51,1,2,,,1,3,,,1,,1,,,,,,,,,108287002
8,137,287,3,1,1,1,,,1973,37,,2,1,1,2,23,70,,,,1996,,,1,8,1,51,2,,1,6,3,,1,11,1,,1,,,,,,,,,108287003
8,137,287,3,2,2,2,,,1980,30,,2,1,1,1,16,,,70,,1996,,,1,8,1,51,2,,1,6,3,,1,11,1,,1,,,,,,,,,108287003
8,137,287,3,3,1,3,,,1996,14,,2,6,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287003
8,137,287,3,4,1,3,,,1998,12,,2,3,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287003
8,137,287,3,5,1,3,,,2000,10,,1,,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287003
8,137,287,3,6,1,3,,,2004,6,,1,,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287003
8,137,287,3,7,2,3,,,2006,4,0,1,,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287003
8,137,287,3,8,2,3,,,2008,2,0,1,,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287003
8,137,287,5,1,1,1,,,1982,28,,2,1,1,2,22,100,,,,2004,,,1,8,1,51,2,,1,6,3,,1,11,1,,1,,,,,,,,,108287005
8,137,287,5,2,2,2,,,1984,26,,2,1,1,1,20,,,100,,2004,,,1,8,1,51,3,,1,6,3,,1,11,1,,1,,,,,,,,,108287005
8,137,287,5,3,2,3,,,2004,6,,1,,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287005
8,137,287,5,4,2,3,,,2006,4,0,1,,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287005
8,137,287,5,5,1,3,,,2009,1,0,1,,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287005
8,137,287,6,1,1,1,,,1934,76,,2,1,1,2,28,10,,,,1962,,,9,8,1,51,2,,1,6,2,,1,11,1,,1,,,,,,,,,108287006
8,137,287,6,2,2,2,,,1940,60,,2,1,1,1,15,,,10,,1975,,,9,8,1,51,2,,1,6,2,,1,11,1,,1,,,,,,,,,108287006
8,137,287,6,3,1,3,,,1986,24,,2,6,,,,,,,,,,,9,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287006
8,137,287,6,4,2,3,,,1996,14,,2,6,,,,,,,,,,,9,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287006
8,137,287,9,1,1,1,,,1950,60,,2,1,1,2,22,,,,,1972,,,1,8,1,51,2,,1,6,2,,1,6,1,,1,,,,,,,,,108287009
8,137,287,9,2,2,2,,,1955,55,,2,1,1,1,17,,,,,1972,,,1,8,1,51,2,,1,6,2,,1,6,1,,1,,,,,,,,,108287009
8,137,287,9,3,1,3,,,1994,16,,2,6,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287009
8,137,287,9,4,2,3,,,1999,11,,1,,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287009
8,137,287,9,5,2,3,,,2002,8,,1,,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287009
8,137,287,15,1,1,1,,,1950,60,,2,1,1,2,25,,,,,1975,,,1,8,1,51,2,,1,6,2,,1,6,1,,1,,,,,,,,,108287015
8,137,287,15,2,2,2,,,1955,55,,2,1,1,1,20,,,,,1975,,,1,9,2,51,2,,1,6,3,,1,6,1,,1,,,,,,,,,108287015
8,137,287,15,3,2,3,,,1996,14,,2,6,,,,,,,,,,,1,8,1,51,1,1,,,1,2,,,1,,1,,,,,,,,,108287015
