"id1","id2","id3","id4","hhmid","s10avi_49","s10avi_50i","s10avi_50ii","s10avi_51","s10avi_52i","s10avi_52ii","s10avi_53","s10avi_54i","s10avi_54ii","s10avi_55","s10avi_56i","s10avi_56ii","s10avi_57","s10avi_58i","s10avi_58ii","s10avi_59","s10avi_60i","s10avi_60ii","s10avi_61","s10avi_62i","s10avi_62ii","s10avi_63","s10avi_64i","s10avi_64ii","s10avi_65","s10avi_66i","s10avi_66ii","s10avi_67","s10avi_68i","s10avi_68ii","s10avi_69","s10avi_70i","s10avi_70ii","s10avi_71","s10avi_72i","s10avi_72ii","s10avi_73","s10avi_74i","s10avi_74ii","s10avi_75","s10avi_76i","s10avi_76ii","s10avi_77","s10avi_78i","s10avi_78ii","s10avi_79","s10avi_80i","s10avi_80ii","s10avi_81","s10avi_82i","s10avi_82ii","s10avi_83","s10avi_84i","s10avi_84ii","s10avi_85","s10avi_86i","s10avi_86ii","s10avi_87","s10avi_88i","s10avi_88ii","s10avi_89","s10avi_90i","s10avi_90ii","s10avi_91","s10avi_92i","s10avi_92ii","s10avi_93","s10avi_94i","s10avi_94ii","s10avi_95","s10avi_96i","s10avi_96ii","s10avi_97","s10avi_98i","s10avi_98ii","s10avi_99","s10avi_100i","s10avi_100ii","s10avi_101","s10avi_102i","s10avi_102ii","s10avi_103i","s10avi_103ii","s10avi_104i","s10avi_104ii","s10avi_105","hhno"
1,10,19,13,2,2,,,,,,1,,45,1,,45,1,1,30,1,1,30,2,,,,,,1,1,20,1,1,20,1,,15,1,,15,1,1,,1,1,,1,1,30,1,1,30,2,,,,,,2,,,,,,2,,,,,,1,1,,1,1,,2,,,,,,1,,,1,30,8,20,5,101019013
1,10,19,14,1,2,,,,,,1,,30,2,,,1,,,2,,,1,1,,2,,,1,1,30,2,,,1,,10,2,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,1,30,2,,,2,,,,,7,,5,101019014
1,10,19,16,1,2,,,,,,1,,20,2,,,1,,45,2,,,1,2,,2,,,1,1,,2,,,1,,5,2,,,1,,30,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,,45,2,,,1,1,30,2,,,2,,,,,8,,6,101019016
1,10,19,17,1,2,,,,,,2,,,,,,1,1,30,2,,,1,1,30,2,,,2,,,,,,2,,,,,,1,1,,1,1,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,1,30,2,,,1,1,,1,1,,1,1,,1,30,7,,6,101019017
1,10,19,17,2,2,,,,,,2,,,,,,1,1,30,2,,,1,1,,2,,,1,1,30,1,1,30,1,,20,1,,20,1,1,30,1,1,30,1,1,45,1,1,45,1,1,,2,,,2,,,,,,1,,30,2,,,1,1,,1,1,,1,1,30,1,1,30,1,1,,1,45,8,,6,101019017
1,10,19,19,1,2,,,,,,1,,30,2,,,1,1,,2,,,1,3,,2,,,1,1,,2,,,1,,5,2,,,1,,30,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,,45,2,,,1,1,,2,,,2,,,,,8,,5,101019019
1,10,19,20,1,2,,,,,,2,,,,,,1,1,,2,,,1,2,,2,,,2,,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,1,1,30,1,1,30,2,,,,,,1,1,30,1,30,7,,5,101019020
1,10,19,20,2,1,1,,1,1,,1,,20,1,,20,1,1,30,1,1,30,1,1,,1,1,,1,1,30,1,1,30,1,,20,1,,20,1,1,30,1,1,30,1,1,30,1,1,30,2,,,,,,1,1,30,1,1,30,2,,,,,,1,1,,1,1,,2,,,,,,1,1,30,1,30,8,,6,101019020
1,10,19,20,3,1,,45,2,,,1,,20,2,,,1,,20,2,,,1,1,30,2,,,1,,45,2,,,1,,25,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,30,2,,,1,,45,2,,,2,,,,,,2,,,,,8,,5,101019020
1,10,20,2,1,1,,20,2,,,1,,10,2,,,1,1,,2,,,2,,,,,,1,2,,2,,,1,,10,2,,,1,,15,2,,,1,2,30,2,,,2,,,,,,2,,,,,,1,,20,2,,,1,3,,2,,,1,1,,1,1,,1,,30,,10,8,,5,101020002
1,10,20,4,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,1,,2,,,2,,,,,,1,,10,2,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,1,3,,2,,,1,1,40,2,,,1,,30,,10,7,30,6,101020004
1,10,20,4,2,1,,30,2,,,1,,10,2,,,1,1,,2,,,2,,,,,,1,2,30,1,2,,1,,15,2,,,1,,15,2,,,1,2,30,2,,,1,,30,2,,,2,,,,,,2,,,,,,1,2,30,2,,,2,,,,,,1,,20,,15,8,,6,101020004
1,10,20,4,3,1,,30,2,,,1,,20,2,,,1,,30,2,,,2,,,,,,1,2,,2,,,1,,15,2,,,1,,20,2,,,1,1,30,2,,,2,,,,,,2,,,,,,1,1,30,2,,,1,1,30,2,,,1,1,30,2,,,1,,30,,15,7,30,5,101020004
1,10,20,6,1,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,1,,2,,,1,,10,2,,,1,,15,2,,,1,1,30,2,,,2,,,,,,2,,,,,,1,,30,2,,,1,3,,2,,,1,3,,2,,,2,,,,,8,30,6,101020006
1,10,20,10,1,2,,,,,,1,,5,2,,,1,,40,2,,,2,,,,,,1,1,30,2,,,1,,15,2,,,1,,15,2,,,1,2,,2,,,2,,,,,,2,,,,,,1,1,30,2,,,1,4,,2,,,1,3,,2,,,2,,,,,9,,5,101020010
1,10,20,14,1,2,,,,,,1,,15,2,,,1,1,,2,,,2,,,,,,1,2,,2,,,1,,15,2,,,1,,10,2,,,1,1,30,1,1,,2,,,,,,2,,,,,,2,,,,,,1,3,,2,,,1,2,,1,1,,1,,30,,15,7,,6,101020014
1,10,20,16,1,1,,30,2,,,1,,15,2,,,2,,,,,,1,,45,2,,,1,1,,2,,,2,,,,,,1,,15,2,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,1,,2,,,1,,20,,10,7,30,6,101020016
1,10,20,16,2,1,,30,2,,,1,,20,2,,,1,1,,2,,,2,,,,,,1,2,30,1,1,,1,,20,2,,,1,,20,2,,,1,2,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,1,1,,1,1,15,2,,,1,,25,,15,8,,6,101020016
1,10,20,18,1,1,,30,2,,,2,,,,,,1,1,,2,,,2,,,,,,1,2,,2,,,1,,10,2,,,1,,10,2,,,1,2,,2,,,2,,,,,,2,,,,,,1,,30,2,,,1,3,,2,,,2,,,,,,2,,,,,8,,6,101020018
1,10,20,18,2,1,,30,2,,,1,,15,2,,,1,1,,2,,,2,,,,,,1,2,30,2,,,1,,15,2,,,1,,20,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,3,30,2,,,2,,,,,,2,,,,,8,,6,101020018
1,10,20,21,1,2,,,,,,1,,15,2,,,1,1,30,2,,,2,,,,,,1,2,,2,,,1,,10,2,,,1,,15,2,,,1,2,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,3,,2,,,1,2,,1,1,,1,,20,,10,7,30,7,101020021
1,10,20,21,2,2,,,,,,1,,20,2,,,1,,40,2,,,2,,,,,,1,1,30,2,,,1,,15,2,,,1,,20,2,,,1,2,,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,2,30,2,,,1,2,,2,,,1,,30,,15,8,,6,101020021
1,10,20,24,1,2,,,,,,1,,15,2,,,1,1,,2,,,2,,,,,,1,2,30,2,,,1,,15,2,,,1,,20,2,,,1,2,30,2,,,2,,,,,,2,,,,,,1,1,30,2,,,1,3,,2,,,2,,,,,,1,,45,,15,8,,5,101020024
1,10,20,25,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,2,,2,,,2,,,,,,1,,10,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,2,,2,,,1,2,,2,,,2,,,,,7,30,6,101020025
1,10,20,25,2,2,,,,,,1,,15,2,,,1,1,30,2,,,2,,,,,,1,2,30,2,,,1,,15,2,,,1,,15,2,,,1,2,,2,,,2,,,,,,2,,,,,,1,,40,2,,,1,4,,2,,,1,2,,2,,,2,,,,,8,,5,101020025
1,10,20,26,1,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,2,,2,,,1,,15,2,,,1,,10,2,,,1,2,30,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,2,,2,,,2,,,,,,1,,30,,10,8,,7,101020026
1,10,20,27,1,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,1,30,1,1,,1,,15,2,,,1,,10,2,,,1,2,30,1,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,30,2,,,1,,10,,20,8,30,5,101020027
1,10,20,35,1,1,,45,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,2,,2,,,2,,,,,,1,,10,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,3,,2,,,1,2,,1,1,,2,,,,,7,30,6,101020035
1,10,20,35,2,1,1,,2,,,1,,10,2,,,1,,30,2,,,2,,,,,,1,1,30,2,,,1,,15,2,,,1,,20,2,,,1,1,30,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,2,,2,,,1,1,,2,,,2,,,,,8,,5,101020035
1,10,20,35,3,1,1,,2,,,1,,10,2,,,1,,30,2,,,2,,,,,,1,1,30,2,,,1,,10,2,,,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,2,30,2,,,1,1,,2,,,2,,,,,8,,5,101020035
1,10,20,37,1,1,,15,2,,,1,,5,2,,,1,,30,2,,,2,,,,,,1,1,,2,,,1,,5,2,,,1,,15,2,,,1,,40,2,,,2,,,,,,2,,,,,,2,,,,,,1,5,,2,,,2,,,,,,2,,,,,8,,6,101020037
1,10,20,37,2,1,,20,2,,,1,,5,2,,,1,1,,2,,,2,,,,,,1,2,,2,,,1,,15,2,,,1,,15,2,,,1,2,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,1,,2,,,2,,,,,8,,5,101020037
1,10,20,43,1,2,,,,,,1,,15,2,,,1,,30,2,,,2,,,,,,1,2,,2,,,1,,10,2,,,1,,15,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,4,,2,,,2,,,,,,2,,,,,8,,6,101020043
1,10,21,1,1,1,,45,2,,,1,,10,2,,,1,,45,1,,15,1,1,50,1,1,20,1,1,30,1,1,30,2,,,,,,1,1,30,2,,,1,1,30,1,,45,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,1,30,1,1,0,1,1,,1,30,8,,5,101021001
1,10,21,1,2,1,,30,2,,,1,,12,2,,,1,,30,2,,,1,1,30,2,,,1,,45,2,,,1,,10,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,20,2,,,1,1,,2,,,1,1,30,2,,,2,,,,,9,,5,101021001
1,10,21,7,1,2,,,,,,2,,,,,,1,1,20,,,,1,2,,2,,,1,,30,1,,30,2,,,,,,1,1,,2,,,1,,45,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,30,1,1,30,1,1,30,1,1,30,1,1,,1,,7,,6,101021007
1,10,21,7,2,2,,,,,,1,,20,2,,,1,,30,1,,30,1,1,30,1,1,30,1,1,,1,1,,1,,25,1,,25,1,1,30,1,1,30,1,1,20,1,1,30,2,,,,,,2,,,,,,2,,,,,,1,1,,1,1,,1,2,,1,2,,1,1,,1,45,8,,4,101021007
1,10,21,11,1,2,,,,,,1,,15,2,,,1,,45,2,,,1,1,30,2,,,1,1,,2,,,1,,20,2,,,1,1,,2,,,1,1,20,2,,,2,,,,,,2,,,,,,1,1,30,2,,,1,1,30,2,,,1,1,30,2,,,2,,,,,8,,5,101021011
1,10,21,26,1,2,,,,,,2,,,,,,1,1,30,2,,,1,2,,2,,,1,,45,2,,,2,,,,,,1,1,,2,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,1,1,,1,30,7,,5,101021026
1,10,21,26,2,1,1,,1,,20,1,,10,2,,,1,1,,1,1,,1,1,30,1,1,,1,1,30,1,1,20,1,,20,2,,,1,1,30,1,,30,1,1,45,1,,45,2,,,,,,2,,,,,,2,,,,,,1,1,30,1,1,,2,,,,,,1,1,20,2,,8,,5,101021026
1,10,21,30,1,2,,,,,,1,,15,2,,,1,1,,2,,,1,2,,2,,,1,,45,2,,,2,,,,,,1,1,,2,,,1,,45,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,1,,40,1,2,30,1,,30,1,1,,1,20,7,,5,101021030
1,10,21,30,2,2,,,,,,1,,30,1,,15,1,1,20,1,1,,1,2,,1,1,,1,1,,1,,30,1,,10,2,,,1,1,30,2,,,1,1,20,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,30,1,1,0,1,2,,1,1,30,1,1,20,1,45,8,,4,101021030
1,10,21,34,1,2,,,,,,1,,15,2,,,1,,45,2,,,1,1,,2,,,1,1,,2,,,1,,5,2,,,1,1,,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,3,,2,,,2,,,,,8,,6,101021034
1,10,21,45,1,1,1,,2,,,1,,30,2,,,1,,30,2,,,1,2,,2,,,2,,,,,,1,,10,2,,,1,,30,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,3,,2,,,2,,,,,8,,5,101021045
1,10,21,51,1,1,1,30,2,,,1,,30,2,,,1,,30,2,,,1,1,,2,,,1,1,30,2,,,1,,15,1,,15,1,,30,1,,15,1,1,30,1,1,,2,,,,,,2,,,,,,2,,,,,,1,,30,1,,10,1,1,,1,1,,1,2,,3,,8,,6,101021051
1,10,21,54,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,1,,2,,,1,1,,1,,8,,6,101021054
1,10,21,54,2,1,1,,2,,,1,,30,2,,,1,,30,2,,,2,,,,,,1,1,30,2,,,1,,10,2,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,,45,2,,,1,,30,2,,,1,2,,2,,8,,5,101021054
1,10,21,54,3,1,1,,2,,,1,,30,2,,,1,,45,2,,,2,,,,,,1,1,,2,,,1,,15,2,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,,1,2,,2,,,1,,30,2,,,1,1,,2,,,2,,,,,9,,4,101021054
1,10,21,58,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,1,,30,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,1,30,2,,,2,,,,,8,,5,101021058
1,10,21,58,2,2,,,,,,1,,30,2,,,1,,30,2,,,1,1,,2,,,1,1,30,2,,,1,,10,2,,,1,,30,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,,30,2,,,2,,,,,8,,5,101021058
1,10,21,62,1,1,,45,2,,,2,,,,,,1,1,30,2,,,1,2,,2,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,30,1,1,30,2,,,,,,1,1,,1,30,7,,5,101021062
1,10,21,62,2,1,,40,2,,,1,,25,1,,20,1,1,,1,,45,1,1,30,1,1,,1,1,30,1,,45,1,,25,2,,,1,,40,1,,30,1,1,30,1,,50,2,,,,,,2,,,,,,2,,,,,,1,1,10,1,1,,2,,,,,,1,1,,1,45,8,,6,101021062
1,10,21,63,1,2,,,,,,1,,30,1,,20,1,,40,1,,30,2,,,,,,1,1,30,1,1,,1,,30,1,,15,1,1,,1,,30,1,2,,1,1,,2,,,,,,2,,,,,,2,,,,,,1,1,30,1,,30,1,1,,1,,30,1,0,,3,,8,,5,101021063
1,10,21,67,1,1,1,,2,,,2,,,,,,1,1,30,2,,,1,1,30,2,,,1,,45,1,,45,2,,,,,,1,,45,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,,45,2,,,1,1,30,2,,,1,2,,2,,,1,1,,1,30,7,,5,101021067
1,10,21,67,2,1,,45,2,,,1,,20,2,,,1,1,,1,,40,1,1,,1,,30,1,1,,1,,45,1,,20,2,,,1,1,,1,1,,1,1,20,1,1,,2,,,,,,2,,,,,,1,1,,2,,,1,1,,1,1,,1,2,30,2,,,1,1,20,1,30,8,,5,101021067
1,10,21,68,1,2,,,,,,2,,,,,,1,1,,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,30,2,,,2,,,,,,1,1,,1,,7,,5,101021068
1,10,21,68,2,1,1,,2,,,1,,20,2,,,1,1,20,2,,,1,1,,2,,,2,,,,,,1,,20,2,,,1,1,,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,1,1,,1,30,8,,7,101021068
1,10,21,68,3,1,,45,2,,,1,,20,2,,,1,,45,2,,,1,2,,2,,,1,,45,2,,,1,,20,1,,20,1,,45,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,8,,5,101021068
1,10,21,69,1,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,2,,2,,,1,,30,1,,8,,5,101021069
1,10,21,69,2,1,2,,2,,,1,,30,2,,,1,1,,2,,,1,,30,2,,,1,2,,2,,,1,,15,2,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,2,,2,,,1,1,,1,,8,,6,101021069
1,17,22,1,1,1,1,,2,,,1,,30,2,,,1,1,30,2,,,2,,,,,,1,,30,2,,,1,,15,2,,,1,,30,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,7,,6,101022001
1,17,22,5,1,1,1,,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,1,1,,2,,,,,,1,1,,1,,8,,5,101022005
1,17,22,5,2,1,2,,2,,,1,1,,2,,,1,2,,1,2,,2,,,,,,1,1,30,1,1,30,1,,20,1,,20,1,,30,1,,30,1,2,,1,2,,2,,,,,,2,,,,,,2,,,,,,1,,30,1,,30,2,,,,,,1,1,,2,,8,,5,101022005
1,17,22,9,1,2,,,,,,2,,,,,,2,,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,,50,2,,,1,2,30,1,2,30,2,,,,,,1,1,,1,30,6,,5,101022009
1,17,22,9,2,1,,30,2,,,2,,,,,,1,2,,1,2,30,1,1,0,1,1,30,1,1,,1,1,30,1,,30,1,1,20,1,1,0,1,1,30,1,1,30,1,1,45,2,,,,,,2,,,,,,2,,,,,,1,2,,1,2,,2,,,,,,1,1,,1,30,6,,4,101022009
1,17,22,9,3,1,,30,2,,,1,,40,2,,,1,1,30,2,,,1,1,30,2,,,1,1,,2,,,1,,30,2,,,1,1,30,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,1,,1,1,,2,,,,,,2,,,,,6,,4,101022009
1,17,22,11,1,2,,,,,,2,,,,,,2,,,2,,,1,1,30,1,1,30,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,1,1,30,2,,,2,,,,,,1,,30,2,,,1,1,,2,,,1,1,,1,30,7,,6,101022011
1,17,22,11,2,1,2,30,1,2,30,1,,20,1,,20,1,2,30,1,2,30,2,,,,,,1,1,30,1,1,30,1,,15,1,,15,1,,30,1,,30,1,2,,1,2,,2,,,,,,1,2,0,1,2,0,2,,,,,,1,,30,2,,,1,1,,2,,,1,1,,1,30,6,30,6,101022011
1,17,22,12,1,2,,,,,,1,,8,2,,,1,1,30,2,,,1,2,,2,,,1,,45,2,,,1,,10,2,,,1,1,30,2,,,1,1,,2,,,2,,,,,,1,,30,2,,,2,,,2,,,2,,,,,,2,,,,,,1,1,,1,,4,,6,101022012
1,17,22,12,2,1,2,,2,,,1,,8,2,,,1,2,,2,,,1,,45,2,,,1,1,30,2,,,1,,15,2,,,1,1,45,1,1,60,1,1,45,1,2,0,2,,,,,,1,,45,2,,,2,,,2,,,2,,,,,,2,,,,,,1,1,30,1,50,5,,4,101022012
1,17,22,18,1,2,,,,,,2,,,,,,1,2,,2,,,1,2,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,45,1,1,45,2,,,,,,1,1,,1,30,4,,5,101022018
1,17,22,18,2,1,1,30,2,,,1,,30,2,,,1,2,30,2,,,1,1,,1,1,,1,1,30,2,,,1,,20,2,,,1,1,30,1,1,30,1,1,30,1,1,45,2,,,,,,1,,30,2,,,2,,,,,,1,1,,1,1,20,2,,,,,,1,1,,1,45,5,,4,101022018
1,17,22,18,3,1,1,30,2,,,1,,25,2,,,1,2,,2,,,1,1,,1,1,30,1,1,30,2,,,1,,25,2,,,1,1,30,1,1,30,1,1,45,1,1,55,2,,,,,,1,,30,2,,,2,,,,,,1,1,30,1,1,30,2,,,,,,1,1,,1,30,5,,4,101022018
1,17,22,24,1,2,,,,,,1,,30,2,,,2,,,,,,1,,30,,,,2,,,,,,2,,,,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,3,,2,,,2,,,,,,1,1,,2,,7,0,6,101022024
1,17,22,24,2,1,1,,1,1,30,1,1,30,1,1,0,1,2,30,1,2,30,2,,,,,,1,1,30,1,1,30,1,,45,1,,30,2,,,,,,1,2,0,1,2,0,2,,,,,,2,,,,,,2,,,,,,1,1,30,1,2,0,2,,,,,,1,2,30,3,0,7,0,6,101022024
1,17,22,25,1,2,,,,,,1,,25,2,,,1,2,30,2,,,1,2,30,2,,,1,1,,2,,,2,,,,,,1,1,,2,,,1,1,,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,2,,1,2,,2,,,,,,1,1,,1,30,7,,4,101022025
1,17,22,25,2,1,1,30,2,,,1,,25,2,,,1,2,,2,,,1,1,,2,,,1,1,45,1,2,,1,,20,2,,,1,1,30,1,2,,1,1,30,1,1,45,1,1,,2,,,2,,,,,,2,,,,,,1,1,30,1,1,30,2,,,,,,1,1,30,2,30,8,,5,101022025
1,17,22,30,1,1,,30,2,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,2,,,2,,,,,,2,,,,,,1,2,30,2,,,1,3,,2,,,2,,,,,,1,2,,,60,7,,5,101022030
1,17,22,30,2,1,1,30,1,1,,1,0,30,2,,,1,1,30,2,,,1,1,30,2,,,1,1,,2,,,1,0,30,1,0,40,1,,15,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,,30,,50,7,,6,101022030
1,17,22,30,3,1,,,,,,1,0,30,2,,,2,,,,,,2,,,,,,1,0,30,2,,,1,0,40,2,,,1,0,20,2,,,1,0,40,2,,,2,,,,,,2,,,,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,8,,5,101022030
1,17,22,33,1,1,1,30,2,,,1,,30,2,,,1,,30,2,,,1,1,,2,,,1,,50,2,,,1,,10,2,,,1,,20,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,8,,5,101022033
1,17,22,35,1,2,,,,,,1,,20,2,,,1,,40,2,,,1,2,,2,,,1,,35,2,,,1,,25,2,,,1,1,30,2,,,1,,30,2,,,1,,45,2,,,2,,,,,,1,1,,2,,,1,2,30,2,,,2,,,,,,2,,,,,9,,5,101022035
1,17,22,36,1,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,8,,6,101022036
1,17,22,36,2,1,2,,2,,,1,,40,2,,,1,,30,2,,,2,,,,,,1,1,,2,,,1,,15,2,,,1,,45,2,,,1,1,30,2,,,2,,,,,,2,,,,,,1,,30,2,,,1,1,,2,,,2,,,,,,2,,,,,8,,5,101022036
1,17,22,37,1,1,1,,1,1,30,1,,30,1,1,,1,2,0,2,,,2,,,,,,1,2,30,2,,,2,,,,,,1,1,,2,,,1,2,,1,2,3,2,,,,,,2,,,,,,2,,,2,,,,,,,,,1,2,30,2,,,1,,30,1,30,7,,6,101022037
1,17,22,37,2,1,2,,2,,,1,,20,2,,,2,,,,,,1,1,,2,,,2,,,,,,1,,30,2,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,2,,,,,,,,,1,3,0,2,,,2,,,,,7,,6,101022037
1,17,22,42,1,1,1,30,2,,,2,,,,,,1,,30,2,,,2,,,,,,1,,50,2,,,2,,,,,,1,,20,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,7,,6,101022042
1,17,22,42,2,1,1,30,2,,,1,1,,2,,,1,,30,2,,,1,,30,2,,,1,,30,2,,,1,,45,2,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,8,,5,101022042
1,17,22,45,1,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,0,1,1,0,2,,,,,,1,1,,1,,8,,5,101022045
1,17,22,45,2,1,2,,2,,,1,1,,2,,,1,,30,2,,,1,,45,2,,,1,1,,1,1,,1,,20,1,,20,1,,30,1,,30,1,2,,1,2,,2,,,,,,2,,,,,,2,,,,,,1,,30,1,,30,2,,,,,,1,1,45,2,,8,,6,101022045
1,16,23,11,1,2,,,,,,2,,,,,,1,4,,,,,1,1,30,2,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,30,2,,,1,1,30,2,,,2,,,,,,1,1,,1,30,7,,6,101023011
1,16,23,11,2,1,1,,1,,45,1,1,30,1,,50,1,2,,1,1,30,1,1,,1,,30,1,,45,1,,30,1,,30,1,,15,1,1,30,1,1,,1,1,45,1,,45,2,,,,,,2,,,,,,2,,,,,,1,1,30,1,1,0,2,,,,,,1,1,30,1,30,7,,5,101023011
1,16,23,11,3,1,,45,2,,,1,,8,2,,,2,,,,,,1,2,,2,,,1,,30,2,,,1,,25,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,9,,5,101023011
1,16,23,13,1,2,,,,,,2,,,,,,1,1,30,2,,,2,,,,,,1,1,,2,,,1,,15,2,,,1,1,30,2,,,1,1,30,2,,,2,,,,,,1,2,,2,,,2,,,,,,1,1,,2,,,2,,,,,,1,1,30,1,40,7,,6,101023013
1,16,23,13,2,1,1,,2,,,1,,15,2,,,1,,30,2,,,1,,30,2,,,1,,45,2,,,1,,20,2,,,1,1,,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,7,,5,101023013
1,16,23,13,3,1,1,,2,,,1,,20,2,,,1,1,,2,,,1,2,,2,,,1,,50,2,,,1,,20,2,,,1,1,,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,,30,2,,,2,,,,,,2,,,,,8,,5,101023013
