"id1","id2","id3","id4","otrans_no","s3biii_26","s3biii_27ii","s3biii_28","s3biii_29","s3biii_31ii","s3biii_32","s3biii_33","s3biii_33_1","s3biii_33_2","s3biii_33_3","s3biii_33_4","s3biii_33_5","s3biii_34i","s3biii_34ii","s3biii_35i","s3biii_35ii","s3biii_36i","s3biii_36ii","s3biii_37","hhno"
7,112,244,10,2,2,,,15,-8,5,"8",8,,,,,5,0,0,0,10,0,3,107244010
7,112,244,14,1,1,,1,9,,3,"1,5",1,5,,,,800,0,0,0,0,0,3,107244014
7,112,244,14,2,1,,1,10,,3,"1,5",1,5,,,,400,0,0,0,0,0,3,107244014
7,112,244,17,1,1,,1,3,-8,5,"8",8,,,,,0,0,0,0,25,0,3,107244017
7,112,244,17,3,1,,2,,-8,5,"1",1,,,,,0,0,8,0,0,0,3,107244017
7,112,244,17,2,1,,2,,-8,5,"1",1,,,,,0,0,7,0,0,0,3,107244017
7,112,244,30,1,1,,1,88,-8,5,"1",1,,,,,160,0,20,0,0,0,3,107244030
7,112,244,30,3,2,,1,7,-8,5,"5",5,,,,,100,0,0,0,0,0,3,107244030
7,112,244,30,2,2,,1,6,-8,5,"1",1,,,,,50,0,0,0,0,0,3,107244030
7,112,244,36,1,1,,1,2,-8,5,"1",1,,,,,50,0,15,0,36,0,3,107244036
7,112,244,36,2,1,,1,3,-8,5,"1",1,,,,,20,0,0,0,0,0,3,107244036
7,112,244,38,1,1,,2,,-8,5,"1",1,,,,,0,0,25,0,0,0,4,107244038
7,112,244,38,3,1,,1,1,,5,"1,5",1,5,,,,40,0,15,0,25,0,3,107244038
7,112,244,38,2,1,,1,1,,5,"1,5",1,5,,,,35,0,20,0,15,0,3,107244038
7,112,244,45,1,1,,1,4,,5,"5",5,,,,,30,0,0,0,0,0,3,107244045
7,112,244,45,2,1,,2,,,5,,,,,,,0,0,3,0,0,0,3,107244045
7,112,244,50,1,1,,1,8,-8,3,"1,5",1,5,,,,500,0,0,0,0,0,3,107244050
7,112,244,50,2,1,,1,9,-8,3,"1,5",1,5,,,,100,0,0,0,0,0,3,107244050
7,112,244,59,1,1,,2,,,5,"8",8,,,,,7,0,0,0,17,50,3,107244059
7,112,244,60,1,1,,1,1,-8,5,"1",1,,,,,25,0,0,0,0,0,4,107244060
7,112,244,71,2,1,,2,,-8,5,"1",1,,,,,10,0,0,0,0,0,3,107244071
7,112,244,71,1,1,,2,,-8,5,"1",1,,,,,0,0,7,0,0,0,3,107244071
7,112,244,71,3,1,,2,,-8,5,"1",1,,,,,10,0,0,0,0,0,3,107244071
7,112,244,75,1,1,,1,1,-8,5,"1,5",1,5,,,,300,0,0,0,0,0,3,107244075
7,112,244,75,2,1,,1,2,-8,5,"1,5",1,5,,,,200,0,0,0,100,0,3,107244075
7,112,244,79,1,1,,2,,,5,"1",1,,,,,50,0,0,0,0,0,3,107244079
7,112,244,93,1,1,,1,1,,2,"1,5",1,5,,,,360,0,0,0,0,0,3,107244093
7,113,245,1,2,1,,1,2,-8,5,"1",1,,,,,200,0,0,0,0,0,8,107245001
7,113,245,1,1,1,,1,7,-8,5,"1",1,,,,,100,0,0,0,0,0,3,107245001
7,113,245,3,1,1,,1,17,-8,2,"1,5",1,5,,,,480,0,0,0,0,0,3,107245003
7,113,245,7,1,2,,1,1,-8,2,"1,5",1,5,,,,240,0,0,0,0,0,4,107245007
7,113,245,9,3,1,,1,88,-8,5,"1",1,,,,,200,0,40,0,0,0,3,107245009
7,113,245,9,2,1,,1,88,-8,5,"1",1,,,,,200,0,40,0,0,0,3,107245009
7,113,245,9,1,1,,1,88,-8,5,"1",1,,,,,200,0,40,0,0,0,3,107245009
7,113,245,13,1,1,,1,88,-8,1,"1,5",1,5,,,,180,0,50,0,0,0,4,107245013
7,113,245,14,1,1,,1,88,-8,1,"1,5",1,5,,,,120,0,260,0,0,0,3,107245014
7,113,245,14,2,1,,1,5,-8,5,"1",1,,,,,50,0,40,0,0,0,3,107245014
7,113,245,20,1,1,,1,2,-8,5,"1,6",1,6,,,,240,0,0,0,0,0,4,107245020
7,113,245,20,2,1,,1,5,-8,5,"5",5,,,,,450,0,0,0,0,0,4,107245020
7,113,245,25,2,1,,1,9,-8,5,"1",1,,,,,120,0,0,0,0,0,8,107245025
7,113,245,25,1,1,,1,2,-8,2,"1,6",1,6,,,,120,0,100,0,0,0,8,107245025
7,113,245,27,1,1,,1,2,-8,2,"1",1,,,,,600,0,120,0,0,0,4,107245027
7,113,245,30,1,1,,1,4,-8,5,"1",1,,,,,100,0,0,0,0,0,2,107245030
7,113,245,32,1,1,,1,2,-8,4,"8",8,,,,,20,0,0,0,0,0,3,107245032
7,112,246,9,1,1,-8,1,6,,2,"1,6",1,6,,,,130,0,70,0,0,0,3,107246009
7,112,246,13,1,1,,1,1,,2,"1,6",1,6,,,,220,0,140,0,0,0,3,107246013
7,112,246,15,1,1,,1,3,,4,"1,5",1,5,,,,600,0,0,0,0,0,3,107246015
7,112,246,17,1,1,,1,2,,2,"1,6",1,6,,,,150,0,0,0,0,0,3,107246017
7,112,246,18,1,1,,1,88,,2,"1,5,6",1,5,6,,,700,0,0,0,0,0,3,107246018
7,112,246,19,1,1,,1,6,,2,"1",1,,,,,100,0,0,0,0,0,3,107246019
7,112,246,22,1,1,,1,3,,2,"1,5,8",1,5,8,,,1000,0,60,0,0,0,3,107246022
7,112,246,25,1,1,,1,5,,2,"1,6",1,6,,,,200,0,100,0,0,0,3,107246025
7,112,246,36,2,1,,1,2,,1,"1,5,6",1,5,6,,,120,0,20,0,0,0,3,107246036
7,112,246,36,1,1,,1,1,,1,"1,5,6",1,5,6,,,150,0,20,0,0,0,3,107246036
7,112,246,53,1,1,,1,1,,2,"1,6",1,6,,,,300,0,0,0,0,0,3,107246053
7,114,247,8,1,1,,1,6,-8,5,"1,5",1,5,,,,100,0,0,0,0,0,3,107247008
7,114,247,10,1,1,,1,9,-8,5,"1",1,,,,,0,0,0,0,30,0,3,107247010
7,114,247,13,1,1,,1,2,-8,5,"1",1,,,,,80,0,0,0,0,0,3,107247013
7,114,247,13,2,1,,2,,-8,5,"1",1,,,,,30,0,0,0,0,0,3,107247013
7,114,247,14,1,2,,1,13,-8,5,"1",1,,,,,0,0,40,0,0,0,4,107247014
7,114,247,14,2,2,,1,15,-8,5,"1",1,,,,,0,0,25,0,0,0,4,107247014
7,114,247,20,1,1,,1,2,-8,5,"1,5",1,5,,,,100,0,0,0,0,0,3,107247020
7,114,247,25,1,1,,2,,-8,5,"1",1,,,,,0,0,25,0,0,0,3,107247025
7,114,247,30,1,1,,1,3,-8,5,"1",1,,,,,30,0,0,0,0,0,4,107247030
7,114,247,36,2,1,,1,1,-8,5,,,,,,,500,0,0,0,0,0,3,107247036
7,114,247,36,1,1,,1,3,-8,5,,,,,,,1000,0,0,0,0,0,3,107247036
7,114,247,40,1,1,,1,88,-8,5,"1",1,,,,,20,0,0,0,0,0,3,107247040
7,114,247,47,2,1,,1,3,-8,2,"1,5",1,5,,,,200,0,0,0,0,0,3,107247047
7,114,247,47,1,1,,1,2,-8,2,"1,5",1,5,,,,240,0,0,0,0,0,3,107247047
7,114,247,48,1,1,,1,1,-8,2,"1,5",1,5,,,,225,0,0,0,0,0,3,107247048
7,114,247,52,1,1,,1,1,-8,5,"1,5",1,5,,,,100,0,0,0,0,0,4,107247052
7,114,247,52,2,2,,1,2,-8,5,"1",1,,,,,30,0,0,0,0,0,3,107247052
7,114,247,53,1,1,,1,4,18,5,"1",1,,,,,60,0,0,0,0,0,3,107247053
7,114,247,53,2,1,,1,88,-8,5,"1",1,,,,,120,0,0,0,0,0,3,107247053
7,114,247,53,3,2,,2,,-8,5,"1",1,,,,,0,0,18,0,0,0,3,107247053
7,114,247,57,1,1,,1,4,-8,5,"1",1,,,,,50,0,0,0,0,0,3,107247057
7,114,247,59,2,1,-8,1,7,-8,5,"1",1,,,,,0,0,0,0,10,0,3,107247059
7,114,247,59,1,1,-8,1,1,-8,5,"1",1,,,,,10,0,0,0,15,0,3,107247059
7,114,248,1,1,1,,1,9,-8,4,"1,5,6",1,5,6,,,1000,0,0,0,0,0,3,107248001
7,114,248,3,1,1,,1,7,-8,4,"1,5,6",1,5,6,,,600,0,0,0,0,0,3,107248003
7,114,248,6,2,1,,1,6,-8,4,"1,5,6",1,5,6,,,300,0,0,0,0,0,3,107248006
7,114,248,6,1,1,,1,5,-8,4,"1,5,6",1,5,6,,,300,0,0,0,0,0,3,107248006
7,114,248,9,1,1,,1,2,9,4,"1,6",1,6,,,,120,0,0,0,0,0,3,107248009
7,114,248,13,1,1,,1,4,1,4,"1,5,6",1,5,6,,,600,0,0,0,0,0,3,107248013
7,114,248,32,2,2,,1,6,-8,4,"1",1,,,,,500,0,0,0,0,0,3,107248032
7,114,248,32,1,2,,1,3,-8,4,"1",1,,,,,250,0,0,0,0,0,3,107248032
7,114,248,51,2,1,,1,7,-8,4,"1,6",1,6,,,,30,0,0,0,0,0,3,107248051
7,114,248,51,1,1,,1,2,-8,4,"1,6",1,6,,,,100,0,0,0,0,0,3,107248051
7,114,248,52,1,2,,1,88,-8,4,"1,6",1,6,,,,150,0,0,0,0,0,3,107248052
7,114,248,57,1,2,,1,88,-8,4,"1,5,6",1,5,6,,,150,0,0,0,0,0,3,107248057
7,114,248,65,1,1,,1,2,-8,4,"1,5,6",1,5,6,,,500,0,0,0,0,0,3,107248065
7,130,249,1,2,1,,1,2,2,1,"1",1,,,,,120,0,0,0,0,0,,107249001
7,130,249,1,1,1,,1,1,-8,5,"1",1,,,,,50,0,0,0,0,0,3,107249001
7,130,249,3,1,1,,1,2,-8,5,"1",1,,,,,50,0,0,0,0,0,3,107249003
7,130,249,8,2,1,,1,6,-8,2,"1",1,,,,,0,0,180,0,0,0,3,107249008
7,130,249,8,3,1,,1,88,-8,2,"1",1,,,,,0,0,120,0,0,0,3,107249008
7,130,249,8,1,1,,1,3,-8,2,"1",1,,,,,0,0,120,0,0,0,3,107249008
7,130,249,8,4,1,,1,88,-8,1,"1",1,,,,,0,0,240,0,0,0,8,107249008
7,130,249,11,6,1,,1,19,,1,"1",1,,,,,150,0,0,0,0,0,8,107249011
7,130,249,11,5,1,,1,18,,1,"1",1,,,,,150,0,0,0,0,0,8,107249011
7,130,249,11,3,1,,1,4,,2,"1",1,,,,,120,0,0,0,0,0,3,107249011
7,130,249,11,2,1,,1,11,,2,"1,6",1,6,,,,300,0,0,0,0,0,3,107249011
7,130,249,11,1,1,,1,10,,2,"1,5",1,5,,,,280,0,0,0,0,0,3,107249011
7,130,249,11,4,1,,1,8,,2,"1",1,,,,,120,0,0,0,0,0,3,107249011
7,130,249,21,1,2,,1,8,-8,4,"1,5,6",1,5,6,,,20,0,40,0,0,0,3,107249021
7,130,249,36,1,1,,1,2,33,5,"1",1,,,,,21,0,0,0,0,0,3,107249036
7,130,249,61,1,1,,1,1,-8,5,"1,5",1,5,,,,60,0,0,0,0,0,3,107249061
7,130,249,61,2,1,,1,2,-8,5,"1,5",1,5,,,,20,0,0,0,0,0,3,107249061
7,127,250,4,2,1,3,1,88,,5,"1",1,,,,,30,0,65,0,0,0,4,107250004
7,127,250,4,1,1,2,1,88,,5,"1",1,,,,,30,0,50,0,0,0,4,107250004
7,127,250,8,1,1,,1,1,-8,2,"1,5",1,5,,,,150,0,40,0,0,0,3,107250008
7,127,250,23,1,1,,2,,-8,7,"1",1,,,,,0,0,100,0,0,0,3,107250023
7,127,250,24,1,2,,1,6,,3,"1,6",1,6,,,,358,0,130,0,0,0,3,107250024
7,127,250,27,1,2,,1,10,-8,1,"1",1,,,,,120,0,30,0,0,0,3,107250027
7,127,250,29,1,1,,1,2,,4,"1,6",1,6,,,,285,0,120,0,0,0,3,107250029
7,127,250,32,1,1,,2,,-8,5,"8",8,,,,,0,0,5,0,50,0,3,107250032
7,127,250,44,1,1,,1,1,,2,"5",5,,,,,60,0,0,0,0,0,1,107250044
7,127,250,44,2,1,,1,2,,2,"5",5,,,,,360,0,0,0,0,0,3,107250044
7,127,251,8,1,2,,1,11,,3,"1,5",1,5,,,,140,0,60,0,20,0,3,107251008
7,127,251,13,1,1,,1,1,,5,"1,6",1,6,,,,80,0,0,0,0,0,3,107251013
7,127,251,23,3,1,,1,1,-8,5,"1",1,,,,,30,0,0,0,0,0,3,107251023
7,127,251,23,1,1,,1,88,-8,5,"1",1,,,,,50,0,80,0,0,0,3,107251023
7,127,251,23,2,1,,1,2,-8,5,"1",1,,,,,30,0,20,0,0,0,3,107251023
7,127,251,38,1,1,,1,2,,2,"1",1,,,,,360,0,45,0,0,0,3,107251038
7,127,251,38,2,1,,1,88,,2,"1",1,,,,,420,0,20,0,0,0,3,107251038
7,127,251,46,1,1,,1,2,-8,5,"1",1,,,,,0,0,40,0,0,0,3,107251046
7,127,251,51,1,1,,1,6,,5,"1",1,,,,,100,0,0,0,0,0,3,107251051
7,127,251,58,1,1,,1,3,,5,"1,5",1,5,,,,50,0,0,0,10,0,3,107251058
7,127,251,58,3,1,,1,9,,5,"1,5",1,5,,,,30,0,0,0,10,0,3,107251058
7,127,251,58,2,1,,1,4,,5,"1,5",1,5,,,,30,0,0,0,8,0,3,107251058
7,127,251,60,1,1,,2,,58,5,"1",1,,,,,0,0,5,0,0,0,4,107251060
7,127,251,91,1,1,,1,5,,5,"1",1,,,,,20,0,50,0,0,0,3,107251091
7,127,251,91,2,1,,1,3,,5,"8",8,,,,,0,0,0,0,7,10,3,107251091
7,127,251,92,1,1,,1,1,,4,"1,6",1,6,,,,420,0,0,0,0,0,3,107251092
7,128,252,8,2,1,,1,5,-8,4,"1,5,6",1,5,6,,,500,0,0,0,0,0,3,107252008
7,128,252,8,1,1,,1,4,-8,4,"1,5,6",1,5,6,,,500,0,0,0,0,0,3,107252008
7,128,252,11,2,1,,1,88,-8,5,"1",1,,,,,0,0,10,0,0,0,3,107252011
7,128,252,11,3,1,,1,15,-8,5,"1",1,,,,,10,0,5,0,0,0,3,107252011
7,128,252,11,1,1,,1,4,-8,2,"1",1,,,,,0,0,50,0,0,0,3,107252011
7,128,252,14,1,1,,1,6,-8,5,"1",1,,,,,40,0,0,0,0,0,4,107252014
7,128,252,14,2,1,,1,4,-8,1,"1",1,,,,,60,0,5,0,0,0,3,107252014
7,128,252,19,1,1,,2,,-8,5,"1",1,,,,,0,0,0,0,40,0,3,107252019
7,128,252,19,2,1,,1,1,-8,5,"1,5",1,5,,,,50,0,0,0,0,0,3,107252019
7,128,252,24,2,1,,1,19,-8,1,"1",1,,,,,150,0,0,0,0,0,4,107252024
7,128,252,24,1,1,,1,2,-8,1,"1",1,,,,,150,0,0,0,0,0,4,107252024
7,128,252,24,3,1,,1,88,-8,2,"1",1,,,,,60,0,0,0,0,0,3,107252024
7,128,252,26,1,1,,1,4,-8,2,"1",1,,,,,120,0,0,0,0,0,3,107252026
7,128,252,30,1,1,,1,2,-8,5,"1",1,,,,,60,0,0,0,0,0,4,107252030
7,128,252,30,2,1,,1,7,-8,5,"1,8",1,8,,,,50,0,0,0,0,0,4,107252030
7,128,252,32,1,1,,1,1,-8,4,"1,5,6",1,5,6,,,250,0,100,0,0,0,3,107252032
7,128,252,35,1,1,,1,2,35,4,"1,6",1,6,,,,240,0,0,0,0,0,3,107252035
7,128,252,36,2,1,,1,2,-8,5,"1",1,,,,,32,0,0,0,0,0,4,107252036
7,128,252,36,1,1,,1,1,-8,5,"1",1,,,,,32,50,0,0,0,0,4,107252036
7,128,252,41,1,1,,2,,-8,5,"1",1,,,,,0,0,10,0,0,0,3,107252041
7,128,252,55,1,1,,1,1,-8,4,"1,6",1,6,,,,120,0,0,0,0,0,3,107252055
7,128,252,59,1,1,,1,1,-8,5,"1",1,,,,,160,0,0,0,0,0,3,107252059
7,128,252,60,1,1,,1,3,-8,3,"1,5",1,5,,,,90,0,0,0,0,0,4,107252060
7,128,252,60,2,1,,1,9,-8,5,"1",1,,,,,50,0,0,0,0,0,4,107252060
7,117,253,2,1,1,,1,1,,5,"1",1,,,,,150,0,0,0,0,0,4,107253002
7,117,253,3,1,1,,1,2,,1,"1,6",1,6,,,,60,0,60,0,0,0,4,107253003
7,117,253,9,1,1,-8,1,3,,3,"1,5",1,5,,,,150,0,20,0,50,0,4,107253009
7,117,253,19,1,1,,1,88,,5,"1",1,,,,,0,0,200,0,0,0,4,107253019
7,117,253,19,3,1,,1,88,,5,"1",1,,,,,0,0,100,0,0,0,4,107253019
7,117,253,19,2,2,,1,12,,5,"1",1,,,,,0,0,300,0,0,0,4,107253019
7,117,253,23,2,1,,1,6,,5,"1",1,,,,,0,0,12,0,0,0,4,107253023
7,117,253,23,1,1,,1,3,,5,"1",1,,,,,0,0,12,0,0,0,4,107253023
7,117,253,35,1,1,,2,,-8,2,"1",1,,,,,0,0,80,0,0,0,5,107253035
7,117,253,37,1,1,,1,88,,2,"1",1,,,,,0,0,60,0,0,0,4,107253037
7,117,253,42,1,2,-8,1,88,,5,"1",1,,,,,0,0,10,0,0,0,4,107253042
7,120,254,9,2,1,,1,5,,4,"1",1,,,,,50,0,10,0,0,0,4,107254009
7,120,254,9,1,1,,1,1,,4,"1",1,,,,,100,0,20,0,0,0,5,107254009
7,120,254,10,1,1,1,1,3,,2,"1,5",1,5,,,,72,0,30,0,30,0,3,107254010
7,120,254,11,1,1,,,88,,5,"1,5",1,5,,,,100,0,80,0,0,0,4,107254011
7,120,254,11,2,1,,,9,,5,"1",1,,,,,50,0,0,0,0,0,4,107254011
7,120,254,16,2,1,,1,88,,2,"1,5",1,5,,,,240,0,0,0,50,0,3,107254016
7,120,254,16,1,1,,1,5,,2,"1,10",1,10,,,,240,0,0,0,85,0,3,107254016
7,120,254,19,1,2,,1,88,,5,"1",1,,,,,0,0,3,0,0,0,3,107254019
7,120,254,30,1,1,,1,1,,2,"1,5",1,5,,,,40,0,2,50,10,0,3,107254030
7,120,254,32,1,2,,2,,,5,"1",1,,,,,0,0,6,0,0,0,4,107254032
7,120,254,37,1,2,,1,10,,5,"1",1,,,,,0,0,3,0,0,0,4,107254037
7,120,255,11,1,1,-8,1,3,,5,"1",1,,,,,40,0,0,0,0,0,3,107255011
7,120,255,31,1,1,,1,2,,5,"1",1,,,,,0,0,36,0,0,0,4,107255031
7,120,255,53,1,1,,1,88,,2,"1",1,,,,,60,0,0,0,20,0,5,107255053
7,120,255,55,2,1,,1,7,-8,5,"1,5",1,5,,,,109,0,0,0,0,0,5,107255055
7,120,255,55,1,1,,1,8,-8,5,"1,5",1,5,,,,70,0,0,0,0,0,5,107255055
7,120,255,66,1,1,,1,3,-8,5,"1,5",1,5,,,,500,0,0,0,0,0,4,107255066
7,120,255,66,2,1,,1,5,-8,5,"1,5",1,5,,,,330,0,0,0,0,0,4,107255066
7,120,255,69,1,1,,2,,,1,"8",8,,,,,50,0,0,0,0,0,5,107255069
7,120,255,69,2,1,,2,,,5,"7",7,,,,,6,0,0,0,0,0,5,107255069
7,120,255,70,1,2,,1,8,,5,"12",12,,,,,2000,0,0,0,0,0,2,107255070
7,119,256,3,2,1,,1,7,,2,"1",1,,,,,100,0,50,0,50,0,4,107256003
7,119,256,3,1,1,,1,6,,2,"1",1,,,,,50,0,50,0,50,0,4,107256003
7,119,256,3,4,1,,1,1,,3,"1,5",1,5,,,,90,0,50,0,20,0,4,107256003
7,119,256,3,3,1,,1,3,,3,"1,5",1,5,,,,90,0,50,0,20,0,4,107256003
7,119,256,5,1,1,,1,88,-8,5,"1",1,,,,,0,0,40,0,0,0,4,107256005
7,119,256,10,1,1,-8,1,2,-8,5,"1",1,,,,,150,0,40,0,0,0,4,107256010
7,119,256,16,2,1,,1,8,,5,"1",1,,,,,0,0,5,0,0,0,3,107256016
7,119,256,16,1,1,,1,5,,5,"1",1,,,,,0,0,10,0,0,0,3,107256016
7,119,256,28,2,1,,2,,,5,"1",1,,,,,0,0,8,0,0,0,4,107256028
7,119,256,28,1,1,,2,,,5,"1",1,,,,,0,0,2,0,0,0,4,107256028
7,119,256,30,1,1,,1,7,,5,"1",1,,,,,50,0,0,0,0,0,3,107256030
7,119,256,40,1,1,,1,9,,2,"1,6",1,6,,,,240,0,0,0,0,0,3,107256040
7,119,256,40,2,1,,1,7,,2,"1,6",1,6,,,,120,0,0,0,0,0,3,107256040
7,119,256,42,1,1,,1,88,,5,"1",1,,,,,0,0,20,0,0,0,3,107256042
7,119,256,45,1,1,2,1,88,,2,"1,6",1,6,,,,800,0,240,0,0,0,3,107256045
7,120,257,1,1,1,,1,3,,5,"1",1,,,,,0,0,20,0,0,0,3,107257001
7,120,257,4,2,1,3,,,-8,1,"1",1,,,,,15,0,0,0,0,0,5,107257004
7,120,257,4,1,1,,1,2,-8,5,"1",1,,,,,50,0,0,0,0,0,4,107257004
7,120,257,4,3,1,5,,,-8,1,"1",1,,,,,15,0,0,0,0,0,5,107257004
7,120,257,8,1,1,,1,88,,3,"1",1,,,,,0,0,50,0,0,0,3,107257008
7,120,257,11,2,1,-8,1,4,-8,2,"1,5",1,5,,,,150,0,0,0,0,0,4,107257011
7,120,257,11,1,1,-8,1,1,-8,2,"1,5",1,5,,,,100,0,0,0,30,0,4,107257011
7,120,257,11,3,2,-8,1,8,-8,2,"1,5",1,5,,,,50,0,0,0,20,0,4,107257011
7,120,257,22,2,1,,1,88,,5,"1",1,,,,,210,0,40,0,29,0,3,107257022
7,120,257,22,1,1,,1,88,,5,"1",1,,,,,65,0,0,0,32,0,3,107257022
7,120,257,23,1,1,,1,88,,2,"1",1,,,,,30,0,0,0,0,0,5,107257023
7,120,257,23,2,1,,1,88,,2,"1",1,,,,,30,0,0,0,0,0,5,107257023
7,120,257,26,1,1,,1,88,,2,"1",1,,,,,240,0,0,0,0,0,3,107257026
7,120,257,29,3,1,,1,6,,5,"1",1,,,,,15,0,0,0,0,0,4,107257029
7,120,257,29,1,1,,1,88,,5,"1",1,,,,,25,0,0,0,0,0,4,107257029
7,120,257,29,4,1,,1,88,,5,"1",1,,,,,20,0,0,0,0,0,4,107257029
7,120,257,29,2,1,,1,88,,5,"5",5,,,,,200,0,0,0,0,0,4,107257029
7,120,257,37,2,1,-8,1,88,,3,"1",1,,,,,0,0,10,0,0,0,4,107257037
7,120,257,37,1,1,-8,1,88,,3,"1",1,,,,,0,0,10,0,0,0,4,107257037
7,120,257,43,1,2,,2,,,5,"1",1,,,,,0,0,10,0,0,0,4,107257043
7,133,259,6,2,1,,1,88,,4,"1",1,,,,,0,0,50,0,0,0,3,107259006
7,133,259,6,1,1,,1,88,,4,"1",1,,,,,0,0,50,0,0,0,3,107259006
7,133,259,8,1,1,,1,88,,4,"1",1,,,,,0,0,80,0,0,0,4,107259008
7,133,259,10,1,1,,2,,,4,"1",1,,,,,0,0,40,0,0,0,4,107259010
7,133,259,12,1,1,,1,88,,4,"1",1,,,,,80,0,40,0,70,0,3,107259012
7,133,259,13,1,1,,1,88,,4,"1",1,,,,,0,0,40,0,15,0,4,107259013
7,133,259,15,1,1,,1,88,,4,"1",1,,,,,0,0,0,0,100,0,3,107259015
7,133,259,16,1,1,,1,2,,5,"1",1,,,,,0,0,20,0,0,0,3,107259016
7,133,259,25,2,1,,1,3,,5,"1",1,,,,,20,0,40,0,0,0,4,107259025
7,133,259,25,1,1,,1,7,,5,"1,5",1,5,,,,60,0,40,0,0,0,5,107259025
7,133,259,27,1,1,,1,88,,5,"1",1,,,,,13,0,0,0,0,0,4,107259027
7,133,259,29,1,1,,1,88,-8,4,"1",1,,,,,0,0,40,0,60,0,4,107259029
7,133,259,29,2,2,,1,88,-8,4,"1",1,,,,,0,0,15,0,70,0,4,107259029
7,133,259,30,1,1,,1,2,,5,"1",1,,,,,0,0,65,0,0,0,4,107259030
7,8,261,35,5,1,,1,4,,2,"1,5,6",1,5,6,,,200,0,0,0,20,0,3,107261035
7,8,261,35,3,1,,1,2,,2,"1,5,6",1,5,6,,,200,0,0,0,20,0,3,107261035
7,8,261,35,4,1,,1,3,,2,"1,5,6",1,5,6,,,200,0,0,0,20,0,3,107261035
7,8,261,35,2,1,,1,1,,2,"1,5,6",1,5,6,,,200,0,0,0,20,0,3,107261035
7,8,261,35,1,1,,1,88,,2,"1",1,,,,,200,0,0,0,20,0,3,107261035
7,8,261,82,2,1,,1,4,-8,5,"8",8,,,,,500,0,0,0,0,0,4,107261082
7,8,261,82,1,1,,1,1,-8,5,"8",8,,,,,400,0,0,0,0,0,4,107261082
7,132,262,13,1,1,,1,3,,5,"5",5,,,,,140,0,50,0,0,0,4,107262013
7,132,262,16,,1,,2,,,4,"1,5,6",1,5,6,,,100,0,0,0,0,0,3,107262016
7,132,262,18,3,1,,1,8,,4,"5",5,,,,,20,0,0,0,0,0,4,107262018
7,132,262,18,1,1,,1,2,,4,"3",3,,,,,50,0,0,0,0,0,4,107262018
7,132,262,18,2,1,,1,6,,4,"5",5,,,,,30,0,0,0,0,0,4,107262018
7,132,262,20,3,1,,1,13,,4,"1",1,,,,,0,0,0,0,20,0,5,107262020
7,132,262,20,1,1,,1,12,,4,"1",1,,,,,0,0,0,0,85,0,4,107262020
7,132,262,20,2,1,,1,88,,4,"1",1,,,,,0,0,0,0,30,0,5,107262020
7,132,262,22,2,1,,1,15,,2,"1",1,,,,,0,0,200,0,0,0,3,107262022
7,132,262,22,1,1,,1,6,,2,"1",1,,,,,0,0,200,0,0,0,3,107262022
7,132,262,22,3,1,,1,1,,2,"1",1,,,,,50,0,40,0,0,0,3,107262022
7,132,262,22,4,1,,2,,,5,"7",7,,,,,5,0,0,0,0,0,3,107262022
7,124,263,32,1,1,,2,,,5,"1",1,,,,,0,0,30,0,0,0,4,107263032
7,124,263,32,2,1,,2,,,5,"1",1,,,,,0,0,45,0,0,0,4,107263032
7,124,263,36,2,1,,1,5,,5,"1",1,,,,,160,0,0,0,0,0,4,107263036
7,124,263,36,1,1,,1,4,,5,"1",1,,,,,160,0,0,0,0,0,4,107263036
7,124,263,41,2,2,,1,88,,5,"8",8,,,,,0,0,20,0,0,0,5,107263041
7,124,263,41,1,2,,1,88,,5,"8",8,,,,,0,0,20,0,0,0,4,107263041
7,124,263,43,1,1,,1,2,,5,"1",1,,,,,0,0,5,0,0,0,4,107263043
7,124,263,44,1,1,,1,1,,1,"8",8,,,,,0,0,70,0,0,0,5,107263044
7,124,263,45,1,1,,2,,,2,"1",1,,,,,0,0,400,0,0,0,3,107263045
7,124,264,6,1,1,,1,2,,5,"1",1,,,,,0,0,30,0,0,0,4,107264006
7,124,264,17,1,1,,1,2,,5,"1",1,,,,,10,0,8,0,0,0,4,107264017
7,124,264,21,1,2,,1,4,,5,"1",1,,,,,0,0,10,0,0,0,4,107264021
7,124,264,23,1,1,,1,1,,5,"1",1,,,,,0,0,8,0,0,0,4,107264023
7,124,264,32,1,1,,1,1,,5,"1",1,,,,,0,0,10,0,0,0,4,107264032
7,121,265,5,1,1,,1,4,,5,"1",1,,,,,50,0,30,0,0,0,3,107265005
7,121,265,13,1,1,,1,14,,5,"1",1,,,,,0,0,80,0,0,0,5,107265013
7,121,265,14,1,1,,1,7,,5,"1",1,,,,,10,0,50,0,0,0,3,107265014
7,121,265,22,1,1,,1,13,,4,"1",1,,,,,0,0,70,0,0,0,4,107265022
7,121,265,25,1,1,1,1,,,1,"1",1,,,,,240,0,30,0,20,0,3,107265025
7,121,265,31,1,1,,1,1,,5,"1",1,,,,,0,0,500,0,0,0,5,107265031
7,121,265,39,1,1,,1,1,,5,"1",1,,,,,50,0,40,0,0,0,5,107265039
7,121,265,39,3,1,,1,3,,5,"1",1,,,,,20,0,40,0,0,0,5,107265039
7,121,265,39,2,1,,1,2,,5,"1",1,,,,,20,0,40,0,0,0,4,107265039
