"id1","id2","id3","id4","debt_no","s3bi_1i","s3bi_1ii","s3bi_2","s3bi_3","s3bi_4","s3bi_5ii","s3bi_5iii","s3bi_6_11","s3bi_6_12","s3bi_6_13","s3bi_6","s3bi_7","s3bi_7_1","s3bi_7_2","s3bi_8i","s3bi_8ii","s3bi_9a","s3bi_9bi","s3bi_9b2i","s3bi_9b2ii","s3bi_10","s3bi_11i","s3bi_11ii","s3bi_12i","s3bi_12ii","s3bi_13i","s3bi_13ii","hhno"
4,60,112,1,1,2009,,1,1,2,,,3,,,"3","1",1,,1000,0,1,250,250,,,85,40,510,0,740,0,104112001
4,58,132,39,1,,3,1,1,11,,,4,,,"4","1",1,,280,0,2,,,,888,,,0,0,280,0,104132039
4,62,118,21,1,2009,1,1,1,,,,3,,,"3","1",1,,100,0,1,200,120,,,10,,60,0,60,0,104118021
4,49,120,25,1,,5,1,1,11,,,4,,,"4","1",1,,700,0,2,,,,888,,,500,0,200,0,104120025
4,7,117,10,1,2008,,1,1,11,-8,,6,,,"6","1",1,,140,0,2,,,,888,,,60,0,80,0,104117010
4,60,110,2,1,2009,,1,1,11,,,2,,,"2","1",1,,50,0,1,200,,,888,,,0,0,50,0,104110002
4,49,120,28,1,2009,,1,1,1,,,8,,,"8","1",1,,2500,0,1,280,,,12,,,0,0,1000,0,104120028
5,7,156,21,2,2008,,1,1,4,,,2,,,"2","11",11,,150,0,1,330,50,,888,,,100,0,100,0,105156021
5,11,166,12,1,2009,,1,1,4,,,3,,,"3","11",11,,200,0,1,100,20,,22,10,,120,0,100,0,105166012
5,8,159,18,1,2009,7,1,1,2,-8,,3,,,"3","12",12,,700,0,1,,140,0,1,160,0,640,0,320,0,105159018
5,9,163,47,1,2010,,1,1,8,,,5,,,"5","1",1,,300,0,1,20,,,888,,,0,0,360,0,105163047
5,11,166,52,1,2009,12,1,1,11,60,,7,,,"7","1",1,,10,0,2,,,,888,,,0,0,10,0,105166052
5,11,166,19,3,2009,,1,1,11,,,5,,,"5","1",1,,10,0,2,,,,888,,,0,0,10,0,105166019
5,80,145,6,1,2008,,3,1,9,,,9,,,"9","1",1,,50,0,2,,,,,,,0,0,0,0,105145006
5,10,164,8,1,2009,12,1,1,9,,,9,,,"9","1",1,,90,0,2,,,,888,,,40,0,50,0,105164008
5,9,162,17,1,2010,3,1,1,11,,,9,,,"9","1",1,,2,0,2,,,,,,,0,0,2,0,105162017
5,12,168,52,1,2007,,1,1,11,-8,,5,,,"5","1",1,,50,0,2,,,,888,,,0,0,30,0,105168052
5,8,157,43,3,2009,3,1,1,11,,,5,7,,"5,7","1",1,,400,0,2,,,,888,,,0,0,400,0,105157043
5,8,157,43,2,2008,11,1,1,11,,,5,7,,"5,7","2",2,,700,0,1,100,430,,12,200,,430,0,700,0,105157043
6,109,296,73,2,2009,,1,1,9,,,6,,,"6","1",1,,50,0,2,,,,888,,,0,0,50,0,108296073
5,80,144,34,1,,1,2,2,8,-8,,3,,,"3","1",1,,100,0,1,100,,,12,10,,10,0,100,0,105144034
5,9,161,36,1,2009,4,1,1,11,,,14,,,"14","1",1,,150,0,2,,,,888,,,0,0,150,0,105161036
5,11,166,39,1,2009,,2,1,11,-8,,3,,,"3","1",1,,50,0,1,400,,,888,,,0,0,50,0,105166039
5,8,157,36,2,0,11,1,,2,,,3,,,"3","5,7",5,7,150,0,1,200,30,,12,15,,0,0,80,0,105157036
5,80,144,19,1,2008,,1,1,1,,,5,,,"5","1",1,,500,0,1,,,,18,30,,290,0,210,0,105144019
5,12,170,7,1,2009,,1,1,11,,,3,,,"3","1",1,,10,0,2,,,,888,,,0,0,10,0,105170007
5,5,147,18,1,2009,,1,1,11,-8,,9,,,"9","1",1,,3,0,2,,,,888,,,0,0,2,0,105147018
5,67,154,11,1,,1,2,1,2,,,5,,,"5","1",1,,500,0,1,200,100,,10,60,,0,0,600,0,105154011
5,73,142,1,1,,6,2,1,8,,,6,,,"6","1",1,,600,0,1,200,,,10,72,,360,0,360,0,105142001
5,82,140,1,1,,,1,1,11,-8,,2,,,"2","1",1,,200,0,1,2,,,888,250,,100,0,150,0,105140001
5,9,162,29,3,2009,10,5,1,11,,,7,,,"7","1",1,,50,0,2,,,,888,,,25,0,25,0,105162029
5,80,143,14,2,,2,1,1,9,-8,,3,,,"3","1",1,,12,0,2,,,,888,,,0,0,12,0,105143014
5,12,168,82,2,,6,1,1,11,-8,,2,,,"2","1",1,,20,0,2,,,,,,,0,0,20,0,105168082
5,8,160,32,1,2008,,1,1,2,,,7,,,"7","5",5,,700,0,1,250,,,10,100,,300,0,600,0,105160032
5,9,161,4,1,2010,3,2,1,9,,,3,,,"3","1",1,,30,0,2,,,,888,,,0,0,30,0,105161004
5,12,168,9,3,,4,1,1,11,-8,,3,,,"3","1",1,,30,0,2,,,,888,,,0,0,30,0,105168009
5,8,157,89,2,2009,12,1,1,9,,,7,,,"7","1",1,,5,0,2,,,,,,,3,0,2,0,105157089
5,7,156,21,1,2009,,1,1,11,19,,2,,,"2","1",1,,200,0,2,,,,888,,,0,0,200,0,105156021
5,11,166,39,2,,4,2,1,11,,,7,,,"7","1",1,,80,0,1,300,,,,,,0,0,80,0,105166039
5,8,158,26,1,,4,1,1,11,,,9,,,"9","1",1,,100,0,2,,,,888,,,0,0,100,0,105158026
5,67,152,44,1,,1,2,1,11,-8,,2,,,"2","1",1,,50,0,2,,,,888,,,30,0,20,0,105152044
5,7,156,68,1,2010,2,1,1,9,,,7,,,"7","1",1,,40,0,2,,,,888,,,0,0,40,0,105156068
5,7,156,11,2,2,,1,1,11,,,1,,,"1","1",1,,250,0,1,,20,,888,,,0,0,270,0,105156011
5,14,174,70,1,2009,2,1,1,11,76,,1,,,"1","2",2,,20,0,2,,,,888,,,0,0,20,0,105174070
5,7,155,18,2,2008,,1,1,11,-8,,2,,,"2","1",1,,0,0,,,,,,,,0,0,0,0,105155018
5,67,150,8,1,,2,2,1,3,,,5,,,"5","1",1,,400,0,2,,,,15,30,,60,0,340,0,105150008
5,5,147,4,1,,7,1,1,11,-8,,7,,,"7","1",1,,150,0,2,,,,888,,,0,0,150,0,105147004
5,8,157,65,1,2009,10,1,1,11,,,9,,,"9","1",1,,500,0,1,,30,,1,130,,130,0,360,0,105157065
5,10,165,38,1,2010,3,1,1,13,-8,,4,,,"4","1",1,,5,0,2,,,,888,,,0,0,5,0,105165038
5,12,168,82,1,2009,,1,1,11,-8,,1,,,"1","1",1,,30,0,2,,,,,,,0,0,30,0,105168082
5,9,161,35,2,2004,4,1,1,9,,,6,,,"6","1",1,,70,0,2,,,,888,,,0,0,70,0,105161035
5,67,152,5,1,,5,1,1,11,-8,,3,,,"3","1",1,,300,0,2,,,,888,,,300,0,0,0,105152005
5,8,160,18,1,2009,5,2,1,2,,,3,5,,"3,5","6",6,,1000,0,1,,360,,12,180,,720,0,720,0,105160018
5,8,157,43,1,2008,8,2,1,11,,,3,,,"3","1",1,,30,0,2,,,,888,,,0,0,30,0,105157043
5,80,144,52,1,2009,,1,1,3,-8,,3,,,"3","1",1,,500,0,1,,75,,1,75,,75,0,625,0,105144052
5,15,175,20,1,1,3,1,1,9,,,3,,,"3","1",1,,300,0,2,,,,888,,,120,0,180,0,105175020
5,9,163,26,1,2009,10,1,1,9,,,3,,,"3","1",1,,250,0,2,,,,888,,,0,0,250,0,105163026
5,12,170,22,1,2008,,1,1,11,,,7,,,"7","2",2,,380,0,2,,,,888,,,180,0,200,0,105170022
5,13,171,5,1,2009,9,1,1,9,-8,,9,,,"9","1",1,,30,0,2,,,,888,,,0,0,30,0,105171005
5,9,162,35,1,2010,1,1,1,11,,,3,,,"3","1",1,,10,0,2,,,,888,,,0,0,10,0,105162035
5,67,154,44,1,,2,2,1,11,,,6,,,"6","1",1,,20,0,2,,,,888,,,0,0,20,0,105154044
5,9,162,9,1,2010,2,1,1,11,,,7,,,"7","1",1,,1000,0,2,,,,1,1000,0,0,0,1000,0,105162009
5,8,158,48,1,,6,1,1,9,-8,,3,,,"3","1",1,,120,0,2,,,,888,,,0,0,150,0,105158048
5,5,147,62,1,,1,2,1,11,-8,,3,,,"3","1",1,,25,0,2,,,,888,,,0,0,25,0,105147062
5,14,174,70,3,2009,1,1,1,11,-8,,9,,,"9","1",1,,10,0,2,,,,888,,,0,0,10,0,105174070
6,109,296,48,1,2009,4,1,1,11,,,1,,,"1","1",1,,20,0,2,,,,888,,,0,0,20,0,108296048
5,15,177,9,2,2010,,1,1,11,,,3,,,"3","1",1,,55,0,2,,,,888,,,0,0,55,0,105177009
5,11,166,39,3,,1,2,1,11,,,7,,,"7","1",1,,60,0,1,60,,,,,,0,0,60,0,105166039
5,7,155,36,1,2009,6,1,1,3,,,3,,,"3","1",1,,300,0,1,200,,,20,18,,18,0,342,0,105155036
6,109,296,48,2,2009,4,1,1,11,,,5,,,"5","1",1,,20,0,2,,,,888,,,0,0,20,0,108296048
5,8,158,19,1,,3,1,1,9,,,3,,,"3","1",1,,80,0,2,,,,888,,,40,0,40,0,105158019
5,14,174,54,1,2009,,1,,2,,,3,,,"3","1",1,,2500,0,2,,,,12,100,0,0,0,1300,0,105174054
5,12,168,9,1,2005,,1,1,11,-8,,3,,,"3","1",1,,80,0,2,,,,888,,,40,0,40,0,105168009
5,80,143,14,1,,2,1,1,9,-8,,3,,,"3","1",1,,18,0,2,,,,888,,,0,0,18,0,105143014
5,15,177,12,2,2009,2,1,1,13,,,2,,,"2","1",1,,150,0,2,,,,888,,,50,0,100,0,105177012
5,15,175,107,2,2009,11,2,1,11,-8,,7,,,"7","1",1,,25,0,2,,,,888,,,20,0,5,0,105175107
5,70,136,29,1,,3,1,1,11,-8,,2,,,"2","1",1,,200,0,2,,,,888,,,0,0,200,0,105136029
5,15,176,3,1,0,6,1,1,9,,,3,,,"3","1",1,,100,0,2,,,,888,,,0,0,100,0,105176003
5,11,166,19,2,2009,,1,1,11,,,5,,,"5","1",1,,40,0,2,,,,888,,,0,0,40,0,105166019
5,8,160,11,1,2009,,1,1,1,,,5,,,"5","5",5,,500,0,1,360,,,12,60,,180,0,540,0,105160011
5,9,162,31,3,2009,12,1,2,10,-8,,9,,,"9","1",1,,50,0,2,,,,888,,,0,0,50,0,105162031
5,12,169,8,1,2008,,1,1,12,-8,,2,,,"2","1",1,,500,0,2,,,,2,150,0,300,0,200,0,105169008
5,15,175,41,1,2009,6,2,1,11,,,4,,,"4","1",1,,200,0,2,,,,888,,,0,0,200,0,105175041
5,9,162,24,1,2009,10,1,1,4,,,2,,,"2","1",1,,7200,0,1,320,,,888,,,0,0,7200,0,105162024
5,15,177,17,1,2009,3,1,1,16,,,2,,,"2","1",1,,120,0,2,,,,888,,,60,0,60,0,105177017
5,7,156,13,3,2009,,1,1,11,-8,,2,,,"2","1",1,,250,0,2,,,,888,,,0,0,250,0,105156013
5,15,177,10,1,2009,5,1,1,2,,,1,,,"1","2,3",2,3,1800,0,,,400,,12,175,,1900,0,300,0,105177010
5,9,163,72,1,2010,10,1,1,11,,,3,,,"3","1",1,,60,0,2,,,,888,,,0,0,60,0,105163072
5,15,177,2,1,2010,2,2,1,11,,,7,,,"7","1",1,,20,0,2,,,,888,,,0,0,20,0,105177002
5,15,177,2,2,2010,2,2,1,11,,,10,,,"10","1",1,,5,0,2,,,,888,,,0,0,5,0,105177002
5,15,177,8,2,2009,,1,1,11,,,6,,,"6","1",1,,24,0,2,,,,888,,,0,0,24,0,105177008
5,7,155,18,3,2010,,2,1,11,-8,,3,,,"3","1",1,,50,0,2,,,,888,,,0,0,50,0,105155018
5,15,175,107,1,2009,10,2,1,11,-8,,9,,,"9","1",1,,2,0,2,,,,888,,,0,0,2,0,105175107
5,11,166,31,1,2010,1,1,1,11,-8,,9,,,"9","1",1,,50,0,2,,,,888,,,0,0,50,0,105166031
5,15,175,65,1,2008,,1,1,11,-8,,7,9,,"7,9","1",1,,50,0,2,,,,888,,,0,0,50,0,105175065
5,15,175,38,1,2007,7,1,1,2,,"BARCLAYS",8,,,"8","9",9,,4600,0,1,27,1680,,12,140,,2000,0,1700,0,105175038
5,15,175,14,1,2008,2,1,1,2,,"MPONUIA RURAK BANK",3,,,"3","1",1,,300,0,,15,45,,12,20,,90,0,80,0,105175014
5,10,165,47,1,2007,,1,1,11,,,6,,,"6","1",1,,15,0,2,,,,888,,,0,0,15,0,105165047
5,12,168,43,1,2009,,2,1,9,,,3,,,"3","1",1,,150,0,2,,,,888,,,0,0,150,0,105168043
5,67,151,10,1,,1,1,1,11,-8,,3,,,"3","1",1,,500,0,2,,,,888,,,0,0,500,0,105151010
5,8,157,22,2,2009,6,1,1,11,,,5,,,"5","1",1,,500,0,2,,,,888,,,0,0,500,0,105157022
5,10,164,33,1,2009,12,1,1,11,-8,,9,,,"9","1",1,,8,0,2,,,,,,,0,0,8,0,105164033
5,12,170,7,2,2010,,1,1,11,,,2,,,"2","1",1,,35,0,2,,,,1,35,0,0,0,35,0,105170007
5,67,153,50,1,,6,1,1,9,,,9,,,"9","1",1,,2000,0,2,,,,888,,,800,0,1200,0,105153050
5,12,169,17,1,2009,,2,1,2,,,3,,,"3","1",1,,300,0,1,,190,0,24,30,0,30,0,360,0,105169017
5,5,147,25,3,2009,,1,1,11,-8,,9,,,"9","1",1,,20,0,2,,,,888,,,0,0,20,0,105147025
5,14,174,8,1,2010,2,2,1,9,,,10,,,"10","1",1,,10,0,2,,,,888,,,4,0,6,0,105174008
6,109,296,73,3,2009,,1,1,12,,,1,,,"1","7",7,,40,0,2,,,,888,,,0,0,40,0,108296073
5,67,152,11,1,,1,1,1,3,,,5,,,"5","1",1,,20,0,2,,,,1,20,,0,0,20,0,105152011
5,68,137,30,2,,1,1,1,2,,,5,,,"5","5",5,,500,0,1,1200,100,,,100,,100,0,1100,0,105137030
5,9,163,16,1,2010,1,2,1,11,,,5,6,,"5,6","1",1,,300,0,2,,,,888,,,0,0,300,0,105163016
5,66,172,34,1,2008,2,1,1,2,,,2,,,"2","8",8,,500,0,1,,115,60,12,51,30,513,0,102,60,105172034
5,11,166,19,5,2009,,2,1,9,,,3,,,"3","1",1,,60,0,2,,,,888,,,40,0,20,0,105166019
5,11,166,19,4,2009,,1,1,11,,,3,,,"3","1",1,,45,0,2,,,,888,,,0,0,45,0,105166019
5,11,166,1,1,2009,,1,1,11,-8,,7,,,"7","1",1,,50,0,2,,,,888,,,30,0,20,0,105166001
5,10,165,27,1,2009,12,1,1,11,,,6,,,"6","1",1,,100,0,2,,,,888,,,50,0,50,0,105165027
5,10,164,30,1,2010,2,2,1,16,,,9,,,"9","1",1,,5,0,2,,,,,,,0,0,5,0,105164030
5,10,164,21,1,2009,12,3,1,9,,,3,,,"3","1",1,,200,0,2,,,,888,,,0,0,200,0,105164021
5,9,162,29,2,2010,3,1,1,7,,,1,,,"1","1",1,,60,0,2,,,,888,,,0,0,60,0,105162029
5,9,162,29,1,2009,10,1,1,11,,,1,,,"1","1",1,,100,0,2,,,,888,,,0,0,100,0,105162029
5,9,162,20,1,2010,2,1,1,11,-8,,9,,,"9","1",1,,10,0,2,,,,,,,0,0,10,0,105162020
5,12,168,52,2,,3,1,1,11,-8,,5,,,"5","1",1,,30,0,2,,,,888,,,20,0,30,0,105168052
5,9,163,69,1,2010,1,1,1,13,,,3,,,"3","1",1,,300,0,1,,10,,888,,,243,0,117,0,105163069
5,9,161,35,1,2009,6,2,1,9,,,6,,,"6","1",1,,50,0,2,,,,888,,,0,0,50,0,105161035
5,8,158,51,1,1,,2,2,3,,,3,,,"3","1",1,,300,0,1,,,,,,,0,0,0,0,105158051
5,9,161,6,1,2010,3,1,1,9,,,9,,,"9","1",1,,5,0,2,,,,,,,0,0,5,0,105161006
5,8,160,29,1,,1,1,1,11,,,3,,,"3","7",7,,580,0,2,,,,888,,,240,0,340,0,105160029
5,8,160,7,1,2,,1,1,2,,,4,5,,"4,5","5",5,,2000,0,1,22,,,12,118,,1416,0,1416,0,105160007
5,7,156,34,1,2009,6,1,1,11,,,5,,,"5","1",1,,300,0,2,,,,888,,,0,0,300,0,105156034
5,8,157,28,1,2008,4,1,1,9,,,9,,,"9","1",1,,90,0,2,,,,888,,,0,0,25,0,105157028
5,15,175,81,1,2009,11,2,1,9,,,3,,,"3","1",1,,200,0,2,,,,888,,,100,0,100,0,105175081
5,80,144,7,1,5,,2,2,2,,,3,,,"3","5",5,,2500,0,1,,500,,12,67,,0,0,0,0,105144007
5,8,157,84,1,,3,1,1,11,,,9,,,"9","8",8,,20,0,2,,,,888,,,0,0,20,0,105157084
5,7,156,13,4,2009,,1,1,11,-8,,2,,,"2","1",1,,50,0,1,1000,50,,888,,,0,0,100,0,105156013
5,8,157,28,2,2008,11,1,1,11,,,4,,,"4","1",1,,200,0,2,,,,888,,,140,0,600,0,105157028
5,7,156,11,1,2008,10,1,1,11,,,1,,,"1","1",1,,50,0,1,500,,,888,,,0,0,75,0,105156011
5,66,172,4,1,2008,12,1,1,2,,,3,,,"3","8",8,,400,0,1,,122,50,10,52,25,470,25,52,25,105172004
5,7,155,18,1,2008,,1,1,2,,,2,,,"2","8",8,,100,0,1,800,80,,180,1,,110,0,150,0,105155018
5,80,145,30,1,,3,1,1,11,,,11,,,"11","1",1,,50,0,2,,,,888,,,10,0,40,0,105145030
5,8,157,36,1,3,8,1,1,2,,,7,,,"7","5",5,,200,0,1,300,60,,12,22,,0,0,150,0,105157036
5,67,154,4,1,,4,1,1,11,-8,,7,,,"7","1",1,,40,0,2,,,,888,,,0,0,40,0,105154004
5,67,153,29,1,,2,1,1,9,,,9,,,"9","1",1,,70,0,2,,,,888,,,50,0,20,0,105153029
5,67,153,4,2,,1,2,1,9,,,4,,,"4","1",1,,30,0,2,,,,888,,,15,0,15,0,105153004
5,67,152,45,1,,4,1,1,11,,,1,,,"1","1",1,,180,0,2,,,,888,,,100,0,80,0,105152045
6,109,296,49,1,2009,,1,1,3,,,1,,,"1","6",6,,100,0,1,500,50,,3,50,,0,0,150,0,108296049
6,109,296,73,1,2008,,1,1,12,,,1,,,"1","7",7,,60,0,2,,,,888,,,0,0,60,0,108296073
5,8,158,37,1,2,1,1,1,11,,,10,,,"10","1",1,,40,0,2,,,,888,,,0,0,40,0,105158037
5,67,151,7,1,2009,,1,1,11,11,,7,,,"7","1",1,,50,0,2,,,,888,,,0,0,50,0,105151007
5,7,155,18,5,2010,,2,1,11,-8,,3,,,"3","1",1,,10,0,2,,,,888,,,0,0,10,0,105155018
5,67,149,122,1,2010,3,1,1,11,,,9,,,"9","1",1,,6,0,2,,,,,,,0,0,3,0,105149122
5,67,153,4,1,,5,1,1,9,,,4,,,"4","1",1,,70,0,2,,,,888,,,30,0,40,0,105153004
5,11,166,47,1,2010,1,1,1,3,,,3,,,"3","1",1,,300,0,1,200,,,,5,,0,0,300,0,105166047
5,12,168,82,3,,1,1,1,11,-8,,2,,,"2","1",1,,20,0,2,,,,,,,0,0,20,0,105168082
5,14,174,29,1,2010,1,1,1,11,,,4,,,"4","1",1,,10,0,2,,,,888,,,0,0,10,0,105174029
5,80,146,33,1,2009,9,1,1,8,-8,,2,,,"2","1,10",1,10,200,0,2,,,,888,,,0,0,200,0,105146033
5,10,164,29,1,2010,1,1,1,9,,,7,,,"7","1",1,,5,0,2,,,,888,,,0,0,5,0,105164029
5,80,146,28,1,,1,2,1,11,-8,,9,,,"9","1",1,,15,0,2,,,,888,,,5,0,10,0,105146028
5,11,166,12,2,2010,,1,1,9,,,9,,,"9","1",1,,10,0,2,,,,888,,,0,0,10,0,105166012
5,8,160,34,1,2008,,1,1,2,,,5,,,"5","5",5,,1000,0,1,335,,,12,85,,1020,0,510,0,105160034
5,8,158,14,1,1,,1,1,11,,,6,,,"6","1",1,,200,0,2,,,,888,,,100,0,100,0,105158014
5,11,166,19,1,2009,,1,1,9,16,,3,,,"3","1",1,,30,0,2,,,,888,,,15,0,15,0,105166019
5,82,139,107,1,,3,1,1,11,-8,,3,,,"3","7",7,,200,0,2,,,,888,,,0,0,200,0,105139107
5,73,142,33,1,1,,1,1,11,,,3,,,"3","1",1,,200,0,2,,,,888,,,100,0,100,0,105142033
5,7,156,13,2,2007,,1,1,11,-8,,2,,,"2","1",1,,75,0,2,,,,888,,,0,0,75,0,105156013
5,12,168,9,2,1,,1,1,11,-8,,3,,,"3","1",1,,50,0,2,,,,888,,,10,0,40,0,105168009
5,12,170,8,1,2010,,2,1,9,,,7,,,"7","1",1,,15,0,2,,,,888,,,0,0,15,0,105170008
5,8,157,22,1,2008,6,1,1,2,,,3,,,"3","7",7,,1000,0,1,400,200,,12,180,,187,0,1200,0,105157022
5,68,137,30,1,2,,1,1,2,,,5,,,"5","5",5,,700,0,1,840,1680,,,70,,840,0,840,0,105137030
5,69,135,5,1,1,,2,1,11,-8,,7,,,"7","1",1,,400,0,2,,,,888,,,0,0,400,0,105135005
5,69,134,50,1,1,6,1,1,11,-8,,2,,,"2","1",1,,200,0,1,750,,,888,,,300,0,90,0,105134050
5,82,140,15,1,,2,1,1,11,,,7,,,"7","1",1,,50,0,2,,,,888,,,0,0,50,0,105140015
5,5,147,25,2,2008,,1,1,11,-8,,5,9,,"5,9","1",1,,100,0,2,,,,888,,,0,0,100,0,105147025
5,9,163,53,1,2009,6,1,1,6,,,3,,,"3","1",1,,1000,0,2,,,,,,,0,0,1000,0,105163053
5,8,157,28,3,2009,10,1,1,,,,9,,,"9","1",1,,110,0,2,,,,888,,,88,0,22,0,105157028
5,8,157,89,1,2009,8,1,1,9,,,4,,,"4","1",1,,20,0,2,,,,888,,,4,0,16,0,105157089
5,7,156,8,1,2009,6,1,1,10,,,2,,,"2","1",1,,60,0,2,,,,888,,,0,0,60,0,105156008
5,69,134,46,1,,2,1,2,3,-8,,5,,,"5","1",1,,30,0,2,,,,888,,,0,0,30,0,105134046
5,7,156,13,1,2007,,1,1,11,-8,,2,,,"2","1",1,,40,0,1,1000,40,,888,,,0,0,80,0,105156013
5,9,163,9,1,2010,1,1,1,3,,,3,10,,"3,10","8,18",8,18,2000,0,1,3,,,20,103,,0,0,2120,0,105163009
5,9,162,35,2,2010,1,2,1,9,,,9,,,"9","1",1,,10,0,2,,,,888,,,0,0,10,0,105162035
5,9,162,17,2,2010,3,1,1,11,,,9,,,"9","1",1,,3,0,2,,,,,,,0,0,3,0,105162017
5,10,164,31,1,2010,2,1,1,11,35,,9,,,"9","1",1,,5,0,2,,,,888,,,0,0,5,0,105164031
5,71,148,60,1,,1,2,1,11,-8,,4,,,"4","1",1,,300,0,2,,,,888,,,0,0,300,0,105148060
5,70,136,3,1,,7,2,1,2,,,3,,,"3","18",18,,300,0,1,300,,,24,20,,60,0,330,0,105136003
5,15,177,8,4,2010,1,1,1,11,,,3,,,"3","1",1,,15,0,2,,,,888,,,0,0,15,0,105177008
5,80,145,13,1,2009,,1,1,11,,,2,,,"2","1",1,,250,0,2,,,,888,,,0,0,250,0,105145013
5,12,168,52,3,,1,1,1,11,-8,,5,,,"5","1",1,,30,0,2,,,,888,,,0,0,30,0,105168052
5,12,169,14,1,2009,,1,1,11,,,3,,,"3","1",1,,50,0,2,,,,888,,,0,0,50,0,105169014
5,7,156,10,1,2010,1,1,1,11,,,7,,,"7","1",1,,400,0,2,,,,888,,,200,0,200,0,105156010
5,69,135,69,1,2009,11,1,1,3,,,3,,,"3","1",1,,100,0,2,,,,888,,,0,0,0,0,105135069
5,15,176,6,1,,4,2,1,9,,,3,,,"3","1",1,,10,0,2,,,,888,,,0,0,10,0,105176006
5,71,148,82,1,,4,1,1,11,,,3,,,"3","1",1,,70,0,2,,,,888,,,0,0,70,0,105148082
5,15,176,22,1,1,,1,1,9,,,9,,,"9","1",1,,15,0,2,,,,,,,0,0,15,0,105176022
5,9,161,33,2,2010,2,1,,11,,,7,,,"7","1",1,,10,0,2,,,,888,,,0,0,10,0,105161033
5,8,159,5,1,2007,3,1,1,1,,,5,,,"5","5",5,,2500,0,1,30,,,12,140,,420,0,2080,0,105159005
5,8,157,86,1,2008,11,1,1,2,,,3,,,"3","1",1,,1500,0,1,100,150,,12,110,,1200,0,300,0,105157086
5,67,154,18,1,,3,1,1,11,-8,,5,,,"5","1",1,,30,0,2,,,,888,,,0,0,30,0,105154018
5,15,176,3,2,4,0,2,1,11,-8,,3,,,"3","1",1,,50,0,2,,,,888,,,0,0,50,0,105176003
5,9,162,31,2,2009,12,1,2,10,-8,,1,,,"1","1",1,,50,0,2,,,,888,,,0,0,50,0,105162031
5,80,143,9,1,,3,2,2,9,,,3,,,"3","1",1,,58,50,2,,,,888,,,38,50,20,0,105143009
5,11,166,1,2,2009,,1,1,9,,,7,,,"7","1",1,,200,0,2,,,,888,,,0,0,200,0,105166001
5,80,144,65,1,0,4,1,1,7,-8,,5,,,"5","5",5,,30,0,2,,,,888,,,30,0,0,0,105144065
5,80,145,82,1,,1,1,1,11,,,9,,,"9","1",1,,15,0,2,,,,888,,,0,0,15,0,105145082
5,80,143,35,1,,10,1,1,2,,,4,,,"4","1",1,,600,0,1,200,200,,12,70,,700,0,840,0,105143035
5,14,173,4,2,2010,1,1,1,11,-8,,7,,,"7","1",1,,15,0,2,,,,888,,,0,0,15,0,105173004
5,15,177,8,5,2010,1,2,,11,,,7,,,"7","1",1,,9,0,2,,,,888,,,0,0,9,0,105177008
5,71,148,50,1,1,,1,1,2,,,1,,,"1","1",1,,150,0,1,200,,,888,7,50,171,0,171,0,105148050
5,12,168,46,1,2009,,2,1,9,,,3,,,"3","1",1,,20,0,2,,,,888,,,0,0,20,0,105168046
5,7,155,21,2,2010,,1,1,11,-8,,7,,,"7","1",1,,100,0,1,500,500,,888,,,0,0,150,0,105155021
5,70,136,30,1,1,,1,1,3,,,2,,,"2","1",1,,200,0,1,100,,,888,,,0,0,220,0,105136030
5,80,146,45,1,2,,1,1,11,-8,,2,,,"2","1",1,,90,0,2,,,,888,,,0,0,90,0,105146045
5,9,162,9,2,2010,1,2,1,9,,,7,,,"7","1",1,,10,0,2,,,,888,,,0,0,10,0,105162009
5,14,174,55,1,2010,1,1,1,11,,,3,,,"3","1",1,,2,0,2,,,,888,,,0,0,2,0,105174055
5,15,176,6,2,,2,1,1,8,-8,,6,,,"6","10",10,,300,0,2,,,,888,,,200,0,100,0,105176006
5,80,145,31,1,2008,,2,1,9,-8,,3,,,"3","1",1,,300,0,2,,,,888,,,150,0,150,0,105145031
5,9,162,15,1,2009,12,1,2,13,-8,,3,,,"3","1",1,,20,0,2,,,,,,,7,0,13,0,105162015
5,14,174,7,1,2010,1,1,2,11,,,6,,,"6","1",1,,240,0,2,,,,888,,,0,0,240,0,105174007
6,109,296,10,1,1,,1,1,11,,,6,,,"6","1",1,,100,0,2,,,,888,,,0,0,100,0,108296010
5,9,162,1,1,2010,3,1,1,9,,,9,,,"9","1",1,,6,0,2,,,,888,,,0,0,6,0,105162001
5,9,163,53,2,2010,1,1,1,6,,,3,,,"3","1",1,,800,0,2,,,,,,,0,0,800,0,105163053
5,15,177,9,1,2009,,1,1,11,-8,,3,,,"3","1",1,,70,0,2,,,,888,,,20,0,50,0,105177009
5,67,153,24,1,,3,1,1,11,,,1,,,"1","1",1,,100,0,2,,,,888,,,30,0,70,0,105153024
5,8,158,4,1,,6,1,1,7,,,5,,,"5","1",1,,0,0,2,,,,888,,,0,0,0,0,105158004
5,14,174,70,4,2009,12,1,1,13,,,6,,,"6","1",1,,60,0,2,,,,888,,,0,0,30,0,105174070
5,8,158,25,1,5,,1,1,11,,,4,5,9,"4,5,9","1",1,,1000,0,2,,,,888,0,,0,0,1000,0,105158025
5,8,158,41,1,1,,1,1,7,,,9,,,"9","1",1,,200,0,1,20,,,888,,,50,0,150,0,105158041
