"id1","id3","id4","s3aii_0","s3aii_a","s3aii_b1","s3aii_b2","s3aii_c1","s3aii_c2","hhno"
6,180,2,,,,,0,0,106180002
6,233,2,,,,,0,0,106233002
6,190,2,,,,,0,0,106190002
6,199,2,,,,,0,0,106199002
6,189,2,,,,,0,0,106189002
6,180,2,,,,,0,0,106180002
6,199,2,,,,,0,0,106199002
6,206,2,,,,,0,0,106206002
6,206,2,,,,,0,0,106206002
6,189,2,,,,,0,0,106189002
6,238,2,,,,,0,0,106238002
6,203,2,,,,,0,0,106203002
6,180,2,,,,,0,0,106180002
6,206,2,,,,,0,0,106206002
6,188,2,7,2,"1",,5,0,106188002
6,234,2,,,,,0,0,106234002
6,190,2,4,1,"1",,5,0,106190002
6,225,2,,,,,0,0,106225002
6,188,2,14,3,"1",,12,0,106188002
6,234,2,,,,,0,0,106234002
6,229,2,,,,,0,0,106229002
6,188,2,,,,,0,0,106188002
6,234,2,,,,,0,0,106234002
6,188,2,,,,,0,0,106188002
6,199,2,,,,,0,0,106199002
6,238,2,,,,,0,0,106238002
6,211,2,,,,,0,0,106211002
6,234,2,4,2,"1",,6,0,106234002
6,190,2,,,,,0,0,106190002
6,234,2,,,,,0,0,106234002
6,188,2,,,,,0,0,106188002
6,188,2,,,,,0,0,106188002
6,225,2,,,,,0,0,106225002
6,180,2,,,,,0,0,106180002
6,206,2,4,1,"1",,2,50,106206002
6,190,2,,,,,0,0,106190002
6,189,2,14,2,"1","2",12,0,106189002
6,238,2,,,,,0,0,106238002
6,206,2,,,,,0,0,106206002
6,199,2,,,,,0,0,106199002
6,180,2,9,2,"1","2",5,0,106180002
6,199,2,,,,,0,0,106199002
6,211,2,,,,,0,0,106211002
6,238,2,,,,,0,0,106238002
6,211,2,5,1,"2",,2,0,106211002
6,188,2,,,,,0,0,106188002
6,188,2,9,2,"1",,1,0,106188002
6,238,2,,,,,0,0,106238002
6,211,2,,,,,0,0,106211002
6,225,2,,,,,0,0,106225002
6,234,2,,,,,0,0,106234002
6,199,2,,,,,0,0,106199002
6,190,2,14,1,"1",,4,50,106190002
6,196,2,,,,,0,0,106196002
6,199,2,,,,,0,0,106199002
6,188,2,,,,,0,0,106188002
6,233,2,4,3,"1",,3,0,106233002
6,199,2,,,,,0,0,106199002
6,229,2,,,,,0,0,106229002
6,225,2,,,,,0,0,106225002
6,206,2,,,,,0,0,106206002
6,234,2,,,,,0,0,106234002
6,180,2,,,,,0,0,106180002
6,199,2,40,1,"2",,3,0,106199002
6,189,2,,,,,0,0,106189002
6,225,2,,,,,0,0,106225002
6,238,2,,,,,0,0,106238002
6,225,2,,,,,0,0,106225002
6,225,2,,,,,0,0,106225002
6,229,2,,,,,0,0,106229002
6,233,2,,,,,0,0,106233002
6,225,2,,,,,0,0,106225002
6,211,2,,,,,0,0,106211002
6,188,2,20,2,"1",,160,0,106188002
6,199,2,,,,,0,0,106199002
6,201,2,,,,,0,0,106201002
6,206,2,,,,,0,0,106206002
6,233,2,,,,,0,0,106233002
6,180,2,,,,,0,0,106180002
6,190,2,,,,,0,0,106190002
6,233,2,,,,,0,0,106233002
6,234,2,,,,,0,0,106234002
6,234,2,5,1,"1",,10,0,106234002
6,188,2,,,,,0,0,106188002
6,225,2,,,,,0,0,106225002
6,189,2,,,,,0,0,106189002
6,229,2,,,,,0,0,106229002
6,189,2,,,,,0,0,106189002
6,233,2,,,,,0,0,106233002
6,189,2,,,,,0,0,106189002
6,229,2,,,,,0,0,106229002
6,233,2,,,,,0,0,106233002
6,211,2,,,,,0,0,106211002
6,190,2,5,1,"1",,3,0,106190002
6,188,2,16,1,"1",,300,0,106188002
6,189,2,,,,,0,0,106189002
6,225,2,,,,,0,0,106225002
6,211,2,,,,,0,0,106211002
6,199,2,,,,,0,0,106199002
6,180,2,,,,,0,0,106180002
6,206,2,,,,,0,0,106206002
6,229,2,,,,,0,0,106229002
6,190,2,,,,,0,0,106190002
6,238,2,14,1,"1",,3,0,106238002
6,188,2,,,,,0,0,106188002
6,233,2,,,,,0,0,106233002
6,180,2,,,,,0,0,106180002
6,238,2,,,,,0,0,106238002
6,189,2,,,,,0,0,106189002
6,206,2,,,,,0,0,106206002
6,238,2,,,,,0,0,106238002
6,238,2,,,,,0,0,106238002
6,199,2,,,,,0,0,106199002
6,211,2,,,,,0,0,106211002
6,211,2,4,1,"2",,2,0,106211002
6,188,2,,,,,0,0,106188002
6,234,2,14,2,"1",,10,0,106234002
6,229,2,,,,,0,0,106229002
6,229,2,4,2,"1","2",10,0,106229002
6,180,2,14,2,"1","2",10,0,106180002
6,229,2,,,,,0,0,106229002
6,189,2,,,,,0,0,106189002
6,180,2,,,,,0,0,106180002
6,225,2,,,,,0,0,106225002
6,199,2,14,8,"1","2",10,0,106199002
6,199,2,,,,,0,0,106199002
6,238,2,,,,,0,0,106238002
6,233,2,,,,,0,0,106233002
6,225,2,21,2,"1",,40,0,106225002
6,211,2,8,1,"2",,3,0,106211002
6,188,2,,,,,0,0,106188002
6,188,2,4,2,"1",,1,40,106188002
6,234,2,,,,,0,0,106234002
6,211,2,,,,,0,0,106211002
6,211,2,,,,,0,0,106211002
6,206,2,,,,,0,0,106206002
6,206,2,14,2,"1",,10,0,106206002
6,190,2,,,,,0,0,106190002
6,188,2,,,,,0,0,106188002
6,229,2,,,,,0,0,106229002
6,211,2,,,,,0,0,106211002
6,225,2,,,,,0,0,106225002
6,225,2,,,,,0,0,106225002
6,234,2,,,,,0,0,106234002
6,190,2,,,,,0,0,106190002
6,225,2,,,,,0,0,106225002
6,238,2,,,,,0,0,106238002
6,238,2,,,,,0,0,106238002
6,225,2,,,,,0,0,106225002
6,199,2,,,,,0,0,106199002
6,190,2,,,,,0,0,106190002
6,199,2,,,,,0,0,106199002
6,188,2,,,,,0,0,106188002
6,233,2,,,,,0,0,106233002
6,229,2,,,,,0,0,106229002
6,189,2,,,,,0,0,106189002
6,189,2,,,,,0,0,106189002
6,234,2,,,,,0,0,106234002
6,225,2,,,,,0,0,106225002
6,180,2,,,,,0,0,106180002
6,199,2,,,,,0,0,106199002
6,225,2,,,,,0,0,106225002
6,229,2,14,2,"1","2",10,0,106229002
6,206,2,,,,,0,0,106206002
6,200,3,,,,,0,0,106200003
6,228,3,,,,,0,0,106228003
6,200,3,,,,,0,0,106200003
6,181,3,,,,,0,0,106181003
6,228,3,,,,,0,0,106228003
6,210,3,,,,,0,0,106210003
6,200,3,,,,,0,0,106200003
6,228,3,,,,,0,0,106228003
6,222,3,,,,,0,0,106222003
6,237,3,,,,,0,0,106237003
6,228,3,,,,,0,0,106228003
6,180,3,,,,,0,0,106180003
6,210,3,,,,,0,0,106210003
6,237,3,,,,,0,0,106237003
6,195,3,,,,,0,0,106195003
6,228,3,,,,,0,0,106228003
6,181,3,,,,,0,0,106181003
6,195,3,,,,,0,0,106195003
6,200,3,,,,,0,0,106200003
6,210,3,,,,,0,0,106210003
6,210,3,,,,,0,0,106210003
6,210,3,,,,,0,0,106210003
6,222,3,,,,,0,0,106222003
6,222,3,,,,,0,0,106222003
6,181,3,,,,,0,0,106181003
6,222,3,,,,,0,0,106222003
6,228,3,,,,,0,0,106228003
6,199,3,40,1,"2",,5,0,106199003
6,181,3,,,,,0,0,106181003
6,199,3,,,,,0,0,106199003
6,228,3,,,,,0,0,106228003
6,200,3,,,,,0,0,106200003
6,210,3,,,,,0,0,106210003
6,181,3,,,,,0,0,106181003
6,180,3,,,,,0,0,106180003
6,237,3,,,,,0,0,106237003
6,237,3,14,2,"1",,3,0,106237003
6,201,3,,,,,0,0,106201003
6,210,3,,,,,0,0,106210003
6,199,3,,,,,0,0,106199003
6,195,3,,,,,0,0,106195003
6,200,3,,,,,0,0,106200003
6,200,3,,,,,0,0,106200003
6,222,3,,,,,0,0,106222003
6,200,3,,,,,0,0,106200003
6,210,3,,,,,0,0,106210003
6,222,3,4,1,"1",,1,0,106222003
6,222,3,,,,,0,0,106222003
6,222,3,,,,,0,0,106222003
6,180,3,,,,,0,0,106180003
6,199,3,,,,,0,0,106199003
6,199,3,,,,,0,0,106199003
6,180,3,,,,,0,0,106180003
6,181,3,,,,,0,0,106181003
6,228,3,,,,,0,0,106228003
6,180,3,7,1,"1",,7,0,106180003
6,200,3,,,,,0,0,106200003
6,195,3,14,3,"1",,15,0,106195003
6,180,3,4,2,"1",,8,0,106180003
6,180,3,,,,,0,0,106180003
6,210,3,,,,,0,0,106210003
6,237,3,5,,"1",,5,0,106237003
6,199,3,,,,,0,0,106199003
6,204,3,,,,,0,0,106204003
6,199,3,,,,,0,0,106199003
6,199,3,14,2,"1","2",10,0,106199003
6,218,3,,,,,0,0,106218003
6,199,3,,,,,0,0,106199003
6,222,3,,,,,0,0,106222003
6,195,3,,,,,0,0,106195003
6,181,3,14,4,"1","2",20,0,106181003
6,199,3,,,,,0,0,106199003
6,237,3,,,,,0,0,106237003
6,195,3,,,,,0,0,106195003
6,199,3,,,,,0,0,106199003
6,181,3,,,,,0,0,106181003
6,224,3,,,,,0,0,106224003
6,195,3,,,,,0,0,106195003
6,199,3,,,,,0,0,106199003
6,200,3,14,2,"1",,10,0,106200003
6,181,3,,,,,0,0,106181003
6,200,3,,,,,0,0,106200003
6,199,3,,,,,0,0,106199003
6,180,3,,,,,0,0,106180003
6,199,3,,,,,0,0,106199003
6,195,3,4,6,"1",,30,0,106195003
6,199,3,,,,,0,0,106199003
6,222,3,,,,,0,0,106222003
6,200,3,,,,,0,0,106200003
6,181,3,,,,,0,0,106181003
6,237,3,,,,,0,0,106237003
6,181,3,,,,,0,0,106181003
6,180,3,,,,,0,0,106180003
6,210,3,,,,,0,0,106210003
6,181,3,16,1,"1",,13,0,106181003
6,200,3,,,,,0,0,106200003
6,214,3,,,,,0,0,106214003
6,228,3,,,,,0,0,106228003
6,195,3,,,,,0,0,106195003
6,200,3,,,,,0,0,106200003
6,228,3,,,,,0,0,106228003
6,222,3,13,1,"1",,1,50,106222003
6,180,3,8,1,"1",,5,0,106180003
6,213,3,,,,,0,0,106213003
6,199,3,,,,,0,0,106199003
6,180,3,5,1,"1",,5,0,106180003
6,195,3,,,,,0,0,106195003
6,237,3,,,,,0,0,106237003
6,237,3,4,2,"1",,2,5,106237003
6,210,3,,,,,0,0,106210003
6,199,3,,,,,0,0,106199003
6,195,3,,,,,0,0,106195003
6,205,3,,,,,0,0,106205003
6,200,3,,,,,0,0,106200003
6,222,3,,,,,0,0,106222003
6,228,3,4,4,"1","2",5,0,106228003
6,200,3,40,1,"1",,2,0,106200003
6,210,3,,,,,0,0,106210003
6,237,3,,,,,0,0,106237003
6,180,3,,,,,0,0,106180003
6,210,3,,,,,0,0,106210003
6,200,3,,,,,0,0,106200003
6,228,3,,,,,0,0,106228003
6,195,3,,,,,0,0,106195003
6,200,3,,,,,0,0,106200003
6,195,3,,,,,0,0,106195003
6,200,3,,,,,0,0,106200003
6,195,3,,,,,0,0,106195003
6,181,3,,,,,0,0,106181003
6,228,3,,,,,0,0,106228003
6,199,3,,,,,0,0,106199003
6,180,3,9,2,"1",,4,0,106180003
6,181,3,,,,,0,0,106181003
6,222,3,,,,,0,0,106222003
6,237,3,,,,,0,0,106237003
6,200,3,,,,,0,0,106200003
6,237,3,,,,,0,0,106237003
6,237,3,,,,,0,0,106237003
6,210,3,14,1,"1",,5,0,106210003
6,228,3,14,2,"1","2",8,0,106228003
6,180,3,14,2,"1","2",10,0,106180003
6,181,3,9,3,"1","2",5,0,106181003
6,237,3,,,,,0,0,106237003
6,199,3,,,,,0,0,106199003
6,181,3,,,,,0,0,106181003
6,199,3,,,,,0,0,106199003
6,190,4,,,,,0,0,106190004
6,199,4,,,,,0,0,106199004
6,190,4,,,,,0,0,106190004
6,189,4,,,,,0,0,106189004
6,190,4,,,,,0,0,106190004
6,190,4,,,,,0,0,106190004
6,202,4,8,2,"1",,6,0,106202004
6,224,4,,,,,0,0,106224004
6,192,4,,,,,0,0,106192004
6,224,4,,,,,0,0,106224004
6,180,4,5,1,"1",,7,0,106180004
6,189,4,8,2,"1",,10,0,106189004
6,178,4,,,,,0,0,106178004
6,190,4,,,,,0,0,106190004
6,192,4,,,,,0,0,106192004
6,199,4,,,,,0,0,106199004
6,192,4,,,,,0,0,106192004
6,202,4,,,,,0,0,106202004
6,188,4,,,,,0,0,106188004
6,224,4,,,,,0,0,106224004
6,178,4,,,,,0,0,106178004
6,202,4,,,,,0,0,106202004
6,228,4,,,,,0,0,106228004
6,192,4,,,,,0,0,106192004
6,192,4,,,,,0,0,106192004
6,202,4,,,,,0,0,106202004
6,228,4,,,,,0,0,106228004
6,188,4,,,,,0,0,106188004
6,190,4,,,,,0,0,106190004
6,192,4,,,,,0,0,106192004
6,178,4,14,2,"1",,9,0,106178004
6,224,4,,,,,0,0,106224004
6,189,4,,,,,0,0,106189004
6,190,4,,,,,0,0,106190004
6,178,4,,,,,0,0,106178004
6,178,4,,,,,0,0,106178004
6,199,4,,,,,0,0,106199004
6,190,4,,,,,0,0,106190004
6,202,4,,,,,0,0,106202004
6,178,4,,,,,0,0,106178004
6,178,4,,,,,0,0,106178004
6,190,4,21,1,"1",,2,0,106190004
6,188,4,,,,,0,0,106188004
6,224,4,,,,,0,0,106224004
6,189,4,,,,,0,0,106189004
6,224,4,,,,,0,0,106224004
6,199,4,,,,,0,0,106199004
6,199,4,,,,,0,0,106199004
6,202,4,,,,,0,0,106202004
6,192,4,,,,,0,0,106192004
6,189,4,,,,,0,0,106189004
6,190,4,,,,,0,0,106190004
6,189,4,16,3,"1",,55,0,106189004
6,188,4,,,,,0,0,106188004
6,189,4,7,2,"1",,10,0,106189004
6,199,4,,,,,0,0,106199004
6,228,4,4,1,"1",,3,0,106228004
6,202,4,7,3,"1",,15,0,106202004
6,188,4,,,,,0,0,106188004
6,228,4,,,,,0,0,106228004
6,180,4,4,1,"1",,5,0,106180004
6,228,4,14,1,"1",,2,0,106228004
6,202,4,4,1,"1",,5,0,106202004
6,189,4,,,,,0,0,106189004
6,202,4,14,4,"1",,8,0,106202004
6,189,4,,,,,0,0,106189004
6,202,4,,,,,0,0,106202004
6,228,4,,,,,0,0,106228004
6,199,4,,,,,0,0,106199004
6,192,4,,,,,0,0,106192004
6,192,4,,,,,0,0,106192004
6,189,4,14,3,"1",,15,0,106189004
6,228,4,,,,,0,0,106228004
6,190,4,,,,,0,0,106190004
6,188,4,,,,,0,0,106188004
6,202,4,,,,,0,0,106202004
6,190,4,,,,,0,0,106190004
6,199,4,,,,,0,0,106199004
6,190,4,,,,,0,0,106190004
6,228,4,,,,,0,0,106228004
6,202,4,,,,,0,0,106202004
6,188,4,,,,,0,0,106188004
6,188,4,,,,,0,0,106188004
6,192,4,9,2,"1",,8,0,106192004
6,189,4,,,,,0,0,106189004
6,178,4,,,,,0,0,106178004
6,199,4,,,,,0,0,106199004
6,228,4,,,,,0,0,106228004
6,178,4,,,,,0,0,106178004
6,178,4,,,,,0,0,106178004
6,190,4,,,,,0,0,106190004
6,228,4,,,,,0,0,106228004
6,178,4,,,,,0,0,106178004
6,228,4,,,,,0,0,106228004
6,190,4,,,,,0,0,106190004
6,190,4,,,,,0,0,106190004
6,224,4,,,,,0,0,106224004
6,188,4,,,,,0,0,106188004
6,199,4,,,,,0,0,106199004
6,188,4,,,,,0,0,106188004
6,204,4,,,,,0,0,106204004
6,192,4,,,,,0,0,106192004
6,189,4,,,,,0,0,106189004
6,192,4,,,,,0,0,106192004
6,189,4,,,,,0,0,106189004
6,199,4,,,,,0,0,106199004
6,202,4,5,2,"1",,10,0,106202004
6,224,4,14,1,"1",,2,50,106224004
6,228,4,,,,,0,0,106228004
6,190,4,,,,,0,0,106190004
6,189,4,,,,,0,0,106189004
6,224,4,,,,,0,0,106224004
6,199,4,,,,,0,0,106199004
6,180,4,,,,,0,0,106180004
6,189,4,,,,,0,0,106189004
6,224,4,7,1,"1",,4,0,106224004
6,224,4,,,,,0,0,106224004
6,188,4,,,,,0,0,106188004
6,224,4,,,,,0,0,106224004
6,224,4,,,,,0,0,106224004
6,189,4,,,,,0,0,106189004
6,188,4,,,,,0,0,106188004
6,199,4,14,3,"1",,6,0,106199004
6,192,4,14,2,"1",,8,0,106192004
6,228,4,,,,,0,0,106228004
6,178,4,,,,,0,0,106178004
6,202,4,,,,,0,0,106202004
6,190,4,,,,,0,0,106190004
6,188,4,14,2,"1",,10,0,106188004
6,192,4,,,,,0,0,106192004
6,178,4,,,,,0,0,106178004
6,190,4,,,,,0,0,106190004
6,199,4,,,,,0,0,106199004
6,178,4,,,,,0,0,106178004
6,188,4,,,,,0,0,106188004
6,180,4,,,,,0,0,106180004
6,180,4,,,,,0,0,106180004
6,190,4,,,,,0,0,106190004
6,190,4,14,1,"1",,5,0,106190004
6,228,4,,,,,0,0,106228004
6,224,4,,,,,0,0,106224004
6,181,5,,,,,0,0,106181005
6,192,5,,,,,0,0,106192005
6,190,5,,,,,0,0,106190005
6,215,5,,,,,0,0,106215005
6,238,5,,,,,0,0,106238005
6,231,5,,,,,0,0,106231005
6,238,5,,,,,0,0,106238005
6,226,5,,,,,0,0,106226005
6,181,5,,,,,0,0,106181005
6,230,5,,,,,0,0,106230005
6,199,5,,,,,0,0,106199005
6,199,5,,,,,0,0,106199005
6,192,5,14,1,"1",,5,0,106192005
6,215,5,,,,,0,0,106215005
6,201,5,,,,,0,0,106201005
6,229,5,,,,,0,0,106229005
6,231,5,,,,,0,0,106231005
6,215,5,,,,,0,0,106215005
6,238,5,,,,,0,0,106238005
6,230,5,14,2,"1","2",8,0,106230005
6,226,5,,,,,0,0,106226005
6,193,5,,,,,0,0,106193005
6,226,5,,,,,0,0,106226005
6,181,5,,,,,0,0,106181005
6,192,5,,,,,0,0,106192005
6,231,5,,,,,0,0,106231005
6,231,5,,,,,0,0,106231005
6,231,5,,,,,0,0,106231005
6,215,5,,,,,0,0,106215005
6,199,5,,,,,0,0,106199005
6,199,5,,,,,0,0,106199005
6,201,5,,,,,0,0,106201005
6,231,5,,,,,0,0,106231005
6,231,5,,,,,0,0,106231005
6,190,5,8,1,,"1",9,0,106190005
6,231,5,,,,,0,0,106231005
6,199,5,,,,,0,0,106199005
6,226,5,,,,,0,0,106226005
6,231,5,,,,,0,0,106231005
6,231,5,,,,,0,0,106231005
6,221,5,,,,,0,0,106221005
6,202,5,,,,,0,0,106202005
6,238,5,,,,,0,0,106238005
6,226,5,14,1,"1",,5,0,106226005
6,199,5,,,,,0,0,106199005
6,181,5,,,,,0,0,106181005
6,192,5,,,,,0,0,106192005
6,226,5,,,,,0,0,106226005
6,238,5,,,,,0,0,106238005
6,229,5,,,,,0,0,106229005
6,226,5,,,,,0,0,106226005
6,181,5,,,,,0,0,106181005
6,215,5,,,,,0,0,106215005
6,192,5,,,,,0,0,106192005
6,221,5,,,,,0,0,106221005
6,190,5,,,,,0,0,106190005
6,221,5,14,1,"1",,3,0,106221005
6,221,5,,,,,0,0,106221005
6,201,5,,,,,0,0,106201005
6,190,5,,,,,0,0,106190005
6,192,5,,,,,0,0,106192005
6,229,5,,,,,0,0,106229005
6,190,5,14,4,"1","1",20,0,106190005
6,181,5,,,,,0,0,106181005
6,192,5,,,,,0,0,106192005
6,199,5,,,,,0,0,106199005
6,205,5,,,,,0,0,106205005
6,231,5,,,,,0,0,106231005
6,192,5,,,,,0,0,106192005
6,199,5,,,,,0,0,106199005
6,193,5,,,,,0,0,106193005
6,231,5,,,,,0,0,106231005
6,231,5,,,,,0,0,106231005
6,229,5,,,,,0,0,106229005
6,231,5,,,,,0,0,106231005
6,199,5,,,,,0,0,106199005
6,201,5,14,1,"1",,5,0,106201005
6,201,5,,,,,0,0,106201005
6,231,5,,,,,0,0,106231005
6,238,5,,,,,0,0,106238005
6,199,5,,,,,0,0,106199005
6,181,5,,,,,0,0,106181005
6,238,5,,,,,0,0,106238005
6,229,5,,,,,0,0,106229005
6,181,5,,,,,0,0,106181005
6,215,5,,,,,0,0,106215005
6,238,5,,,,,0,0,106238005
6,230,5,,,,,0,0,106230005
6,231,5,,,,,0,0,106231005
6,230,5,,,,,0,0,106230005
6,231,5,,,,,0,0,106231005
6,193,5,,,,,0,0,106193005
6,215,5,,,,,0,0,106215005
6,201,5,,,,,0,0,106201005
6,190,5,,,,,0,0,106190005
6,190,5,,,,,0,0,106190005
6,190,5,,,,,0,0,106190005
6,231,5,,,,,0,0,106231005
6,230,5,,,,,0,0,106230005
6,215,5,,,,,0,0,106215005
6,231,5,,,,,0,0,106231005
6,181,5,,,,,0,0,106181005
6,231,5,,,,,0,0,106231005
6,193,5,,,,,0,0,106193005
6,215,5,,,,,0,0,106215005
6,230,5,,,,,0,0,106230005
6,215,5,,,,,0,0,106215005
6,199,5,,,,,0,0,106199005
6,199,5,,,,,0,0,106199005
6,190,5,,,,,0,0,106190005
6,221,5,,,,,0,0,106221005
6,226,5,,,,,0,0,106226005
6,192,5,,,,,0,0,106192005
6,231,5,,,,,0,0,106231005
6,215,5,,,,,0,0,106215005
6,229,5,14,6,"1","2",15,0,106229005
6,230,5,,,,,0,0,106230005
6,190,5,4,1,,"1",5,0,106190005
6,192,5,,,,,0,0,106192005
6,231,5,,,,,0,0,106231005
6,215,5,,,,,0,0,106215005
6,229,5,,,,,0,0,106229005
6,238,5,,,,,0,0,106238005
6,229,5,,,,,0,0,106229005
6,201,5,,,,,0,0,106201005
6,193,5,,,,,0,0,106193005
6,229,5,,,,,0,0,106229005
6,231,5,,,,,0,0,106231005
6,192,5,,,,,0,0,106192005
6,181,5,,,,,0,0,106181005
6,231,5,,,,,0,0,106231005
6,201,5,,,,,0,0,106201005
6,231,5,,,,,0,0,106231005
6,181,5,,,,,0,0,106181005
6,193,5,,,,,0,0,106193005
6,201,5,,,,,0,0,106201005
6,199,5,,,,,0,0,106199005
6,230,5,,,,,0,0,106230005
6,231,5,,,,,0,0,106231005
6,226,5,,,,,0,0,106226005
6,238,5,4,1,"1",,3,0,106238005
6,193,5,,,,,0,0,106193005
6,231,5,40,1,"1",,4,0,106231005
6,221,5,,,,,0,0,106221005
6,221,5,,,,,0,0,106221005
6,238,5,,,,,0,0,106238005
6,190,5,,,,,0,0,106190005
6,230,5,4,9,"1",,25,0,106230005
6,221,5,,,,,0,0,106221005
6,221,5,,,,,0,0,106221005
6,199,5,40,1,"1",,2,0,106199005
6,229,5,4,8,"1","2",16,0,106229005
6,181,5,,,,,0,0,106181005
6,230,5,,,,,0,0,106230005
6,215,5,,,,,0,0,106215005
6,221,5,,,,,0,0,106221005
6,230,5,,,,,0,0,106230005
6,231,5,,,,,0,0,106231005
6,221,5,,,,,0,0,106221005
6,196,5,,,,,0,0,106196005
6,193,5,,,,,0,0,106193005
6,199,5,,,,,0,0,106199005
6,192,5,,,,,0,0,106192005
6,190,5,,,,,0,0,106190005
6,238,5,,,,,0,0,106238005
6,226,5,4,1,"1",,2,0,106226005
6,193,5,14,2,"1",,9,0,106193005
6,231,5,,,,,0,0,106231005
6,215,5,,,,,0,0,106215005
6,199,5,,,,,0,0,106199005
6,192,5,9,1,"1",,4,0,106192005
6,229,5,,,,,0,0,106229005
6,193,5,,,,,0,0,106193005
6,226,5,,,,,0,0,106226005
6,215,5,,,,,0,0,106215005
6,238,5,,,,,0,0,106238005
6,221,5,,,,,0,0,106221005
6,231,5,,,,,0,0,106231005
6,199,5,,,,,0,0,106199005
6,230,5,,,,,0,0,106230005
6,231,5,,,,,0,0,106231005
6,231,5,,,,,0,0,106231005
6,199,5,14,2,"1",,3,0,106199005
6,215,5,,,,,0,0,106215005
6,215,5,,,,,0,0,106215005
6,190,5,,,,,0,0,106190005
6,231,5,14,1,"1",,5,0,106231005
6,231,5,,,,,0,0,106231005
6,193,5,,,,,0,0,106193005
6,231,5,,,,,0,0,106231005
6,231,5,,,,,0,0,106231005
6,231,5,,,,,0,0,106231005
6,201,5,,,,,0,0,106201005
6,221,5,,,,,0,0,106221005
6,238,5,14,1,"1",,2,5,106238005
6,215,5,,,,,0,0,106215005
6,231,5,,,,,0,0,106231005
6,215,5,,,,,0,0,106215005
6,229,5,,,,,0,0,106229005
6,190,5,,,,,0,0,106190005
6,199,5,,,,,0,0,106199005
6,193,5,,,,,0,0,106193005
6,193,5,,,,,0,0,106193005
6,213,5,,,,,0,0,106213005
6,229,5,,,,,0,0,106229005
6,201,5,,,,,0,0,106201005
6,231,5,,,,,0,0,106231005
6,199,5,,,,,0,0,106199005
6,192,5,,,,,0,0,106192005
6,181,5,9,1,"1",,1,50,106181005
6,230,5,,,,,0,0,106230005
6,221,5,,,,,0,0,106221005
6,215,5,21,1,"1",,5,0,106215005
6,226,5,,,,,0,0,106226005
6,229,5,,,,,0,0,106229005
6,226,5,,,,,0,0,106226005
6,181,5,14,2,"1",,11,0,106181005
6,215,5,,,,,0,0,106215005
6,231,5,,,,,0,0,106231005
6,201,5,,,,,0,0,106201005
6,201,5,,,,,0,0,106201005
6,201,5,,,,,0,0,106201005
6,226,5,,,,,0,0,106226005
6,193,5,4,1,"1",,3,0,106193005
6,230,5,,,,,0,0,106230005
6,231,6,,,,,0,0,106231006
6,183,6,,,,,0,0,106183006
6,206,6,14,4,"1","2",12,0,106206006
6,192,6,,,,,0,0,106192006
6,206,6,,,,,0,0,106206006
6,180,6,,,,,0,0,106180006
6,231,6,,,,,0,0,106231006
6,180,6,,,,,0,0,106180006
6,236,6,,,,,0,0,106236006
6,231,6,,,,,0,0,106231006
6,189,6,,,,,0,0,106189006
6,236,6,,,,,0,0,106236006
6,206,6,4,1,"2",,3,0,106206006
6,192,6,,,,,0,0,106192006
6,183,6,,,,,0,0,106183006
6,183,6,,,,,0,0,106183006
6,189,6,,,,,0,0,106189006
6,189,6,,,,,0,0,106189006
6,183,6,,,,,0,0,106183006
6,189,6,,,,,0,0,106189006
6,180,6,,,,,0,0,106180006
6,192,6,,,,,0,0,106192006
6,189,6,,,,,0,0,106189006
6,183,6,14,1,"1",,5,50,106183006
6,184,6,,,,,0,0,106184006
6,192,6,,,,,0,0,106192006
6,231,6,,,,,0,0,106231006
6,201,6,,,,,0,0,106201006
6,180,6,,,,,0,0,106180006
6,189,6,,,,,0,0,106189006
6,192,6,,,,,0,0,106192006
6,206,6,,,,,0,0,106206006
6,180,6,14,1,"1",,5,0,106180006
6,231,6,,,,,0,0,106231006
6,231,6,,,,,0,0,106231006
6,236,6,14,1,,"1",3,0,106236006
6,236,6,,,,,0,0,106236006
6,236,6,,,,,0,0,106236006
6,212,6,,,,,0,0,106212006
6,206,6,,,,,0,0,106206006
6,180,6,,,,,0,0,106180006
6,206,6,,,,,0,0,106206006
6,231,6,,,,,0,0,106231006
6,180,6,,,,,0,0,106180006
6,192,6,,,,,0,0,106192006
6,189,6,,,,,0,0,106189006
6,206,6,,,,,0,0,106206006
6,236,6,,,,,0,0,106236006
6,180,6,,,,,0,0,106180006
6,206,6,,,,,0,0,106206006
6,206,6,5,1,"1",,7,0,106206006
6,231,6,14,4,"1",,16,0,106231006
6,206,6,,,,,0,0,106206006
6,192,6,,,,,0,0,106192006
6,189,6,,,,,0,0,106189006
6,236,6,,,,,0,0,106236006
6,206,6,,,,,0,0,106206006
6,183,6,,,,,0,0,106183006
6,189,6,,,,,0,0,106189006
6,180,6,,,,,0,0,106180006
6,231,6,,,,,0,0,106231006
6,183,6,,,,,0,0,106183006
6,236,6,,,,,0,0,106236006
6,192,6,,,,,0,0,106192006
6,189,6,,,,,0,0,106189006
6,223,6,,,,,0,0,106223006
6,192,6,,,,,0,0,106192006
6,189,6,14,4,"1",,25,0,106189006
6,183,6,4,1,"1",,2,0,106183006
6,192,6,14,1,"1",,5,0,106192006
6,231,6,,,,,0,0,106231006
6,192,6,,,,,0,0,106192006
6,236,6,,,,,0,0,106236006
