"id1","id2","id3","id4","credit_no","s3bii_15","s3bii_16","s3bii_17","s3bii_18ii","s3bii_19i","s3bii_19ii","s3bii_19iii","s3bii_20","s3bii_21i","s3bii_21ii","s3bii_22a","s3bii_22bi","s3bii_22b2i","s3bii_22b2ii","s3bii_23i","s3bii_23ii","s3bii_24i","s3bii_24ii","hhno"
5,9,162,24,1,1,1,6,,4,,,1,300,0,2,,,,120,0,180,0,105162024
5,14,174,61,5,1,1,4,,0,3,,1,50,0,2,,,,0,0,50,0,105174061
5,15,176,3,4,1,1,6,,,4,,1,30,0,2,,,,0,0,30,0,105176003
6,109,296,29,1,1,1,4,-8,2005,,,1,600,0,2,,,,150,0,600,0,108296029
5,14,174,61,3,1,1,4,,1,6,,1,50,0,2,,,,0,0,50,0,105174061
5,9,162,35,1,1,1,4,,1,,,1,30,0,2,,,,0,0,30,0,105162035
5,11,166,56,1,1,1,5,,,1,,1,217,0,2,,,,0,0,217,0,105166056
5,5,147,15,2,1,1,4,,2,,,1,30,0,2,,,,0,0,30,0,105147015
5,10,164,30,2,1,1,4,,2,,,1,160,0,2,,,,0,0,160,0,105164030
5,7,156,10,1,1,1,3,-8,2009,10,3,1,50,0,2,,,,0,0,50,0,105156010
5,13,171,5,1,1,1,5,-8,,,16,1,4,80,2,,,,0,0,4,80,105171005
5,10,164,21,2,3,1,4,,,,7,1,30,0,2,,,,0,0,30,0,105164021
5,12,170,12,1,1,1,6,,,1,,1,40,0,2,,,,0,0,40,0,105170012
5,15,177,4,1,1,1,4,-8,,8,,1,50,0,2,,,,25,0,25,0,105177004
5,71,148,40,2,1,1,4,,1,,,1,1000,0,2,,,,0,0,1000,0,105148040
5,9,162,24,2,1,1,6,,3,,,1,1600,0,2,,,,0,0,1600,0,105162024
5,71,148,46,2,1,1,4,-8,,4,,1,100,0,1,500,,,0,0,150,0,105148046
5,12,169,3,1,1,1,5,,,2,,1,120,0,2,,,,0,0,120,0,105169003
5,80,146,13,2,1,1,4,,1999,,,1,30,0,2,,,,0,0,30,0,105146013
5,7,156,70,3,1,1,4,-8,3,,,1,750,0,2,,,,0,0,750,0,105156070
5,15,176,6,1,2,1,6,-8,,,14,1,0,0,2,,,,0,0,10,0,105176006
5,7,156,48,1,1,1,8,,2010,2,1,1,100,0,2,,,,50,0,50,0,105156048
5,9,162,20,1,1,1,6,,4,,,1,80,0,2,,,,20,0,60,0,105162020
5,7,156,49,1,1,1,4,-8,1,,,1,1000,0,2,,,,0,0,1000,0,105156049
5,69,135,69,1,1,1,4,,2009,3,7,1,150,0,2,,,,0,0,0,0,105135069
5,10,164,19,1,1,1,6,-8,,6,,1,110,0,2,,,,90,0,20,0,105164019
5,80,146,13,3,1,1,4,,2001,,,1,100,0,2,,,,45,0,55,0,105146013
5,9,161,6,1,1,1,,,5,,,1,310,0,2,,,,0,0,310,0,105161006
5,10,164,21,1,3,1,3,,,2,,1,100,0,2,,,,0,0,100,0,105164021
5,10,164,29,2,1,1,3,,,2,,1,480,0,2,,,,0,0,480,0,105164029
5,15,176,3,1,1,1,6,,1,,,1,350,0,2,,,,0,0,350,0,105176003
5,67,154,46,1,1,1,4,,,3,,1,50,0,2,,,,0,0,50,0,105154046
5,67,154,22,1,1,1,3,,2,,,1,50,0,2,,,,0,0,50,0,105154022
5,12,169,38,2,1,1,4,-8,2004,,,1,54,0,2,,,,0,0,54,0,105169038
5,9,162,15,3,1,2,6,,,1,,1,100,0,2,,,,0,0,100,0,105162015
5,13,171,32,4,1,1,4,-8,,8,,1,30,0,2,,,,5,0,25,0,105171032
5,67,154,46,3,1,1,4,,,2,,1,40,0,2,,,,0,0,40,0,105154046
5,15,177,4,3,1,1,4,-8,,1,,1,24,0,2,,,,0,0,24,0,105177004
5,9,162,27,3,1,1,4,-8,,2,,1,90,0,2,,,,0,0,90,0,105162027
5,12,170,21,3,1,1,6,,,2,,1,50,0,2,,,,0,0,50,0,105170021
5,14,174,53,3,1,1,4,,,1,,1,40,0,2,,,,0,0,40,0,105174053
5,82,140,11,1,1,1,4,-8,2,,,1,250,0,2,,,,100,0,150,0,105140011
5,9,161,6,3,1,1,,34,,2,,1,14,0,2,,,,0,0,14,0,105161006
5,12,169,35,1,1,1,4,-8,2009,,,1,15,0,2,,,,0,0,15,0,105169035
5,15,177,2,3,2,1,4,-8,,4,,1,20,0,2,,,,10,0,10,0,105177002
5,9,161,13,1,1,1,4,,,1,,1,24,0,2,,,,15,0,9,0,105161013
5,9,162,15,1,1,2,6,,,8,,1,80,0,2,,,,0,0,80,0,105162015
6,109,296,48,1,1,1,3,,2009,10,,1,25,0,2,,,,0,0,25,0,108296048
5,13,171,5,2,1,1,5,-8,,,14,1,2,70,2,,,,0,0,2,70,105171005
5,15,177,12,1,1,1,5,,,1,,1,60,0,2,,,,20,0,40,0,105177012
5,12,170,7,2,1,1,,-8,2010,1,,1,20,0,2,,,,0,0,20,0,105170007
5,11,166,8,1,1,1,4,-8,2009,,,1,50,0,2,,,,0,0,50,0,105166008
5,71,148,78,1,1,1,4,-8,2,,,1,8,50,2,,,,0,0,8,50,105148078
5,80,145,30,1,1,1,3,,,4,,1,40,0,2,,,,0,0,40,0,105145030
5,80,145,82,1,1,1,4,-8,,,,1,4,50,2,,,,0,0,4,50,105145082
5,9,162,20,2,1,1,6,,,2,,1,50,0,2,,,,0,0,50,0,105162020
5,67,151,10,1,1,1,4,,,2,,1,300,0,2,,,,200,0,100,0,105151010
5,14,174,61,6,2,1,4,,1,,,1,10,0,2,,,,0,0,10,0,105174061
5,10,164,35,1,2,1,4,-8,,1,,1,150,0,2,,,,0,0,150,0,105164035
5,71,148,77,1,1,1,4,-8,,6,,1,30,0,2,,,,30,0,0,0,105148077
5,67,154,21,1,1,1,3,-8,,2,,1,50,0,2,,,,40,0,10,0,105154021
5,9,162,31,1,1,2,4,,,,,1,100,0,2,,,,0,0,100,0,105162031
5,14,173,23,1,1,1,3,-8,,6,,1,2000,0,2,,,,0,0,2000,0,105173023
5,5,147,25,1,1,1,4,-8,,2,,1,35,0,2,,,,0,0,35,0,105147025
5,5,147,13,3,1,1,4,-8,,3,,1,10,0,2,,,,0,0,10,0,105147013
5,14,174,53,1,1,1,4,,,6,,1,60,0,2,,,,0,0,60,0,105174053
5,9,162,15,4,1,2,6,,,8,,1,70,0,2,,,,0,0,70,0,105162015
5,67,154,23,1,1,1,4,-8,,,7,1,20,0,2,,,,10,0,10,0,105154023
5,12,169,8,1,1,1,6,-8,2007,,,1,500,0,2,,,,0,0,500,0,105169008
5,80,146,29,1,1,1,3,-8,3,,,1,50,0,2,,,,0,0,50,0,105146029
5,12,169,35,4,1,1,4,-8,2009,,,1,15,0,2,,,,0,0,15,0,105169035
5,10,164,35,2,2,1,4,31,,1,,1,5,0,2,,,,0,0,5,0,105164035
5,15,177,1,1,2,1,4,-8,3,,,1,100,0,2,,,,0,0,100,0,105177001
6,1,217,45,1,1,1,4,43,2007,,,1,300,0,2,,,,170,0,130,0,106217045
6,12,225,37,1,1,1,4,,2009,11,,1,20,0,2,,,,0,0,20,0,106225037
6,10,218,37,2,2,1,4,-8,2009,7,,1,20,0,2,,,,0,0,20,0,106218037
6,1,217,84,1,2,1,3,-8,2009,11,,1,80,0,2,,,,0,0,80,0,106217084
6,10,218,33,3,2,,4,-8,2009,6,,1,100,0,2,,,,0,0,100,0,106218033
6,12,225,14,3,1,1,4,,2009,12,,1,70,0,2,,,,0,0,70,0,106225014
6,10,218,37,1,2,1,4,-8,2009,7,,1,20,0,2,,,,0,0,20,0,106218037
6,1,217,97,1,1,1,4,-8,2008,6,,1,300,0,2,,,,40,0,260,0,106217097
6,102,209,68,1,1,1,4,,2006,,,1,600,0,2,,,,0,0,600,0,106209068
6,10,213,17,1,1,1,4,,2008,,,1,250,0,2,,,,0,0,250,0,106213017
6,102,212,36,1,1,1,4,,1,,,1,1000,0,2,,,,0,0,1000,0,106212036
6,102,207,18,1,1,1,4,,2010,2,21,1,100,0,2,,,,0,0,100,0,106207018
6,10,202,12,2,1,1,5,,,,21,1,50,0,2,,,,0,0,50,0,106202012
6,102,207,42,1,1,1,4,,2008,,,1,1500,0,2,,,,500,0,1000,0,106207042
6,109,233,69,1,1,1,4,-8,2009,12,,1,100,0,2,,,,0,0,100,0,106233069
6,10,215,50,1,1,1,4,,2009,,,1,150,0,2,,,,0,0,150,0,106215050
6,10,213,34,1,2,1,3,-8,,,,1,0,0,2,,,,0,0,50,0,106213034
6,102,207,33,2,1,1,4,,2009,,,1,500,0,2,,,,0,0,500,0,106207033
6,102,207,33,1,1,1,4,,2008,,,1,200,0,2,,,,0,0,200,0,106207033
6,10,202,12,4,1,1,4,,,,3,1,100,0,2,,,,0,0,100,0,106202012
6,10,218,24,1,1,1,4,-8,2009,2,,1,600,0,2,,,,0,0,600,0,106218024
6,12,225,37,2,1,1,4,,2009,10,,1,10,0,2,,,,0,0,10,0,106225037
6,10,219,38,1,1,1,4,,2009,10,10,1,30,0,2,,,,10,0,20,0,106219038
6,10,203,52,2,1,1,4,,4,,,1,0,0,2,,,,50,0,50,0,106203052
6,12,225,14,1,1,1,4,,2009,9,,1,500,0,2,,,,0,0,500,0,106225014
6,10,215,64,1,1,1,5,,2008,,,1,8000,0,2,,,,0,0,8000,0,106215064
6,12,225,14,2,1,1,4,,2009,11,,1,50,0,2,,,,0,0,50,0,106225014
6,109,233,27,1,1,1,4,-8,2010,2,,1,15,0,2,,,,0,0,15,0,106233027
6,102,210,17,1,1,1,3,-8,6,,,1,200,0,2,,,,150,0,50,0,106210017
6,1,217,73,1,1,1,3,-8,,5,,1,20,0,2,,,,0,0,20,0,106217073
6,10,202,12,3,1,1,4,,,2,,1,25,0,2,,,,0,0,25,0,106202012
6,10,203,77,1,1,1,4,,2,,,1,200,0,2,,,,100,0,100,0,106203077
6,102,210,15,1,1,1,4,-8,5,,,1,600,0,2,,,,0,0,600,0,106210015
6,103,221,87,1,1,1,11,,1998,,,1,200,0,2,,,,120,0,80,0,106221087
6,10,218,33,1,2,,4,-8,2008,7,,1,65,0,2,,,,0,0,65,0,106218033
6,10,202,12,1,1,1,4,,,,14,1,60,0,2,,,,0,0,60,0,106202012
6,12,225,17,1,1,1,4,-8,2009,12,,1,140,0,2,,,,0,0,140,0,106225017
6,102,212,19,1,1,1,4,,,,5,1,5,0,2,,,,0,0,5,0,106212019
6,1,217,61,1,1,1,4,-8,2009,8,,1,20,0,2,,,,0,0,20,0,106217061
6,12,225,17,2,1,1,3,-8,2009,12,,1,210,0,2,,,,0,0,210,0,106225017
6,102,210,103,1,1,1,4,,,7,,1,320,0,2,,,,0,0,320,0,106210103
6,10,219,94,1,1,1,4,-8,2009,2,,1,20,0,2,,,,0,0,20,0,106219094
6,103,221,40,1,1,1,4,-8,2009,,,1,250,0,2,,,,0,0,250,0,106221040
6,10,203,77,2,1,1,4,,,4,,1,100,0,2,,,,0,0,100,0,106203077
6,12,225,26,1,1,1,4,-8,2009,12,,1,20,0,2,,,,0,0,20,0,106225026
6,10,215,12,1,2,1,4,,2007,,,1,200,0,2,,,,0,0,200,0,106215012
6,103,221,34,1,1,1,4,,2010,,,1,150,0,2,,,,0,0,150,0,106221034
6,10,203,52,1,1,1,4,,3,,,1,0,0,2,,,,0,0,350,0,106203052
6,10,218,33,2,2,,4,-8,2009,8,,1,100,0,2,,,,0,0,100,0,106218033
6,10,202,5,1,2,1,4,,,2,,1,100,0,2,,,,0,0,100,0,106202005
6,109,228,25,1,1,1,4,,2000,,,1,200,0,2,,,,0,0,200,0,106228025
6,1,181,18,1,1,1,1,-8,2009,5,,1,50,0,2,,,,0,0,50,0,106181018
6,100,197,41,3,1,1,4,,2009,,,1,70,0,2,,,,0,0,70,0,106197041
6,16,235,149,1,1,1,4,,2008,,,1,40,0,2,,,,0,0,40,0,106235149
6,89,192,22,2,1,1,4,,7,2,,1,150,0,1,300,,,0,0,150,0,106192022
6,94,180,11,1,1,1,4,-8,2007,5,15,1,80,0,1,10,,,100,0,100,0,106180011
6,100,197,41,2,1,1,4,,,8,,1,250,0,2,,,,0,0,250,0,106197041
6,94,180,20,1,1,1,3,-8,2009,8,,1,100,0,2,,,,0,0,100,0,106180020
6,93,194,15,2,1,1,4,,2010,,,1,40,0,2,,,,0,0,40,0,106194015
6,108,229,14,2,1,1,4,,2010,1,2,1,45,0,2,,,,0,0,45,0,106229014
6,1,181,8,1,1,1,4,-8,1,,,1,4,0,2,,,,0,0,4,0,106181008
6,103,222,49,1,1,1,6,-8,2009,,,1,900,0,2,,,,600,0,300,0,106222049
6,109,232,81,1,1,1,4,-8,2010,1,,1,14,0,2,,,,0,0,24,0,106232081
6,16,235,16,1,1,1,1,,2007,7,,1,8,40,2,,,,0,0,8,40,106235016
6,109,232,83,1,1,1,4,-8,2009,12,7,1,280,0,2,,,,0,0,280,0,106232083
6,111,226,22,2,1,1,4,-8,2010,1,20,1,3,0,2,,,,0,0,3,0,106226022
6,1,181,3,1,1,2,4,,,3,,1,0,0,2,,,,0,0,0,0,106181003
6,108,229,17,1,1,1,5,-8,2009,10,,1,30,0,2,,,,0,0,30,0,106229017
6,16,235,108,1,2,1,4,40,,5,,6,3,50,2,,,,0,0,3,50,106235108
6,1,181,23,1,1,,4,-8,2009,,,2,200,0,2,,,,0,0,200,0,106181023
6,89,192,38,1,2,1,4,,,1,,1,20,0,2,,,,0,0,20,0,106192038
6,94,180,4,3,3,1,4,3,2008,,,1,100,0,2,,,,0,0,100,0,106180004
6,11,223,101,1,1,1,4,-8,2009,,,1,500,0,2,,,,0,0,500,0,106223101
6,100,198,73,4,1,1,4,-8,,8,,1,10,0,2,,,,0,0,10,0,106198073
6,100,198,117,1,1,1,4,,2009,10,,1,48,0,2,,,,0,0,48,0,106198117
6,103,222,49,2,1,1,6,-8,2009,,,1,400,0,2,,,,300,0,100,0,106222049
6,88,238,14,1,2,1,4,,2009,,,1,60,0,2,,,,0,0,60,0,106238014
6,97,189,4,1,1,1,5,,2009,,,1,600,0,2,,,,460,0,140,0,106189004
6,16,236,52,1,1,1,4,,2009,9,,1,50,0,2,,,,0,0,50,0,106236052
6,103,222,27,1,1,1,4,-8,2009,,,1,20,0,2,,,,0,0,20,0,106222027
6,89,192,4,2,1,1,4,-8,,4,,1,400,0,2,,,,0,0,400,0,106192004
6,100,198,73,2,1,1,4,-8,,4,,1,60,0,2,,,,0,0,60,0,106198073
6,103,222,31,1,1,1,3,-8,2009,,,1,45,0,2,,,,0,0,45,0,106222031
6,1,181,24,1,1,1,4,-8,2005,,,1,180,0,2,,,,0,0,180,0,106181024
6,16,235,143,1,2,1,4,,3,,,1,50,0,2,,,,0,0,50,0,106235143
6,86,220,42,1,1,1,4,,2008,,,1,70,0,2,,,,20,0,50,0,106220042
6,103,222,21,2,1,1,6,-8,,1,,1,7,0,2,,,,5,0,2,0,106222021
6,103,222,49,4,1,1,5,-8,2009,,,1,160,0,2,,,,100,0,60,0,106222049
6,89,192,22,1,1,1,4,,7,8,,1,200,0,1,300,,,0,0,200,0,106192022
6,111,226,22,1,1,1,4,-8,2010,1,20,1,2,0,2,,,,0,0,2,0,106226022
6,16,235,178,1,1,1,4,,2008,5,,1,700,0,2,,,,300,0,400,0,106235178
6,108,229,14,1,1,1,4,-8,2008,11,15,1,6,50,2,,,,0,0,6,50,106229014
6,103,222,49,3,1,1,6,-8,2009,,,1,150,0,2,,,,100,0,50,0,106222049
6,103,222,21,5,1,1,6,-8,,1,,1,7,0,2,,,,5,0,2,0,106222021
6,108,229,13,1,1,1,4,,2009,,,1,50,0,2,,,,40,0,10,0,106229013
6,89,192,22,4,1,1,4,,7,2,,1,100,0,1,300,,,0,0,100,0,106192022
6,88,238,71,1,1,1,4,-8,2010,2,,1,20,0,2,,,,18,0,2,0,106238071
6,97,189,41,1,1,1,4,,,10,,1,130,0,2,,,,80,0,50,0,106189041
6,1,181,18,2,1,1,1,-8,2009,7,,1,20,0,2,,,,0,0,20,0,106181018
6,106,237,3,1,1,1,3,,2009,11,,1,60,0,2,,,,0,0,60,0,106237003
6,1,178,103,1,1,1,4,-8,2009,1,,1,500,0,2,,,,0,0,500,0,106178103
6,108,229,7,1,1,1,10,,2008,,,1,49,40,2,,,,40,0,9,40,106229007
6,100,197,26,1,2,1,4,,2009,4,15,7,30,0,2,,,,0,0,30,0,106197026
6,108,229,30,1,1,1,3,,2009,,,1,50,0,2,,,,0,0,50,0,106229030
6,100,198,71,1,1,1,4,-8,,8,,1,50,0,2,,,,0,0,50,0,106198071
6,94,180,4,2,2,1,4,10,2008,,,1,150,0,2,,,,0,0,150,0,106180004
6,93,194,13,1,1,1,4,,2009,,,1,90,0,2,,,,0,0,90,0,106194013
6,88,238,49,1,1,1,4,-8,2009,,,1,20,0,2,,,,0,0,20,0,106238049
6,94,179,99,1,1,1,4,-8,2008,6,,1,60,0,2,,,,0,0,0,0,106179099
6,1,183,32,2,1,1,4,-8,2006,,,1,30,0,2,,,,0,0,30,0,106183032
6,11,223,33,1,2,2,3,,,10,,1,12,0,2,,,,0,0,12,0,106223033
6,100,198,73,1,1,1,4,-8,,4,,1,25,0,2,,,,0,0,25,0,106198073
6,99,200,60,1,1,1,4,,,,,,0,0,,,,,0,0,0,0,106200060
6,88,238,33,1,1,1,4,-8,2009,,,1,1500,0,2,,,,0,0,1500,0,106238033
6,111,226,11,1,1,1,4,-8,2009,,,1,200,0,1,150,,,100,0,100,0,106226011
6,1,181,7,1,1,1,3,-8,2006,1,,1,50,0,2,,,,0,0,50,0,106181007
6,89,192,4,1,1,1,4,-8,2002,,,1,1000,0,2,,,,0,0,1000,0,106192004
6,88,238,71,2,1,1,4,-8,2010,2,,1,40,0,2,,,,32,0,8,0,106238071
6,103,222,43,1,1,1,4,-8,2009,,,1,400,0,2,,,,140,0,260,0,106222043
6,94,180,4,1,1,1,4,1,2007,,,1,700,0,2,,,,0,0,700,0,106180004
6,16,235,16,2,1,1,4,,2009,5,,1,20,0,2,,,,0,0,20,0,106235016
6,108,230,60,1,1,1,4,-8,2009,6,,1,100,0,2,,,,0,0,100,0,106230060
6,100,198,29,1,1,1,3,,2007,,,1,900,0,2,,,,50,0,850,0,106198029
6,106,237,27,1,1,1,4,-8,2009,4,,1,15,0,2,,,,0,0,15,0,106237027
6,103,222,21,3,1,1,6,-8,,1,,1,8,0,2,,,,4,0,4,0,106222021
6,100,197,41,1,1,1,4,,2009,,,1,200,0,2,,,,0,0,200,0,106197041
6,89,192,22,3,1,1,4,,7,4,,1,250,0,1,300,,,0,0,250,0,106192022
6,98,190,35,1,1,1,4,-8,2009,8,,1,1100,0,2,,,,1100,0,300,0,106190035
6,1,183,32,1,1,1,4,-8,2009,12,,1,15,0,2,,,,0,0,15,0,106183032
6,1,181,20,1,1,1,4,,2,6,,1,80,0,2,,,,20,0,60,0,106181020
6,93,194,57,1,1,1,4,17,2010,,,1,140,0,2,,,,0,0,140,0,106194057
6,95,184,83,1,1,1,5,-8,2010,1,10,1,160,0,2,,,,0,0,160,0,106184083
6,93,194,15,1,1,1,4,,2009,,,1,30,0,2,,,,0,0,30,0,106194015
6,103,222,21,4,1,1,6,-8,,1,,1,7,0,2,,,,5,0,2,0,106222021
6,94,180,4,4,4,1,4,6,2009,,,1,500,0,2,,,,0,0,500,0,106180004
6,94,179,99,2,2,1,4,,2008,,,1,80,0,2,,,,0,0,0,0,106179099
6,88,238,14,2,2,1,4,,2009,,,1,50,0,2,,,,0,0,50,0,106238014
6,1,178,55,1,1,1,4,,2009,3,,1,200,0,2,,200,,0,0,0,0,106178055
6,89,192,28,1,1,1,4,,1,,,1,200,0,2,,,,0,0,200,0,106192028
6,1,183,27,1,1,2,1,,2009,7,,1,2600,0,2,,,,0,0,0,0,106183027
6,109,232,91,1,1,1,4,,2006,,,1,200,0,2,,,,50,0,150,0,106232091
6,100,198,73,3,1,1,4,-8,,4,,1,20,0,2,,,,0,0,20,0,106198073
6,103,222,21,1,1,1,6,-8,,1,,1,8,0,2,,,,4,0,4,0,106222021
6,11,223,21,1,1,1,4,-8,2008,6,,1,300,0,2,,,,0,0,300,0,106223021
6,94,180,23,1,1,1,4,-8,2008,,,1,60,0,2,,,,0,0,0,0,106180023
6,89,188,28,1,1,1,4,,,3,,1,40,0,2,,,,0,0,40,0,106188028
6,16,235,20,1,2,1,6,,,2,,1,180,0,2,,,,0,0,180,0,106235020
6,86,224,43,1,1,1,4,,2009,7,15,1,170,0,2,,,,0,0,170,0,106224043
7,112,243,73,3,1,1,4,-8,2009,11,,1,90,0,2,,,,0,0,90,0,107243073
7,119,256,3,1,4,2,4,-8,2009,,,1,15,0,2,,,,0,0,15,0,107256003
7,114,247,59,1,1,1,2,-8,2010,2,,1,2,0,2,,,,0,0,2,0,107247059
7,112,244,7,1,1,1,4,,2008,,,1,150,0,2,,,,0,0,150,0,107244007
7,119,256,17,2,1,1,4,,2004,,,1,80,0,2,,,,0,0,80,0,107256017
7,112,243,73,1,1,1,4,-8,2009,11,,1,150,0,2,,,,80,0,70,0,107243073
7,112,244,59,1,1,1,4,-8,2009,11,,1,100,0,2,,,,0,0,100,0,107244059
7,114,247,13,1,1,1,4,-8,2009,9,,1,150,0,2,,,,30,0,120,0,107247013
7,130,249,8,1,1,1,4,-8,2009,8,,1,200,0,2,,,,0,0,200,0,107249008
7,115,268,37,1,2,1,4,,2009,,,1,38,0,2,,,,0,0,38,0,107268037
7,119,256,45,1,1,1,7,,2008,,,1,350,0,2,,,,50,0,300,0,107256045
7,127,250,27,2,2,1,5,-8,2009,,,1,70,0,2,,,,0,0,70,0,107250027
7,114,247,40,1,1,1,4,-8,2010,2,,1,80,0,2,,,,0,0,80,0,107247040
7,112,244,10,2,2,1,6,-8,2009,12,,1,10,0,2,,,,5,0,5,0,107244010
7,112,244,71,1,1,1,2,,2009,5,,1,20,0,2,,,,0,0,20,0,107244071
7,112,243,72,1,1,1,4,67,2009,12,28,1,15,0,2,,,,0,0,15,0,107243072
7,112,244,7,2,1,1,4,,2009,,,1,60,0,2,,,,0,0,60,0,107244007
7,112,244,10,4,2,1,6,-8,2009,12,,1,1,0,2,,,,0,0,1,0,107244010
7,127,250,8,1,1,1,4,-8,2009,5,,1,500,0,1,150,,,0,0,950,0,107250008
7,127,250,23,1,1,1,1,-8,2005,,,1,120,0,2,,,,90,0,30,0,107250023
7,112,243,61,1,1,1,4,-8,2009,9,,1,100,0,2,,,,0,0,100,0,107243061
7,119,256,17,1,1,1,4,,2004,,,1,150,0,2,,,,60,0,90,0,107256017
7,115,268,60,1,2,2,4,,2009,,,1,35,0,2,,,,0,0,35,0,107268060
7,112,244,38,2,1,1,4,-8,2010,1,,1,50,0,2,,,,0,0,50,0,107244038
7,127,250,27,1,2,1,5,-8,2009,,,1,170,0,2,,,,0,0,170,0,107250027
7,124,264,17,1,1,1,4,,2009,5,,1,60,0,2,,,,0,0,60,0,107264017
7,130,249,25,1,1,1,4,-8,2009,,,1,1400,0,2,,,,0,0,1400,0,107249025
7,113,245,14,2,1,1,3,-8,2009,1,,1,200,0,2,,,,0,0,200,0,107245014
7,112,244,17,1,1,1,4,,2008,10,,1,90,0,2,,,,45,0,45,0,107244017
7,112,244,10,1,1,1,4,-8,2008,5,,1,50,0,2,,,,0,0,50,0,107244010
7,127,250,27,3,2,1,5,-8,2009,,,1,110,0,2,,,,0,0,110,0,107250027
7,124,263,46,1,1,1,3,,2003,,,1,100,0,2,,,,50,0,50,0,107263046
7,112,243,73,2,1,1,4,-8,2009,11,,1,80,0,2,,,,0,0,80,0,107243073
7,112,244,71,2,1,1,2,,2009,5,,1,20,0,2,,,,0,0,20,0,107244071
7,113,245,14,1,1,1,4,-8,2009,3,,1,100,0,2,,,,0,0,100,0,107245014
7,113,245,20,1,1,1,4,-8,2009,12,17,1,700,0,2,,,,300,0,400,0,107245020
7,130,249,8,2,1,1,4,-8,2009,10,,1,60,0,2,,,,0,0,60,0,107249008
7,114,247,52,1,1,1,4,-8,2009,12,,1,170,0,2,,,,0,0,170,0,107247052
7,112,244,10,5,2,1,6,-8,2009,12,,1,0,80,2,,,,0,0,0,80,107244010
7,114,247,57,1,1,1,4,-8,2010,2,,1,82,0,2,,,,0,0,82,0,107247057
7,127,251,58,1,1,1,4,,2008,1,,1,700,0,2,,,,0,0,700,0,107251058
7,112,244,10,3,2,1,6,-8,2009,1,,1,10,0,2,,,,5,0,5,0,107244010
7,114,247,40,2,1,1,4,-8,2010,1,,1,45,0,2,,,,0,0,45,0,107247040
7,115,268,73,1,1,1,4,,,,3,1,70,0,2,,,,0,0,70,0,107268073
7,124,263,36,1,1,1,3,-8,2008,2,,1,150,0,2,,,,0,0,150,0,107263036
7,112,243,73,4,1,1,4,-8,2009,11,,1,90,0,2,,,,0,0,90,0,107243073
7,112,244,38,1,1,1,4,-8,2009,5,,1,50,0,2,,,,0,0,50,0,107244038
7,124,263,28,1,1,1,10,,2009,7,,1,30,0,2,,,,15,0,15,0,107263028
7,112,244,59,3,1,,3,-8,2008,2,,1,70,0,2,,,,0,0,70,0,107244059
7,112,244,14,1,1,1,4,-8,2007,5,,1,1200,0,2,,,,200,0,1000,0,107244014
7,112,244,7,3,1,1,4,,2009,,,1,20,0,2,,,,0,0,20,0,107244007
7,112,244,36,1,1,1,4,-8,2009,9,,1,50,0,2,,,,0,0,50,0,107244036
7,112,244,59,2,1,,4,-8,2008,7,,1,80,0,2,,,,0,0,80,0,107244059
7,112,246,13,1,1,1,1,-8,2007,,,1,40,0,2,,,,30,0,10,0,107246013
7,112,239,25,1,1,1,4,-8,2010,1,,1,100,0,2,,,,0,0,100,0,107239025
7,112,241,13,2,1,1,3,-8,2006,7,,1,90,0,2,,,,0,0,90,0,107241013
7,112,246,20,3,1,1,4,-8,2009,,,1,100,0,2,,,,50,0,50,0,107246020
7,126,272,7,1,1,1,4,,2008,,,1,50,0,2,,,,0,0,50,0,107272007
7,122,266,29,1,1,1,4,-8,2009,10,,1,200,0,2,,,,0,0,200,0,107266029
7,133,259,13,1,1,1,3,,2009,12,,1,10,0,2,,,,0,0,10,0,107259013
7,132,262,22,2,2,1,4,-8,2009,11,30,1,20,0,2,,,,0,0,20,0,107262022
7,112,241,26,2,1,1,4,-8,2009,,,1,50,0,2,,,,0,0,50,0,107241026
7,122,266,28,2,1,1,4,,2009,9,,1,10,0,2,,,,0,0,10,0,107266028
7,125,270,28,1,1,1,4,,2006,,,1,340,0,2,,,,0,0,340,0,107270028
7,133,259,1,2,1,1,4,-8,2009,,,1,40,0,2,,,,0,0,40,0,107259001
7,133,259,1,4,1,1,4,-8,2009,,,1,40,0,2,,,,0,0,40,0,107259001
7,126,272,12,1,1,1,4,-8,2010,,,1,50,0,2,,,,0,0,50,0,107272012
7,128,252,60,4,2,1,3,,2005,,,1,200,0,2,,,,0,0,200,0,107252060
7,112,242,55,3,1,1,4,,2009,,,1,50,0,2,,,,0,0,50,0,107242055
7,112,242,55,1,1,1,4,,2005,,,1,480,0,2,,,,210,0,270,0,107242055
7,112,241,51,3,1,1,4,-8,2009,6,,1,20,0,2,,,,0,0,20,0,107241051
7,122,267,45,1,1,1,3,,2009,11,,1,150,0,,,,,15,0,150,0,107267045
7,112,242,22,2,1,1,4,,2008,,,1,0,0,2,,,,0,0,45,0,107242022
7,112,242,19,1,1,1,4,-8,2009,11,,1,20,0,2,,,,0,0,20,0,107242019
7,112,241,13,3,1,1,4,,2007,7,,1,70,0,2,,,,0,0,30,0,107241013
7,112,242,22,1,1,1,4,,2008,,,1,0,0,2,,,,0,0,50,0,107242022
7,122,266,23,1,1,1,4,,2010,,,1,90,0,2,,,,30,0,60,0,107266023
7,112,239,12,1,1,1,3,5,2009,6,,1,30,0,2,,,,0,0,30,0,107239012
