"id1","id2","id3","id4","s4avi2_plotno","s4avi_203i","s4avi_a203","s4avi_204","s4avi_205i","s4avi_205ii","s4avi_206i","s4avi_206ii","s4avi_207","s4avi_208i","s4avi_208ii","s4avi_209i","s4avi_209ii","s4avi_210i","s4avi_210ii","s4avi_210iii","s4avi_210iv","s4avi_211i","s4avi_211","s4avi_212","s4avi_213i","s4avi_213ii","s4avi_214i","s4avi_214ii","s4avi_215","s4avi_216i","s4avi_216ii","s4avi_217i","s4avi_217ii","s4avi_218i","s4avi_218ii","s4avi_218iii","s4avi_218iv","s4avi_219i","s4avi_219","s4avi_220","s4avi_221i","s4avi_221ii","s4avi_222i","s4avi_222ii","s4avi_223","s4avi_224i","s4avi_224ii","s4avi_225i","s4avi_225ii","s4avi_226i","s4avi_226ii","s4avi_226iii","s4avi_226iv","s4avi_227i","s4avi_227","s4avi_228","s4avi_229i","s4avi_229ii","s4avi_230i","s4avi_230ii","s4avi_231","s4avi_232i","s4avi_232ii","s4avi_233i","s4avi_233ii","s4avi_234i","s4avi_234ii","s4avi_234iii","s4avi_234iv","s4avi_235i","s4avi_235","s4avi_236","s4avi_237i","s4avi_237ii","s4avi_238i","s4avi_238ii","s4avi_239","s4avi_240i","s4avi_240ii","s4avi_241i","s4avi_241ii","s4avi_242i","s4avi_242ii","s4avi_242iii","s4avi_242iv","hhno"
1,8,15,6,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015006
1,8,15,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015034
1,8,15,34,1,16,1,2,12,19,150,,3,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015034
1,8,15,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015034
1,8,15,64,3,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,101015064
1,8,15,64,1,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,101015064
1,8,15,64,4,16,1,2,0.5,19,12,50,,,,,,12,27,,,15,1,2,0.5,19,12,50,3,,,,,12,27,,,10,1,4,1,15,9,,3,,,,,12,27,,,51,1,5,0.200000002980232,14,4,,3,,,,,12,27,,,9,1,2,2,15,6,,3,,,,,12,27,,,101015064
1,8,15,64,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,101015064
1,8,15,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015090
1,8,15,90,1,19,1,2,3,15,48,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015090
1,8,15,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015090
1,8,15,191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015191
1,8,15,191,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015191
1,8,15,191,1,16,1,2,8,17,5,,3,,,,,37,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015191
1,8,16,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016001
1,8,16,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016001
1,8,16,1,2,16,1,2,1,17,,40,3,,,,,37,12,27,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016001
1,8,16,137,2,33,1,3,12,15,120,,,,,,,,,,,30,1,3,6,15,120,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016137
1,8,16,137,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016137
1,8,16,137,1,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016137
1,8,16,149,2,15,1,2,1,49,,10,3,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016149
1,8,16,149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016149
1,8,16,154,1,15,1,2,3,19,45,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016154
1,8,16,154,2,15,1,2,1,19,15,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016154
1,8,16,217,1,33,1,3,6,15,42,,3,,,,,,,,,30,1,,5,15,40,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016217
1,8,16,217,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016217
1,8,16,217,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016217
1,10,17,4,1,49,1,,5,15,35,,3,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101017004
1,10,17,4,2,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101017004
1,10,19,4,1,18,1,4,1,15,10,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101019004
1,10,19,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101019004
1,10,19,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101019004
1,10,20,4,2,66,1,3,10,15,70,,3,,,,,6,29,8,,72,1,3,5,15,40,,3,,,,,6,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020004
1,10,20,4,1,66,1,3,15,15,105,,3,,,,,29,28,32,,72,1,3,5,15,40,,3,,,,,32,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020004
1,10,20,16,1,4,1,3,1,15,6,50,3,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020016
1,10,20,18,3,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020018
1,10,20,18,1,15,1,2,3,18,54,,3,,,,,6,,,,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020018
1,10,20,18,2,,2,,,,,,,,,,,,,,,,1,2,2,18,36,,3,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020018
1,10,20,35,2,72,1,3,2,15,16,,3,,,,,29,8,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020035
1,10,20,35,1,72,1,3,2,15,16,,3,,,,,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020035
1,10,20,43,1,72,1,3,5,15,40,,3,,,,,6,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020043
1,10,21,1,1,23,1,3,7,15,56,,3,,,,,6,,,,18,1,4,5,15,80,,2,1,15,16,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021001
1,10,21,1,2,23,1,3,7,15,56,,3,,,,,6,,,,18,1,4,5,15,80,,2,1,15,16,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021001
1,10,21,1,3,23,2,,,,,,,,,,,,,,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021001
1,10,21,54,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021054
1,10,21,54,1,1,1,4,1,15,36,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021054
1,10,21,62,1,17,1,3,1,15,8,,3,,,,,8,27,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021062
1,10,21,62,2,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021062
1,12,29,4,1,18,1,2,2,18,60,0,1,2,18,13,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029004
1,12,29,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029004
1,12,29,6,2,1,1,4,2,15,36,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029006
1,12,29,6,1,1,1,4,4,15,72,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029006
1,12,29,17,3,78,1,2,1,18,15,0,3,,,,,6,,,,18,1,4,1,15,12,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029017
1,12,29,17,2,78,1,2,2,18,30,0,3,,,,,6,,,,18,1,4,1,15,12,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029017
1,12,29,17,1,78,1,2,1,18,15,0,3,,,,,6,,,,18,1,4,1,15,12,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029017
1,12,29,33,2,18,1,4,1,15,10,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029033
1,12,29,33,1,18,1,4,1,15,10,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029033
1,12,29,39,1,1,1,4,2,15,30,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029039
1,12,30,10,1,18,1,4,1,37,10,,3,,,,,6,,,,1,1,4,1,37,15,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030010
1,12,30,16,1,1,1,4,1,37,15,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030016
1,12,30,16,2,1,1,4,1,37,15,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030016
1,12,30,31,1,1,1,4,3,41,45,,3,,,,,6,,,,15,1,2,6,18,88,20,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030031
1,12,30,38,1,1,1,4,2,4,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030038
1,12,30,63,1,1,1,4,1,15,25,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030063
1,16,23,11,1,18,1,4,1,18,40,,1,1,18,40,,6,,,,66,1,3,3,15,39,,3,,,,,6,5,29,,17,1,2,1,15,20,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023011
1,16,23,11,2,18,1,4,1,18,40,,1,1,18,40,,6,,,,66,1,3,2,15,26,,3,,,,,6,,,,17,1,2,1,15,20,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023011
1,16,23,13,2,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023013
1,16,23,13,1,18,1,2,2,15,30,,1,2,15,30,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023013
1,16,23,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023014
1,16,23,14,2,33,1,3,7,15,52,50,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023014
1,16,23,14,1,33,1,3,7,15,52,50,3,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023014
1,16,23,17,1,18,1,4,1,15,40,,1,1,15,40,,6,,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023017
1,16,23,17,2,18,1,4,1,15,40,,1,1,15,40,,6,,,,19,1,2,1,15,20,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023017
1,16,23,18,2,66,1,3,4,15,30,,3,,,,,6,5,29,8,7,1,3,4,15,36,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023018
1,16,23,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023018
1,16,23,18,3,66,1,3,4,15,30,,3,,,,,6,5,29,8,7,1,3,4,15,36,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023018
1,16,23,24,2,33,1,3,3,15,22,50,3,,,,,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023024
1,16,23,24,1,33,1,3,4,15,30,,3,,,,,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023024
1,16,23,28,2,33,2,,,,,,,,,,,,,,,18,1,4,5,15,50,,3,,,,,6,,,,19,1,4,10,15,150,,1,10,15,150,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023028
1,16,23,28,1,33,1,3,5,15,37,50,1,,,,,6,40,,,18,1,4,2,15,20,,3,,,,,6,,,,19,1,4,5,15,75,,1,5,15,75,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023028
1,16,23,30,1,33,1,3,5,15,35,,3,,,,,6,,,,,1,3,5,15,45,,3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023030
1,16,23,30,2,33,1,3,2,15,14,,3,,,,,5,29,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023030
1,16,23,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,31,1,22,1,3,3,15,22,50,3,,,,,6,,,,,1,3,3,15,24,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,31,2,22,1,3,2,15,15,,3,,,,,6,,,,,1,3,2,15,16,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,32,1,66,,3,1,15,7,50,3,,,,,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023032
1,16,23,35,2,18,1,4,3,15,45,,3,,,,,6,,,,55,1,3,4,15,30,,3,,,,,6,,,,33,1,3,4,15,26,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023035
1,16,23,35,4,18,1,4,3,15,45,,3,,,,,6,,,,55,1,3,4,15,30,,3,,,,,6,,,,33,1,3,4,15,26,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023035
1,16,23,35,1,18,1,4,4,15,60,,3,,,,,6,,,,55,1,3,5,15,37,50,3,,,,,6,5,,,33,1,3,5,15,32,50,3,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023035
1,16,23,35,3,18,1,4,3,15,45,,3,,,,,6,,,,55,1,3,4,15,30,,3,,,,,6,,,,33,1,3,4,15,26,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023035
1,16,23,36,1,33,1,3,4,15,20,,3,,,,,6,5,29,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023036
1,16,23,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023036
1,16,23,36,2,33,1,3,2,15,14,,3,,,,,6,5,29,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023036
1,16,23,37,2,10,1,4,9,15,27,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023037
1,16,23,37,1,10,1,4,6,15,18,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023037
1,16,23,40,5,18,2,,,,,,,,,,,,,,,66,2,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023040
1,16,23,40,4,18,2,,,,,,,,,,,,,,,66,2,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023040
1,16,23,40,1,18,1,4,1,15,10,,1,1,15,10,,6,,,,66,1,,6,15,39,,3,,,,,6,,,,19,1,2,6,15,90,,1,6,15,90,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023040
1,16,23,40,2,18,1,4,1,15,10,,1,1,15,10,,6,,,,66,1,,4,15,26,,3,,,,,6,,,,19,1,2,5,15,75,,1,5,15,75,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023040
1,16,23,40,3,18,2,,,,,,,,,,,,,,,66,2,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023040
1,17,22,9,1,18,1,4,1,15,15,,3,,,,,6,,,,33,1,3,6,15,48,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101022009
1,17,22,24,1,18,1,2,1,15,20,,1,1,15,20,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101022024
1,17,22,24,2,18,1,2,1,15,20,,1,1,15,20,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101022024
1,17,22,33,2,1,1,4,1,15,15,,3,,,,,6,,,,19,1,2,1,15,13,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101022033
1,17,22,33,1,1,1,4,1,15,15,,3,,,,,6,,,,19,1,2,1,15,13,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101022033
1,17,22,36,1,18,2,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101022036
1,17,22,36,2,18,1,4,4,15,60,,3,,,,,6,,,,19,1,2,4,15,60,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101022036
1,17,22,45,1,18,1,4,2,15,30,,3,,,,,6,,,,19,1,2,2,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101022045
1,17,22,45,2,18,1,4,2,15,30,,3,,,,,6,,,,19,1,2,2,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101022045
1,17,24,16,1,1,1,4,0.5,15,11,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024016
1,17,24,16,2,1,1,4,0.5,15,11,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024016
1,17,24,16,3,1,1,4,1,15,22,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024016
1,17,24,17,1,18,1,4,5,41,50,,3,,,,,6,,,,1,1,4,2,41,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024017
1,17,24,23,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024023
1,17,24,23,1,18,1,4,2,41,24,,3,,,,,6,,,,1,1,4,2,41,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024023
1,17,24,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024028
1,17,24,28,2,17,1,3,3,37,30,,3,,,,,29,5,40,,33,1,3,3,37,22,5,3,,,,,29,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024028
1,17,24,43,1,18,1,4,2,15,20,,3,,,,,6,,,,1,1,4,1,15,15,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024043
1,17,24,43,2,18,1,4,2,15,20,,3,,,,,6,,,,1,1,4,1,15,15,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024043
1,17,24,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024045
1,17,24,45,1,1,1,4,2,15,50,,3,,,,,6,,,,18,1,4,3,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024045
1,17,24,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024050
1,17,24,50,2,18,1,4,3,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024050
2,2,37,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102037005
2,2,37,5,1,15,1,1,1,17,5,,3,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102037005
