"id1","id2","id3","id4","itrans_no","s3biv_39ii","s3biv_40","s3biv_41","s3biv_42","s3biv_43ii","s3biv_44","s3biv_45","s3biv_45_1","s3biv_45_2","s3biv_45_3","s3biv_45_4","s3biv_45_5","s3biv_46i","s3biv_46ii","s3biv_47i","s3biv_47ii","s3biv_48i","s3biv_48ii","s3biv_49","hhno"
3,1,85,83,1,1,2,,16,,5,"4",4,,,,,500,,,,,,,103085083
3,1,66,70,1,1,1,8,4,,5,"1",1,,,,,500,,,,,,3,103066070
3,1,67,3,1,1,1,3,16,-8,5,"1",1,,,,,500,,,,,,1,103067003
3,1,77,53,3,1,1,3,4,,1,"1",1,,,,,240,,,,15,,3,103077053
3,1,61,50,1,1,1,3,16,-8,2,"1",1,,,,,600,,,,100,,1,103061050
3,41,88,11,1,1,1,1,4,,5,"1,4",1,4,,,,90,,60,,,,3,103088011
3,1,68,152,1,1,2,,4,,2,"1",1,,,,,1200,,300,,500,,3,103068152
3,40,90,32,1,1,1,1,16,,2,"1,4,5",1,4,5,,,4800,,,,500,,2,103090032
3,41,87,15,1,1,1,88,13,,2,"1,5",1,5,,,,700,,300,,50,,4,103087015
3,1,79,16,2,2,1,2,16,,5,"5",5,,,,,300,0,,,,,1,103079016
3,1,76,42,1,2,1,88,13,,5,"1",1,,,,,0,0,10,0,0,0,4,103076042
3,1,83,47,1,1,1,88,16,,3,"1,4",1,4,,,,800,,,,,,,103083047
3,1,74,7,1,1,1,88,16,1,5,"1,5,7",1,5,7,,,900,,,,500,,3,103074007
3,39,99,4,2,1,1,3,6,,5,"1,2",1,2,,,,60,,250,,,,4,103099004
3,41,88,8,1,1,1,1,13,,5,"1,6",1,6,,,,60,,,,6,,5,103088008
3,1,67,67,1,1,1,4,4,-8,5,"1",1,,,,,100,,,,,,3,103067067
3,1,72,5,2,1,1,5,16,,5,"1,8",1,8,,,,500,,,,,,2,103072005
3,43,98,52,1,1,2,,4,,5,"4",4,,,,,100,,,,,,3,103098052
3,38,100,17,3,1,1,5,16,,5,"1,6",1,6,,,,500,,,,,,4,103100017
3,1,68,26,1,1,2,,16,,2,"1,3",1,3,,,,1200,,,,600,,2,103068026
3,1,68,17,1,2,1,88,16,,5,"1,5",1,5,,,,1200,,,,600,,2,103068017
3,44,89,28,1,1,1,88,16,,2,"1,2,6",1,2,6,,,1000,,,,500,,2,103089028
3,1,80,56,1,1,1,2,13,,5,"1",1,,,,,,,200,,,,4,103080056
3,1,85,70,1,1,1,1,16,-8,5,"1",1,,,,,300,,,,,,2,103085070
3,38,100,17,1,1,1,1,13,,2,"1,6",1,6,,,,240,,,,,,3,103100017
3,1,83,15,1,1,1,1,14,-8,5,"1,2,8",1,2,8,,,50,,,,,,,103083015
3,1,80,26,1,1,2,,4,,5,"1,8",1,8,,,,500,,100,,300,,3,103080026
3,1,64,71,1,1,1,88,16,,5,"1,5",1,5,,,,800,,,,300,,2,103064071
3,1,62,69,1,1,1,88,16,-8,5,"3",3,,,,,280,,,,,,2,103062069
3,1,64,2,1,1,2,,16,,5,"1,6",1,6,,,,800,,,,300,,2,103064002
3,44,89,16,2,2,2,,4,,5,"4",4,,,,,100,,,,,,3,103089016
3,1,63,85,2,1,1,3,13,,2,"1,8",1,8,,,,240,,,,60,,,103063085
3,43,98,35,4,1,1,8,1,,2,"1,6",1,6,,,,700,,100,,,,3,103098035
3,38,100,15,2,1,1,6,16,,5,"1,3",1,3,,,,300,,,,100,,4,103100015
3,1,61,122,1,1,1,6,16,,5,"1,8",1,8,,,,500,,,,300,,2,103061122
3,41,87,36,1,1,1,12,12,,3,"1,6",1,6,,,,500,,150,,70,,4,103087036
3,1,65,66,1,1,1,1,4,,5,"1,8",1,8,,,,200,,,,30,,5,103065066
3,1,76,33,2,1,1,88,3,,2,"1",1,,,,,360,,,,,,4,103076033
3,1,80,21,2,1,2,,16,,2,"1",1,,,,,1040,0,0,0,0,0,2,103080021
3,43,98,60,1,1,1,4,16,,5,"2",2,,,,,200,,,,,,2,103098060
3,1,70,28,2,2,1,5,12,,5,"1,6,8",1,6,8,,,200,,200,,150,,3,103070028
3,1,73,29,1,1,2,,4,-8,5,"1",1,,,,,40,,10,,,,3,103073029
3,43,97,34,1,1,1,88,1,,5,"1,2,6",1,2,6,,,40,,,,,,4,103097034
3,43,98,76,1,1,2,,4,,5,"4",4,,,,,100,,,,,,3,103098076
3,1,77,53,2,1,1,2,4,,1,"1",1,,,,,240,,,,10,,3,103077053
3,43,93,15,1,1,1,88,14,,2,"1,5,6",1,5,6,,,12000,,,,500,,2,103093015
3,1,68,66,1,1,2,,16,,5,"1,2",1,2,,,,1200,,,,400,,3,103068066
3,1,77,14,3,1,1,8,4,,1,"1",1,,,,,120,,50,,,,3,103077014
3,1,64,36,1,1,1,5,4,,5,"1",1,,,,,300,,300,,,,3,103064036
3,1,83,70,1,2,1,88,16,,5,"1,3",1,3,,,,30,,,,,,4,103083070
3,1,76,16,3,1,1,3,4,-8,5,"1,8",1,8,,,,100,,,,120,,4,103076016
3,1,61,45,1,1,1,88,13,,5,"1,2,5",1,2,5,,,50,,,,,,3,103061045
3,1,70,3,1,1,1,11,14,,5,"1,8",1,8,,,,200,,,,50,,5,103070003
3,1,62,24,1,1,2,,16,,5,"1,4",1,4,,,,500,,,,,,,103062024
3,1,69,8,1,1,1,3,4,,5,"1",1,,,,,300,0,50,0,,,3,103069008
3,1,67,22,1,1,1,3,16,,5,"8",8,,,,,140,,,,,,2,103067022
3,1,64,4,2,1,1,88,4,-8,5,"1,8",1,8,,,,,,100,,,,,103064004
3,1,68,49,2,1,1,3,13,,5,"1",1,,,,,,,1200,,,,4,103068049
3,1,74,15,1,1,1,1,12,-8,2,"1",1,,,,,2400,,60,,50,,3,103074015
3,43,94,51,2,1,2,,1,,5,"1,4",1,4,,,,100,,,,,,3,103094051
3,1,76,63,1,2,1,88,4,-8,1,"1,5,6",1,5,6,,,9600,0,0,0,100,0,3,103076063
3,44,91,84,2,1,1,88,1,,,"1,4",1,4,,,,120,,70,,,,3,103091084
3,1,72,1,2,1,2,,4,-8,5,"1,2",1,2,,,,600,,,,,,3,103072001
3,1,74,31,1,1,1,1,4,-8,2,"1",1,,,,,360,,,,,,3,103074031
3,1,69,47,1,1,2,,1,,5,"1",1,,,,,700,,300,,200,,3,103069047
3,1,67,67,2,1,1,88,4,-8,5,"1",1,,,,,50,,,,,,3,103067067
3,1,66,133,3,1,1,7,12,,5,"1,6,8",1,6,8,,,300,,20,,,,3,103066133
3,39,99,5,3,1,,11,5,,5,"1,6",1,6,,,,65,,130,,,,4,103099005
3,43,97,15,1,1,2,,12,,5,"4",4,,,,,300,,,,100,,3,103097015
3,1,64,36,2,1,1,4,4,,5,"1",1,,,,,500,,200,,,,3,103064036
3,1,63,101,1,1,1,88,12,,2,"1,8",1,8,,,,1800,,,,250,,3,103063101
3,1,62,199,2,1,2,,16,,5,"1,8",1,8,,,,800,,,,,,2,103062199
3,41,87,22,1,1,,,,,,,,,,,,,,,,,,,103087022
3,43,93,15,2,1,1,1,14,,5,"1,6",1,6,,,,500,,,,,,3,103093015
3,1,75,3,1,1,1,5,6,,5,"2,4,7",2,4,7,,,900,,0,0,0,0,,103075003
3,1,79,33,1,1,1,1,4,-8,1,"1",1,,,,,2400,0,50,0,40,0,3,103079033
3,43,98,52,2,2,2,,4,,5,"5",5,,,,,100,,,,,,3,103098052
3,39,99,22,1,1,1,88,12,,4,"1,7",1,7,,,,100,,50,,50,,3,103099022
3,1,64,9,2,2,1,88,4,,2,"1,5",1,5,,,,1000,,100,,200,,3,103064009
3,1,67,48,1,1,1,4,4,,5,"1,8",1,8,,,,400,,,,200,,3,103067048
3,1,61,131,1,1,2,,16,,5,"3",3,,,,,1600,,,,,,1,103061131
3,39,99,10,1,1,1,2,4,,5,"1,6",1,6,,,,216,,50,,,,3,103099010
3,44,89,60,1,2,1,6,16,,5,"1,3,6",1,3,6,,,1000,,,,300,,4,103089060
3,1,68,34,1,1,2,,16,,2,"1,2,5",1,2,5,,,6000,,,,1800,,2,103068034
3,41,88,12,1,1,2,,4,,5,"1,4",1,4,,,,140,,,,,,,103088012
3,1,67,58,2,1,1,2,15,,2,"1,6",1,6,,,,1400,,,,,,2,103067058
3,1,75,79,1,1,1,5,4,,2,"1,6",1,6,,,,240,,0,0,0,0,3,103075079
3,1,74,34,1,1,2,,1,,5,"1",1,,,,,,,150,,,,4,103074034
3,1,74,2,2,1,1,2,16,,5,"1,2,6",1,2,6,,,,,,,,,2,103074002
3,39,99,16,2,1,1,2,12,,5,"1",1,,,,,,,70,,,,3,103099016
3,38,100,57,1,1,1,88,13,,2,"1,2,5",1,2,5,,,2400,,200,,,,3,103100057
3,43,97,34,2,3,1,4,4,,5,"1,6",1,6,,,,60,,80,,,,4,103097034
3,39,99,16,3,2,1,11,13,,5,"1",1,,,,,50,,50,,,,3,103099016
3,1,62,18,1,1,1,11,4,,5,"1,2",1,2,,,,500,,200,,200,,3,103062018
3,1,67,69,1,1,1,9,6,,5,"1",1,,,,,100,,,,,,3,103067069
3,1,64,53,1,1,2,,7,,5,"1",1,,,,,600,,,,200,,,103064053
3,43,97,17,1,1,1,1,1,,5,"1",1,,,,,150,,,,50,,3,103097017
3,1,74,20,1,1,1,7,16,,5,"1",1,,,,,600,,,,400,,4,103074020
3,1,76,70,2,2,1,88,4,,5,"1,8",1,8,,,,360,,500,,400,,,103076070
3,1,70,28,1,2,1,3,6,,2,"1,6",1,6,,,,600,,100,,50,,3,103070028
3,1,72,24,2,1,1,88,1,,5,"1,2",1,2,,,,250,,,,,,3,103072024
3,1,77,63,1,1,2,,4,-8,1,"1",1,,,,,160,,10,,15,,3,103077063
3,1,65,12,1,1,2,,16,,2,"1,2,5",1,2,5,,,5000,,,,600,,2,103065012
3,39,99,14,2,2,1,2,12,,5,"1,4,5",1,4,5,,,150,,,,,,5,103099014
3,39,99,12,1,1,1,12,12,,5,"1",1,,,,,50,,,,,,,103099012
3,1,84,50,1,1,1,88,4,,2,"1,5",1,5,,,,450,,,,,,,103084050
3,1,69,31,1,1,1,1,16,,5,"1",1,,,,,500,,,,,,1,103069031
3,1,62,51,2,2,1,88,16,,2,"1,5",1,5,,,,1700,,500,,600,,2,103062051
3,43,94,51,1,1,2,,12,,5,"1,4",1,4,,,,150,,,,50,,3,103094051
3,1,80,30,1,1,1,4,4,-8,2,"1",1,,,,,200,0,0,0,0,0,3,103080030
3,1,63,85,1,1,1,1,16,,5,"1,6",1,6,,,,400,,,,,,,103063085
3,1,68,83,1,1,1,4,16,,5,"1",1,,,,,500,,,,,,2,103068083
3,1,73,55,1,1,1,1,12,,5,"1,6",1,6,,,,100,,,,,,3,103073055
3,1,61,69,1,1,1,88,4,,5,"1",1,,,,,300,,,,,,3,103061069
3,1,67,49,1,1,1,3,4,,2,"1,6,8",1,6,8,,,500,,,,,,3,103067049
3,43,96,51,1,1,1,1,12,,2,"1,6",1,6,,,,120,,,,,,3,103096051
3,1,61,122,2,1,1,9,16,,5,"1,8",1,8,,,,500,,,,200,,2,103061122
3,39,99,5,2,1,1,9,4,,5,"1,6",1,6,,,,80,,110,,,,4,103099005
3,1,77,43,1,1,1,1,7,,2,"1",1,,,,,80,,,,,,3,103077043
3,37,92,6,1,1,1,3,12,,5,"1",1,,,,,50,,,,,,3,103092006
3,1,68,49,1,1,2,,13,,5,"1",1,,,,,,,800,,,,4,103068049
3,1,68,70,2,1,1,13,16,,5,"1,2",1,2,,,,1200,,,,500,,2,103068070
3,43,96,51,2,1,1,2,12,,2,"1,6",1,6,,,,180,,,,,,3,103096051
3,1,76,48,1,1,1,1,16,,5,"1,6",1,6,,,,1000,,200,,300,,4,103076048
3,1,66,149,1,1,2,,16,,3,"1,3",1,3,,,,3000,,,,700,,2,103066149
3,1,74,2,1,1,1,1,16,,5,"1,6,8",1,6,8,,,,,,,,,2,103074002
3,1,77,42,1,1,1,1,4,-8,1,"1",1,,,,,1100,,30,,40,,3,103077042
3,1,67,37,1,1,1,1,16,,5,"1,5,6",1,5,6,,,2000,,,,,,2,103067037
3,1,65,67,2,1,1,4,,,5,"2,8",2,8,,,,800,,,,200,,2,103065067
3,39,99,15,1,1,1,3,12,,2,"1,6",1,6,,,,180,,80,,,,5,103099015
3,1,64,69,2,1,1,4,16,,5,"1,8",1,8,,,,800,,,,200,,2,103064069
3,43,94,14,1,1,2,,16,,5,"1,4",1,4,,,,200,,,,,,2,103094014
3,1,64,9,1,1,1,88,13,,5,"1",1,,,,,,,200,,,,3,103064009
3,1,65,67,3,1,1,88,,,5,"2,8",2,8,,,,1000,,,,500,,2,103065067
3,38,100,15,1,1,1,4,12,,5,"1,3",1,3,,,,150,,,,80,,3,103100015
3,43,94,6,4,2,1,7,12,,2,"1,4",1,4,,,,200,,,,,,5,103094006
3,1,65,23,2,1,1,5,13,,5,"5",5,,,,,50,,,,,,2,103065023
3,1,77,14,2,1,1,3,4,,2,"1",1,,,,,120,,,,,,3,103077014
3,1,63,27,1,1,1,1,12,,1,"1,5,6",1,5,6,,,800,,,,200,,3,103063027
3,1,79,4,1,1,1,1,4,,2,"1",1,,,,,100,0,10,0,20,0,3,103079004
3,1,75,22,1,1,1,1,4,,2,"1",1,,,,,1200,0,80,0,50,0,3,103075022
3,1,66,113,1,2,2,,4,,1,"1,5",1,5,,,,600,,,,20,,3,103066113
3,39,99,4,1,1,1,2,4,,5,"1,2",1,2,,,,120,,,,,,4,103099004
3,1,61,85,2,1,1,5,16,,5,"1,2,8",1,2,8,,,700,,,,400,,2,103061085
3,1,84,92,1,1,1,5,16,,2,"1,2,5",1,2,5,,,2400,,,,,,2,103084092
3,1,64,1,2,2,1,88,16,,2,"1,5",1,5,,,,1000,,,,400,,2,103064001
3,39,99,1,1,1,1,1,4,,5,"1,6",1,6,,,,180,,200,,,,3,103099001
3,43,97,17,3,2,1,2,1,,5,"1,5",1,5,,,,200,,,,,,3,103097017
3,44,91,113,1,1,1,88,12,,5,"6",6,,,,,50,,,,,,3,103091113
3,43,97,8,1,1,2,,1,-8,5,"8",8,,,,,200,,100,,,,,103097008
3,1,75,33,1,1,1,2,4,,5,"1",1,,,,,150,,0,0,0,0,3,103075033
3,1,75,87,1,1,2,,4,,2,"1,5",1,5,,,,100,0,0,0,0,0,3,103075087
3,1,85,14,1,1,2,,16,,5,"1",1,,,,,180,,,,,,4,103085014
3,1,62,235,1,1,2,,4,,2,"1,2",1,2,,,,1200,,200,,,,3,103062235
3,1,75,74,1,1,2,,4,-8,5,"1",1,,,,,100,,0,0,50,0,3,103075074
3,1,61,58,2,2,1,9,16,,3,"1,2,8",1,2,8,,,3000,,,,700,,2,103061058
3,1,67,44,1,1,1,5,4,-8,5,"8",8,,,,,300,,,,,,3,103067044
3,1,67,68,1,1,1,1,4,,5,"1",1,,,,,500,,,,,,3,103067068
3,1,78,7,1,1,1,6,12,,5,"1,6",1,6,,,,100,0,20,0,5,0,3,103078007
3,1,75,26,1,1,1,3,16,,5,"1",1,,,,,200,0,0,0,0,0,2,103075026
3,1,79,37,1,1,1,1,4,-8,1,"1",1,,,,,520,,20,0,,,3,103079037
3,1,80,21,1,1,2,,12,,3,"5",5,,,,,200,0,0,0,0,0,1,103080021
3,43,93,3,1,1,1,88,4,,2,"1,2,6",1,2,6,,,960,,,,,,3,103093003
3,1,68,13,1,1,1,1,3,,5,"1",1,,,,,,,300,,,,,103068013
3,1,76,70,1,1,2,,4,,2,"1,2,8",1,2,8,,,1200,,300,,600,,,103076070
3,1,80,64,1,1,1,3,16,,8,"5",5,,,,,1200,,0,,300,,1,103080064
3,1,61,47,1,1,1,1,16,-8,2,"1",1,,,,,500,,,,150,,2,103061047
3,1,79,16,4,4,1,2,16,,5,"5",5,,,,,600,0,,,,,1,103079016
3,1,86,41,1,1,1,1,4,,2,"1",1,,,,,1200,,50,,200,,3,103086041
3,39,99,5,1,1,1,8,5,,5,"1,6",1,6,,,,72,,90,,,,4,103099005
3,1,73,6,1,1,2,,16,-8,2,"1,5",1,5,,,,1200,,,,800,,1,103073006
3,1,66,133,1,1,1,3,12,,2,"1,6,8",1,6,8,,,600,,100,,20,,3,103066133
3,1,75,10,1,1,1,1,4,,5,"1,6",1,6,,,,50,,0,0,0,0,3,103075010
3,44,89,16,1,1,2,,16,,5,"1,3,4",1,3,4,,,450,,,,,,2,103089016
3,1,64,39,1,1,1,6,16,,5,"1,7,8",1,7,8,,,1600,,,,300,,2,103064039
3,43,93,34,1,1,1,88,1,,1,"1",1,,,,,5000,,,,,,4,103093034
3,1,67,48,2,2,1,88,4,,5,"1",1,,,,,100,,50,,50,,3,103067048
3,1,79,33,2,1,1,3,4,-8,5,"1",1,,,,,100,0,,,,,3,103079033
3,1,64,71,2,1,1,88,16,,5,"1,5,8",1,5,8,,,1000,,,,200,,2,103064071
3,1,66,133,2,1,1,4,12,,5,"1,6,8",1,6,8,,,400,,,,,,3,103066133
3,43,95,75,1,1,2,,4,,5,"1,4",1,4,,,,50,,,,,,,103095075
3,1,68,125,4,1,1,4,4,,2,"1,5",1,5,,,,1700,,,,300,,3,103068125
3,1,84,58,1,1,1,88,1,,5,"1,4",1,4,,,,100,,,,,,3,103084058
3,1,66,142,2,1,2,,4,,1,"1,5",1,5,,,,2400,,500,,1200,,3,103066142
3,43,94,6,2,1,1,3,16,,2,"1,4,6",1,4,6,,,500,,,,,,2,103094006
3,38,100,16,2,1,1,7,4,,5,"3,4",3,4,,,,80,,,,,,3,103100016
3,43,94,56,1,1,1,5,3,,2,"1,6,7",1,6,7,,,500,,,,,,4,103094056
3,1,69,19,1,3,2,,16,,5,"1,8",1,8,,,,700,0,,,,,2,103069019
3,1,63,51,2,1,1,2,16,,5,"1,6,8",1,6,8,,,450,,,,,,,103063051
3,1,73,80,1,1,2,,16,-8,5,"8",8,,,,,700,,,,,,1,103073080
3,1,72,1,1,1,1,1,4,,2,"1,2",1,2,,,,1800,,,,,,3,103072001
3,1,76,16,2,1,1,2,4,-8,2,"1",1,,,,,0,0,360,0,150,0,4,103076016
3,1,86,20,1,1,1,3,16,,2,"1,3,6",1,3,6,,,1800,,,,,,2,103086020
3,39,99,16,1,1,1,1,12,,5,"1",1,,,,,,,100,,,,3,103099016
3,43,97,17,2,1,1,3,1,,5,"1,4",1,4,,,,50,,70,,,,3,103097017
3,1,63,24,1,1,1,1,7,,5,"1,6",1,6,,,,400,,50,,,,3,103063024
3,40,90,12,1,2,2,,4,,5,"3",3,,,,,500,,,,,,,103090012
3,1,78,48,2,1,1,4,12,-8,5,"1,8",1,8,,,,50,,,,,,3,103078048
3,43,93,3,2,1,1,1,1,,2,"1,6",1,6,,,,240,,,,,,3,103093003
3,1,82,21,1,1,2,,16,,2,"1,6,8,",1,6,8,,,4000,,,,,,2,103082021
3,1,62,96,1,1,2,,16,,5,"2",2,,,,,1700,,,,500,,2,103062096
3,43,96,51,3,1,1,3,13,,2,"1,6",1,6,,,,120,,,,,,3,103096051
3,1,77,14,5,1,2,,4,,2,"1",1,,,,,600,,,,,,3,103077014
3,38,100,58,1,1,1,2,13,,5,"1,6",1,6,,,,150,,,,,,3,103100058
3,1,63,61,1,1,1,1,16,,,"1,6,8",1,6,8,,,800,,,,200,,2,103063061
3,1,68,152,2,1,1,8,12,,5,"1",1,,,,,,,600,,,,3,103068152
3,1,72,24,1,1,1,3,1,,1,"1",1,,,,,240,,350,,,,3,103072024
3,41,87,22,2,2,1,88,13,,7,"1",1,,,,,240,,,,,,4,103087022
3,41,87,4,1,1,1,88,1,-8,2,"1,5,6",1,5,6,,,300,0,,,,,3,103087004
3,1,65,23,1,1,1,2,2,,5,"5",5,,,,,50,,20,,,,5,103065023
3,1,68,180,1,1,1,1,1,,1,"1",1,,,,,480,,,,,,3,103068180
3,44,91,88,1,1,1,88,16,,2,"1,2,5",1,2,5,,,900,,,,,,2,103091088
3,1,85,83,2,1,2,,4,,5,"1",1,,,,,200,,,,,,,103085083
3,1,75,37,1,1,,1,4,-8,1,"1",1,,,,,840,0,20,0,30,0,3,103075037
3,1,81,31,1,1,1,3,14,,4,"1,6,8",1,6,8,,,300,,,,,,3,103081031
3,1,78,18,1,1,1,8,1,,5,"1,6",1,6,,,,150,0,,,25,0,3,103078018
3,1,63,41,1,1,2,,4,,2,"1,6,8",1,6,8,,,240,,,,,,,103063041
3,40,90,32,2,1,1,3,9,,5,"1,4",1,4,,,,100,,,,,,3,103090032
3,1,65,67,1,1,1,88,,,5,"2,8",2,8,,,,800,,,,200,,2,103065067
3,1,72,12,1,1,1,3,1,,5,"1",1,,,,,,,100,,,,3,103072012
3,1,64,4,1,1,1,88,4,-8,2,"1,8",1,8,,,,200,,,,,,,103064004
3,41,88,5,1,1,1,2,4,,9,"1,2,6",1,2,6,,,,,240,,,,,103088005
3,1,76,33,1,1,2,,4,,1,"1",1,,,,,520,,,,,,3,103076033
3,1,70,15,1,1,1,10,13,,5,"1,6,8",1,6,8,,,300,,100,,,,3,103070015
3,1,68,70,1,2,1,1,1,,1,"1",1,,,,,600,,400,,300,,3,103068070
3,1,73,29,2,1,2,,4,-8,5,"1",1,,,,,50,,20,,,,3,103073029
3,1,76,79,1,2,2,,16,,5,"1,6,7",1,6,7,,,800,,0,0,400,,2,103076079
3,1,76,84,2,2,2,,16,,5,"1,5",1,5,,,,300,0,0,0,200,0,2,103076084
3,1,85,21,1,1,1,88,4,,1,"1",1,,,,,1040,,,,,,3,103085021
3,1,70,37,2,1,1,4,12,,5,"1,6",1,6,,,,,,,,,,3,103070037
3,1,73,45,1,1,2,,4,-8,5,"1,3",1,3,,,,500,,,,,,3,103073045
3,1,68,34,2,1,1,5,16,,5,"1,8",1,8,,,,2400,,,,600,,2,103068034
3,1,67,49,2,1,1,88,16,,5,"1,6",1,6,,,,500,,,,,,2,103067049
3,1,76,63,2,1,2,,16,,5,"1,6",1,6,,,,1000,0,0,0,0,0,2,103076063
3,1,62,62,1,2,2,,4,-8,1,"1",1,,,,,250,,20,,,,3,103062062
3,1,78,48,1,1,1,3,12,-8,5,"1,6",1,6,,,,30,,10,0,,,3,103078048
3,43,94,6,1,1,1,1,16,,2,"1,4,6",1,4,6,,,600,,,,100,,2,103094006
3,41,88,11,2,1,1,6,13,,5,"1,4",1,4,,,,50,,30,,,,3,103088011
3,1,68,125,3,1,1,3,4,,2,"1,8",1,8,,,,1300,,400,,300,,3,103068125
3,41,88,4,1,1,1,1,13,,5,"1",1,,,,,,,,,30,,3,103088004
3,1,78,8,1,1,1,1,1,,5,"1,2,8",1,2,8,,,200,0,50,0,,,3,103078008
3,1,68,125,5,1,1,5,6,,5,"1",1,,,,,500,,300,,100,,4,103068125
3,1,72,46,1,1,1,3,4,,5,"1,6",1,6,,,,200,,150,,,,,103072046
3,1,68,97,2,1,1,3,4,,2,"1,2",1,2,,,,800,,500,,200,,3,103068097
3,1,76,16,1,1,1,1,4,-8,1,"1",1,,,,,672,0,0,0,0,0,3,103076016
3,40,90,7,1,1,2,,4,,5,"1,3",1,3,,,,200,,,,60,,3,103090007
3,1,78,19,1,1,1,88,4,,2,"1,3",1,3,,,,240,0,,,50,0,3,103078019
3,1,75,4,1,1,2,,16,,5,"1",1,,,,,400,,0,0,0,0,2,103075004
3,1,77,24,1,1,1,1,4,-8,1,"1",1,,,,,240,,40,,50,,3,103077024
3,1,81,48,2,1,1,88,16,,2,"1,2,8",1,2,8,,,1200,,,,,,2,103081048
3,1,64,39,2,2,1,14,16,,5,"1,8",1,8,,,,1300,,,,700,,2,103064039
3,1,74,52,1,1,1,2,12,,5,"1,6",1,6,,,,50,,,,,,3,103074052
3,1,63,51,1,1,1,1,12,,2,"1,6",1,6,,,,240,,,,100,,,103063051
3,1,85,57,1,1,1,88,12,,5,"1",1,,,,,30,,,,,,3,103085057
3,1,66,70,2,1,1,10,4,,5,"1",1,,,,,,,300,,,,3,103066070
3,1,79,16,1,1,1,2,16,,5,"1",1,,,,,200,0,,,,,2,103079016
3,1,78,7,2,1,1,5,12,,5,"6,7",6,7,,,,60,,,,,,3,103078007
3,1,85,62,1,1,1,88,16,,3,"5",5,,,,,1500,,,,,,2,103085062
3,1,68,164,2,1,1,4,16,,5,"1,5",1,5,,,,1000,,,,300,,2,103068164
3,43,94,6,3,2,1,5,1,,2,"1,4",1,4,,,,200,,,,70,,3,103094006
3,1,72,35,1,1,1,4,16,,5,"1,3",1,3,,,,700,,,,200,,4,103072035
3,1,76,84,1,1,1,4,16,,5,"1,5",1,5,,,,500,0,0,0,200,0,2,103076084
3,44,91,84,1,1,1,88,1,,2,"1",1,,,,,120,,50,,,,3,103091084
3,1,67,58,1,1,1,1,4,,1,"1",1,,,,,100,,30,,,,3,103067058
3,38,100,19,1,2,2,,12,,5,"6",6,,,,,100,,,,50,,3,103100019
3,1,76,82,2,1,1,88,16,,5,"1,5,8",1,5,8,,,500,,0,0,200,0,2,103076082
3,43,96,53,1,2,2,,12,,5,"1",1,,,,,50,,,,,,,103096053
3,1,79,37,2,1,1,2,4,-8,1,"1",1,,,,,260,,,,,,3,103079037
3,39,99,14,1,1,1,2,12,,5,"1",1,,,,,50,,70,,,,3,103099014
3,1,64,4,3,1,1,88,4,-8,2,"1,8",1,8,,,,300,,150,,,,,103064004
3,1,72,35,2,1,1,5,16,,5,"1,3",1,3,,,,500,,,,300,,4,103072035
3,1,72,5,1,1,1,1,1,,1,"1",1,,,,,200,,,,,,3,103072005
3,1,64,6,1,1,2,,1,,5,"1,8",1,8,,,,300,,200,,150,,3,103064006
3,38,100,58,2,1,1,5,1,,5,"3,6",3,6,,,,100,,,,,,3,103100058
3,1,76,82,1,1,1,6,16,,5,"1,5,8",1,5,8,,,1500,,0,0,500,0,2,103076082
3,1,80,26,2,2,2,,4,,5,"1,8",1,8,,,,300,,100,,200,,3,103080026
3,43,93,38,1,1,2,,4,,5,"1,4",1,4,,,,1000,,,,,,3,103093038
3,1,63,26,2,1,1,6,15,,5,"1,6,8",1,6,8,,,500,,,,150,,2,103063026
3,1,72,20,1,1,1,6,16,,5,"1,8",1,8,,,,500,,,,,,2,103072020
3,1,68,97,1,1,1,1,14,,5,"1,2",1,2,,,,1200,,,,,,4,103068097
3,1,81,48,1,1,1,88,16,,2,"1,2,8",1,2,8,,,1200,,,,,,2,103081048
3,38,100,17,2,1,1,2,4,,2,"1,6",1,6,,,,240,,20,,,,3,103100017
3,1,70,31,1,1,1,9,12,,2,"1",1,,,,,600,,,,200,,3,103070031
3,1,66,55,1,1,1,1,16,,3,"1",1,,,,,400,,,,90,,2,103066055
3,39,99,12,2,1,1,13,12,,5,"1",1,,,,,50,,,,,,,103099012
3,1,63,61,2,1,1,2,16,,,"1,6,8",1,6,8,,,500,,,,300,,2,103063061
3,1,79,21,1,1,1,1,2,,2,"1",1,,,,,60,0,100,0,,,3,103079021
3,1,78,23,1,2,1,88,9,,5,"2",2,,,,,50,0,,,,,3,103078023
3,1,67,53,1,1,2,,4,,3,"1",1,,,,,1350,,,,,,1,103067053
3,40,90,27,1,1,2,,4,,2,"1,2,6",1,2,6,,,1200,,,,,,,103090027
3,1,74,52,2,1,1,6,4,,5,"1,6",1,6,,,,30,,,,,,3,103074052
3,1,72,46,2,1,1,8,1,,5,"1,6",1,6,,,,100,,120,,,,,103072046
4,50,126,42,1,1,1,2,1,41,1,"1,6,8",1,6,8,,,100,,45,,30,,,104126042
4,49,124,2,1,1,1,1,13,,5,"1",1,,,,,10,0,,,,,3,104124002
4,54,106,55,1,1,1,3,4,,5,"1",1,,,,,200,,,,,,3,104106055
4,62,118,2,4,1,1,3,4,-8,,"1",1,,,,,400,,120,,50,,4,104118002
4,6,114,19,1,1,1,88,4,,5,"1",1,,,,,,,80,,,,3,104114019
