"id1","id2","id3","id4","itrans_no","s3biv_39ii","s3biv_40","s3biv_41","s3biv_42","s3biv_43ii","s3biv_44","s3biv_45","s3biv_45_1","s3biv_45_2","s3biv_45_3","s3biv_45_4","s3biv_45_5","s3biv_46i","s3biv_46ii","s3biv_47i","s3biv_47ii","s3biv_48i","s3biv_48ii","s3biv_49","hhno"
5,66,172,19,2,1,1,3,7,,5,"1,6",1,6,,,,40,,20,,0,,4,105172019
5,8,158,35,1,1,1,88,16,,2,"1,2,5",1,2,5,,,250,,0,,0,,2,105158035
5,11,166,60,5,2,1,88,12,,5,"1,8",1,8,,,,40,,10,,50,,4,105166060
5,9,161,11,1,1,1,51,4,,2,"1",1,,,,,300,,,,40,,3,105161011
5,14,174,11,2,2,1,3,12,,3,"1,6",1,6,,,,20,0,,,15,0,,105174011
5,71,148,50,3,1,1,3,7,,5,"1",1,,,,,10,,,,10,,3,105148050
5,12,170,8,3,1,1,1,13,,2,"1,5,6",1,5,6,,,50,0,,,150,0,,105170008
5,8,160,18,1,2,1,88,4,,5,"1",1,,,,,500,,10,,10,,3,105160018
5,14,173,32,6,2,1,88,4,,5,"1,8,9",1,8,9,,,80,,70,,30,,3,105173032
5,7,156,49,1,2,1,11,13,,5,"1",1,,,,,2,,,,2,,,105156049
5,9,163,72,1,1,1,6,4,,5,"1",1,,,,,30,,,,20,,3,105163072
5,7,156,41,1,1,1,3,4,,5,"1",1,,,,,20,,,,25,,3,105156041
5,15,177,11,1,2,1,88,4,,5,"1,8,10",1,8,10,,,30,,100,,100,,3,105177011
5,69,134,22,1,1,2,,12,,5,"5",5,,,,,70,,,,,,3,105134022
5,67,154,18,6,1,1,6,12,,5,"1,2",1,2,,,,100,,20,,,,3,105154018
5,69,135,99,2,1,1,4,13,1,4,"1",1,,,,,30,,20,,10,,,105135099
5,67,152,41,1,1,,,4,,5,"1",1,,,,,10,,3,,,,,105152041
5,9,162,32,2,1,1,88,12,,4,"1,8,9",1,8,9,,,200,0,,,,,4,105162032
5,67,150,8,2,1,1,16,16,,4,"2",2,,,,,,,,,100,,3,105150008
5,80,143,8,1,1,1,4,4,-8,5,"1",1,,,,,50,,,,140,,4,105143008
5,14,173,1,1,1,1,1,12,,5,"1,6",1,6,,,,200,,,,40,,4,105173001
5,67,151,7,1,2,2,,4,,3,"1",1,,,,,20,,40,,,,4,105151007
5,8,160,27,1,1,1,88,4,,5,"1,2,5",1,2,5,,,200,,50,,70,,3,105160027
5,73,142,54,1,1,1,1,12,,5,"1",1,,,,,200,,,,30,,3,105142054
5,8,160,16,2,1,1,88,16,,5,"1,4",1,4,,,,200,,,,200,,2,105160016
5,14,173,25,1,2,1,8,4,,5,"1",1,,,,,30,,,,50,,3,105173025
5,9,162,32,1,1,1,88,4,,5,"1,8",1,8,,,,20,0,,,20,0,4,105162032
5,70,136,11,1,1,1,1,12,,3,"1",1,,,,,80,,,,,,3,105136011
5,8,159,2,1,1,1,88,6,,5,"1,6",1,6,,,,300,0,,,100,0,2,105159002
5,70,138,5,3,1,1,8,1,,1,"1",1,,,,,10,,,,,,3,105138005
5,11,166,31,1,1,1,1,13,,5,"1",1,,,,,40,,,,50,,3,105166031
5,10,165,10,1,1,1,88,4,,5,"1",1,,,,,50,,,,200,,3,105165010
5,69,134,11,1,1,2,,1,-8,5,"1",1,,,,,,,10,,,,4,105134011
5,66,172,28,2,1,2,,4,,5,"1",1,,,,,150,,50,,0,,4,105172028
5,13,171,32,3,1,1,88,16,,5,"1,3,4",1,3,4,,,1000,0,0,0,0,0,4,105171032
5,12,169,23,1,2,1,88,4,,5,"1",1,,,,,10,0,,,40,0,4,105169023
5,7,155,27,2,2,1,88,4,,5,"1",1,,,,,100,,50,,60,,3,105155027
5,12,169,7,1,2,1,4,13,,5,"1",1,,,,,,,10,0,,,3,105169007
5,12,169,23,2,2,1,88,4,,5,"1",1,,,,,10,0,,,20,0,4,105169023
5,14,173,9,1,8,1,88,4,,5,"1,5,8",1,5,8,,,70,,200,,150,,3,105173009
5,15,176,8,2,1,,88,2,,5,"1,5",1,5,,,,200,,50,,10,,3,105176008
5,5,147,15,1,1,2,,16,-8,5,"7",7,,,,,100,,0,,0,,2,105147015
5,67,150,8,1,1,1,16,16,,4,"2",2,,,,,,,,,100,,3,105150008
5,8,160,8,1,2,1,88,6,,5,"1",1,,,,,200,,150,,200,,3,105160008
5,8,159,21,1,3,1,88,4,,2,"1,5,6",1,5,6,,,500,0,200,0,60,0,3,105159021
5,67,154,42,1,2,2,,4,,5,"1",1,,,,,20,,10,,,,3,105154042
5,67,153,19,1,1,1,3,12,,5,"1",1,,,,,5,,,,,,4,105153019
5,11,166,60,3,2,1,88,12,,5,"1,8",1,8,,,,10,,,,10,,3,105166060
5,8,158,37,3,1,1,4,6,,5,"1",1,,,,,50,0,50,0,,,3,105158037
5,10,165,38,1,1,1,2,12,,2,"1",1,,,,,300,,50,,,,3,105165038
5,66,172,30,1,1,1,88,4,,2,"1,5,8",1,5,8,,,100,,20,,0,,4,105172030
5,82,139,1,1,1,1,1,6,,2,"1",1,,,,,240,,10,,10,,3,105139001
5,15,176,34,4,1,,7,4,,5,"1",1,,,,,30,,,,40,,,105176034
5,14,173,32,3,1,1,88,4,,5,"1,8,9",1,8,9,,,40,,30,,4,,3,105173032
5,9,162,31,1,2,1,88,13,,5,"1,8",1,8,,,,30,0,10,0,,,3,105162031
5,14,174,29,1,1,1,88,4,,5,"1,8",1,8,,,,,,,,50,0,3,105174029
5,8,160,41,1,1,1,88,2,,5,"1,6,8",1,6,8,,,1000,,150,,100,,2,105160041
5,8,157,43,1,2,,1,4,,3,"1",1,,,,,50,,,,,,4,105157043
5,8,159,10,2,1,2,,12,,5,"1,4,6",1,4,6,,,20,0,20,0,5,0,3,105159010
5,70,138,27,2,1,1,10,1,,2,"1",1,,,,,10,,,,,,3,105138027
5,5,147,52,3,1,1,4,1,,1,"1",1,,,,,,,365,,,,,105147052
5,9,161,35,1,1,1,88,13,,1,"1,6,8",1,6,8,,,30,,150,,20,,3,105161035
5,66,172,46,2,1,1,2,12,,5,"1,9",1,9,,,,80,,30,,0,,4,105172046
5,10,165,20,1,1,1,6,12,,2,"1",1,,,,,30,,,,5,,3,105165020
5,66,172,30,4,1,1,5,12,,2,"1,5,6",1,5,6,,,100,,15,,0,,4,105172030
5,67,152,6,2,1,1,6,4,,3,"1",1,,,,,10,,,,,,,105152006
5,71,148,11,1,1,1,10,5,,5,"2",2,,,,,,,,,45,,5,105148011
5,12,168,63,1,1,1,9,13,,5,"1",1,,,,,,,8,,,,3,105168063
5,9,162,17,2,1,1,3,12,,5,"1",1,,,,,30,0,,,15,0,3,105162017
5,68,137,5,1,1,1,7,12,,5,"1,2",1,2,,,,140,,0,,0,,3,105137005
5,7,156,13,1,2,1,13,12,,4,"8",8,,,,,20,,10,,15,,,105156013
5,80,143,38,1,1,1,88,12,,5,"1",1,,,,,50,,,,,,1,105143038
5,73,142,51,1,2,1,6,6,,5,"1",1,,,,,60,,,,24,,5,105142051
5,15,176,30,2,1,,2,12,,5,"1,2,5",1,2,5,,,100,,50,,,,3,105176030
5,80,146,58,2,2,1,88,12,,2,"1",1,,,,,240,,,,,,4,105146058
5,67,151,5,1,1,1,8,4,,2,,,,,,,10,,,,,,,105151005
5,69,135,66,7,1,1,88,12,,3,"1",1,,,,,100,,,,70,,3,105135066
5,80,143,20,2,1,1,4,4,,5,"1",1,,,,,40,,,,30,,3,105143020
5,8,158,51,1,1,1,88,4,,5,"5,7",5,7,,,,800,0,0,0,0,0,,105158051
5,15,177,27,1,1,1,88,4,,5,"1,6,8",1,6,8,,,100,,40,,30,,3,105177027
5,10,164,19,3,1,1,17,4,,5,"1",1,,,,,,,,,20,,,105164019
5,67,151,32,1,1,1,8,4,,4,"1",1,,,,,50,,,,,,3,105151032
5,14,173,6,2,2,1,88,,,5,"1,6,8",1,6,8,,,100,,,,,,2,105173006
5,11,166,1,1,1,1,88,16,,5,"1",1,,,,,140,,,,,,1,105166001
5,66,172,30,6,1,1,10,12,,2,"1,5,6",1,5,6,,,100,,10,,0,,4,105172030
5,68,137,14,2,1,1,88,12,,5,"1",1,,,,,100,,0,,0,,5,105137014
5,5,147,39,2,1,1,2,16,,2,"1",1,,,,,150,,,,500,,2,105147039
5,9,162,29,3,2,1,88,12,,2,"1",1,,,,,50,0,10,0,,,4,105162029
5,7,156,48,2,2,1,88,13,,5,"1,8",1,8,,,,6,,15,,6,,4,105156048
5,12,170,12,1,1,1,88,4,,5,"1",1,,,,,,,,,20,0,3,105170012
5,12,170,30,4,2,1,88,4,,5,"1,6,7",1,6,7,,,120,0,10,0,70,0,3,105170030
5,7,156,34,1,1,1,8,4,,5,"1",1,,,,,20,,,,30,,,105156034
5,8,160,13,2,1,1,88,4,,5,"5",5,,,,,1000,,,,,,3,105160013
5,8,157,10,1,1,1,88,13,,5,"1",1,,,,,,,50,,,,3,105157010
5,80,143,7,1,1,2,,4,,5,"1,2",1,2,,,,150,,,,,,5,105143007
5,12,169,24,5,2,1,88,4,,5,"1,6,7",1,6,7,,,60,0,80,0,24,0,4,105169024
5,12,169,24,1,2,1,88,4,,5,"1,6,7",1,6,7,,,150,0,200,0,150,0,4,105169024
5,70,138,81,1,1,2,,4,-8,3,"1",1,,,,,80,,,,150,,4,105138081
5,9,163,78,2,1,1,1,4,,3,"1,5",1,5,,,,240,,,,10,,4,105163078
5,12,169,35,1,1,1,2,4,,5,"8",8,,,,,,,12,0,50,0,3,105169035
5,7,156,16,1,2,1,18,12,,3,"1",1,,,,,30,,50,,25,,4,105156016
5,69,135,99,4,1,1,6,1,1,6,"1",1,,,,,,,2,,,,,105135099
5,12,168,78,1,1,1,88,4,,5,"1,6",1,6,,,,100,,,,20,,3,105168078
5,15,176,8,1,1,,1,4,,5,"1",1,,,,,40,,,,,,3,105176008
5,71,148,5,2,1,1,7,16,,5,"1",1,,,,,600,,,,20,,2,105148005
5,13,171,18,1,4,1,88,4,,5,"5",5,,,,,0,0,0,0,30,0,3,105171018
5,7,155,24,2,1,1,1,16,,3,"8",8,,,,,1100,,,,1000,,2,105155024
5,82,139,51,1,1,1,11,4,-8,2,"1",1,,,,,120,,,,20,,,105139051
5,80,145,21,3,1,1,5,4,,3,"1",1,,,,,30,,15,,15,,3,105145021
5,9,163,16,1,2,1,88,12,,5,"1",1,,,,,50,,,,,,5,105163016
5,9,161,13,1,1,1,3,12,,5,"1",1,,,,,30,,,,20,,3,105161013
5,7,155,27,5,1,1,88,7,,5,"1",1,,,,,100,,50,,50,,3,105155027
5,73,142,33,1,1,1,88,13,,1,"1,2",1,2,,,,220,,,,,,3,105142033
5,9,162,20,2,1,1,5,4,,5,"1",1,,,,,40,0,,,25,0,,105162020
5,68,137,4,1,1,1,88,7,,5,"1",1,,,,,200,,0,,60,,3,105137004
5,8,159,2,2,1,1,88,6,,5,"1",1,,,,,50,0,50,0,,,,105159002
5,8,158,24,1,1,1,2,4,-8,5,"1,5",1,5,,,,100,0,0,0,0,0,4,105158024
5,71,148,74,6,1,1,7,7,,3,"1,6",1,6,,,,40,,150,,25,,4,105148074
5,8,159,16,1,1,1,88,12,,2,"1,2,5",1,2,5,,,800,,500,,,,3,105159016
5,66,172,4,1,1,2,,14,,5,"1",1,,,,,50,,30,,0,,3,105172004
5,9,163,78,1,1,1,9,12,,5,"1",1,,,,,20,,,,10,,3,105163078
5,5,147,18,2,1,1,5,4,-8,2,"1,5",1,5,,,,240,,0,,0,,3,105147018
5,10,165,35,3,2,1,88,13,,5,"1,6,8",1,6,8,,,60,,30,,25,,3,105165035
5,71,148,46,1,1,1,7,4,,4,"1,2",1,2,,,,40,,,,40,,3,105148046
5,10,164,25,1,1,1,88,4,,2,"1,4,8",1,4,8,,,30,,300,,40,,3,105164025
5,10,165,15,3,1,1,4,4,,5,"1,5",1,5,,,,50,,10,,15,,,105165015
5,15,176,47,1,1,,1,7,,5,"1",1,,,,,20,,,,20,,3,105176047
5,66,172,30,5,1,1,8,12,,2,"1,5,6",1,5,6,,,100,,10,,0,,4,105172030
5,15,176,47,3,1,,5,7,,5,"1",1,,,,,50,,,,15,,3,105176047
5,80,146,28,1,2,1,3,4,,2,"1,5",1,5,,,,120,,15,,,,,105146028
5,11,166,56,2,1,1,88,6,,5,"1,8",1,8,,,,50,,20,,60,,,105166056
5,8,159,21,2,3,1,88,12,,2,"1,2",1,2,,,,5000,0,120,0,40,0,4,105159021
5,11,166,62,2,1,1,88,12,,4,"1",1,,,,,,,100,,,,3,105166062
5,15,176,90,1,1,1,1,4,,5,"1,2",1,2,,,,50,,,,,,,105176090
5,80,143,10,1,1,1,88,4,,4,"1,5",1,5,,,,50,,,,30,,3,105143010
5,70,136,38,1,1,1,2,12,,3,"1",1,,,,,60,,30,,15,,4,105136038
5,67,151,29,1,1,1,1,14,,4,"1",1,,,,,50,,500,,,,,105151029
5,10,164,25,4,1,1,88,13,30,1,"1",1,,,,,,,400,,,,3,105164025
5,14,173,25,3,2,1,9,4,,5,"1",1,,,,,20,,,,10,,3,105173025
5,66,172,9,1,1,1,2,4,,2,"1,5,7",1,5,7,,,150,,10,,0,,4,105172009
5,82,139,71,3,1,2,,4,,2,"1",1,,,,,35,,10,,,,3,105139071
5,14,174,65,2,1,1,2,12,,5,"1",1,,,,,15,0,,,,,4,105174065
5,82,140,9,1,1,2,,1,,1,"1",1,,,,,50,,,,,,,105140009
5,67,153,25,1,1,1,3,4,,5,"1",1,,,,,,,20,,,,,105153025
5,67,154,18,5,1,1,5,4,,5,"1,2",1,2,,,,50,,10,,,,3,105154018
5,14,174,65,1,1,1,1,12,,5,"1",1,,,,,15,0,,,,,4,105174065
5,12,169,24,4,2,1,88,12,,5,"1,6,7",1,6,7,,,40,0,35,0,60,0,4,105169024
5,67,152,41,2,1,,,13,,5,"1",1,,,,,10,,3,,,,,105152041
5,68,137,23,1,1,1,3,12,,5,"1,2",1,2,,,,200,,,,,,5,105137023
5,10,165,35,2,2,1,88,4,,5,"1,6,8",1,6,8,,,80,,40,,35,,3,105165035
5,68,137,5,2,1,1,4,4,,5,"1,2",1,2,,,,90,,0,,10,,4,105137005
5,67,153,31,6,1,1,6,1,,5,"1,2",1,2,,,,40,,10,,,,,105153031
5,82,140,1,3,1,,10,4,,5,"1",1,,,,,,,,,20,,3,105140001
5,67,150,1,1,1,1,1,12,,3,"1",1,,,,,60,,60,,30,,4,105150001
5,67,153,21,2,2,1,3,1,,5,"1,2",1,2,,,,10,,100,,,,3,105153021
5,15,176,6,1,2,1,10,4,,5,"1",1,,,,,40,,,,35,,,105176006
5,5,147,52,1,1,1,1,12,,2,"1",1,,,,,120,,,,30,,,105147052
5,9,163,47,1,2,1,88,13,,2,"1",1,,,,,,,500,,,,4,105163047
5,66,172,30,3,1,1,4,4,,2,"1,5,6",1,5,6,,,100,,20,,0,,4,105172030
5,14,173,32,4,2,1,88,4,,5,"1,8,9",1,8,9,,,20,,65,,15,,3,105173032
5,82,139,84,1,1,1,88,12,,5,"1",1,,,,,60,,30,,20,,4,105139084
5,9,162,29,2,5,1,88,12,,5,"1,8",1,8,,,,50,0,20,0,50,0,3,105162029
5,14,174,70,1,1,1,7,12,,4,"1",1,,,,,20,0,,,40,0,4,105174070
5,80,144,9,2,2,1,6,4,,5,"1",1,,,,,50,,0,,0,,3,105144009
5,67,153,21,1,1,1,1,4,,5,"1,2",1,2,,,,50,,20,,30,,3,105153021
5,82,140,9,2,1,2,,1,,1,"1",1,,,,,130,,40,,,,,105140009
5,7,155,21,1,2,1,17,4,,5,"1,3",1,3,,,,100,,100,,,,4,105155021
5,10,165,47,1,1,1,88,4,,2,"1,6",1,6,,,,240,,,,30,,4,105165047
5,7,155,30,2,1,1,88,12,-8,5,"1,6,8",1,6,8,,,100,,500,,300,,3,105155030
5,12,170,27,2,1,1,88,4,,5,"1",1,,,,,,,100,0,,,3,105170027
5,10,165,31,5,1,1,88,13,,5,"1,8",1,8,,,,60,,14,,20,,3,105165031
5,7,156,41,2,1,1,88,13,,5,"1",1,,,,,,,,,15,,3,105156041
5,11,166,62,4,1,1,88,12,,4,"1",1,,,,,,,100,,,,3,105166062
5,8,157,28,2,5,1,88,16,,4,"1,5",1,5,,,,,,,,120,,4,105157028
5,12,169,3,1,2,1,9,12,,5,"1",1,,,,,20,0,,,,,,105169003
5,71,148,74,2,1,1,2,4,,3,"1,6",1,6,,,,50,,60,,15,,4,105148074
5,80,145,21,4,2,1,6,4,,3,"1",1,,,,,30,,20,,,,3,105145021
5,10,165,19,1,1,1,4,12,,2,"1",1,,,,,150,,,,40,,3,105165019
5,9,161,29,1,1,1,1,12,,3,"1,6,8",1,6,8,,,300,,,,,,2,105161029
5,8,160,39,1,1,1,88,6,,5,"1",1,,,,,50,,,,20,,3,105160039
5,82,139,88,1,1,1,3,1,-8,2,"1",1,,,,,60,,,,,,,105139088
5,8,158,19,1,1,,2,,,5,"1,5",1,5,,,,60,0,,,10,0,3,105158019
5,80,143,24,2,1,1,4,4,,5,"1",1,,,,,30,,,,,,,105143024
5,70,138,79,1,1,1,2,1,1,1,"1",1,,,,,20,,,,,,3,105138079
5,10,164,19,4,1,1,16,12,,5,"1",1,,,,,5,,,,10,,,105164019
5,69,134,30,1,1,,88,7,,5,"9",9,,,,,50,,,,,,3,105134030
5,5,147,37,1,1,1,5,7,-8,3,"1",1,,,,,70,,0,,0,,4,105147037
5,15,176,34,1,1,,2,4,,5,"1",1,,,,,20,,,,,,,105176034
5,73,142,59,2,1,1,2,4,,5,"1,2",1,2,,,,120,,,,40,,3,105142059
5,8,160,11,3,2,1,88,12,,5,"1",1,,,,,30,,100,,,,4,105160011
5,11,166,62,1,1,1,88,12,,4,"1,6",1,6,,,,50,,100,,,,3,105166062
5,9,163,34,2,2,1,88,4,,5,"1,8",1,8,,,,80,,10,,25,,3,105163034
5,67,150,57,2,1,1,4,1,45,2,"1",1,,,,,20,,50,,,,3,105150057
5,71,148,82,3,2,1,9,6,,2,"1,6",1,6,,,,140,,,,20,,3,105148082
5,9,162,17,1,1,1,5,12,,5,"1",1,,,,,20,0,,,20,0,3,105162017
5,8,158,37,4,1,1,5,6,,5,"1",1,,,,,50,0,10,0,,,3,105158037
5,15,176,6,3,1,1,3,7,,5,"1",1,,,,,50,,,,,,,105176006
5,69,135,66,5,1,1,7,4,,3,"1",1,,,,,120,,,,40,,4,105135066
5,67,153,31,2,2,1,3,4,,5,"1",1,,,,,,,80,,,,,105153031
5,67,150,17,1,1,1,1,16,,4,"1",1,,,,,50,,,,50,,4,105150017
5,15,176,22,1,1,,2,4,,5,"1,2",1,2,,,,100,,50,,,,3,105176022
5,7,155,2,5,2,1,88,12,,5,"1,6,8",1,6,8,,,100,,150,,200,,3,105155002
5,67,152,20,1,1,1,1,4,,3,"1,2",1,2,,,,40,,50,,60,,4,105152020
5,80,143,24,1,1,1,3,4,,5,"1",1,,,,,50,,,,,,,105143024
5,82,139,107,1,1,1,5,4,,2,"1",1,,,,,120,,40,,,,,105139107
5,73,142,55,3,2,1,6,6,,5,"1,2",1,2,,,,80,,,,35,,3,105142055
5,73,142,54,3,2,1,2,4,,5,"1",1,,,,,120,,,,20,,3,105142054
5,8,158,41,2,1,1,88,16,,5,"1,8",1,8,,,,195,,0,0,0,,2,105158041
5,71,148,74,1,1,1,1,4,,3,"1,6",1,6,,,,40,,70,,30,,4,105148074
5,80,146,45,1,1,1,4,6,1,5,"1",1,,,,,60,,,,,,,105146045
5,67,151,11,1,1,1,6,4,,2,"1",1,,,,,20,,,,,,4,105151011
5,9,161,35,3,1,1,88,13,,5,"1,6,8",1,6,8,,,30,,40,,20,,3,105161035
5,68,137,8,2,1,1,88,7,,5,"1,5",1,5,,,,50,,0,,40,,3,105137008
5,12,169,24,2,2,1,88,4,,5,"1,6,7",1,6,7,,,50,0,70,0,40,0,4,105169024
5,67,152,28,1,1,2,,4,,3,"1",1,,,,,,,,,150,,4,105152028
5,68,137,35,1,1,1,4,4,,5,"1,2",1,2,,,,200,,,,20,,3,105137035
5,7,156,8,1,1,1,88,4,,5,"1,9",1,9,,,,40,,50,,50,,4,105156008
5,14,173,25,2,2,1,10,4,,5,"1",1,,,,,20,,,,10,,3,105173025
5,10,165,20,2,1,1,9,1,,2,"1",1,,,,,25,,,,15,,3,105165020
5,68,137,35,2,2,1,6,4,,5,"1,2",1,2,,,,180,,,,40,,3,105137035
5,69,135,76,1,1,2,,15,,4,"1",1,,,,,50,,,,,,4,105135076
5,70,138,33,4,1,1,14,1,,1,"1",1,,,,,2,,,,,,3,105138033
5,5,147,39,1,1,1,1,16,,4,"1",1,,,,,500,,,,,,2,105147039
5,70,138,33,2,1,1,12,1,,1,"1",1,,,,,2,,,,,,3,105138033
5,69,135,99,1,1,1,3,4,1,4,"1",1,,,,,30,,20,,5,,,105135099
5,11,166,23,2,1,1,4,4,,2,"1,6",1,6,,,,960,,,,,,4,105166023
5,7,155,27,1,2,1,88,4,,5,"1",1,,,,,150,,50,,80,,3,105155027
5,12,168,88,1,1,1,88,4,,1,"1,2,5",1,2,5,,,900,,170,,100,,3,105168088
5,80,143,20,1,2,1,1,4,,5,"1,3",1,3,,,,80,,,,20,,3,105143020
5,9,162,19,2,1,1,2,1,-8,2,,,,,,,,,10,0,,,,105162019
5,67,152,23,1,1,1,9,4,,3,"1",1,,,,,20,,,,,,4,105152023
5,68,137,14,1,1,1,88,16,,5,"1",1,,,,,50,,0,,0,,5,105137014
5,67,150,66,3,1,1,3,4,,5,"1",1,,,,,30,,20,,15,,3,105150066
5,69,135,99,5,1,1,7,4,1,4,"5",5,,,,,100,,50,,30,,,105135099
5,67,153,52,1,1,2,,16,,5,"1",1,,,,,150,,,,,,4,105153052
5,12,169,3,2,2,1,88,13,,5,"1",1,,,,,,,20,0,,,,105169003
5,7,156,35,2,1,1,5,1,,1,"1",1,,,,,20,,30,,5,,3,105156035
5,7,155,2,4,1,1,88,4,,5,"1,8",1,8,,,,50,,100,,150,,4,105155002
5,12,170,30,2,2,1,88,4,,5,"1,6",1,6,,,,90,0,40,0,40,0,3,105170030
5,12,170,25,1,1,1,88,4,,5,"1,10",1,10,,,,,,,,20,0,4,105170025
5,73,142,59,1,1,1,1,13,,5,"1,2",1,2,,,,200,,,,20,,3,105142059
5,9,161,30,1,1,1,88,4,,5,"1",1,,,,,10,,20,,,,3,105161030
5,10,165,5,2,1,1,5,4,,2,"1",1,,,,,250,,,,50,,3,105165005
5,14,173,31,2,2,1,7,12,,5,"1",1,,,,,,,25,,,,4,105173031
5,71,148,50,2,1,1,2,12,,5,"1,2",1,2,,,,30,,,,30,,3,105148050
5,12,168,9,1,1,2,,12,,5,"1,2,5",1,2,5,,,200,,,,50,,3,105168009
5,73,142,37,1,1,1,88,12,,1,"1,2",1,2,,,,20,,,,38,,5,105142037
5,11,166,56,1,1,1,88,6,,5,"1,8",1,8,,,,50,,20,,40,,,105166056
5,67,152,55,1,1,1,4,4,,5,"2",2,,,,,120,,,,60,,3,105152055
5,66,172,19,1,1,1,1,7,,5,"1,6",1,6,,,,40,,30,,0,,4,105172019
5,12,168,63,3,1,1,88,1,-8,1,"1",1,,,,,400,,,,,,3,105168063
5,12,168,63,2,1,1,88,1,-8,1,"1",1,,,,,50,,,,,,3,105168063
5,8,160,32,1,1,2,,,,5,"1",1,,,,,150,,,,,,2,105160032
5,8,158,34,1,1,2,,6,,2,"1,2",1,2,,,,10,0,,,,,3,105158034
5,73,142,54,2,2,1,2,4,,5,"1",1,,,,,140,,,,,,3,105142054
5,15,175,28,1,1,1,2,16,,3,"1,2,5",1,2,5,,,1000,,600,,400,,4,105175028
5,12,168,42,1,1,2,,13,-8,1,"1",1,,,,,104,,,,,,5,105168042
5,73,142,38,1,1,1,88,12,,5,"1,2",1,2,,,,200,,,,,,4,105142038
5,67,154,4,1,1,1,88,4,,4,"8",8,,,,,,,40,,,,4,105154004
5,70,136,27,1,1,1,1,12,,3,"1",1,,,,,45,,,,,,3,105136027
5,10,165,31,4,1,1,88,4,,5,"1,8",1,8,,,,30,,10,,16,,3,105165031
5,70,136,14,4,1,1,7,1,,3,"1",1,,,,,,,40,,,,3,105136014
5,8,157,70,1,2,1,2,16,,3,"1",1,,,,,1000,,300,,300,,7,105157070
5,82,139,71,1,1,1,2,8,,5,"1",1,,,,,40,,,,,,4,105139071
5,73,142,55,2,2,1,3,4,,5,"1,2",1,2,,,,200,,,,,,3,105142055
5,9,162,8,2,2,1,9,12,,9,"1,6,8",1,6,8,,,30,0,12,0,30,0,5,105162008
5,80,143,28,1,1,1,1,6,,4,"1,2",1,2,,,,100,,60,,40,,3,105143028
5,9,161,16,1,1,1,1,4,,2,"1,5",1,5,,,,120,,,,20,,4,105161016
5,67,152,45,1,1,1,4,9,,5,"2",2,,,,,,,,,50,,4,105152045
5,71,148,82,1,2,1,5,4,,2,"1,6",1,6,,,,100,,,,30,,3,105148082
5,67,150,55,1,2,1,7,4,,5,"1",1,,,,,60,,40,,20,,3,105150055
5,67,152,41,3,1,,,13,,5,"1",1,,,,,10,,3,,,,,105152041
5,70,136,27,4,1,1,4,1,29,1,"1",1,,,,,40,,30,,,,3,105136027
5,10,165,57,1,1,1,1,16,,2,"1,6",1,6,,,,300,,,,,,2,105165057
5,9,162,9,2,1,1,2,4,,3,"1,8,9",1,8,9,,,30,0,30,0,,,4,105162009
5,9,162,9,1,1,1,1,4,,3,"1,8,9",1,8,9,,,50,0,,,20,0,4,105162009
5,15,175,105,1,1,1,2,13,,4,"1",1,,,,,,,10,,,,5,105175105
5,10,165,10,2,1,1,88,4,,5,"1",1,,,,,80,,,,50,,3,105165010
5,66,172,46,1,1,1,1,12,,5,"1,9",1,9,,,,60,,40,,0,,4,105172046
5,15,177,27,2,1,1,88,12,,5,"1,6,8",1,6,8,,,,,50,,20,,3,105177027
5,14,174,11,1,2,1,1,13,,3,"1,6",1,6,,,,50,0,,,10,0,,105174011
5,67,150,66,2,1,1,2,4,,5,"1",1,,,,,20,,30,,20,,3,105150066
5,70,138,5,1,1,1,6,4,,2,"1",1,,,,,15,,20,,,,4,105138005
5,67,151,10,1,1,1,7,6,,4,"1",1,,,,,10,,50,,,,,105151010
5,13,171,23,1,1,1,1,12,,5,"1,2,6",1,2,6,,,100,0,0,0,80,0,3,105171023
5,82,139,79,1,1,1,2,4,,3,"1",1,,,,,80,,20,,20,,,105139079
5,69,135,12,4,1,1,1,1,,1,"1",1,,,,,250,,200,,15,,3,105135012
5,8,157,21,1,1,,3,14,,6,"1,6",1,6,,,,100,,,,,,4,105157021
5,14,173,6,1,2,1,88,12,,5,"1,6,8",1,6,8,,,100,,100,,100,,4,105173006
5,9,162,24,1,1,1,12,12,,5,"1",1,,,,,260,0,,,20,0,,105162024
5,8,158,25,1,1,1,11,16,,4,"8",8,,,,,200,,0,0,0,0,,105158025
5,70,138,33,1,1,1,11,1,,1,"1",1,,,,,2,,,,,,3,105138033
5,82,139,79,2,2,1,3,12,,3,"1",1,,,,,80,,20,,20,,,105139079
5,70,138,33,3,1,1,13,1,,1,"1",1,,,,,2,,,,,,3,105138033
5,14,174,11,4,2,1,2,1,,1,"1",1,,,,,10,0,40,0,5,0,,105174011
5,67,151,7,2,1,2,,1,,1,"1",1,,,,,18,,,,,,3,105151007
5,67,154,23,1,1,2,,12,,2,"1,2,5",1,2,5,,,20,,,,30,,4,105154023
5,67,153,29,1,1,2,,4,,5,"1",1,,,,,,,12,,,,4,105153029
5,15,177,4,1,1,1,6,4,,5,"1",1,,,,,70,,,,100,,3,105177004
5,7,155,30,3,1,1,88,4,-8,5,"1,6,8",1,6,8,,,100,,300,,300,,3,105155030
