"id1","id2","id3","id4","entno","s5bii_10aii","s5bii_10bii","s5bii_10cii","s5bii_10dii","s5bii_11a","s5bii_11b","s5bii_11c","s5bii_11d","s5bii_12a","s5bii_12b","s5bii_12c","s5bii_12d","s5bii_13a","s5bii_13b","s5bii_13c","s5bii_13d","s5bii_14a","s5bii_14b","s5bii_14c","s5bii_14d","s5bii_15a","s5bii_15b","s5bii_15c","s5bii_15d","hhno"
3,1,85,125,1,1,,,,1,10,10,10,12,12,12,12,13,13,13,13,24,24,24,24,4.33333349227905,4.33333349227905,4.33333349227905,4.33333349227905,103085125
3,1,86,20,1,1,,,,1,,,,14,,,,10,,,,31,,,,10,,,,103086020
3,1,86,24,1,1,7,,,,,,,12,12,,,11,11,,,26,26,,,11,11,,,103086024
3,1,86,29,1,2,,,,1,,,,12,,,,8,,,,24,,,,8,,,,103086029
3,1,86,37,1,37,,,,1,,,,14,,,,12,,,,28,,,,12,,,,103086037
3,1,86,46,1,1,,,,1,,,,12,,,,4,,,,24,,,,3.20000004768372,,,,103086046
3,1,86,47,1,1,,,,1,,,,12,,,,16,,,,22,,,,2.93333339691162,,,,103086047
3,1,86,58,1,1,,,,1,,,,12,,,,4,,,,24,,,,3.20000004768372,,,,103086058
3,1,86,59,1,1,,,,1,,,,12,,,,16,,,,20,,,,3.20000004768372,,,,103086059
3,1,86,63,1,1,,,,1,,,,12,,,,11,,,,24,,,,16,,,,103086063
3,41,87,12,1,2,-8,,,1,7,,,12,12,,,9,9,,,26,26,,,9,9,,,103087012
3,41,87,32,1,2,,,,1,,,,14,,,,10,,,,30,,,,10,,,,103087032
3,41,87,44,1,1,,,,1,,,,12,,,,8,,,,26,,,,8,,,,103087044
3,41,88,4,1,2,,,,1,,,,4,,,,8,,,,8,,,,8,,,,103088004
3,41,88,11,1,11,,,,1,,,,,,,,,,,,7,,,,12,,,,103088011
3,41,88,12,1,1,,,,1,,,,,,,,,,,,4,,,,3,,,,103088012
3,41,88,19,1,1,,,,1,,,,14,,,,10,,,,30,,,,10,,,,103088019
3,41,88,25,1,25,,,,1,,,,7,,,,8,,,,7,,,,10,,,,103088025
3,44,89,3,1,1,,,,1,,,,12,,,,7,,,,26,,,,7,,,,103089003
3,44,89,4,1,1,2,3,4,1,3,3,3,13,13,13,13,4,4,4,4,26,26,26,26,4,4,4,4,103089004
3,44,89,16,1,1,,,,1,10,,,0,0,,,0,0,,,0,12,,,0,14,,,103089016
3,44,89,16,2,6,,,,1,,,,0,,,,0,,,,4,,,,5,,,,103089016
3,44,89,18,2,1,,,,1,7,10,,0,3,3,,0,5,5,,0,7,7,,0,5,5,,103089018
3,44,89,18,1,1,,,,1,9,9,9,12,12,12,12,9,9,9,9,24,24,24,24,9,9,9,9,103089018
3,44,89,44,1,1,-8,-8,-8,1,10,10,10,3,14,14,14,10,13,13,13,6,31,31,31,6,13,13,13,103089044
3,44,89,53,2,2,,,,1,,,,13,,,,7,,,,26,,,,3.36666655540466,,,,103089053
3,44,89,53,1,1,,,,1,,,,12,,,,10,,,,26,,,,8.66666698455811,,,,103089053
3,44,89,60,1,2,,,,1,,,,0,,,,0,,,,12,,,,4,,,,103089060
3,44,89,63,2,2,,,,1,,,,12,,,,12,,,,24,,,,12,,,,103089063
3,44,89,63,1,1,-8,-8,-8,1,10,7,9,12,12,12,12,12,12,12,12,24,24,24,24,12,12,12,12,103089063
3,44,89,99,1,2,,,,1,,,,0,,,,0,,,,6,,,,8,,,,103089099
3,40,90,1,1,1,2,,,1,2,,,10,10,,,8,8,,,20,20,,,8,8,,,103090001
3,40,90,3,1,1,,,,1,,,,,,,,,,,,24,,,,5,,,,103090003
3,40,90,5,1,1,-8,,,1,10,,,,,,,,,,,20,20,,,2,9,,,103090005
3,40,90,7,1,1,,,,1,,,,,,,,,,,,6,,,,10,,,,103090007
3,40,90,12,1,2,,,,1,10,10,,10,8,10,,10,8,10,,20,16,20,,10,10,10,,103090012
3,40,90,31,2,2,,,,1,,,,4,,,,7,,,,8,,,,7,,,,103090031
3,40,90,31,1,1,-8,,,1,10,,,12,12,,,6,12,,,24,24,,,6,12,,,103090031
3,40,90,32,1,1,2,3,,1,3,3,,2,1,1,,8,3,3,,6,3,3,,8,3,3,,103090032
3,40,90,34,2,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,103090034
3,40,90,34,1,2,,,,1,,,,6,,,,5,,,,24,,,,5,,,,103090034
3,44,91,10,1,1,,,,1,,,,12,,,,6,,,,26,,,,6,,,,103091010
3,44,91,22,1,1,,,,10,,,,12,,,,9,,,,25,,,,9,,,,103091022
3,44,91,76,1,2,,,,1,,,,4,,,,5,,,,8,,,,5,,,,103091076
3,44,91,79,1,1,,,,1,,,,3,,,,10,,,,24,,,,10,,,,103091079
3,44,91,84,1,1,,,,1,,,,4,,,,2,,,,15,,,,4,,,,103091084
3,44,91,88,1,1,3,,,1,7,,,12,12,,,9,9,,,20,20,,,9,9,,,103091088
3,44,91,89,1,2,,,,1,,,,14,,,,10,,,,20,,,,10,,,,103091089
3,44,91,99,2,2,,,,1,,,,4,,,,5,,,,24,,,,5,,,,103091099
3,44,91,99,1,1,,,,1,,,,10,,,,10,,,,24,,,,10,,,,103091099
3,44,91,108,1,2,,,,1,,,,9,,,,8,,,,26,,,,8,,,,103091108
3,44,91,113,1,1,,,,1,,,,,,,,,,,,8,,,,3,,,,103091113
3,44,91,114,1,1,,,,1,10,10,10,12,12,12,12,12,12,12,12,20,20,20,20,9,9,9,9,103091114
3,44,91,131,1,2,,,,1,,,,14,,,,10,,,,30,,,,10,,,,103091131
3,37,92,6,1,1,,,,1,,,,6,,,,12,,,,12,,,,12,,,,103092006
3,37,92,39,1,1,,,,1,,,,14,,,,8,,,,20,,,,8,,,,103092039
3,37,92,39,2,2,,,,1,,,,14,,,,6,,,,12,,,,6,,,,103092039
3,37,92,47,1,2,1,,,1,2,,,7,7,,,14,3,,,30,30,,,14,3,,,103092047
3,37,92,80,1,2,,,,1,,,,14,,,,5,,,,30,,,,5,,,,103092080
3,37,92,107,1,1,,,,1,,,,14,,,,12,,,,30,,,,12,,,,103092107
3,43,93,7,2,7,,,,1,10,,,6,12,,,2,12,,,12,24,,,2,12,,,103093007
3,43,93,7,1,7,7,,,1,2,10,10,,10,10,10,,6,8,8,,20,20,20,,6,8,8,103093007
3,43,93,8,1,1,,,,1,10,10,10,14,14,14,14,11,11,11,11,24,24,24,24,10,10,10,10,103093008
3,43,93,8,2,2,,,,1,,,,10,,,,6,,,,20,,,,6,,,,103093008
3,43,93,17,1,1,2,3,,1,5,5,,10,10,10,,10,10,10,,20,20,20,,6.66666650772095,6.66666650772095,6.66666650772095,,103093017
3,43,93,18,1,1,-8,-8,-8,1,7,7,7,3,3,3,3,11,11,11,11,12,12,12,12,11,11,11,11,103093018
3,43,93,18,2,2,,,,1,,,,12,,,,6,,,,24,,,,6,,,,103093018
3,43,93,21,1,2,,,,1,,,,12,,,,4,,,,20,,,,8,,,,103093021
3,43,93,34,1,1,,,,1,,,,7,,,,10,,,,31,,,,10,,,,103093034
3,43,93,38,2,2,4,5,,1,10,10,,14,4,4,,10,2,2,,28,8,8,,10,2,2,,103093038
3,43,93,38,1,1,,,,1,,,,0,,,,0,,,,20,,,,12,,,,103093038
3,43,93,55,1,2,,,,1,9,,,13,13,,,16,16,,,26,26,,,12.1333332061768,12.1333332061768,,,103093055
3,43,93,56,2,56,56,,,1,7,,,10,6,,,9,10,,,20,12,,,9,10,,,103093056
3,43,93,56,1,56,,,,1,10,10,10,1,1,1,1,6,6,6,6,4,4,4,4,8,8,8,8,103093056
3,43,94,2,1,2,,,,1,,,,6,,,,8,,,,24,,,,8,,,,103094002
3,43,94,14,1,2,1,,,1,2,3,,10,4,4,,8,3,3,,20,8,8,,8,3,3,,103094014
3,43,94,18,1,1,-8,,,1,10,,,10,10,,,10,10,,,20,20,,,10,10,,,103094018
3,43,94,18,2,2,,,,1,,,,4,,,,7,,,,16,,,,7,,,,103094018
3,43,94,38,1,1,,,,1,,,,14,,,,12,,,,30,,,,12,,,,103094038
3,43,94,47,1,1,,,,1,,,,14,,,,7,,,,30,,,,7,,,,103094047
3,43,94,49,1,1,,,,1,,,,10,,,,4,,,,20,,,,8,,,,103094049
3,43,94,51,1,51,,,,1,,,,2,,,,6,,,,12,,,,4,,,,103094051
3,43,94,53,1,2,,,,1,,,,6,,,,11,,,,24,,,,11,,,,103094053
3,43,94,60,1,1,,,,1,,,,,,,,,,,,,,,,,,,,103094060
3,43,95,13,1,2,,,,1,,,,14,,,,15,,,,30,,,,14,,,,103095013
3,43,95,33,2,33,,,,1,10,10,,11,6,6,,6,8,8,,24,12,12,,8,8,8,,103095033
3,43,95,33,1,33,,,,1,10,10,10,12,12,12,,10,10,10,,24,24,24,,10,10,10,,103095033
3,43,95,34,1,1,2,,,1,3,,,11,,,,5,,,,24,8,,,3,3,,,103095034
3,43,95,35,1,1,,,,1,,,,6,,,,10,,,,24,,,,10,,,,103095035
3,43,95,52,1,1,,,,1,,,,12,,,,4,,,,24,,,,4,,,,103095052
3,43,95,63,1,1,-8,,,1,10,,,,,,,,,,,24,24,,,8,8,,,103095063
3,43,95,74,1,1,,,,1,,,,4,,,,10,,,,8,,,,10,,,,103095074
3,43,96,8,1,1,,,,1,,,,3,,,,4,,,,12,,,,16,,,,103096008
3,43,96,10,1,2,,,,1,,,,3,,,,4,,,,12,,,,16,,,,103096010
3,43,96,27,1,1,,,,1,,,,12,,,,12,,,,24,,,,12,,,,103096027
3,43,96,39,1,39,,,,1,,,,,,,,,,,,14,,,,10,,,,103096039
3,43,96,50,1,2,1,,,1,2,,,8,10,,,8,1,,,16,20,,,8,1,,,103096050
3,43,96,53,1,2,,,,1,,,,10,,,,7,,,,20,,,,7,,,,103096053
3,43,96,81,1,2,,,,1,,,,7,,,,14,,,,22,,,,14,,,,103096081
3,43,96,98,1,1,,,,1,,,,12,,,,5,,,,24,,,,5,,,,103096098
3,43,97,5,1,1,-8,,,1,10,,,8,8,,,10,10,,,20,20,,,10,10,,,103097005
3,43,97,8,1,1,,,,1,,,,6,,,,10,,,,24,,,,10,,,,103097008
3,43,97,12,1,1,2,,,1,2,,,14,14,,,16,14,,,28,28,,,16,14,,,103097012
3,43,97,14,2,2,5,,,1,3,,,12,12,,,11,10,,,11,10,,,11,10,,,103097014
3,43,97,14,1,1,2,,,1,10,10,10,,,,,,,,,24,24,24,24,8,8,8,8,103097014
3,43,97,33,1,1,,,,1,9,9,9,,,,,,,,,,,,,,,,,103097033
3,43,97,34,1,1,,,,1,,,,13,,,,11,,,,30,,,,11,,,,103097034
3,43,98,21,1,1,,,,1,,,,12,,,,13,,,,24,,,,13,,,,103098021
3,43,98,57,1,2,,,,1,,,,10,,,,6,,,,20,,,,6,,,,103098057
3,43,98,74,1,74,,,,1,,,,14,,,,13,,,,28,,,,13,,,,103098074
3,43,98,90,1,1,,,,1,,,,10,,,,4,,,,20,,,,8,,,,103098090
3,39,99,13,1,13,,,,1,2,7,,4,2,2,,7,3,3,,8,4,4,,7,3,3,,103099013
3,39,99,14,1,14,,,,1,,,,14,,,,10,,,,28,,,,10,,,,103099014
3,39,99,16,1,16,,,,1,,,,12,,,,7,,,,24,,,,7,,,,103099016
3,39,99,20,1,2,,,,1,,,,13,,,,8,,,,26,,,,8,,,,103099020
3,39,99,21,1,1,,,,1,,,,10,,,,5,,,,20,,,,3.33333325386047,,,,103099021
3,39,99,25,2,2,,,,1,,,,12,,,,6,,,,24,,,,3.46666669845581,,,,103099025
3,39,99,25,1,1,,,,1,,,,10,,,,10,,,,20,,,,6.66666650772095,,,,103099025
3,39,99,29,1,1,-8,,,1,7,,,0,0,,,0,0,,,10,10,,,8,8,,,103099029
3,38,100,2,1,1,-8,,,1,10,,,12,12,,,9,9,,,24,24,,,9,9,,,103100002
3,38,100,4,1,1,,,,1,,,,,,,,,,,,4,,,,9,,,,103100004
3,38,100,10,2,2,3,,,2,3,,,12,12,,,6,7,,,24,24,,,6,7,,,103100010
3,38,100,10,1,1,,,,1,,,,14,,,,12,,,,31,,,,12,,,,103100010
3,38,100,15,1,1,,,,1,,,,4,,,,12,,,,8,,,,12,,,,103100015
3,38,100,16,1,1,,,,1,,,,12,,,,12,,,,24,,,,12,,,,103100016
3,38,100,17,1,17,,,,1,3,7,7,,12,4,4,,7,3,3,,24,8,8,,7,3,3,103100017
3,38,100,56,1,2,,,,1,,,,12,,,,10,,,,24,,,,10,,,,103100056
3,38,100,57,1,1,-8,,,1,9,,,12,12,,,13,13,,,24,24,,,13,13,,,103100057
3,38,100,58,1,58,,,,1,4,4,,8,12,12,,10,4,4,,24,24,24,,10,4,4,,103100058
3,38,100,68,1,-8,1,,,1,10,,,6,6,,,11,11,,,24,24,,,11,11,,,103100068
4,3,101,32,1,1,,,,1,9,,,14,13,,,12,12,,,30,30,,,12,12,,,104101032
4,3,101,38,1,1,,,,1,,,,,,,,,,,,26,,,,12,,,,104101038
4,3,101,39,1,1,40,,,1,5,,,12,12,,,9,9,,,26,26,,,9,9,,,104101039
4,3,101,52,1,1,,,,1,,,,14,,,,8,,,,30,,,,8,,,,104101052
4,3,101,65,1,1,,,,1,,,,14,,,,9,,,,30,,,,9,,,,104101065
4,3,101,69,1,1,,,,1,,,,14,,,,13,,,,30,,,,13,,,,104101069
4,3,101,79,1,1,,,,1,9,9,9,13,13,13,13,10,12,12,12,30,30,30,30,10,12,12,12,104101079
4,3,102,3,1,2,,,,1,,,,12,,,,15,,,,24,,,,13,,,,104102003
4,3,102,5,1,,,,,1,,,,14,,,,8,,,,30,,,,8,,,,104102005
4,3,102,5,2,,,,,1,,,,14,,,,8,,,,30,,,,8,,,,104102005
4,3,102,7,1,3,1,,,1,5,,,2,2,,,4,4,,,5,5,,,4,4,,,104102007
4,3,102,8,1,1,,,,1,,,,12,,,,7,,,,24,,,,7,,,,104102008
4,3,102,10,1,2,,,,1,,,,6,,,,3,,,,12,,,,3,,,,104102010
4,3,102,21,1,1,,,,1,,,,12,,,,8,,,,30,,,,8,,,,104102021
4,3,102,23,1,1,2,,,1,1,,,4,4,,,5,5,,,10,10,,,5,5,,,104102023
4,3,102,29,1,1,,,,1,,,,,,,,,,,,7,,,,6,,,,104102029
4,3,102,36,2,2,,,,1,,,,0,,,,0,,,,5,,,,8,,,,104102036
4,3,102,36,1,1,,,,1,,,,8,,,,9,,,,16,,,,9,,,,104102036
4,3,102,46,1,1,,,,1,,,,8,,,,9,,,,16,,,,9,,,,104102046
4,3,103,20,1,2,,,,1,,,,12,,,,9,,,,26,,,,9,,,,104103020
4,3,103,29,1,1,,,,1,,,,10,,,,6,,,,30,,,,6,,,,104103029
4,54,104,3,1,2,,,,1,,,,14,,,,12,,,,30,,,,12,,,,104104003
4,54,104,18,1,1,,,,1,,,,2,,,,10,,,,4,,,,10,,,,104104018
4,54,104,20,1,2,,,,1,,,,2,,,,8,,,,4,,,,8,,,,104104020
4,54,104,35,1,2,,,,1,,,,10,,,,12,,,,20,,,,12,,,,104104035
4,54,104,46,1,2,,,,1,,,,14,,,,10,,,,30,,,,10,,,,104104046
4,54,104,47,1,2,,,,1,,,,4,,,,5,,,,8,,,,5,,,,104104047
4,54,104,50,1,1,,,,1,,,,8,,,,7,,,,16,,,,7,,,,104104050
4,53,105,2,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,104105002
4,53,105,22,1,2,,,,1,,,,14,,,,12,,,,30,,,,12,,,,104105022
4,53,105,30,1,,,,,1,,,,12,,,,14,,,,24,,,,14,,,,104105030
4,53,105,41,1,1,,,,1,,,,4,,,,8,,,,8,,,,4,,,,104105041
4,53,105,42,1,1,,,,1,,,,12,,,,4,,,,26,,,,4,,,,104105042
4,53,105,43,1,1,,,,1,,,,14,,,,12,,,,30,,,,12,,,,104105043
4,54,106,5,1,1,,,,1,,,,14,,,,10,,,,30,,,,10,,,,104106005
4,54,106,13,1,1,,,,1,,,,3,,,,8,,,,6,,,,8,,,,104106013
4,54,106,29,1,1,,,,1,,,,6,,,,10,,,,24,,,,10,,,,104106029
4,54,106,30,1,1,-8,-8,,1,10,10,,12,12,12,,12,12,12,,26,26,26,,12,12,12,,104106030
4,54,106,30,2,1,-8,,,1,10,,,12,12,,,12,12,,,26,26,,,12,12,,,104106030
4,54,106,32,1,1,,,,1,,,,10,,,,5,,,,20,,,,5,,,,104106032
4,54,106,34,1,1,,,,1,,,,,,,,,,,,,,,,,,,,104106034
4,46,107,43,1,1,,,,1,,,,3,,,,10,,,,6,,,,10,,,,104107043
4,46,108,10,1,2,,,,1,,,,2,,,,4,,,,4,,,,4,,,,104108010
4,46,108,16,1,1,,,,1,,,,10,,,,6,,,,20,,,,6,,,,104108016
4,46,108,30,1,1,,,,1,,,,10,,,,12,,,,22,,,,12,,,,104108030
4,46,109,28,1,1,3,,,1,10,,,14,14,,,8,3,,,30,20,,,8,3,,,104109028
4,60,111,23,1,1,,,,1,,,,2,,,,8,,,,4,,,,8,,,,104111023
4,60,111,53,1,1,2,,,1,2,,,12,12,,,14,14,,,26,26,,,14,14,,,104111053
4,60,111,70,1,1,2,,,1,2,,,14,14,,,14,14,,,30,30,,,14,14,,,104111070
4,60,111,78,1,1,,,,1,,,,,,,,,,,,16,,,,8,,,,104111078
4,60,112,1,1,1,2,,,1,7,,,7,7,,,16,16,,,31,31,,,16,16,,,104112001
4,60,112,12,1,1,,,,1,,,,14,,,,10,,,,30,,,,10,,,,104112012
4,60,112,63,1,1,,,,1,,,,4,,,,8,,,,8,,,,8,,,,104112063
4,60,113,19,1,1,,,,1,,,,4,,,,10,,,,8,,,,10,,,,104113019
4,6,114,1,1,1,,,,1,,,,12,,,,4,,,,26,,,,4,,,,104114001
4,6,114,7,1,1,-8,,,1,7,,,12,12,,,12,12,,,26,26,,,12,12,,,104114007
4,6,114,7,2,2,,,,1,,,,12,,,,9,,,,26,,,,9,,,,104114007
4,6,115,7,1,1,,,,1,9,,,10,10,,,8,8,,,20,20,,,8,8,,,104115007
4,6,115,18,1,1,,,,1,,,,14,,,,12,,,,30,,,,12,,,,104115018
4,6,115,27,1,1,3,,,1,3,,,12,12,,,6,3,,,24,24,,,6,3,,,104115027
4,6,115,31,1,1,,,,1,,,,6,,,,8,,,,30,,,,8,,,,104115031
4,6,116,26,1,1,,,,1,,,,0,,,,0,,,,10,,,,6,,,,104116026
4,6,116,41,1,1,,,,1,,,,14,,,,6,,,,30,,,,6,,,,104116041
4,6,116,71,1,1,,,,1,,,,10,,,,6,,,,20,,,,6,,,,104116071
4,7,117,4,1,1,,,,1,,,,14,,,,10,,,,30,,,,9,,,,104117004
4,7,117,5,1,5,,,,1,,,,12,,,,7,,,,20,,,,6,,,,104117005
4,7,117,5,2,5,-8,,,1,9,9,9,13,13,13,13,10,10,10,10,28,28,28,28,8,8,8,8,104117005
4,7,117,7,1,7,,,,1,,,,7,,,,8,,,,28,,,,8,,,,104117007
4,7,117,10,1,10,-8,-8,,1,9,9,,11,12,12,,10,10,10,,24,24,24,,9,9,9,,104117010
4,7,117,11,1,-8,,,,10,,,,12,,,,12,,,,24,,,,12,,,,104117011
4,7,117,11,2,11,,,,1,,,,10,,,,5,,,,22,,,,5,,,,104117011
4,7,117,12,1,,,,,,,,,,,,,,,,,,,,,,,,,104117012
4,7,117,13,1,1,,,,1,,,,5,,,,8,,,,20,,,,8,,,,104117013
4,7,117,16,1,2,,,,1,,,,10,,,,6,,,,20,,,,7,,,,104117016
4,7,117,19,1,19,,,,1,,,,4,,,,8,,,,8,,,,8,,,,104117019
4,7,117,20,1,2,,,,1,,,,10,,,,5,,,,20,,,,6,,,,104117020
4,7,117,33,1,33,,,,1,,,,12,,,,8,,,,24,,,,8,,,,104117033
4,7,117,33,2,33,,,,1,,,,14,,,,10,,,,28,,,,9,,,,104117033
4,7,117,34,1,34,,,,1,,,,12,,,,8,,,,24,,,,7,,,,104117034
4,7,117,41,2,41,,,,1,,,,14,,,,10,,,,28,,,,10,,,,104117041
4,7,117,41,1,41,,,,1,,,,12,,,,7,,,,24,,,,7,,,,104117041
4,62,118,17,1,2,,,,1,,,,14,,,,7,,,,28,,,,7,,,,104118017
4,62,118,21,1,,,,,,,,,,,,,,,,,,,,,,,,,104118021
4,62,118,33,1,2,,,,1,,,,4,,,,6,,,,8,,,,6,,,,104118033
4,62,118,34,1,2,,,,1,,,,12,,,,16,,,,24,,,,8,,,,104118034
4,7,119,2,1,1,,,,1,,,,6,,,,6,,,,12,,,,12,,,,104119002
4,7,119,4,1,1,,,,1,,,,6,,,,5,,,,10,,,,5,,,,104119004
4,7,119,5,1,2,,,,1,,,,6,,,,5,,,,12,,,,10,,,,104119005
4,7,119,34,1,1,,,,1,,,,12,,,,10,,,,24,,,,16,,,,104119034
4,7,119,38,1,1,,,,1,,,,12,,,,10,,,,24,,,,16,,,,104119038
4,7,119,41,1,1,2,,,1,3,,,0,12,,,0,5,,,8,10,,,4,5,,,104119041
4,7,119,43,1,2,,,,1,,,,7,,,,9,,,,20,,,,7,,,,104119043
4,49,120,24,1,2,3,4,5,1,3,3,10,14,8,6,12,9,3,5,5,24,16,12,24,9,3,5,5,104120024
4,49,120,27,1,1,,,,1,,,,14,,,,10,,,,30,,,,10,,,,104120027
4,49,120,40,1,1,,,,1,,,,4,,,,10,,,,12,,,,10,,,,104120040
4,49,120,41,1,1,,,,1,,,,,,,,,,,,12,,,,8,,,,104120041
4,49,121,3,1,2,,,,1,,,,10,,,,6,,,,22,,,,6,,,,104121003
4,49,121,15,1,2,,,,1,,,,6,,,,5,,,,15,,,,5,,,,104121015
4,49,121,16,1,2,,,,1,,,,10,,,,6,,,,22,,,,6,,,,104121016
4,49,121,48,1,1,,,,1,,,,7,,,,6,,,,30,,,,6,,,,104121048
4,49,121,49,1,1,,,,1,,,,,,,,,,,,3,,,,6,,,,104121049
4,49,121,84,1,1,,,,1,,,,14,,,,12,,,,30,,,,12,,,,104121084
4,49,121,84,2,2,,,,1,,,,14,,,,8,,,,30,,,,8,,,,104121084
4,49,121,102,1,1,2,,,1,2,,,4,10,,,8,14,,,8,20,,,6,14,,,104121102
4,49,121,103,1,2,,,,1,,,,4,,,,8,,,,8,,,,8,,,,104121103
4,49,121,130,1,2,,,,1,,,,,,,,,,,,20,,,,7,,,,104121130
4,55,122,2,2,2,,,,1,,,,2,,,,6,,,,4,,,,6,,,,104122002
4,55,122,2,1,2,,,,1,,,,6,,,,5,,,,12,,,,5,,,,104122002
4,55,122,3,1,1,2,5,4,1,2,3,3,14,14,14,2,8,6,4,3,30,30,30,30,8,7,4,3,104122003
4,55,122,7,1,5,,,,1,,,,,,,,,,,,5,,,,7,,,,104122007
4,55,122,8,1,1,,,,1,,,,4,,,,2,,,,6,,,,2,,,,104122008
4,55,122,9,1,1,,,,1,,,,14,,,,10,,,,28,,,,10,,,,104122009
4,55,122,10,1,1,,,,1,,,,8,,,,4,,,,8,,,,4,,,,104122010
4,55,122,14,1,1,,,,1,,,,4,,,,6,,,,8,,,,6,,,,104122014
4,55,122,15,1,2,,,,1,,,,14,,,,3,,,,28,,,,3,,,,104122015
4,55,122,16,1,1,,,,1,,,,14,,,,4,,,,28,,,,4,,,,104122016
4,49,123,5,1,2,,,,1,,,,2,,,,6,,,,4,,,,6,,,,104123005
4,49,124,2,1,1,3,4,,1,7,7,,12,12,12,,10,3,3,,24,24,24,,10,3,3,,104124002
4,49,124,25,1,1,2,,,1,4,,,14,14,,,4,6,,,28,28,,,4,6,,,104124025
4,49,124,26,1,2,,,,1,,,,4,,,,10,,,,8,,,,10,,,,104124026
4,49,124,48,1,48,48,,,1,2,,,7,7,,,6,8,,,30,30,,,6,8,,,104124048
4,50,126,4,1,1,3,,,1,7,,,7,7,,,10,6,,,30,25,,,10,6,,,104126004
4,50,126,14,1,14,,,,1,,,,10,,,,5,,,,20,,,,5,,,,104126014
4,50,126,23,1,1,,,,1,,,,2,,,,3,,,,4,,,,3,,,,104126023
4,50,126,25,1,25,,,,1,,,,6,,,,6,,,,25,,,,6,,,,104126025
4,50,126,25,2,25,,,,1,,,,6,,,,5,,,,25,,,,5,,,,104126025
4,50,126,42,1,1,,,,1,,,,12,,,,7,,,,25,,,,7,,,,104126042
4,51,127,12,1,2,,,,1,,,,8,,,,8,,,,22,,,,8,,,,104127012
4,51,127,15,1,2,,,,1,,,,,,,,,,,,12,,,,9,,,,104127015
4,51,127,23,2,1,,,,1,,,,10,,,,5,,,,20,,,,5,,,,104127023
4,51,127,23,1,1,,,,1,,,,2,,,,12,,,,4,,,,12,,,,104127023
4,51,127,25,1,,,,,1,,,,2,,,,8,,,,4,,,,8,,,,104127025
4,51,127,42,1,42,42,,,1,3,,,10,10,,,5,5,,,20,20,,,5,5,,,104127042
4,59,128,12,1,1,,,,1,,,,2,,,,10,,,,4,,,,10,,,,104128012
4,59,128,15,1,2,,,,1,,,,12,,,,7,,,,24,,,,7,,,,104128015
4,59,128,21,2,,,,,1,,,,12,,,,10,,,,24,,,,10,,,,104128021
4,59,128,21,1,2,,,,1,,,,12,,,,8,,,,24,,,,8,,,,104128021
4,59,128,24,1,1,,,,1,,,,14,,,,13,,,,28,,,,12,,,,104128024
4,59,128,28,1,1,,,,1,,,,8,,,,10,,,,24,,,,10,,,,104128028
4,59,128,42,1,1,,,,1,,,,,,,,,,,,12,,,,9,,,,104128042
4,59,128,47,1,2,,,,1,,,,7,,,,4,,,,28,,,,4,,,,104128047
4,59,128,47,2,1,,,,1,,,,14,,,,6,,,,28,,,,6,,,,104128047
4,59,128,60,1,60,60,-8,,1,10,10,,6,6,6,,9,9,9,,25,25,25,,9,9,9,,104128060
4,59,128,65,1,65,,,,1,,,,14,,,,4,,,,30,,,,4,,,,104128065
4,59,128,83,1,83,,,,1,,,,8,,,,10,,,,16,,,,9,,,,104128083
4,59,128,93,1,,,,,1,,,,2,,,,10,,,,4,,,,10,,,,104128093
4,59,128,98,1,1,,,,1,,,,12,,,,4,,,,28,,,,4,,,,104128098
4,58,129,18,1,1,,,,1,,,,5,,,,8,,,,10,,,,8,,,,104129018
4,58,129,20,1,2,3,,,1,3,,,10,10,,,8,3,,,25,25,,,8,3,,,104129020
4,58,129,22,1,22,,,,1,,,,,,,,,,,,24,,,,7,,,,104129022
4,58,130,2,1,1,,,,1,,,,,,,,,,,,20,,,,6,,,,104130002
4,58,130,2,2,2,,,,1,,,,7,,,,8,,,,28,,,,8,,,,104130002
4,58,130,6,1,1,,,,1,,,,14,,,,15,,,,28,,,,15,,,,104130006
4,58,130,9,1,2,,,,1,,,,3,,,,4,,,,15,,,,4,,,,104130009
4,58,130,16,1,2,,,,1,,,,,,,,,,,,28,,,,8,,,,104130016
4,58,130,21,1,21,,,,1,,,,14,,,,10,,,,30,,,,10,,,,104130021
4,58,130,23,1,1,-8,,,1,10,,,8,8,,,12,12,,,16,16,,,12,12,,,104130023
4,58,130,27,1,2,,,,1,,,,4,,,,10,,,,8,,,,10,,,,104130027
4,58,130,28,1,2,,,,1,,,,4,,,,10,,,,8,,,,10,,,,104130028
4,58,130,30,1,2,1,,,1,,,,12,,,,5,,,,24,,,,5,,,,104130030
4,58,130,30,2,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,104130030
4,58,130,40,1,1,,,,1,,,,4,,,,12,,,,8,,,,8,,,,104130040
4,58,130,43,1,43,,,,1,,,,14,,,,8,,,,26,,,,8,,,,104130043
4,58,130,46,1,46,,,,1,,,,8,,,,9,,,,20,,,,9,,,,104130046
4,58,130,46,2,46,,,,1,,,,13,,,,4,,,,28,,,,5,,,,104130046
4,58,131,7,1,7,7,7,7,1,3,3,3,10,10,10,4,7,7,7,7,20,20,20,8,7,7,7,4,104131007
