"id1","id2","id3","id4","entno","s5bii_10aii","s5bii_10bii","s5bii_10cii","s5bii_10dii","s5bii_11a","s5bii_11b","s5bii_11c","s5bii_11d","s5bii_12a","s5bii_12b","s5bii_12c","s5bii_12d","s5bii_13a","s5bii_13b","s5bii_13c","s5bii_13d","s5bii_14a","s5bii_14b","s5bii_14c","s5bii_14d","s5bii_15a","s5bii_15b","s5bii_15c","s5bii_15d","hhno"
5,12,170,11,1,2,,,,1,,,,,,,,,,,,24,,,,5,,,,105170011
5,12,170,12,2,,,,,10,,,,14,,,,8,,,,30,,,,8,,,,105170012
5,12,170,12,1,1,2,,,1,2,,,7,7,,,10,10,,,24,24,,,10,10,,,105170012
5,12,170,19,1,1,,,,1,,,,14,,,,8,,,,30,,,,8,,,,105170019
5,12,170,21,3,2,,,,1,,,,4,,,,10,,,,8,,,,10,,,,105170021
5,12,170,21,1,1,3,,,1,3,,,2,2,,,12,12,,,20,20,,,10,10,,,105170021
5,12,170,21,2,1,3,2,,1,3,2,,2,2,2,,12,12,12,,12,12,12,,12,12,12,,105170021
5,12,170,22,1,1,2,9,8,1,2,7,5,7,7,7,7,9,9,9,9,14,14,14,14,9,9,9,9,105170022
5,12,170,25,1,1,2,3,,1,2,3,,8,8,2,,8,8,3,,10,10,4,,8,8,5,,105170025
5,12,170,35,1,1,,,,1,,,,10,,,,5,,,,20,,,,5,,,,105170035
5,12,170,35,2,1,,,,1,,,,14,,,,14,,,,30,,,,14,,,,105170035
5,12,170,37,1,1,,,,1,,,,4,,,,4,,,,8,,,,4,,,,105170037
5,13,171,5,1,1,2,,,1,3,,,7,7,,,8,16,,,28,25,,,8,2,,,105171005
5,13,171,5,2,2,,,,1,10,,,10,6,,,7,7,,,21,18,,,7,7,,,105171005
5,13,171,8,1,1,,,,1,7,,,,,,,,,,,4,7,,,16,3.33333325386047,,,105171008
5,13,171,10,1,1,,,,1,,,,12,,,,8,,,,24,,,,8,,,,105171010
5,13,171,11,1,1,,,,1,10,10,10,12,12,12,10,9,9,9,9,24,24,24,24,3,9,9,9,105171011
5,13,171,11,2,1,,,,1,10,,,12,12,,,9,9,,,24,24,,,3,9,,,105171011
5,13,171,18,1,1,2,,,3,1,,,14,14,,,10,10,,,28,30,,,8,3.33333325386047,,,105171018
5,13,171,20,1,1,,,,1,,,,10,,,,8,,,,20,,,,6,,,,105171020
5,13,171,20,3,2,,,,1,,,,14,,,,8,,,,30,,,,3.33333325386047,,,,105171020
5,13,171,20,2,2,,,,1,,,,14,,,,8,,,,30,,,,3.33333325386047,,,,105171020
5,13,171,29,1,29,,,22,1,10,10,10,14,14,14,14,3,8,8,8,15,30,30,30,3,8,8,8,105171029
5,13,171,29,2,29,,,,1,,,,10,,,,4,,,,20,,,,4,,,,105171029
5,66,172,3,1,4,5,6,7,1,2,7,7,14,12,8,3,16,12,8,4,28,24,16,8,4.66666650772095,3.33333325386047,8,4,105172003
5,66,172,5,1,1,,,,1,,,,11,,,,7,,,,22,,,,6,,,,105172005
5,66,172,15,1,1,,,,1,,,,7,,,,8,,,,3,,,,8,,,,105172015
5,66,172,16,1,2,,,,1,,,,2,,,,7,,,,20,,,,7,,,,105172016
5,66,172,31,1,1,,,,1,,,,2,,,,5,,,,22,,,,,5,,,105172031
5,66,172,33,1,1,,,,1,,,,2,,,,16,,,,8,,,,4,,,,105172033
5,66,172,33,2,2,,,,1,,,,10,,,,7,,,,20,,,,7,,,,105172033
5,66,172,34,1,2,,,,1,,,,12,,,,5,,,,24,,,,5,,,,105172034
5,66,172,40,1,1,,,,1,,,,,,,,,,,,26,,,,5,,,,105172040
5,14,173,1,1,2,1,,,1,2,,,14,14,,,14,6,,,30,30,,,14,6,,,105173001
5,14,173,1,2,1,-8,,,1,10,,,12,14,,,6,10,,,24,30,,,6,10,,,105173001
5,14,173,4,3,1,,,,1,,,,0,,,,0,,,,0,,,,0,,,,105173004
5,14,173,4,2,1,,,,1,,,,0,,,,0,,,,0,,,,0,,,,105173004
5,14,173,4,1,1,2,3,,1,3,3,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,105173004
5,14,173,5,1,1,7,,,1,4,,,4,0,,,10,0,,,8,0,,,10,0,,,105173005
5,14,173,11,1,1,-8,,,1,7,,,12,1,,,15,1,,,24,3,,,15,3,,,105173011
5,14,173,19,1,1,2,,,1,2,,,0,0,,,0,0,,,7,7,,,12,12,,,105173019
5,14,173,25,1,1,-8,,,1,10,,,0,0,,,0,0,,,9,9,,,8,8,,,105173025
5,14,173,28,1,1,-8,-8,,1,3,4,,8,8,8,,8,8,8,,20,20,20,,10,10,10,,105173028
5,14,173,29,1,1,,,,1,,,,2,,,,10,,,,10,,,,10,,,,105173029
5,14,173,31,1,2,3,4,,1,3,3,,4,4,4,,12,8,8,,16,16,16,,12,8,8,,105173031
5,14,174,7,1,2,-8,-8,,1,7,7,,12,12,12,,7,7,7,,26,26,26,,7,7,7,,105174007
5,14,174,8,1,1,4,,,1,7,,,,,,,,,,,26,26,,,4,4,,,105174008
5,14,174,29,1,3,,,,1,,,,14,,,,12,,,,30,,,,12,,,,105174029
5,14,174,40,1,2,,,,1,,,,,,,,,,,,8,,,,7,,,,105174040
5,14,174,52,1,1,-8,,,1,10,,,4,,,,4,,,,6,6,,,4,4,,,105174052
5,14,174,53,1,1,,,,1,,,,,,,,,,,,28,,,,10,,,,105174053
5,14,174,54,2,1,,,,1,,,,,,,,,,,,4,,,,4,,,,105174054
5,14,174,54,1,2,-8,-8,,1,7,7,,12,12,12,,12,12,12,,24,24,24,,12,12,12,,105174054
5,14,174,55,1,1,,,,1,10,,,14,14,,,8,,8,,30,30,,,8,,8,,105174055
5,14,174,61,1,2,6,,,1,1,,,14,14,,,10,10,,,28,28,,,10,10,,,105174061
5,14,174,70,1,1,76,,,1,10,,,,,,,,,,,6,6,,,8,8,,,105174070
5,15,175,28,1,1,2,,,1,3,,,14,14,,,13,4,,,28,28,,,4.33333349227905,4,,,105175028
5,15,175,28,2,,,,,,,,,,,,,,,,,,,,,,,,,105175028
5,15,175,32,1,1,,,,1,7,,,14,12,,,11,3,,,30,30,,,3.66666674613953,3,,,105175032
5,15,175,38,1,2,,,,1,,,,14,,,,10,,,,30,,,,3.33333325386047,,,,105175038
5,15,175,85,1,1,2,,,1,3,,,14,14,,,11,11,,,30,30,,,3.66666674613953,3.66666674613953,,,105175085
5,15,175,102,1,1,-8,-8,,1,10,7,,12,14,14,,13,12,12,,24,28,28,,4.33333349227905,4,4,,105175102
5,15,175,107,1,1,,,,1,,,,10,,,,16,,,,20,,,,16,,,,105175107
5,15,176,3,1,2,,,,1,10,10,10,2,2,2,2,6,6,6,6,4,4,4,4,6,6,6,6,105176003
5,15,176,6,1,2,,,,1,,,,2,,,,8,,,,4,,,,10,,,,105176006
5,15,176,40,1,1,,,,1,,,,14,,,,10,,,,26,,,,9,,,,105176040
5,15,176,47,1,2,,,,1,,,,6,,,,9,,,,24,,,,8,,,,105176047
5,15,176,53,1,1,,,,1,,,,14,,,,10,,,,28,,,,10,,,,105176053
5,15,176,92,1,1,,,,1,,,,14,,,,7,,,,24,,,,7,,,,105176092
5,15,177,2,1,1,,,,1,,,,6,,,,4,,,,24,,,,4,,,,105177002
5,15,177,8,1,2,3,,,2,1,,,2,0,,,2,0,,,12,12,,,8,8,,,105177008
5,15,177,10,1,1,2,3,4,1,3,3,3,0,14,0,0,0,2,0,0,30,30,30,30,3,4,4,4,105177010
5,15,177,10,2,1,2,3,4,1,3,3,3,14,0,0,0,12,0,0,0,30,20,20,20,12,10,10,10,105177010
5,15,177,10,3,1,,,,1,10,10,10,4,0,4,0,7,0,7,0,8,8,8,8,7,7,7,7,105177010
5,15,177,11,1,2,,,,1,,,,0,,,,0,,,,30,,,,8,,,,105177011
5,15,177,12,1,2,-8,,,1,7,,,12,12,,,9,8,,,24,24,,,8,7,,,105177012
5,15,177,13,1,2,4,5,1,1,3,3,2,14,14,14,10,8,4,4,2,30,30,30,15,8,4,4,2,105177013
5,15,177,21,1,2,,,,1,,,,8,,,,6,,,,20,,,,6,,,,105177021
5,15,177,39,1,1,-8,,,1,3,,,0,0,,,0,0,,,10,10,,,8,8,,,105177039
6,1,178,7,1,,,,,,,,,,,,,,,,,,,,,,,,,106178007
6,1,178,15,1,,,,,,,,,,,,,,,,,,,,,,,,,106178015
6,1,178,29,1,,,,,,,,,,,,,,,,,,,,,,,,,106178029
6,1,178,71,1,,,,,,,,,,,,,,,,,,,,,,,,,106178071
6,1,178,72,1,,,,,1,10,10,10,3,3,3,3,12,12,12,12,28,28,28,28,12,12,12,12,106178072
6,1,178,106,1,,,,,,,,,,,,,,,,,,,,,,,,,106178106
6,1,179,24,1,,,,,,,,,,,,,,,,,,,,,,,,,106179024
6,1,179,29,1,,,,,,,,,,,,,,,,,,,,,,,,,106179029
6,1,179,80,2,2,,,,1,,,,6,,,,6,,,,28,,,,6,,,,106179080
6,1,179,80,1,1,,,,10,,,,10,,,,12,,,,30,,,,12,,,,106179080
6,1,179,102,1,,,,,,,,,,,,,,,,,,,,,,,,,106179102
6,1,179,119,1,,,,,,,,,,,,,,,,,,,,,,,,,106179119
6,1,179,128,1,2,,,,1,,,,12,,,,4,,,,24,,,,4,,,,106179128
6,94,180,9,1,,,,,,,,,,,,,,,,,,,,,,,,,106180009
6,94,180,22,1,,,,,,,,,,,,,,,,,,,,,,,,,106180022
6,94,181,30,1,,,,,,,,,,,,,,,,,,,,,,,,,106181030
6,95,182,26,1,,,,,,,,,,,,,,,,,,,,,,,,,106182026
6,95,182,50,1,2,,,,2,,,,14,,,,10,,,,24,,,,11,,,,106182050
6,95,182,79,1,,,,,,,,,,,,,,,,,,,,,,,,,106182079
6,95,182,124,1,,,,,,,,,,,,,,,,,,,,,,,,,106182124
6,1,183,8,1,,,,,,,,,,,,,,,,,,,,,,,,,106183008
6,1,183,27,1,27,,,,1,10,10,10,14,14,14,14,8,9,10,9,30,30,30,30,8,9,10,9,106183027
6,1,183,65,1,,,,,,,,,,,,,,,,,,,,,,,,,106183065
6,95,184,26,1,1,,,,1,,,,10,,,,12,,,,22,,,,12,,,,106184026
6,95,184,71,1,,,,,,,,,,,,,,,,,,,,,,,,,106184071
6,95,184,93,1,,,,,,,,,,,,,,,,,,,,,,,,,106184093
6,95,184,94,1,,,,,,,,,,,,,,,,,,,,,,,,,106184094
6,95,184,98,1,,,,,,,,,,,,,,,,,,,,,,,,,106184098
6,91,185,12,1,,,,,,,,,,,,,,,,,,,,,,,,,106185012
6,91,185,56,1,,,,,,,,,,,,,,,,,,,,,,,,,106185056
6,89,187,59,1,,,,,,,,,,,,,,,,,,,,,,,,,106187059
6,89,187,60,1,,,,,,,,,,,,,,,,,,,,,,,,,106187060
6,89,187,70,1,,,,,,,,,,,,,,,,,,,,,,,,,106187070
6,89,187,71,1,,,,,,,,,,,,,,,,,,,,,,,,,106187071
6,97,189,41,1,,,,,,,,,,,,,,,,,,,,,,,,,106189041
6,97,189,73,1,,,,,,,,,,,,,,,,,,,,,,,,,106189073
6,97,189,91,1,,,,,,,,,,,,,,,,,,,,,,,,,106189091
6,98,190,4,1,,,,,,,,,,,,,,,,,,,,,,,,,106190004
6,98,190,5,1,1,2,3,10,5,1,7,7,14,14,7,5,6,10,5,3,20,30,30,30,2,7,2,3,106190005
6,98,190,5,2,,,,,,,,,,,,,,,,,,,,,,,,,106190005
6,98,190,5,3,,,,,,,,,,,,,,,,,,,,,,,,,106190005
6,89,191,20,1,,,,,,,,,,,,,,,,,,,,,,,,,106191020
6,89,191,65,1,,,,,,,,,,,,,,,,,,,,,,,,,106191065
6,89,191,69,1,,,,,,,,,,,,,,,,,,,,,,,,,106191069
6,89,192,6,1,,,,,,,,,12,,,,6,,,,28,,,,6,,,,106192006
6,89,192,10,1,,,,,,,,,,,,,,,,,,,,,,,,,106192010
6,89,192,28,1,,,,,,,,,,,,,,,,,,,,,,,,,106192028
6,89,192,32,1,,,,,,,,,,,,,,,,,,,,,,,,,106192032
6,84,193,38,1,,,,,,,,,,,,,,,,,,,,,,,,,106193038
6,84,193,76,1,,,,,,,,,,,,,,,,,,,,,,,,,106193076
6,84,193,93,1,,,,,,,,,,,,,,,,,,,,,,,,,106193093
6,84,193,100,1,,,,,,,,,,,,,,,,,,,,,,,,,106193100
6,93,194,7,1,,,,,,,,,,,,,,,,,,,,,,,,,106194007
6,93,194,13,1,,,,,,,,,,,,,,,,,,,,,,,,,106194013
6,93,194,45,1,,,,,,,,,,,,,,,,,,,,,,,,,106194045
6,92,195,80,1,,,,,,,,,,,,,,,,,,,,,,,,,106195080
6,92,196,12,1,,,,,,,,,,,,,,,,,,,,,,,,,106196012
6,92,196,13,1,,,,,,,,,,,,,,,,,,,,,,,,,106196013
6,92,196,14,1,,,,,,,,,,,,,,,,,,,,,,,,,106196014
6,92,196,16,1,,,,,,,,,,,,,,,,,,,,,,,,,106196016
6,92,196,17,1,,,,,,,,,,,,,,,,,,,,,,,,,106196017
6,92,196,18,1,,,,,,,,,,,,,,,,,,,,,,,,,106196018
6,92,196,19,2,,,,,,,,,,,,,,,,,,,,,,,,,106196019
6,92,196,19,1,,,,,,,,,,,,,,,,,,,,,,,,,106196019
6,92,196,24,1,,,,,,,,,,,,,,,,,,,,,,,,,106196024
6,92,196,31,1,,,,,,,,,,,,,,,,,,,,,,,,,106196031
6,92,196,31,2,,,,,,,,,,,,,,,,,,,,,,,,,106196031
6,100,198,29,1,1,,,,1,,,,12,,,,10,,,,24,,,,12,,,,106198029
6,100,198,73,1,1,,,,1,,,,6,,,,5,,,,15,,,,6,,,,106198073
6,100,198,133,1,1,,,,1,,,,12,,,,8,,,,24,,,,11,,,,106198133
6,100,198,139,1,1,,,,1,,,,12,,,,8,,,,24,,,,8,,,,106198139
6,100,198,141,1,2,,,,1,,,,6,,,,8,,,,12,,,,10,,,,106198141
6,100,198,152,1,1,,,,1,,,,14,,,,10,,,,28,,,,10,,,,106198152
6,99,200,3,1,1,,,,1,,,,10,,,,10,,,,20,,,,2,,,,106200003
6,99,200,15,1,1,,,,1,,,,8,,,,8,,,,16,,,,8,,,,106200015
6,99,200,51,1,1,-8,-8,-8,1,10,10,10,14,14,14,14,7,7,7,7,30,30,30,30,7,7,7,7,106200051
6,99,200,65,1,1,2,,,1,3,,,14,4,,,4,4,,,28,8,,,4,4,,,106200065
6,102,201,3,1,1,,,,1,10,,,7,14,,,4,10,,,24,28,,,8,12,,,106201003
6,102,201,10,1,1,,,,1,7,,,14,12,,,10,10,,,28,24,,,12,12,,,106201010
6,102,201,26,1,2,,,,1,,,,14,,,,8,,,,30,,,,8,,,,106201026
6,102,201,35,1,1,,,,1,,,,14,,,,8,,,,30,,,,8,,,,106201035
6,10,202,5,1,2,,,,1,,,,12,,,,6,,,,24,,,,6,,,,106202005
6,10,202,10,1,1,,,,1,,,,6,,,,8,,,,12,,,,8,,,,106202010
6,10,202,14,1,1,,,,1,,,,6,,,,8,,,,24,,,,8,,,,106202014
6,10,202,18,1,2,,,,1,,,,12,,,,10,,,,26,,,,10,,,,106202018
6,10,202,18,2,1,,,,1,,,,,,,,,,,,26,,,,10,,,,106202018
6,10,202,19,1,2,,,,1,,,,12,,,,10,,,,26,,,,10,,,,106202019
6,10,202,21,1,1,,,,1,,,,12,,,,11,,,,24,,,,11,,,,106202021
6,10,202,45,2,1,,,,1,,,,12,,,,10,,,,26,,,,10,,,,106202045
6,10,202,45,1,2,,,,1,,,,12,,,,7,,,,26,,,,7,,,,106202045
6,10,202,47,1,,,,,,,,,,,,,,,,,,,,,,,,,106202047
6,10,202,69,1,2,,,,1,9,,,10,10,,,8,8,,,26,26,,,8,8,,,106202069
6,10,203,77,1,1,2,,,1,3,,,12,6,,,10,8,,,26,20,,,10,8,,,106203077
6,10,204,3,1,1,,,,1,10,,,14,14,,,6,7,,,28,28,,,6,7,,,106204003
6,10,204,16,1,1,,,,1,,,,6,,,,8,,,,26,,,,8,,,,106204016
6,10,204,16,2,,,,,,,,,,,,,,,,,,,,,,,,,106204016
6,10,204,17,1,,,,,1,9,9,9,13,13,13,13,8,8,8,8,24,24,24,24,8,8,8,8,106204017
6,10,204,22,1,,,,,1,,,,10,,,,6,,,,22,,,,6,,,,106204022
6,10,204,29,1,1,,,,1,,,,12,,,,6,,,,24,,,,6,,,,106204029
6,10,204,30,2,2,,,,1,,,,12,,,,12,,,,26,,,,14,,,,106204030
6,10,204,30,1,1,,,,1,,,,12,,,,12,,,,26,,,,12,,,,106204030
6,10,204,32,1,1,,,,1,,,,10,,,,10,,,,20,,,,10,,,,106204032
6,10,204,34,1,2,,,,1,10,10,10,14,14,14,12,9,9,9,9,30,30,30,26,9,9,9,9,106204034
6,10,204,39,1,2,,,,1,,,,10,,,,4,,,,25,,,,4,,,,106204039
6,10,204,42,1,1,,,,1,,,,12,,,,10,,,,25,,,,10,,,,106204042
6,10,204,49,1,1,,,,1,,,,12,,,,13,,,,26,,,,13,,,,106204049
6,102,205,3,2,1,,,,1,,,,,,,,,,,,,,,,,,,,106205003
6,102,205,3,1,2,,,,1,,,,12,,,,5,,,,26,,,,5,,,,106205003
6,102,205,9,1,1,,,,1,,,,12,,,,5,,,,26,,,,5,,,,106205009
6,102,205,12,1,2,,,,1,,,,12,,,,6,,,,26,,,,6,,,,106205012
6,102,205,12,2,1,,,,1,,,,,,,,,,,,,,,,,,,,106205012
6,102,205,14,1,1,,,,1,,,,,,,,,,,,26,,,,7,,,,106205014
6,102,205,24,2,2,,,,1,,,,10,,,,3,,,,20,,,,3,,,,106205024
6,102,205,24,1,1,,,,1,,,,12,,,,10,,,,26,,,,10,,,,106205024
6,102,205,25,1,1,,,,1,10,,,12,12,,,14,14,,,26,26,,,14,14,,,106205025
6,102,205,27,1,1,,,,1,,,,12,,,,7,,,,26,,,,7,,,,106205027
6,102,205,28,1,,,,,,,,,,,,,,,,,,,,,,,,,106205028
6,102,205,34,1,,,,,1,,,,,,,,,,,,,,,,,,,,106205034
6,102,205,36,1,1,,,,1,,,,14,,,,6,,,,30,,,,6,,,,106205036
6,99,206,14,1,1,,,,1,,,,12,,,,4,,,,26,,,,4,,,,106206014
6,99,206,34,2,2,,,,1,,,,14,,,,8,,,,30,,,,8,,,,106206034
6,99,206,34,1,1,,,,1,,,,12,,,,10,,,,26,,,,10,,,,106206034
6,102,207,7,1,1,,,,1,,,,14,,,,7,,,,28,,,,7,,,,106207007
6,102,207,18,1,1,,,,1,10,10,10,12,12,12,12,10,10,10,10,24,24,24,24,10,10,10,10,106207018
6,102,207,18,2,2,,,,1,,,,12,,,,8,,,,24,,,,12,,,,106207018
6,102,207,20,1,2,,,,1,,,,12,,,,9,,,,24,,,,10,,,,106207020
6,102,207,23,1,2,,,,1,,,,14,,,,10,,,,28,,,,12,,,,106207023
6,102,207,27,1,1,,,,1,10,,,12,12,,,10,10,,,24,24,,,13,13,,,106207027
6,102,207,27,2,2,,,,1,,,,12,,,,8,,,,24,,,,10,,,,106207027
6,102,207,33,1,1,,,,1,5,,,12,12,,,10,8,,,24,24,,,10,10,,,106207033
6,102,207,39,1,2,,,,1,,,,12,,,,8,,,,24,,,,10,,,,106207039
6,102,207,42,1,2,,,,1,,,,14,,,,12,,,,28,,,,12,,,,106207042
6,102,207,46,1,1,,,,1,,,,10,,,,9,,,,20,,,,10,,,,106207046
6,102,207,53,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,106207053
6,102,207,54,1,1,,,,1,,,,12,,,,6,,,,24,,,,10,,,,106207054
6,102,208,18,1,1,,,,1,,,,12,,,,8,,,,24,,,,8,,,,106208018
6,102,208,19,1,1,,,,1,,,,5,,,,6,,,,20,,,,6,,,,106208019
6,102,208,21,1,1,,,,1,,,,12,,,,8,,,,6,,,,8,,,,106208021
6,102,208,30,1,2,,,,1,,,,14,,,,6,,,,28,,,,6,,,,106208030
6,102,208,31,1,1,,,,1,,,,12,,,,6,,,,24,,,,6,,,,106208031
6,102,208,40,1,1,,,,1,,,,12,,,,6,,,,24,,,,6,,,,106208040
6,102,208,80,1,1,,,,1,,,,12,,,,7,,,,24,,,,7,,,,106208080
6,102,209,14,1,2,,,,1,,,,10,,,,2,,,,24,,,,2,,,,106209014
6,102,209,18,1,-8,-8,1,,10,10,1,,12,12,2,,10,10,10,,26,26,15,,10,10,4,,106209018
6,102,209,23,1,2,,,,1,,,,,,,,,,,,12,,,,7,,,,106209023
6,102,209,28,1,2,,,,1,,,,12,,,,7,,,,26,,,,7,,,,106209028
6,102,209,34,1,1,,,,1,,,,12,,,,7,,,,26,,,,7,,,,106209034
6,102,209,36,1,1,3,,,1,3,,,14,14,,,10,10,,,30,30,,,10,10,,,106209036
6,102,209,37,1,1,,,,1,,,,10,,,,8,,,,26,,,,8,,,,106209037
6,102,209,44,1,1,,,,1,,,,12,,,,12,,,,26,,,,12,,,,106209044
6,102,209,54,1,1,4,,,1,7,,,2,14,,,4,16,,,4,28,,,4,16,,,106209054
6,102,209,68,1,1,,,,1,,,,,,,,,,,,26,,,,8,,,,106209068
6,102,210,3,1,1,,,,1,10,,,14,14,,,8,8,,,28,28,,,8,8,,,106210003
6,102,210,7,1,1,,,,1,7,,,12,12,,,11,11,,,24,24,,,11,11,,,106210007
6,102,210,12,1,1,,,,1,,,,14,,,,12,,,,28,,,,12,,,,106210012
6,102,210,16,1,2,5,,,1,3,,,14,14,,,7,7,,,28,28,,,7,7,,,106210016
6,102,210,17,1,2,,,,1,,,,12,,,,6,,,,24,,,,6,,,,106210017
6,102,210,30,1,2,,,,1,,,,14,,,,8,,,,28,,,,8,,,,106210030
6,102,210,36,1,2,,4,,1,3,3,,14,14,12,,10,10,4,,28,28,24,,10,10,4,,106210036
6,102,210,46,1,1,,,,1,10,10,10,14,14,14,14,10,10,10,10,28,28,28,28,10,10,10,10,106210046
6,102,210,103,1,1,,,,1,,,,12,,,,8,,,,24,,,,12,,,,106210103
6,102,210,120,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,106210120
6,10,211,14,1,2,,,,2,,,,14,,,,10,,,,30,,,,10,,,,106211014
6,10,211,21,1,2,,,,2,,,,12,,,,7,,,,26,,,,7,,,,106211021
6,10,211,37,1,2,-8,,,1,1,,,10,10,,,8,8,,,26,26,,,8,8,,,106211037
6,10,211,38,1,2,,,,1,,,,0,,,,0,,,,26,,,,5,,,,106211038
6,10,211,39,1,1,,,,1,,,,12,,,,10,,,,26,,,,10,,,,106211039
6,10,211,42,1,2,,,,1,,,,12,,,,8,,,,26,,,,8,,,,106211042
6,10,211,47,2,2,,,,1,,,,14,,,,12,,,,14,,,,12,,,,106211047
6,10,211,47,1,1,,,,1,,,,14,,,,4,,,,14,,,,4,,,,106211047
6,10,211,76,1,2,,,,1,,,,12,,,,8,,,,26,,,,8,,,,106211076
6,10,211,80,1,2,,,,1,,,,12,,,,12,,,,26,,,,12,,,,106211080
6,102,212,1,1,1,,,,1,3,,,14,14,,,8,8,,,28,28,,,8,8,,,106212001
6,102,212,6,1,2,,,,1,,,,6,,,,8,,,,24,,,,8,,,,106212006
6,102,212,8,1,1,,,,1,,,,14,,,,8,,,,24,,,,10,,,,106212008
6,102,212,12,1,1,,,,1,10,10,,12,12,12,,10,10,10,,24,24,24,,10,10,10,,106212012
6,102,212,30,1,1,,,,1,10,10,,10,10,10,,6,6,6,,20,20,20,,6,6,6,,106212030
6,102,212,30,2,2,5,,,1,7,,,10,10,,,9,9,,,20,20,,,9,9,,,106212030
6,102,212,36,1,1,,,,1,10,9,,12,12,12,,8,8,8,,24,24,24,,8,8,8,,106212036
6,10,213,3,1,1,,,,1,,,,5,,,,5,,,,10,,,,5,,,,106213003
6,10,213,5,1,1,,,,1,,,,12,,,,5,,,,24,,,,5,,,,106213005
6,10,213,17,1,1,,,,1,,,,,,,,,,,,21,,,,6,,,,106213017
6,10,213,24,1,1,,,,1,,,,6,,,,7,,,,21,,,,7,,,,106213024
6,10,213,24,2,2,,,,1,,,,6,,,,7,,,,21,,,,7,,,,106213024
6,10,213,25,1,1,,,,1,,,,5,,,,6,,,,21,,,,6,,,,106213025
6,10,213,53,1,2,,,,1,,,,5,,,,6,,,,26,,,,6,,,,106213053
6,10,213,54,1,1,,,,1,,,,6,,,,5,,,,24,,,,5,,,,106213054
6,10,213,61,1,1,,,,1,,,,12,,,,7,,,,24,,,,7,,,,106213061
6,10,213,66,1,1,,,,1,,,,6,,,,5,,,,6,,,,5,,,,106213066
6,102,214,2,1,1,,,,1,,,,6,,,,6,,,,24,,,,6,,,,106214002
6,102,214,16,1,2,,,,1,,,,7,,,,6,,,,7,,,,6,,,,106214016
6,102,214,21,1,1,,,,1,10,,,12,12,,,6,6,,,24,24,,,6,6,,,106214021
6,102,214,35,1,1,,,,1,,,,10,,,,5,,,,20,,,,5,,,,106214035
6,102,214,38,1,1,,,,1,10,10,10,10,10,10,10,6,6,6,6,20,20,20,20,6,6,6,6,106214038
6,10,215,12,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,106215012
6,10,215,16,1,2,,,,1,,,,12,,,,16,,,,24,,,,10,,,,106215016
6,10,215,21,1,1,,,,1,,,,12,,,,8,,,,20,,,,8,,,,106215021
6,10,215,44,1,2,,,,1,,,,12,,,,16,,,,24,,,,8,,,,106215044
6,10,215,59,1,1,,,,1,,,,12,,,,10,,,,24,,,,10,,,,106215059
6,10,215,60,1,1,2,,,1,1,10,,0,0,0,,0,0,0,,24,20,24,,11,11,11,,106215060
6,10,215,64,1,1,,,,1,10,10,10,12,12,12,12,10,10,10,10,24,24,24,24,10,10,10,10,106215064
6,10,215,68,1,1,,,,1,,,,10,,,,10,,,,20,,,,10,,,,106215068
6,10,215,68,2,2,,,,1,,,,12,,,,8,,,,24,,,,8,,,,106215068
6,10,215,83,1,1,,,,1,,,,12,,,,10,,,,24,,,,12,,,,106215083
6,10,215,89,1,2,,,,1,,,,0,,,,0,,,,6,,,,10,,,,106215089
6,10,216,10,1,1,,,,1,,,,,,,,,,,,5,,,,7,,,,106216010
6,10,216,12,1,1,,,,1,,,,14,,,,12,,,,30,,,,12,,,,106216012
6,10,216,13,1,2,,,,1,,,,10,,,,11,,,,20,,,,11,,,,106216013
6,10,216,32,1,3,,,,1,,,,,,,,,,,,25,,,,7,,,,106216032
6,10,216,54,1,1,,,,1,,,,10,,,,10,,,,20,,,,10,,,,106216054
6,10,216,66,1,1,,,,1,,,,12,,,,10,,,,22,,,,10,,,,106216066
6,10,216,68,1,1,,,,1,,,,14,,,,9,,,,28,,,,9,,,,106216068
6,10,216,75,1,1,,,,1,,,,7,,,,10,,,,24,,,,10,,,,106216075
6,1,217,23,1,1,,,,1,,,,14,,,,4,,,,28,,,,4,,,,106217023
6,1,217,25,1,1,,,,1,,,,14,,,,7,,,,28,,,,7,,,,106217025
6,1,217,25,2,2,,,,2,,,,12,,,,9,,,,24,,,,9,,,,106217025
6,1,217,26,1,,,,,1,,,,,,,,,,,,28,,,,7,,,,106217026
6,1,217,43,2,2,,,,1,,,,10,,,,,,,,28,,,,10,,,,106217043
6,1,217,43,1,1,,,,1,,,,,,,,,,,,14,,,,10,,,,106217043
6,1,217,58,1,1,,,,1,,,,14,,,,15,,,,30,,,,15,,,,106217058
6,1,217,61,1,1,,,,1,,,,9,,,,12,,,,28,,,,12,,,,106217061
6,1,217,63,1,1,,,,1,,,,14,,,,9,,,,28,,,,9,,,,106217063
6,1,217,65,1,7,,,,5,,,,14,,,,9,,,,28,,,,9,,,,106217065
6,1,217,73,1,1,,,,1,10,,,10,10,,,9,9,,,20,20,,,9,9,,,106217073
6,1,217,83,1,1,,,,1,,,,14,,,,13,,,,30,,,,13,,,,106217083
