"id1","id2","id3","id4","s2a_i","hhno"
6,89,192,10,7,106192010
6,89,192,13,12,106192013
6,89,192,17,,106192017
6,89,192,22,14,106192022
6,89,192,28,15,106192028
6,89,192,30,13,106192030
6,89,192,32,18,106192032
6,89,192,33,14,106192033
6,89,192,34,12,106192034
6,89,192,38,13,106192038
6,89,192,46,11,106192046
6,89,192,50,18,106192050
6,91,185,12,8,106185012
6,91,185,13,12,106185013
6,91,185,14,15,106185014
6,91,185,17,10,106185017
6,91,185,21,10,106185021
6,91,185,28,8,106185028
6,91,185,36,18,106185036
6,91,185,40,18,106185040
6,91,185,49,18,106185049
6,91,185,52,14,106185052
6,91,185,54,18,106185054
6,91,185,56,10,106185056
6,91,185,58,13,106185058
6,91,185,59,18,106185059
6,91,185,60,11,106185060
6,92,195,3,13,106195003
6,92,195,12,9,106195012
6,92,195,25,12,106195025
6,92,195,26,13,106195026
6,92,195,35,18,106195035
6,92,195,60,14,106195060
6,92,195,63,8,106195063
6,92,195,80,15,106195080
6,92,195,89,15,106195089
6,92,195,123,16,106195123
6,92,195,129,3,106195129
6,92,195,133,18,106195133
6,92,195,134,14,106195134
6,92,195,200,8,106195200
6,92,195,232,8,106195232
6,92,196,2,10,106196002
6,92,196,5,11,106196005
6,92,196,11,10,106196011
6,92,196,12,18,106196012
6,92,196,13,10,106196013
6,92,196,14,18,106196014
6,92,196,16,11,106196016
6,92,196,17,11,106196017
6,92,196,18,13,106196018
6,92,196,19,14,106196019
6,92,196,22,10,106196022
6,92,196,23,13,106196023
6,92,196,24,11,106196024
6,92,196,29,11,106196029
6,92,196,31,12,106196031
6,93,194,1,9,106194001
6,93,194,7,16,106194007
6,93,194,13,15,106194013
6,93,194,15,11,106194015
6,93,194,18,18,106194018
6,93,194,21,14,106194021
6,93,194,22,17,106194022
6,93,194,35,10,106194035
6,93,194,42,7,106194042
6,93,194,43,14,106194043
6,93,194,45,12,106194045
6,93,194,55,10,106194055
6,93,194,57,11,106194057
6,93,194,60,7,106194060
6,93,194,69,9,106194069
6,94,179,24,10,106179024
6,94,179,29,16,106179029
6,94,179,56,7,106179056
6,94,179,80,14,106179080
6,94,179,89,14,106179089
6,94,179,99,10,106179099
6,94,179,102,11,106179102
6,94,179,116,9,106179116
6,94,179,119,14,106179119
6,94,179,120,10,106179120
6,94,179,127,17,106179127
6,94,179,128,16,106179128
6,94,179,134,6,106179134
6,94,179,146,10,106179146
6,94,179,155,12,106179155
6,94,180,1,18,106180001
6,94,180,2,18,106180002
6,94,180,3,12,106180003
6,94,180,4,12,106180004
6,94,180,6,12,106180006
6,94,180,8,13,106180008
6,94,180,9,9,106180009
6,94,180,11,10,106180011
6,94,180,15,12,106180015
6,94,180,16,12,106180016
6,94,180,18,9,106180018
6,94,180,20,18,106180020
6,94,180,22,18,106180022
6,94,180,23,8,106180023
6,94,180,35,16,106180035
6,94,183,12,5,106183012
6,94,183,20,17,106183020
6,94,183,33,18,106183033
6,95,182,20,17,106182020
6,95,182,26,6,106182026
6,95,182,29,9,106182029
6,95,182,42,11,106182042
6,95,182,47,15,106182047
6,95,182,49,10,106182049
6,95,182,50,11,106182050
6,95,182,54,14,106182054
6,95,182,58,18,106182058
6,95,182,61,14,106182061
6,95,182,65,13,106182065
6,95,182,79,6,106182079
6,95,182,88,18,106182088
6,95,182,95,3,106182095
6,95,182,124,18,106182124
6,95,184,6,15,106184006
6,95,184,14,7,106184014
6,95,184,26,17,106184026
6,95,184,27,12,106184027
6,95,184,32,17,106184032
6,95,184,71,6,106184071
6,95,184,79,16,106184079
6,95,184,83,16,106184083
6,95,184,89,17,106184089
6,95,184,93,11,106184093
6,95,184,94,11,106184094
6,95,184,98,15,106184098
6,95,184,102,16,106184102
6,95,184,104,6,106184104
6,95,184,107,6,106184107
6,96,199,2,16,106199002
6,96,199,3,21,106199003
6,96,199,4,14,106199004
6,96,199,5,10,106199005
6,96,199,8,22,106199008
6,96,199,11,4,106199011
6,96,199,14,13,106199014
6,96,199,15,12,106199015
6,96,199,16,15,106199016
6,96,199,19,24,106199019
6,96,199,25,17,106199025
6,96,199,27,18,106199027
6,96,199,30,13,106199030
6,96,199,32,14,106199032
6,96,199,33,11,106199033
6,97,189,2,13,106189002
6,97,189,4,10,106189004
6,97,189,6,7,106189006
6,97,189,23,4,106189023
6,97,189,30,12,106189030
6,97,189,39,14,106189039
6,97,189,41,10,106189041
6,97,189,46,16,106189046
6,97,189,62,12,106189062
6,97,189,63,12,106189063
6,97,189,72,18,106189072
6,97,189,73,13,106189073
6,97,189,80,12,106189080
6,97,189,82,12,106189082
6,97,189,91,18,106189091
6,98,190,1,18,106190001
6,98,190,2,13,106190002
6,98,190,4,5,106190004
6,98,190,5,8,106190005
6,98,190,12,6,106190012
6,98,190,14,8,106190014
6,98,190,16,11,106190016
6,98,190,19,7,106190019
6,98,190,21,15,106190021
6,98,190,23,13,106190023
6,98,190,26,12,106190026
6,98,190,35,9,106190035
6,98,190,38,9,106190038
6,98,190,43,9,106190043
6,98,190,64,9,106190064
6,99,200,3,11,106200003
6,99,200,9,18,106200009
6,99,200,15,12,106200015
6,99,200,21,10,106200021
6,99,200,25,16,106200025
6,99,200,34,15,106200034
6,99,200,39,9,106200039
6,99,200,43,14,106200043
6,99,200,51,20,106200051
6,99,200,57,12,106200057
6,99,200,59,17,106200059
6,99,200,60,6,106200060
6,99,200,63,21,106200063
6,99,200,65,6,106200065
6,99,200,76,13,106200076
6,99,206,2,14,106206002
6,99,206,6,24,106206006
6,99,206,8,8,106206008
6,99,206,14,8,106206014
6,99,206,23,12,106206023
6,99,206,24,5,106206024
6,99,206,26,10,106206026
6,99,206,29,15,106206029
6,99,206,30,17,106206030
6,99,206,31,9,106206031
6,99,206,34,24,106206034
6,99,206,37,11,106206037
6,99,206,40,8,106206040
6,99,206,44,10,106206044
6,99,206,51,10,106206051
6,99,231,5,9,106231005
6,99,231,6,15,106231006
6,99,231,8,13,106231008
6,99,231,11,14,106231011
6,99,231,26,10,106231026
6,99,231,28,5,106231028
6,99,231,30,9,106231030
6,99,231,35,7,106231035
6,99,231,36,11,106231036
6,99,231,39,18,106231039
6,99,231,43,13,106231043
6,99,231,46,18,106231046
6,99,231,49,10,106231049
6,99,231,55,18,106231055
6,99,231,57,7,106231057
6,100,197,1,15,106197001
6,100,197,8,6,106197008
6,100,197,10,17,106197010
6,100,197,15,17,106197015
6,100,197,18,25,106197018
6,100,197,22,11,106197022
6,100,197,23,12,106197023
6,100,197,24,10,106197024
6,100,197,25,25,106197025
6,100,197,26,24,106197026
6,100,197,37,10,106197037
6,100,197,39,12,106197039
6,100,197,40,15,106197040
6,100,197,41,21,106197041
6,100,197,44,4,106197044
6,100,198,29,15,106198029
6,100,198,40,11,106198040
6,100,198,58,14,106198058
6,100,198,71,17,106198071
6,100,198,73,9,106198073
6,100,198,79,15,106198079
6,100,198,96,5,106198096
6,100,198,117,10,106198117
6,100,198,127,25,106198127
6,100,198,133,23,106198133
6,100,198,139,10,106198139
6,100,198,141,18,106198141
6,100,198,143,6,106198143
6,100,198,152,6,106198152
6,100,198,154,10,106198154
6,102,201,2,6,106201002
6,102,201,3,6,106201003
6,102,201,5,16,106201005
6,102,201,6,6,106201006
6,102,201,8,10,106201008
6,102,201,10,8,106201010
6,102,201,17,6,106201017
6,102,201,23,8,106201023
6,102,201,25,9,106201025
6,102,201,26,16,106201026
6,102,201,27,11,106201027
6,102,201,31,6,106201031
6,102,201,33,6,106201033
6,102,201,35,9,106201035
6,102,201,44,22,106201044
6,102,205,3,14,106205003
6,102,205,5,5,106205005
6,102,205,9,12,106205009
6,102,205,12,16,106205012
6,102,205,14,6,106205014
6,102,205,18,3,106205018
6,102,205,19,11,106205019
6,102,205,23,13,106205023
6,102,205,24,23,106205024
6,102,205,25,8,106205025
6,102,205,27,13,106205027
6,102,205,28,16,106205028
6,102,205,30,8,106205030
6,102,205,34,8,106205034
6,102,205,36,7,106205036
6,102,207,7,18,106207007
6,102,207,18,14,106207018
6,102,207,20,18,106207020
6,102,207,23,18,106207023
6,102,207,27,10,106207027
6,102,207,31,7,106207031
6,102,207,32,9,106207032
6,102,207,33,5,106207033
6,102,207,38,17,106207038
6,102,207,39,14,106207039
6,102,207,41,9,106207041
6,102,207,42,10,106207042
6,102,207,46,13,106207046
6,102,207,53,17,106207053
6,102,207,54,4,106207054
6,102,208,7,14,106208007
6,102,208,18,11,106208018
6,102,208,19,8,106208019
6,102,208,21,7,106208021
6,102,208,30,8,106208030
6,102,208,31,12,106208031
6,102,208,37,14,106208037
6,102,208,40,9,106208040
6,102,208,41,15,106208041
6,102,208,47,18,106208047
6,102,208,48,14,106208048
6,102,208,54,7,106208054
6,102,208,59,8,106208059
6,102,208,73,23,106208073
6,102,208,80,16,106208080
6,102,209,14,17,106209014
6,102,209,18,13,106209018
6,102,209,23,13,106209023
6,102,209,25,9,106209025
6,102,209,28,14,106209028
6,102,209,34,4,106209034
6,102,209,36,12,106209036
6,102,209,37,12,106209037
6,102,209,42,6,106209042
6,102,209,44,18,106209044
6,102,209,54,8,106209054
6,102,209,59,3,106209059
6,102,209,64,13,106209064
6,102,209,67,15,106209067
6,102,209,68,6,106209068
6,102,210,3,5,106210003
6,102,210,7,10,106210007
6,102,210,11,6,106210011
6,102,210,12,17,106210012
6,102,210,15,7,106210015
6,102,210,16,15,106210016
6,102,210,17,12,106210017
6,102,210,30,8,106210030
6,102,210,36,24,106210036
6,102,210,46,4,106210046
6,102,210,86,3,106210086
6,102,210,96,7,106210096
6,102,210,98,7,106210098
6,102,210,103,14,106210103
6,102,210,120,9,106210120
6,102,212,1,14,106212001
6,102,212,6,15,106212006
6,102,212,8,10,106212008
6,102,212,12,11,106212012
6,102,212,14,8,106212014
6,102,212,19,6,106212019
6,102,212,22,10,106212022
6,102,212,30,8,106212030
6,102,212,33,4,106212033
6,102,212,34,13,106212034
6,102,212,35,13,106212035
6,102,212,36,11,106212036
6,102,212,37,8,106212037
6,102,212,38,8,106212038
6,102,212,39,11,106212039
6,102,214,1,6,106214001
6,102,214,2,16,106214002
6,102,214,3,6,106214003
6,102,214,14,11,106214014
6,102,214,15,2,106214015
6,102,214,16,18,106214016
6,102,214,17,16,106214017
6,102,214,20,9,106214020
6,102,214,21,12,106214021
6,102,214,22,6,106214022
6,102,214,25,6,106214025
6,102,214,30,5,106214030
6,102,214,33,7,106214033
6,102,214,35,6,106214035
6,102,214,38,8,106214038
6,103,221,5,3,106221005
6,103,221,7,10,106221007
6,103,221,15,6,106221015
6,103,221,31,10,106221031
6,103,221,34,16,106221034
6,103,221,40,15,106221040
6,103,221,45,7,106221045
6,103,221,47,10,106221047
6,103,221,48,10,106221048
6,103,221,50,17,106221050
6,103,221,54,18,106221054
6,103,221,56,15,106221056
6,103,221,65,10,106221065
6,103,221,78,9,106221078
6,103,221,87,4,106221087
6,103,222,1,12,106222001
6,103,222,3,18,106222003
6,103,222,7,18,106222007
6,103,222,16,7,106222016
6,103,222,18,5,106222018
6,103,222,21,11,106222021
6,103,222,24,11,106222024
6,103,222,26,16,106222026
6,103,222,27,3,106222027
6,103,222,31,9,106222031
6,103,222,32,18,106222032
6,103,222,41,10,106222041
6,103,222,43,18,106222043
6,103,222,49,10,106222049
6,103,222,57,6,106222057
6,106,237,3,9,106237003
6,106,237,8,9,106237008
6,106,237,16,6,106237016
6,106,237,21,17,106237021
6,106,237,24,6,106237024
6,106,237,25,7,106237025
6,106,237,27,11,106237027
6,106,237,44,9,106237044
6,106,237,53,9,106237053
6,106,237,57,12,106237057
6,106,237,62,9,106237062
6,106,237,64,18,106237064
6,106,237,71,8,106237071
6,106,237,74,10,106237074
6,106,237,77,15,106237077
6,108,229,1,13,106229001
6,108,229,2,16,106229002
6,108,229,5,12,106229005
6,108,229,7,10,106229007
6,108,229,8,17,106229008
6,108,229,9,18,106229009
6,108,229,11,8,106229011
6,108,229,12,14,106229012
6,108,229,13,18,106229013
6,108,229,14,13,106229014
6,108,229,17,8,106229017
6,108,229,18,10,106229018
6,108,229,20,13,106229020
6,108,229,26,10,106229026
6,108,229,30,4,106229030
6,108,230,5,17,106230005
6,108,230,14,10,106230014
6,108,230,18,18,106230018
6,108,230,25,14,106230025
6,108,230,29,14,106230029
6,108,230,30,18,106230030
6,108,230,41,12,106230041
6,108,230,45,15,106230045
6,108,230,47,8,106230047
6,108,230,48,15,106230048
6,108,230,51,11,106230051
6,108,230,54,18,106230054
6,108,230,60,18,106230060
6,108,230,62,18,106230062
6,108,230,64,10,106230064
6,109,228,3,18,106228003
6,109,228,4,11,106228004
6,109,228,10,12,106228010
6,109,228,11,15,106228011
6,109,228,14,18,106228014
6,109,228,19,6,106228019
6,109,228,23,18,106228023
6,109,228,24,9,106228024
6,109,228,25,17,106228025
6,109,228,30,13,106228030
6,109,228,35,14,106228035
6,109,228,46,15,106228046
6,109,228,47,8,106228047
6,109,228,50,12,106228050
6,109,228,58,17,106228058
6,109,232,41,11,106232041
6,109,232,44,11,106232044
6,109,232,48,13,106232048
6,109,232,57,16,106232057
6,109,232,62,8,106232062
6,109,232,70,9,106232070
6,109,232,76,21,106232076
6,109,232,81,16,106232081
6,109,232,82,17,106232082
6,109,232,83,8,106232083
6,109,232,91,5,106232091
6,109,232,105,12,106232105
6,109,232,112,18,106232112
6,109,232,120,15,106232120
6,109,232,161,18,106232161
6,109,233,2,12,106233002
6,109,233,8,6,106233008
6,109,233,16,4,106233016
6,109,233,27,12,106233027
6,109,233,35,13,106233035
6,109,233,40,3,106233040
6,109,233,49,15,106233049
6,109,233,52,7,106233052
6,109,233,65,7,106233065
6,109,233,69,13,106233069
6,109,233,80,10,106233080
6,109,233,89,11,106233089
6,109,233,95,18,106233095
6,109,233,98,12,106233098
6,109,233,111,10,106233111
6,110,227,8,6,106227008
6,110,227,10,16,106227010
6,110,227,12,17,106227012
6,110,227,20,17,106227020
6,110,227,39,10,106227039
6,110,227,44,18,106227044
6,110,227,64,10,106227064
6,110,227,70,13,106227070
6,110,227,72,15,106227072
6,110,227,81,16,106227081
6,110,227,88,16,106227088
6,110,227,109,11,106227109
6,110,227,112,12,106227112
6,110,227,115,14,106227115
6,110,227,116,17,106227116
6,111,226,5,10,106226005
6,111,226,11,18,106226011
6,111,226,22,7,106226022
6,111,226,25,16,106226025
6,111,226,26,17,106226026
6,111,226,39,13,106226039
6,111,226,44,7,106226044
6,111,226,50,18,106226050
6,111,226,53,8,106226053
6,111,226,56,18,106226056
6,111,226,57,6,106226057
6,111,226,83,5,106226083
6,111,226,102,19,106226102
6,111,226,110,18,106226110
6,111,226,114,15,106226114
7,8,258,4,5,107258004
7,8,258,10,5,107258010
7,8,258,12,5,107258012
7,8,258,16,5,107258016
7,8,258,24,5,107258024
7,8,258,28,6,107258028
7,8,258,30,4,107258030
7,8,258,31,5,107258031
7,8,258,39,5,107258039
7,8,258,49,6,107258049
7,8,258,55,5,107258055
7,8,258,62,5,107258062
7,8,258,63,5,107258063
7,8,258,68,4,107258068
7,8,258,71,6,107258071
7,8,260,8,12,107260008
7,8,260,9,10,107260009
7,8,260,17,9,107260017
7,8,260,18,17,107260018
7,8,260,25,7,107260025
7,8,260,31,8,107260031
7,8,260,33,4,107260033
7,8,260,34,10,107260034
7,8,260,38,9,107260038
7,8,260,45,14,107260045
7,8,260,47,8,107260047
7,8,260,48,6,107260048
7,8,260,50,7,107260050
7,8,260,59,10,107260059
7,8,260,60,6,107260060
7,8,261,2,18,107261002
7,8,261,11,10,107261011
7,8,261,24,4,107261024
7,8,261,35,13,107261035
7,8,261,56,9,107261056
7,8,261,58,8,107261058
7,8,261,59,12,107261059
7,8,261,65,17,107261065
7,8,261,77,17,107261077
7,8,261,82,18,107261082
7,8,261,83,10,107261083
7,8,261,85,13,107261085
7,8,261,92,11,107261092
7,8,261,106,12,107261106
7,8,261,109,18,107261109
7,112,239,5,10,107239005
7,112,239,7,8,107239007
7,112,239,12,16,107239012
7,112,239,14,13,107239014
7,112,239,16,7,107239016
7,112,239,17,15,107239017
7,112,239,20,11,107239020
7,112,239,22,15,107239022
7,112,239,23,18,107239023
7,112,239,24,14,107239024
7,112,239,25,17,107239025
7,112,239,27,10,107239027
7,112,239,30,10,107239030
7,112,239,32,15,107239032
7,112,239,33,9,107239033
7,112,240,1,16,107240001
7,112,240,3,17,107240003
7,112,240,6,14,107240006
7,112,240,11,10,107240011
7,112,240,12,11,107240012
7,112,240,14,15,107240014
7,112,240,20,16,107240020
7,112,240,21,14,107240021
7,112,240,27,11,107240027
7,112,240,28,14,107240028
7,112,240,31,9,107240031
7,112,240,33,17,107240033
7,112,240,42,16,107240042
7,112,240,43,13,107240043
7,112,240,46,6,107240046
7,112,241,3,14,107241003
7,112,241,9,8,107241009
7,112,241,11,11,107241011
7,112,241,13,13,107241013
7,112,241,20,16,107241020
7,112,241,25,18,107241025
7,112,241,26,11,107241026
7,112,241,27,19,107241027
7,112,241,34,5,107241034
7,112,241,35,11,107241035
7,112,241,36,23,107241036
7,112,241,51,9,107241051
7,112,241,52,18,107241052
7,112,241,58,19,107241058
7,112,241,63,17,107241063
7,112,242,3,9,107242003
7,112,242,10,8,107242010
7,112,242,12,11,107242012
7,112,242,19,15,107242019
7,112,242,20,14,107242020
7,112,242,22,12,107242022
7,112,242,40,13,107242040
7,112,242,47,18,107242047
7,112,242,49,16,107242049
7,112,242,53,10,107242053
7,112,242,55,18,107242055
7,112,242,65,18,107242065
7,112,242,66,17,107242066
7,112,242,69,11,107242069
7,112,242,71,19,107242071
7,112,243,1,15,107243001
7,112,243,11,15,107243011
7,112,243,12,13,107243012
7,112,243,21,18,107243021
7,112,243,45,13,107243045
7,112,243,46,23,107243046
7,112,243,48,9,107243048
7,112,243,61,7,107243061
7,112,243,64,18,107243064
7,112,243,71,14,107243071
7,112,243,72,6,107243072
7,112,243,73,7,107243073
7,112,243,78,4,107243078
7,112,243,82,9,107243082
7,112,243,88,10,107243088
7,112,244,7,4,107244007
7,112,244,10,16,107244010
7,112,244,14,18,107244014
7,112,244,17,7,107244017
7,112,244,30,12,107244030
7,112,244,36,5,107244036
7,112,244,38,9,107244038
7,112,244,45,11,107244045
7,112,244,50,18,107244050
7,112,244,59,11,107244059
7,112,244,60,9,107244060
7,112,244,71,12,107244071
7,112,244,75,13,107244075
7,112,244,79,15,107244079
7,112,244,93,14,107244093
7,112,246,1,12,107246001
7,112,246,4,12,107246004
7,112,246,9,16,107246009
7,112,246,13,10,107246013
7,112,246,15,5,107246015
7,112,246,17,12,107246017
7,112,246,18,7,107246018
7,112,246,19,6,107246019
7,112,246,20,18,107246020
7,112,246,22,16,107246022
7,112,246,25,8,107246025
7,112,246,36,8,107246036
7,112,246,47,10,107246047
7,112,246,53,9,107246053
7,112,246,57,10,107246057
7,113,245,1,16,107245001
7,113,245,3,19,107245003
7,113,245,7,9,107245007
7,113,245,9,18,107245009
7,113,245,10,13,107245010
7,113,245,13,14,107245013
7,113,245,14,13,107245014
7,113,245,16,8,107245016
7,113,245,18,9,107245018
7,113,245,20,17,107245020
7,113,245,21,9,107245021
7,113,245,25,9,107245025
7,113,245,27,7,107245027
7,113,245,30,11,107245030
7,113,245,32,4,107245032
7,114,247,8,14,107247008
7,114,247,10,9,107247010
7,114,247,13,9,107247013
7,114,247,14,18,107247014
7,114,247,20,12,107247020
7,114,247,25,16,107247025
7,114,247,30,18,107247030
7,114,247,36,8,107247036
7,114,247,40,11,107247040
7,114,247,47,18,107247047
7,114,247,48,13,107247048
7,114,247,52,18,107247052
7,114,247,53,18,107247053
7,114,247,57,10,107247057
7,114,247,59,9,107247059
7,114,248,1,12,107248001
7,114,248,2,8,107248002
7,114,248,3,9,107248003
7,114,248,6,17,107248006
7,114,248,8,7,107248008
7,114,248,9,7,107248009
7,114,248,13,7,107248013
7,114,248,16,11,107248016
7,114,248,22,9,107248022
7,114,248,32,6,107248032
7,114,248,34,12,107248034
7,114,248,51,9,107248051
7,114,248,52,12,107248052
7,114,248,57,13,107248057
7,114,248,65,18,107248065
7,115,268,2,9,107268002
7,115,268,8,8,107268008
7,115,268,9,13,107268009
7,115,268,11,12,107268011
7,115,268,16,12,107268016
7,115,268,34,9,107268034
7,115,268,37,14,107268037
7,115,268,52,11,107268052
7,115,268,53,12,107268053
7,115,268,59,10,107268059
7,115,268,60,7,107268060
7,115,268,69,10,107268069
7,115,268,73,11,107268073
7,115,268,76,5,107268076
7,115,268,86,3,107268086
7,117,253,2,8,107253002
7,117,253,3,16,107253003
7,117,253,9,7,107253009
7,117,253,11,9,107253011
7,117,253,19,12,107253019
7,117,253,23,13,107253023
7,117,253,24,13,107253024
7,117,253,29,9,107253029
7,117,253,32,13,107253032
7,117,253,33,12,107253033
7,117,253,35,8,107253035
7,117,253,37,9,107253037
7,117,253,42,9,107253042
7,117,253,43,10,107253043
7,117,253,47,8,107253047
7,119,256,3,11,107256003
7,119,256,4,7,107256004
7,119,256,5,10,107256005
7,119,256,8,7,107256008
7,119,256,10,11,107256010
7,119,256,16,8,107256016
7,119,256,17,9,107256017
7,119,256,18,9,107256018
7,119,256,20,7,107256020
7,119,256,28,8,107256028
7,119,256,30,14,107256030
7,119,256,32,15,107256032
7,119,256,40,13,107256040
7,119,256,42,10,107256042
7,119,256,45,11,107256045
7,120,254,9,13,107254009
7,120,254,10,4,107254010
7,120,254,11,9,107254011
7,120,254,13,7,107254013
7,120,254,16,9,107254016
7,120,254,19,13,107254019
7,120,254,27,4,107254027
7,120,254,30,3,107254030
7,120,254,31,5,107254031
7,120,254,32,11,107254032
7,120,254,34,2,107254034
7,120,254,35,25,107254035
7,120,254,36,9,107254036
7,120,254,37,14,107254037
7,120,254,50,12,107254050
7,120,255,11,12,107255011
7,120,255,16,8,107255016
7,120,255,20,11,107255020
7,120,255,21,12,107255021
7,120,255,31,18,107255031
7,120,255,33,9,107255033
7,120,255,34,12,107255034
7,120,255,40,11,107255040
7,120,255,53,7,107255053
7,120,255,55,9,107255055
7,120,255,65,8,107255065
7,120,255,66,11,107255066
7,120,255,69,3,107255069
7,120,255,70,18,107255070
7,120,255,78,10,107255078
7,120,257,1,9,107257001
7,120,257,2,10,107257002
7,120,257,4,11,107257004
7,120,257,8,4,107257008
7,120,257,11,9,107257011
7,120,257,16,9,107257016
7,120,257,22,11,107257022
7,120,257,23,13,107257023
7,120,257,26,13,107257026
7,120,257,29,9,107257029
7,120,257,37,12,107257037
7,120,257,38,6,107257038
7,120,257,39,7,107257039
7,120,257,41,13,107257041
7,120,257,43,7,107257043
7,121,265,4,14,107265004
7,121,265,5,12,107265005
7,121,265,13,14,107265013
7,121,265,14,14,107265014
7,121,265,20,18,107265020
7,121,265,22,18,107265022
7,121,265,23,6,107265023
7,121,265,24,11,107265024
7,121,265,25,12,107265025
7,121,265,31,9,107265031
7,121,265,35,10,107265035
7,121,265,38,9,107265038
7,121,265,39,6,107265039
7,121,265,40,11,107265040
7,121,265,41,17,107265041
7,122,266,5,6,107266005
7,122,266,7,12,107266007
7,122,266,9,10,107266009
7,122,266,12,16,107266012
7,122,266,16,13,107266016
7,122,266,19,12,107266019
7,122,266,21,12,107266021
7,122,266,22,10,107266022
7,122,266,23,14,107266023
7,122,266,25,7,107266025
7,122,266,28,12,107266028
7,122,266,29,7,107266029
7,122,266,30,12,107266030
7,122,266,33,14,107266033
7,122,266,39,16,107266039
7,122,267,1,15,107267001
7,122,267,2,14,107267002
7,122,267,6,10,107267006
7,122,267,10,9,107267010
7,122,267,11,12,107267011
7,122,267,13,15,107267013
7,122,267,14,14,107267014
7,122,267,23,3,107267023
7,122,267,24,5,107267024
7,122,267,25,5,107267025
7,122,267,37,17,107267037
7,122,267,39,7,107267039
7,122,267,45,14,107267045
7,122,267,49,11,107267049
7,122,267,50,17,107267050
7,124,263,2,12,107263002
7,124,263,6,16,107263006
7,124,263,7,18,107263007
7,124,263,12,14,107263012
7,124,263,15,13,107263015
7,124,263,21,5,107263021
7,124,263,22,5,107263022
7,124,263,28,5,107263028
7,124,263,32,10,107263032
7,124,263,36,7,107263036
7,124,263,41,9,107263041
7,124,263,43,15,107263043
7,124,263,44,10,107263044
7,124,263,45,9,107263045
7,124,263,46,7,107263046
7,124,264,2,11,107264002
7,124,264,3,17,107264003
7,124,264,4,10,107264004
7,124,264,6,6,107264006
7,124,264,8,15,107264008
7,124,264,9,8,107264009
7,124,264,17,7,107264017
7,124,264,21,6,107264021
7,124,264,22,18,107264022
7,124,264,23,11,107264023
7,124,264,32,6,107264032
7,124,264,33,12,107264033
7,124,264,34,16,107264034
7,124,264,35,3,107264035
7,124,264,36,6,107264036
7,125,269,1,5,107269001
7,125,269,5,11,107269005
7,125,269,10,11,107269010
7,125,269,12,12,107269012
7,125,269,13,10,107269013
7,125,269,14,10,107269014
7,125,269,20,8,107269020
7,125,269,22,13,107269022
7,125,269,38,18,107269038
7,125,269,41,15,107269041
7,125,269,44,13,107269044
7,125,269,46,14,107269046
7,125,269,49,7,107269049
7,125,269,53,11,107269053
7,125,269,54,12,107269054
7,125,270,1,14,107270001
7,125,270,5,12,107270005
7,125,270,9,10,107270009
7,125,270,13,10,107270013
7,125,270,18,13,107270018
7,125,270,19,11,107270019
7,125,270,25,10,107270025
7,125,270,27,13,107270027
7,125,270,28,13,107270028
7,125,270,29,6,107270029
7,125,270,30,17,107270030
7,125,270,34,4,107270034
7,125,270,35,6,107270035
7,125,270,37,9,107270037
7,125,270,39,12,107270039
7,126,271,3,10,107271003
7,126,271,4,13,107271004
7,126,271,5,13,107271005
7,126,271,6,7,107271006
7,126,271,8,16,107271008
7,126,271,12,9,107271012
7,126,271,14,14,107271014
7,126,271,17,8,107271017
7,126,271,18,10,107271018
7,126,271,23,11,107271023
7,126,271,24,11,107271024
7,126,271,26,6,107271026
7,126,271,28,10,107271028
7,126,271,30,10,107271030
7,126,271,32,10,107271032
7,126,272,1,6,107272001
7,126,272,2,12,107272002
7,126,272,3,15,107272003
7,126,272,5,14,107272005
7,126,272,6,16,107272006
7,126,272,7,11,107272007
7,126,272,8,6,107272008
7,126,272,9,17,107272009
7,126,272,10,12,107272010
7,126,272,11,14,107272011
7,126,272,12,9,107272012
7,126,272,13,9,107272013
7,126,272,16,13,107272016
7,126,272,17,11,107272017
7,126,272,18,7,107272018
7,127,250,1,11,107250001
7,127,250,4,11,107250004
7,127,250,8,12,107250008
7,127,250,12,9,107250012
7,127,250,16,4,107250016
7,127,250,23,11,107250023
7,127,250,24,8,107250024
7,127,250,27,13,107250027
7,127,250,28,13,107250028
7,127,250,29,8,107250029
7,127,250,32,10,107250032
7,127,250,44,9,107250044
7,127,250,45,8,107250045
7,127,250,49,8,107250049
7,127,250,50,8,107250050
7,127,251,3,7,107251003
7,127,251,8,11,107251008
7,127,251,13,15,107251013
7,127,251,23,6,107251023
7,127,251,31,6,107251031
7,127,251,34,10,107251034
7,127,251,36,6,107251036
7,127,251,38,9,107251038
7,127,251,39,7,107251039
7,127,251,46,8,107251046
7,127,251,51,16,107251051
7,127,251,58,18,107251058
7,127,251,60,10,107251060
7,127,251,91,11,107251091
7,127,251,92,6,107251092
7,128,252,8,12,107252008
7,128,252,11,18,107252011
7,128,252,14,8,107252014
7,128,252,19,15,107252019
7,128,252,23,15,107252023
7,128,252,24,19,107252024
7,128,252,26,11,107252026
7,128,252,30,15,107252030
7,128,252,32,16,107252032
7,128,252,35,7,107252035
7,128,252,36,10,107252036
7,128,252,41,7,107252041
7,128,252,55,11,107252055
7,128,252,59,10,107252059
7,128,252,60,19,107252060
7,130,249,1,6,107249001
7,130,249,3,14,107249003
7,130,249,8,18,107249008
7,130,249,9,10,107249009
7,130,249,11,19,107249011
7,130,249,21,8,107249021
7,130,249,25,6,107249025
7,130,249,29,9,107249029
