"id1","id2","id3","id4","entno","s5c_29i","s5c_29ii","s5c_29iii","s5c_29iva","s5c_29ivb","s5c_29va","s5c_29vb","s5c_30i","s5c_30iia","s5c_30iib","s5c_31i","s5c_31ii","s5c_31iii","s5c_31iva","s5c_31ivb","s5c_31va","s5c_31vb","s5c_32i","s5c_32iia","s5c_32iib","s5c_33i","s5c_33ii","s5c_33iii","s5c_33iva","s5c_33ivb","s5c_33va","s5c_33vb","s5c_34i","s5c_34iia","s5c_34iib","s5c_35i","s5c_35iia","s5c_35iib","s5c_36i","s5c_36ii","s5c_36iii","s5c_36iva","s5c_36ivb","s5c_36va","s5c_36vb","s5c_37i","s5c_37iia","s5c_37iib","s5c_38i","s5c_38iia","s5c_38iib","s5c_39i","s5c_39ii","s5c_39iii","s5c_39iva","s5c_39ivb","s5c_39va","s5c_39vb","s5c_40i","s5c_40ii","s5c_40iii","s5c_40iva","s5c_40ivb","s5c_40va","s5c_40vb","s5c_41i","s5c_41ii","s5c_41iii","s5c_41iva","s5c_41ivb","s5c_41va","s5c_41vb","s5c_42i","s5c_42ii","s5c_42iii","s5c_42iva","s5c_42ivb","s5c_42va","s5c_42vb","hhno"
5,67,154,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105154023
5,67,154,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105154040
5,7,155,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105155001
5,7,155,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105155012
5,7,155,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105155014
5,7,155,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105155015
5,7,155,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105155018
5,7,155,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105155020
5,7,155,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105155023
5,7,155,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105155023
5,7,155,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105155027
5,7,155,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105155036
5,7,156,8,1,,,,,,,,4,140,,,,,,,,,,,,749,28,21,,50,14,,,,,10,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156008
5,7,156,13,1,435,0.5,29,13,,6,50,4,52,,,,,,,,,,,,435,0,29,5,,,,0,,,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156013
5,7,156,16,1,489,0,18,40,,,,2,80,,,,,,,,,,,,228,1,19,35,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156016
5,7,156,34,1,489,0,18,,,,,2.5,500,,,,,,,,,,,,1287,4,4,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156034
5,7,156,41,1,489,1,18,,,,,1,90,,,,,,,,,,,,228,7,4,,,,,,,,7,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156041
5,7,156,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156049
5,7,156,49,2,489,0,18,,,,,2,200,,,,,,,,,,,,,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156049
5,7,156,68,1,379,0,37,3,,,,60,180,,,,,,,,,,,,1251,4,37,,50,2,,0,,,10,5,,655,4,38,,60,2,40,0,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156068
5,7,156,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156070
5,7,156,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156070
5,7,156,70,3,489,0.5,18,120,,60,,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156070
5,8,157,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157003
5,8,157,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157003
5,8,157,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157010
5,8,157,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157021
5,8,157,22,2,878,400,18,20,,8000,,300,6000,,,,,,,,,,,,878,0,14,,,,,0,,,75,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157022
5,8,157,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157022
5,8,157,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157028
5,8,157,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157036
5,8,157,43,1,995,10,37,5,,50,,180,900,,128,5,37,20,,100,,30,600,,,100,37,,20,20,,0,,,40,64,,,10,38,,60,6,,0,,,30,18,,995,20,37,5,,100,,379,5,37,15,,75,,995,10,37,5,,50,,379,4,37,15,,60,,105157043
5,8,157,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157053
5,8,157,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157065
5,8,157,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157065
5,8,157,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157070
5,8,157,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157083
5,8,157,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105157086
5,8,158,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158019
5,8,158,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158024
5,8,158,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158024
5,8,158,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158025
5,8,158,26,1,334,2,36,10,0,20,0,15,135,0,,,,,,,,,,,1255,10,34,0,15,1,50,0,0,0,7,1,5,1256,2,38,0,30,0,60,0,0,0,15,4,50,334,1,36,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,105158026
5,8,158,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158035
5,8,158,37,1,,,,,,,,9,,,701,1,37,40,0,40,0,1,40,0,,,,,,,,,,,15,0,15,,,,,,,,,,,,,,70,2,37,4,0,8,0,701,2,37,3,0,6,0,,,,,,,,,,,,,,,105158037
5,8,158,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,51,1,123,25,37,1,0,25,0,250,300,,,,,,,,,,,,123,0,37,0,0,,,,,,100,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158051
5,8,160,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105160007
5,8,160,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105160008
5,8,160,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105160011
5,8,160,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105160017
5,8,160,18,1,151,25,32,,50,12,50,168,84,,,,,,,,,,,,50,2,18,65,,1300,,,,,60,3900,,,,,,,,,,,,,,,50,2,18,65,,130,,,,,,,,,,,,,,,,,,,,,,,105160018
5,8,160,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105160029
5,8,160,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105160048
5,9,161,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161004
5,9,161,11,1,,,,,,,,12,890,,,,,,,,,,,,,,,,,,,,,,12,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161011
5,9,162,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162001
5,9,162,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162008
5,9,162,15,2,,,,,,,,400,1000,0,,,,,,,,,,,,,,,,,,,,,1,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162015
5,9,162,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162015
5,9,162,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162019
5,9,162,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162024
5,9,162,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162027
5,9,162,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162032
5,9,162,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162035
5,9,163,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163009
5,9,163,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163009
5,9,163,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163026
5,9,163,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163026
5,9,163,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163034
5,9,163,37,1,,,,,,,,,,,,,,,40,80,,,,,447,0.5,18,61,,30,50,1200,60,,,,,,,,,,,,,,,,,,151,200,32,,40,80,,,,,,,,,,,,,,,,,,,,,,,105163037
5,9,163,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163047
5,9,163,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163069
5,9,163,72,1,151,80,32,13,,80,,1500,2100,,,,,,,,,,,,477,1,19,62,,62,,,,,24,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163072
5,9,163,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163079
5,10,164,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164006
5,10,164,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164019
5,10,164,20,1,,,,,,,,6,30,,,,,,,,,1,15,,,,,,,,,,,,15,40,,,,,,,,,,,,,,,801,1,14,6,,6,,,,,,,,,,,,,,,,,,,,,,,105164020
5,10,164,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164021
5,10,164,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164021
5,10,164,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164030
5,10,164,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164033
5,10,164,33,1,19,,13,40,,,,21,840,,,,,,,,,,,,21,,13,3,,,,,,,80,240,,1088,,18,85,,,,,,,7,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164033
5,10,164,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164035
5,10,164,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164035
5,10,164,38,1,,,,,,,,10,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164038
5,10,165,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165005
5,10,165,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165019
5,10,165,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165023
5,10,165,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165031
5,10,165,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165047
5,10,165,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165053
5,10,165,57,1,1296,2,37,,50,1,,120,60,,995,,37,1,,,,30,30,,1318,1,19,3,,3,,,,,10,20,,1251,3,37,1,,3,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165057
5,10,165,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165058
5,11,166,1,1,323,15,27,,20,3,,40,8,,,,,,,,,,,,1273,6,2,1,20,7,20,,,,12,14,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166001
5,11,166,8,1,257,20,19,8,,160,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166008
5,11,166,12,1,1309,0,17,,50,,,480,240,,,,,,,,,,,,1287,2,4,5,,10,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166012
5,11,166,19,1,97,0,37,1,,,,300,300,,,,,,,,,,,,1294,1,19,5,,5,,0,,,12,60,,283,4,37,,25,1,,0,,,96,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166019
5,11,166,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166019
5,11,166,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166039
5,11,166,39,1,19,215,13,480,,480,,10,4800,,,,,,,,,,,,,,,,,,,,,,645,81,,,,,,,,,,,,,,,21,645,14,27,,81,,,,,,,,,,,,,,,,,,,,,,,105166039
5,11,166,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166039
5,11,166,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166047
5,11,166,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166056
5,11,166,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166060
5,11,166,60,1,,0,18,,,,,45,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166060
5,11,166,62,1,,,,,,,,36,288,,,,,,,,,,,,665,100,37,1,,100,,,,,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166062
5,14,168,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105168009
5,14,168,25,1,435,100,37,,50,50,,3120,15600,,,,,,,,,,,,435,,37,,,,,,,,2880,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105168025
5,14,168,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105168025
5,14,168,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105168043
5,14,168,44,1,,,,,,,,4,400,,,,,,,,,,,,1251,2,37,50,,100,,,,,8,400,,,,,,,,,,,,,,,287,1,37,7,,7,,,,,,,,,,,,,,,,,,,,,,,105168044
5,14,168,46,1,288,4,37,5,,20,,6,30,,,,,,,,,,,,1251,5,37,,15,,75,,,,20,3,,180,4,37,,5,,20,,,,60,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105168046
5,14,168,52,1,,,,,,,,10,400,,,,,,,,,5,100,,,,,,,,,,,,30,250,,749,1,7,20,,18,,,,,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105168052
5,14,168,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105168067
5,14,168,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105168071
5,14,168,86,1,615,25,37,,20,5,,300,150,,,,,,,,,,,,,,,,,,,,,,,,,962,1,2,1,50,1,50,,,,3,13,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105168086
5,12,169,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169007
5,12,169,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169008
5,12,169,14,1,97,10,34,1,50,15,0,160,420,0,,,,,,,,,,,1294,15,14,1,0,15,0,,,,50,50,0,1295,6,37,2,0,6,0,,,,6,12,0,97,20,34,1,50,30,0,,,,,,,,,,,,,,,,,,,,,,105169014
5,12,169,17,1,614,,,,30,,,2160,432,0,,,,,,,,,,,1273,1.5,18,60,0,90,0,,,,6,3600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169017
5,12,169,36,1,,,,,,,,,,,,,,,,,,,,,,5,14,7,0,7,0,,,,32,224,0,1088,1,17,0,80,,,,,,64,51,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169036
5,12,170,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170007
5,12,170,7,1,48,,18,60,0,,,2,150,,,,,,,,,,,,,,4,,,,,,,,8,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170007
5,12,170,8,1,489,,18,150,0,,,4,600,0,,,,,,,,,,,1287,,4,60,0,,,,,,3,180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170008
5,12,170,10,3,,,,,,,,,,,,,,,,,,,,,447,1,19,7,50,7,50,,,,12,90,0,1088,2,17,0,90,1,80,,,,48,43,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170010
5,12,170,10,2,634,2,37,4,50,9,0,6,27,0,289,2,37,2,50,5,0,10,25,0,1251,4,37,0,20,0,80,,,,10,2,0,1277,0.25,38,0,50,125,0,,,,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170010
5,12,170,10,1,,,,,,,,,,,,,,,,,,,,,1287,1,19,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170010
5,12,170,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170011
5,12,170,12,1,,,,,,,,3,600,0,,,,,,,,,,,,,,,,,,,,,3,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170012
5,12,170,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170012
5,12,170,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170019
5,12,170,21,3,,2,,7,0,14,0,,,,,,,,,,,,,,,,,1,0,30,0,,,,,,,,,,,,,,,,,,,,,30,2,,,30,0,,,,,,,,,,,,,,,,,,,,,,105170021
5,12,170,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170021
5,12,170,21,1,,,,,,,,,,,,,,,,,,,,,,215,15,35,0,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170021
5,12,170,22,1,489,,18,150,0,,,1.25,200,0,,,,,,,,,,,,4,37,50,0,200,0,,,,3,150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170022
5,12,170,25,1,489,,18,1,80,,,3,300,0,,,,,,,,,,,228,6,18,100,0,600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170025
5,12,170,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170035
5,12,170,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170035
5,12,170,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170037
5,13,171,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105171005
5,13,171,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105171005
5,13,171,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105171008
