"id1","id2","id3","id4","hhmid","s7a_1","s7a_2","s7a_3","s7a_4","s7a_5i","s7a_5ii","s7a_6","s7a_7","s7a_8","s7a_9","s7a_10","s7a_11","s7a_12","s7a_13","s7a_14","s7a_15","s7a_16","s7a_17","s7a_18ii","s7a_18iii","s7a_18di","s7a_18dii","s7a_19ii","s7a_19iii","s7a_19di","s7a_19dii","s7a_20ii","s7a_20iii","s7a_20di","s7a_20dii","s7a_21ii","s7a_21iii","s7a_21di","s7a_21dii","s7a_22ii","s7a_22iii","s7a_22di","s7a_22dii","s7a_23","s7a_24","s7a_25","s7a_26","s7a_27","s7a_28","s7a_29","s7a_30","s7a_31","s7a_32","s7a_33","s7a_34i","s7a_34ii","s7a_35","s7a_36i","s7a_36ii","s7a_37","s7a_38","s7a_39","hhno"
8,142,277,4,2,14,87,2,19,3,3,1,1,1,2,,2,2,,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,4,7,26,108277004
8,142,277,4,5,13,87,2,17,3,2,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,,5,8,88,108277004
8,142,277,10,2,13,87,2,22,2,2,1,1,1,,2,2,,1,1,2,,1,2007,1,1,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,4,7,12,108277010
8,142,277,10,4,14,87,2,24,6,2,1,1,1,2,1,3,1,1,2,2,,1,2005,2,3,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,,5,10,88,108277010
8,142,277,10,7,13,87,2,87,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277010
8,142,277,11,2,15,51,1,21,,,2,1,1,4,8,12,3,7,10,2,,1,1980,2,,,1994,1,9,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,,3,10,26,108277011
8,142,277,11,5,14,49,1,23,,,2,1,1,3,5,8,3,4,7,2,,1,1996,1,1,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,9,,4,13,28,108277011
8,142,277,14,2,14,87,2,19,1,1,1,1,1,5,4,9,4,4,8,2,,1,1991,2,10,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,,4,7,88,108277014
8,142,277,14,3,13,87,2,87,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277014
8,142,277,14,4,13,87,2,87,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277014
8,142,277,14,5,13,87,2,87,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277014
8,142,277,20,2,17,87,2,20,4,3,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,12,24,36,108277020
8,142,277,21,2,17,87,2,21,4,2,2,1,1,5,3,8,5,3,8,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,7,,6,24,36,108277021
8,142,277,21,3,15,87,2,87,4,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277021
8,142,277,21,7,18,47,1,25,,,2,1,1,1,2,3,,2,2,2,,1,1960,2,10,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,40,,12,87,36,108277021
8,142,277,24,2,17,87,2,21,2,4,1,1,1,,1,1,,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,12,12,36,108277024
8,142,277,24,4,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277024
8,142,277,24,6,18,52,1,26,,,,1,1,4,1,5,4,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,2,87,36,108277024
8,142,277,25,2,17,87,2,21,2,4,2,1,1,1,4,5,,4,4,2,,1,2005,2,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,2,,,,,,,1,,,87,87,88,108277025
8,142,277,25,7,17,87,2,22,2,3,2,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,24,2,4,1,,,,1,4,87,87,88,108277025
8,142,277,26,2,17,87,2,20,4,2,2,1,1,2,3,5,2,2,4,2,,1,1989,1,2,4,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,6,24,36,108277026
8,142,277,26,3,16,87,2,87,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277026
8,142,277,26,6,17,87,2,20,2,3,2,1,1,1,2,3,1,1,2,2,,1,1999,1,1,4,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,12,12,36,108277026
8,142,277,26,7,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277026
8,142,277,26,9,16,87,2,21,2,3,2,1,1,1,,1,1,,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,6,24,36,108277026
8,142,277,28,2,14,87,2,18,3,3,1,1,1,,1,1,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,3,6,16,108277028
8,142,277,30,2,14,43,1,18,,,2,1,1,3,3,6,3,3,6,1,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,,7,5,18,108277030
8,142,277,30,3,13,87,2,16,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277030
8,142,277,30,5,13,87,2,18,2,2,1,1,1,2,3,5,2,3,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,12,3,2,5,,,,,,6,6,18,108277030
8,142,277,30,6,13,87,2,15,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277030
8,142,277,30,10,13,87,2,16,3,2,1,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,12,2,2,4,,,,,,5,6,18,108277030
8,142,277,30,11,12,87,2,87,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277030
8,142,277,32,2,14,87,2,16,1,2,2,1,1,,1,1,,1,1,1,5,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,9,5,28,108277032
8,142,277,32,4,14,87,2,16,2,1,1,1,1,3,3,6,3,3,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,5,5,28,108277032
8,142,277,32,5,13,87,2,87,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277032
8,142,277,32,6,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108277032
8,142,277,34,2,13,87,2,18,3,2,1,1,1,,1,1,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,9,4,28,108277034
8,142,277,36,2,13,87,1,18,3,4,1,1,2,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,12,2,2,3,5,0,,,,,,,108277036
8,138,278,1,2,15,87,2,19,3,2,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2.40000009536743,1,1,16,2,2,6,,,,1,3,87,13,3,108278001
8,138,278,2,2,10,87,2,18,2,1,1,1,1,3,1,4,3,0,3,2,,1,2000,1,4,,,,,,,,,,,,,,,,,,1,2,1,1,3.29999995231628,1,1,20,3,2,4,,,,,6,87,87,3,108278002
8,138,278,4,2,12,87,1,20,2,0,1,1,1,2,6,8,2,3,5,2,,1,2001,1,7,6,2001,1,,,1997,1,,,,,,,,,,,1,2,1,1,,1,1,4,2,2,9,1,,,,4,87,87,3,108278004
8,138,278,4,3,11,87,2,,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108278004
8,138,278,5,2,12,87,1,17,4,2,1,1,1,3,0,3,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,12,2,2,12,1,,,,,87,87,3,108278005
8,138,278,5,4,15,87,2,,0,0,1,1,1,3,3,6,3,3,6,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,20,,3,87,24,108278005
8,138,278,5,5,13,87,2,15,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108278005
8,138,278,5,6,16,87,2,87,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108278005
8,138,278,8,2,17,87,2,24,2,3,1,1,1,3,1,4,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,4,,,3,12,18,108278008
8,138,278,8,6,16,87,1,22,5,4,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1.80000007152557,1,1,16,2,4,2,1,20,,1,,5,87,3,108278008
8,138,278,9,2,10,87,2,,1,1,1,1,1,5,2,7,5,1,6,2,,1,2009,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,6,2,30,1,108278009
8,138,278,9,3,10,87,2,87,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108278009
8,138,278,10,2,15,87,2,19,3,2,1,1,1,1,0,1,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,,3,16,3,108278010
8,138,278,11,2,14,87,2,18,4,3,1,1,1,2,0,2,2,0,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,,3,87,30,108278011
8,138,278,11,5,13,87,1,20,0,0,2,1,1,6,3,9,6,3,9,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,19,,3,36,24,108278011
8,138,278,14,2,14,87,2,15,0,0,,1,1,5,2,7,4,1,5,2,,1,1984,2,18,,1994,1,2,6,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,12,36,87,24,108278014
8,138,278,14,3,15,87,2,17,4,2,2,1,1,2,1,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,3,87,29,108278014
8,138,278,15,2,12,87,1,17,4,2,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,12,2,2,12,,50,,,4,2,87,3,108278015
8,138,278,17,2,14,87,2,23,0,0,2,1,1,8,1,9,6,1,7,2,,1,1990,2,,2,1998,2,4,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,16,,3,87,25,108278017
8,138,278,17,4,14,87,1,21,2,1,2,1,1,6,1,7,5,1,6,2,,1,1989,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,8,,3,87,36,108278017
8,138,278,17,5,12,87,2,87,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108278017
8,138,278,17,6,12,87,2,87,7,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108278017
8,138,278,17,8,13,87,1,20,3,0,1,1,1,3,1,4,4,1,5,1,2,1,2007,2,2,,2006,2,1,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,,3,3,27,108278017
8,138,278,20,2,16,87,1,18,0,2,2,1,1,1,4,5,1,4,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,8,,3,24,36,108278020
8,138,278,20,8,17,87,2,19,1,1,1,1,1,2,0,2,2,0,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,16,2,2,2,,60,,,4,3,8,32,108278020
8,138,278,21,2,14,87,2,18,3,1,1,1,1,4,1,5,4,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,3,36,25,108278021
8,138,278,21,3,12,87,2,87,7,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108278021
8,138,278,21,4,11,87,2,87,5,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108278021
8,138,278,21,6,10,87,2,87,6,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108278021
8,138,278,23,2,12,87,1,20,2,1,2,1,1,2,0,2,2,0,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,4,2,2,9,1,,,,1,87,87,3,108278023
8,138,278,16,2,16,87,2,17,0,0,2,1,1,2,5,7,2,5,7,1,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,3,3,87,24,108278016
8,142,279,16,2,17,87,2,27,4,4,2,1,1,2,2,4,1,1,2,2,,1,2002,1,,,2005,2,,,,,,,,,,,,,,,1,2,1,1,,1,1,12,2,3,4,2,,,,,87,87,88,108279016
8,142,279,17,2,18,87,2,20,4,4,2,2,,3,1,4,3,1,4,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,1,1,,1,2,,,,,,,4,,,87,87,88,108279017
8,142,279,18,2,17,87,2,28,0,0,2,1,1,3,2,5,3,0,3,2,,1,1991,1,,,1996,1,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,,,,108279018
8,142,279,18,5,16,87,2,23,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279018
8,142,279,18,6,15,87,2,20,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279018
8,142,279,19,2,17,87,2,20,2,2,2,1,1,6,3,9,6,0,6,2,,1,2000,1,,,1998,1,3,4,1992,1,1,6,,,,,,,,,2,2,2,,,,,,,,,,,,10,,6,87,36,108279019
8,142,279,19,3,87,87,2,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279019
8,142,279,19,4,18,87,2,20,2,4,2,1,1,3,1,4,3,1,4,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,2,4,3,2,,,1,6,87,87,88,108279019
8,142,279,61,2,14,87,2,20,0,0,2,1,1,2,2,4,2,2,4,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,,7,12,28,108279061
8,142,279,61,3,,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279061
8,142,279,61,4,15,87,2,20,0,0,2,1,1,1,2,3,1,2,3,1,3,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,7,,9,12,28,108279061
8,142,279,96,2,13,87,2,18,2,1,1,1,1,2,0,2,2,0,2,1,6,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,5,4,8,88,108279096
8,142,279,96,3,13,87,2,16,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279096
8,142,279,101,1,13,87,2,87,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279101
8,142,279,102,2,13,87,2,18,3,3,1,1,2,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,12,3,2,2,,,,,5,,,,108279102
8,142,279,103,2,13,87,2,17,3,1,1,1,1,3,1,4,3,1,4,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,1,4,4,88,108279103
8,142,279,103,7,14,87,2,87,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279103
8,142,279,103,8,13,87,2,25,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279103
8,142,279,103,9,15,87,2,23,0,0,2,1,1,1,2,3,1,2,3,1,3,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,30,3,3,25,108279103
8,142,279,103,10,13,87,2,87,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279103
8,142,279,110,1,14,87,2,19,0,0,2,1,1,3,2,5,3,2,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,20,,6,14,25,108279110
8,142,279,110,2,14,87,2,16,3,2,2,1,1,1,0,1,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,,5,87,88,108279110
8,142,279,110,3,13,87,2,87,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279110
8,142,279,110,7,14,87,2,21,0,0,,1,1,1,0,1,1,0,1,1,4,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,50,,3,10,29,108279110
8,142,279,111,2,17,51,1,29,,,2,1,1,2,5,7,1,3,4,2,,1,1982,1,4,6,1985,1,,,1988,2,2,,,,,,,,,,2,2,2,,,,,,,,,,,,18,,12,87,36,108279111
8,142,279,122,2,16,87,2,18,0,0,2,1,1,2,5,7,2,3,5,2,,1,1976,1,3,,1970,1,1,2,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,20,,5,7,26,108279122
8,142,279,125,2,15,87,2,18,0,0,2,1,1,3,2,5,3,2,5,1,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,10,,3,4,28,108279125
8,142,279,125,5,14,87,2,87,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108279125
8,144,280,1,2,17,87,2,20,4,4,2,1,1,2,2,4,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2.89000010490417,1,1,8,2,4,2,2,,,0,5,87,87,3,108280001
8,144,280,1,7,16,87,2,21,2,3,2,1,1,0,1,1,0,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3.20000004768372,1,1,12,2,4,4,2,,,0,0,87,87,3,108280001
8,144,280,2,2,17,87,2,21,4,4,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,8,2,4,5,,50,,4,,6,12,36,108280002
8,144,280,2,5,15,87,2,18,5,5,2,1,1,2,1,3,1,0,1,2,,1,2008,1,0,0,2009,2,0,0,,,,,,,,,,,,,1,2,1,1,2.5699999332428,1,1,8,2,4,4,1,,,,4,87,87,3,108280002
8,144,280,3,2,17,87,2,24,2,2,2,1,1,3,5,8,2,4,6,1,1,1,1997,2,1,2,2000,1,2,4,,,,,,,,,,,,,1,2,1,1,3.20000004768372,1,2,,,,,,,1,0,7,6,87,3,108280003
8,144,280,4,2,15,87,2,22,1,1,2,1,1,4,3,7,4,2,6,2,,1,1992,1,3,4,,,,,,,,,,,,,,,,,1,2,1,1,3.01999998092651,1,2,,,,,,,4,,,87,87,3,108280004
8,144,280,4,3,16,87,2,87,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108280004
8,144,280,4,5,87,87,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108280004
8,144,280,4,7,17,87,2,22,2,1,2,1,1,4,0,4,4,0,4,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,,12,87,3,108280004
8,144,280,4,8,16,87,2,87,6,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108280004
8,144,280,4,10,17,87,2,20,3,3,2,1,1,0,2,2,0,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,18,,36,48,36,108280004
8,144,280,5,1,18,87,2,22,0,0,2,1,1,3,3,6,3,3,6,1,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,24,3,24,108280005
8,144,280,8,2,13,87,2,20,4,2,1,1,1,1,0,1,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,,5,6,26,108280008
8,144,280,9,2,14,87,2,20,1,1,1,1,1,4,4,8,3,4,7,2,,1,1999,2,0,5,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,,7,6,3,108280009
8,144,280,9,3,13,87,2,18,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108280009
8,144,280,10,1,14,87,2,19,0,0,2,1,1,6,6,12,6,4,10,2,,1,1979,1,2,0,1981,1,1,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,5,7,27,108280010
8,144,280,10,3,13,87,2,18,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108280010
8,144,280,11,2,15,87,2,19,2,2,2,1,1,4,6,10,3,6,9,2,,1,2004,2,5,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,,8,6,3,108280011
8,144,280,12,1,14,87,2,20,0,0,2,1,1,8,4,12,8,3,11,2,,1,1965,1,6,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,4,6,30,108280012
8,144,280,12,2,13,87,2,20,0,0,2,1,1,1,4,5,1,4,5,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,,3,7,24,108280012
8,144,280,12,3,13,87,2,19,3,2,2,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,,5,6,25,108280012
8,144,280,13,2,14,87,2,20,3,1,1,1,1,4,1,5,4,1,5,1,2,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,5,4,13,3,108280013
8,144,280,13,3,,87,2,87,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108280013
8,144,280,14,2,14,87,2,87,6,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108280014
8,144,280,15,2,13,87,2,19,4,3,1,1,1,0,1,1,0,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,,4,5,3,108280015
8,144,280,17,2,14,87,2,18,4,3,1,1,1,4,2,6,3,2,5,2,,1,1996,2,14,0,,,,,,,,,,,,,,,,,1,2,1,1,,1,2,,,,,,,,0,10,3,5,3,108280017
8,144,280,17,3,12,87,2,87,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108280017
8,144,280,99,2,15,87,2,17,2,0,1,1,1,2,3,5,2,3,5,1,3,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,6,,7,9,30,108280099
8,144,280,99,5,15,87,2,87,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108280099
8,143,281,15,2,17,87,2,22,4,3,2,1,1,3,2,5,2,1,3,2,,1,2001,2,3,0,2003,1,2,0,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,,6,87,88,108281015
8,143,281,34,2,17,87,2,30,1,2,2,1,1,6,2,8,5,1,6,2,,1,1992,1,6,0,1995,2,0,0,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,7,0,7,48,36,108281034
8,143,281,34,4,87,87,,,4,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108281034
8,143,281,34,6,18,87,2,33,0,2,2,1,1,3,2,5,2,2,4,2,,1,1999,2,6,0,,,,,,,,,,,,,,,,,1,2,1,1,2.76999998092651,1,1,12,1,4,3,1,0,,1,0,4,87,88,108281034
8,143,281,41,2,17,87,2,25,4,5,2,1,1,0,1,1,0,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2.75,1,1,8,1,4,6,,,,,8,6,87,88,108281041
8,143,281,45,2,17,87,2,21,2,4,1,1,1,2,3,5,1,2,3,2,,1,2006,1,0,0,2008,2,0,0,,,,,,,,,,,,,2,1,,,,,2,,,,,,,4,,,36,24,36,108281045
8,143,281,45,3,87,87,,87,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108281045
8,143,281,45,6,18,87,2,22,4,6,2,1,1,3,2,5,1,1,2,2,,1,1999,1,3,0,2005,2,2,0,2001,2,1,0,,,,,,,,,2,2,2,,,,,,,,,,,,3,,6,27,29,108281045
8,143,281,45,9,17,87,2,22,4,4,2,1,1,1,0,1,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,,5,87,23,108281045
8,143,281,51,2,17,87,2,20,6,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108281051
8,143,281,72,2,13,87,2,16,4,2,1,1,1,2,0,2,2,0,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,3,2,87,88,108281072
8,143,281,73,2,14,87,2,19,6,3,1,1,1,1,1,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,4,2,12,88,108281073
8,143,281,77,1,16,87,2,,0,0,2,1,1,3,1,4,1,1,2,2,,1,1975,2,4,0,1977,2,3,0,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,20,,5,24,24,108281077
8,143,281,78,2,14,87,2,17,2,1,1,1,1,4,0,4,4,0,4,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,8,5,87,88,108281078
8,143,281,79,2,15,87,2,16,2,1,1,1,1,3,4,7,3,4,7,1,1,2,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,1,5,6,13,88,108281079
8,143,281,79,3,87,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108281079
8,143,281,83,2,14,87,1,17,2,3,1,1,1,2,2,4,2,2,4,1,3,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,12,2,2,5,5,0,,,,87,87,88,108281083
8,143,281,83,7,14,87,2,17,2,3,1,1,1,3,2,5,3,2,5,1,1,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,12,2,2,3,5,0,,5,,4,87,88,108281083
8,143,281,91,2,14,87,2,20,7,3,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,20,1,1,3,0,0,,0,9,2,87,88,108281091
8,143,281,95,2,13,87,2,19,7,3,1,1,1,0,3,3,0,3,3,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,1,24,2,1,1,1,0,,0,11,3,87,88,108281095
