"id1","id2","id3","id4","hd","hhmid","s7b_1","s7b_2i","s7b_2ii","s7b_3","s7b_4","s7b_5","s7b_6","s7b_7","s7b_8","s7b_9","s7b_10","s7b_11","s7b_12","s7b_13","s7b_14","s7b_15","s7b_16","s7b_17","s7b_18","s7b_19","s7b_20","s7b_21","s7b_22","s7b_23","hhno"
5,82,296,10,"296010",4,1,1,,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1,5,5,5,108296010
5,82,296,10,"296010",8,,,,2,2,2,2,1,2,1,2,2,2,2,2,2,,,,,,,,,108296010
5,82,296,20,"296020",2,1,21,,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,5,5,5,108296020
5,82,296,20,"296020",4,,,,2,2,2,2,1,1,2,1,1,1,2,2,2,,,,,,,,,108296020
5,82,296,29,"296029",2,2,,,3,2,2,2,2,1,1,2,1,2,2,,,2,2,2,2,2,5,5,5,108296029
5,82,296,29,"296029",3,2,,,3,2,2,2,2,1,1,2,1,2,1,,,2,2,2,2,2,5,5,1,108296029
5,82,296,34,"296034",2,1,64,,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,5,5,5,108296034
5,82,296,45,"296045",3,,,,,,,,1,1,2,1,2,2,2,2,2,,,,,,,,,108296045
5,82,296,49,"296049",2,1,50,,3,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,5,5,5,108296049
5,82,296,52,"296052",2,1,37,,2,2,2,2,1,1,1,1,1,2,,1,1,2,2,1,2,1,5,5,5,108296052
5,82,296,62,"296062",2,1,10,,3,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,2,1,5,5,5,108296062
5,82,296,65,"296065",2,1,5,,2,2,2,2,1,1,1,1,1,2,2,2,,2,2,1,2,1,5,5,5,108296065
5,82,296,73,"296073",2,2,,,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,5,5,5,108296073
5,82,296,73,"296073",3,2,,,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,5,5,5,108296073
8,9,297,4,"297004",2,1,46,,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1,5,5,5,108297004
8,9,297,6,"297006",4,2,,,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,5,5,5,108297006
8,9,297,10,"297010",1,2,,,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,5,5,5,108297010
8,9,297,13,"297013",4,1,5,0,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,1,5,5,5,108297013
8,9,297,15,"297015",2,1,6,0,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,5,5,5,108297015
8,9,297,22,"297022",2,1,20,0,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,5,5,5,108297022
8,9,297,22,"297022",8,1,15,0,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,5,5,5,108297022
8,9,297,23,"297023",2,1,12,0,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,1,5,5,108297023
8,9,297,23,"297023",3,1,12,0,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,,1,4,5,5,108297023
8,9,297,28,"297028",2,1,22,0,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,5,5,5,108297028
8,9,297,28,"297028",7,1,20,0,2,2,2,2,1,1,2,2,1,2,,2,1,2,2,1,2,1,5,5,5,108297028
8,9,297,28,"297028",10,,,,,,,,1,1,2,2,2,2,2,2,2,,,,,,,,,108297028
8,9,297,29,"297029",2,1,95,30,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108297029
8,9,297,29,"297029",7,2,,,,,,,1,1,1,2,1,2,2,2,2,,,,,,,,,108297029
8,9,297,29,"297029",10,2,,,,,,,1,1,1,1,,2,2,2,2,,,,,,,,,108297029
8,9,297,36,"297036",2,2,,,2,2,2,2,1,1,1,1,2,1,,1,1,2,2,1,2,2,5,5,5,108297036
8,9,297,36,"297036",6,1,30,0,2,2,2,2,2,2,2,,1,2,2,1,1,2,2,1,2,1,5,5,5,108297036
8,9,297,40,"297040",2,1,9,0,2,2,1,2,1,2,1,1,1,2,,1,1,2,2,2,1,2,4,5,5,108297040
8,9,297,40,"297040",5,2,,,2,2,2,2,1,2,2,1,1,1,2,,1,2,2,2,2,2,4,5,5,108297040
8,9,297,42,"297042",2,,,,,,,,,,,,,,,,,,,,,,,,,108297042
8,9,297,42,"297042",3,1,3,0,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,5,5,5,108297042
8,9,297,42,"297042",4,,,,,,,,,,,,,,,,,,,,,,,,,108297042
8,9,297,42,"297042",5,1,5,0,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,4,5,5,108297042
8,9,297,46,"297046",2,1,5,0,2,2,2,2,1,1,2,2,1,2,2,,1,2,2,2,2,1,5,5,5,108297046
8,9,297,46,"297046",4,,,,2,2,2,2,1,1,1,2,2,2,2,,2,,,,,,,,,108297046
8,9,297,46,"297046",10,1,5,0,2,2,2,2,1,1,2,2,2,2,2,,1,2,2,2,2,1,5,5,5,108297046
8,9,297,52,"297052",2,1,78,0,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,5,5,5,108297052
8,9,297,52,"297052",4,1,70,0,2,2,2,,1,1,1,1,1,2,2,2,1,2,2,1,2,1,5,,5,108297052
8,9,297,52,"297052",5,1,38,0,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,5,5,5,108297052
8,9,297,59,"297059",2,1,8,0,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,5,5,5,108297059
8,9,297,59,"297059",4,,,,2,2,2,2,1,1,1,2,1,1,2,2,2,,,,,,,,,108297059
8,148,298,3,"298003",2,1,,,2,2,,,2,2,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298003
8,148,298,4,"298004",2,1,20,,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,5,5,5,108298004
8,148,298,4,"298004",4,2,,,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,5,5,5,108298004
8,148,298,8,"298008",1,2,,,2,2,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,108298008
8,148,298,9,"298009",2,2,,,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298009
8,148,298,9,"298009",5,1,2,,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,5,5,5,108298009
8,148,298,9,"298009",7,1,4,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298009
8,148,298,10,"298010",2,1,,,2,2,2,2,2,2,2,2,2,2,,2,1,2,2,2,2,1,5,5,5,108298010
8,148,298,16,"298016",2,2,,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298016
8,148,298,16,"298016",6,2,,,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,108298016
8,148,298,19,"298019",2,1,2,,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,5,5,5,108298019
8,148,298,20,"298020",2,2,,,2,2,2,2,1,1,1,2,2,2,2,2,2,,,,,,,,,108298020
8,148,298,21,"298021",1,2,,,2,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,108298021
8,148,298,24,"298024",2,1,30,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298024
8,148,298,24,"298024",5,1,30,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298024
8,148,298,25,"298025",2,1,5,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298025
8,148,298,25,"298025",3,2,,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298025
8,148,298,26,"298026",2,1,15,,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298026
8,148,298,29,"298029",2,1,5,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298029
8,148,298,30,"298030",2,1,,40,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108298030
8,10,299,15,"299015",2,1,150,,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108299015
8,10,299,20,"299020",2,1,60,,3,2,2,2,1,1,1,2,1,1,,2,1,2,2,1,1,1,5,5,5,108299020
8,10,299,40,"299040",1,2,,,2,2,2,2,2,2,1,2,1,1,,2,2,,,,,,,,,108299040
8,10,299,40,"299040",2,2,,,2,2,2,2,2,2,1,2,1,1,,2,1,1,2,1,2,1,5,5,5,108299040
8,10,299,40,"299040",3,2,,,2,2,2,2,2,1,1,2,1,1,,2,1,1,2,1,2,1,5,5,5,108299040
8,10,299,40,"299040",4,2,,,2,2,2,2,2,1,1,2,1,1,,2,1,1,2,1,2,1,5,5,5,108299040
8,10,299,41,"299041",1,2,,,3,2,2,2,1,1,2,2,1,2,2,2,2,,,,,,,,,108299041
8,10,299,41,"299041",3,1,60,,3,2,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,1,5,5,108299041
8,10,299,41,"299041",4,2,,,1,2,1,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108299041
8,10,299,52,"299052",2,1,80,,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,4,5,5,5,108299052
8,10,299,52,"299052",4,2,,,2,2,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,108299052
8,10,299,60,"299060",2,,40,,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,4,1,1,108299060
8,10,299,90,"299090",1,2,,,2,2,2,2,2,1,1,2,1,2,2,2,2,,,,,,,,,108299090
8,10,299,90,"299090",3,2,,,2,2,2,2,2,2,2,2,1,1,2,2,2,,,,,,,,,108299090
8,10,299,90,"299090",4,2,,,2,2,2,2,2,1,2,2,2,1,1,2,2,,,,,,,,,108299090
8,10,299,90,"299090",5,2,,,2,2,2,2,2,1,1,2,2,1,2,2,2,,,,,,,,,108299090
8,10,299,92,"299092",1,1,160,,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108299092
8,10,299,94,"299094",2,1,200,0,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,5,5,5,108299094
8,10,299,108,"299108",2,1,20,,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,5,5,5,108299108
8,10,299,108,"299108",3,2,,,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,108299108
8,10,299,121,"299121",2,1,90,,3,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,4,4,1,1,108299121
8,10,299,134,"299134",2,1,300,,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,108299134
8,148,300,1,"300001",2,1,17,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108300001
8,148,300,1,"300001",3,2,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,108300001
8,148,300,1,"300001",4,1,40,,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,5,5,5,108300001
8,148,300,1,"300001",5,2,,,1,1,1,2,2,1,1,2,2,2,2,2,2,,,,,,,,,108300001
8,148,300,1,"300001",6,,,,,,,,,,,,,,,,,,,,,,,,,108300001
8,148,300,1,"300001",7,1,60,,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,108300001
8,148,300,1,"300001",8,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,108300001
8,148,300,1,"300001",9,,,,1,1,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,108300001
8,148,300,3,"300003",2,2,,,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,5,5,5,108300003
8,148,300,7,"300007",2,1,60,,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,5,5,5,108300007
8,148,300,17,"300017",2,1,40,,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,3,4,4,5,108300017
8,148,300,25,"300025",2,1,150,,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,5,5,5,108300025
8,148,300,30,"300030",2,1,150,,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,5,5,5,108300030
8,148,300,34,"300034",2,1,300,,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,5,5,5,108300034
8,148,300,36,"300036",2,1,50,,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,108300036
8,148,300,37,"300037",2,1,350,,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,5,5,5,108300037
8,148,300,37,"300037",3,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,5,5,5,108300037
8,148,300,37,"300037",4,,,,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,5,5,5,108300037
8,148,300,37,"300037",6,,,,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,108300037
8,148,300,37,"300037",8,,,,2,2,,2,2,1,2,2,2,2,2,2,2,,,,,,,,,108300037
8,10,301,1,"301001",2,1,50,,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108301001
8,10,301,1,"301001",3,2,,,1,3,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,5,5,5,108301001
8,10,301,2,"301002",2,1,20,,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,5,1,1,108301002
8,10,301,2,"301002",7,2,,,,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,5,5,5,108301002
8,10,301,2,"301002",9,2,,,,2,2,2,2,1,1,1,1,1,2,2,2,,,,,,,,,108301002
8,10,301,4,"301004",2,1,20,,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,5,5,5,108301004
8,10,301,4,"301004",3,2,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108301004
8,10,301,5,"301005",2,1,60,,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,5,5,5,108301005
8,10,301,5,"301005",3,2,,,2,2,2,2,2,1,1,2,1,2,2,2,,2,2,2,2,1,5,5,5,108301005
8,10,301,5,"301005",4,1,30,,3,2,2,2,1,1,1,2,1,1,2,2,,2,2,2,2,1,5,5,5,108301005
8,10,301,5,"301005",5,1,90,,3,2,2,2,1,1,1,2,1,1,2,2,,2,2,2,2,1,5,5,5,108301005
8,10,301,7,"301007",1,2,,,1,2,2,2,1,1,1,2,2,1,2,2,2,,,,,,,,,108301007
8,10,301,8,"301008",2,1,30,,3,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,5,5,5,108301008
8,10,301,11,"301011",2,2,,,1,2,1,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108301011
8,10,301,13,"301013",2,1,20,,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,5,5,5,108301013
8,10,301,13,"301013",3,2,,,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,5,5,5,108301013
8,10,301,13,"301013",4,2,,,1,2,1,2,2,1,1,2,2,1,2,2,2,,,,,,,,,108301013
8,10,301,13,"301013",5,2,,,2,3,2,2,2,1,1,2,2,2,2,2,2,,,,,,,,,108301013
8,10,301,14,"301014",1,1,30,,3,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,4,5,5,108301014
8,10,301,14,"301014",3,2,,,2,2,1,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108301014
8,10,301,15,"301015",2,2,,,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,5,5,5,108301015
8,10,301,15,"301015",3,2,,,1,2,1,2,2,1,1,2,2,1,2,2,,,,,,,,,,108301015
8,10,301,16,"301016",1,2,,,1,2,1,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108301016
8,10,301,16,"301016",2,2,,,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,5,5,5,108301016
8,10,301,17,"301017",2,1,30,,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,5,5,5,108301017
8,10,301,18,"301018",2,2,,,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108301018
8,10,301,21,"301021",1,2,,,1,2,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108301021
8,10,301,21,"301021",2,2,,,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,5,5,5,108301021
8,10,301,21,"301021",3,2,,,1,2,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108301021
8,10,301,21,"301021",4,2,,,1,2,2,2,2,1,1,2,1,2,2,2,2,,,,,,,,,108301021
8,148,302,1,"302001",2,1,60,,,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302001
8,148,302,1,"302001",3,2,,,,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,108302001
8,148,302,2,"302002",2,1,150,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302002
8,148,302,4,"302004",2,1,30,,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302004
8,148,302,4,"302004",3,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,108302004
8,148,302,4,"302004",4,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,108302004
8,148,302,4,"302004",5,1,30,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302004
8,148,302,4,"302004",6,2,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,108302004
8,148,302,9,"302009",1,1,90,,3,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302009
8,148,302,9,"302009",2,2,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,108302009
8,148,302,12,"302012",1,2,,,1,2,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108302012
8,148,302,12,"302012",2,2,,,1,2,1,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108302012
8,148,302,14,"302014",2,1,200,,3,3,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302014
8,148,302,14,"302014",4,2,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,108302014
8,148,302,18,"302018",2,1,50,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302018
8,148,302,18,"302018",3,2,,,3,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,108302018
8,148,302,18,"302018",4,2,,,3,3,2,2,2,2,2,2,1,1,1,2,2,,,,,,,,,108302018
8,148,302,20,"302020",2,1,60,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302020
8,148,302,28,"302028",1,2,,,1,2,2,2,2,1,2,2,1,1,2,2,2,,,,,,,,,108302028
8,148,302,38,"302038",2,1,120,,,,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302038
8,148,302,40,"302040",2,1,100,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302040
8,148,302,41,"302041",2,2,,,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108302041
8,148,302,41,"302041",3,2,,,3,,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108302041
8,10,303,2,"303002",2,1,30,,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,5,5,5,108303002
8,10,303,11,"303011",2,1,20,,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,5,4,4,108303011
8,10,303,12,"303012",2,1,24,,2,2,2,2,2,1,2,2,1,1,,2,1,2,2,2,2,2,5,5,5,108303012
8,10,303,12,"303012",6,2,,,3,2,2,2,1,1,1,2,2,1,1,2,2,,,,,,,,,108303012
8,10,303,14,"303014",2,1,20,,1,2,2,2,2,2,1,1,2,1,,,1,2,2,2,2,2,5,5,5,108303014
8,10,303,14,"303014",4,2,,,3,2,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108303014
8,10,303,14,"303014",5,2,,,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,5,5,5,108303014
8,10,303,14,"303014",6,2,,,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,5,5,5,108303014
8,10,303,14,"303014",10,1,30,,2,2,2,2,1,1,1,2,1,1,2,2,1,,,,,,,,,108303014
8,10,303,14,"303014",11,2,,,2,2,1,2,1,1,1,2,1,1,2,2,2,,,,,,,,,108303014
8,10,303,14,"303014",14,2,,,3,2,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108303014
8,10,303,16,"303016",2,1,20,,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,5,5,5,108303016
8,10,303,16,"303016",6,1,40,,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,5,5,5,108303016
8,10,303,18,"303018",1,2,,,3,3,2,2,1,2,1,2,1,1,2,2,2,,,,,,,,,108303018
8,10,303,18,"303018",2,2,,,3,3,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,5,5,5,108303018
8,10,303,18,"303018",3,2,,,3,3,2,2,,,,,,,2,2,2,,,,,,,,,108303018
8,10,303,21,"303021",2,1,30,,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,5,5,5,108303021
8,10,303,21,"303021",5,2,,,3,2,2,2,2,1,1,1,2,2,2,2,2,,,,,,,,,108303021
8,10,303,22,"303022",2,1,30,,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,5,5,5,108303022
8,10,303,22,"303022",5,2,,,3,3,2,2,2,1,1,2,1,2,2,2,2,,,,,,,,,108303022
8,10,303,22,"303022",7,2,,,3,3,2,2,2,2,1,2,2,1,2,2,2,,,,,,,,,108303022
8,10,303,23,"303023",2,2,,,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,5,5,5,108303023
8,10,303,29,"303029",2,1,15,,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,5,108303029
8,10,303,30,"303030",2,2,,,,2,2,2,2,1,1,2,1,2,,2,1,2,2,2,2,1,5,5,5,108303030
8,10,303,30,"303030",3,2,,,,2,2,2,2,1,1,2,1,2,,2,1,2,2,2,2,1,5,5,5,108303030
8,10,303,30,"303030",4,1,60,,2,2,2,2,2,1,1,2,1,2,,2,1,2,2,2,2,1,5,5,5,108303030
8,10,303,39,"303039",2,1,60,,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,5,5,5,108303039
8,10,303,42,"303042",2,1,30,,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,5,5,5,108303042
8,10,303,42,"303042",3,2,,,3,2,2,2,2,2,1,2,1,2,2,2,2,,,,,,,,,108303042
8,10,303,42,"303042",7,1,30,,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,5,5,5,108303042
8,10,303,42,"303042",9,2,,,3,2,2,2,2,1,1,1,2,1,2,2,2,,,,,,,,,108303042
8,10,303,42,"303042",13,2,,,3,2,2,2,1,2,2,2,1,2,2,2,2,,,,,,,,,108303042
8,10,304,3,"304003",2,2,,,2,2,2,2,1,1,1,1,1,2,1,1,,2,2,2,2,1,5,5,5,108304003
8,10,304,3,"304003",4,1,60,,3,2,2,2,1,2,1,2,1,2,2,2,,2,2,1,2,1,5,5,5,108304003
8,10,304,4,"304004",1,1,150,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,5,5,5,108304004
8,10,304,9,"304009",1,2,,,2,2,2,2,1,2,1,1,2,2,1,1,2,,,,,,,,,108304009
8,10,304,9,"304009",2,2,,,2,2,1,2,1,2,1,2,2,2,2,2,2,,,,,,,,,108304009
8,10,304,9,"304009",3,2,,,2,2,2,2,1,1,1,2,2,2,2,2,2,,,,,,,,,108304009
8,10,304,10,"304010",2,1,20,,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,5,5,5,108304010
8,10,304,13,"304013",2,1,50,,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,5,5,108304013
8,10,304,13,"304013",4,2,,,2,2,2,2,1,1,1,1,2,2,1,2,2,,,,,,,,,108304013
8,10,304,13,"304013",5,2,,,2,2,2,2,1,1,1,1,2,2,1,2,2,,,,,,,,,108304013
8,10,304,13,"304013",8,,,,2,2,2,2,1,1,1,2,2,1,2,2,2,,,,,,,,,108304013
8,10,304,19,"304019",2,1,50,,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,1,5,5,5,108304019
8,10,304,27,"304027",2,,25,,2,2,1,2,2,1,1,2,1,1,,2,1,2,2,1,2,1,5,5,5,108304027
8,10,304,27,"304027",4,2,,,2,2,,2,2,1,1,2,1,2,1,2,1,,,,,,,,,108304027
8,10,304,32,"304032",2,1,56,,2,2,2,2,1,2,1,2,1,1,,2,,2,2,1,1,4,1,3,5,108304032
8,10,304,32,"304032",3,2,,,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,5,5,5,108304032
8,10,304,32,"304032",4,2,,,2,2,2,2,1,1,1,2,2,1,1,2,2,,,,,,,,,108304032
8,10,304,32,"304032",5,2,,,2,2,2,2,1,2,1,2,2,1,1,1,2,,,,,,,,,108304032
8,10,304,32,"304032",6,1,56,,2,2,2,2,1,2,1,2,1,1,2,2,,2,2,1,1,4,1,3,5,108304032
8,10,304,32,"304032",7,2,,,2,2,2,2,1,1,1,2,2,1,2,2,2,,,,,,,,,108304032
8,10,304,34,"304034",2,1,10,,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,5,5,5,108304034
8,10,304,37,"304037",2,1,30,,2,2,2,2,1,1,1,2,2,2,1,,1,1,1,1,1,2,1,4,5,108304037
8,10,304,39,"304039",2,2,,,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,4,5,5,5,108304039
8,10,304,39,"304039",4,1,50,,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,5,5,5,108304039
8,10,304,40,"304040",2,1,10,,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,5,5,5,108304040
8,10,304,42,"304042",2,2,,,2,2,2,2,1,1,1,1,1,1,1,1,,2,1,2,1,1,5,5,5,108304042
8,10,304,42,"304042",4,2,,,2,2,2,2,1,1,1,2,2,2,1,1,,1,2,2,1,1,5,4,5,108304042
8,10,304,44,"304044",2,1,40,,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,108304044
8,10,304,44,"304044",3,1,30,,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,4,5,5,108304044
8,10,304,44,"304044",4,2,,,2,2,1,2,1,1,1,2,2,2,2,2,1,,,,,,,,,108304044
8,10,305,3,"305003",2,1,150,,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,5,5,5,108305003
8,10,305,3,"305003",7,2,,,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,5,5,5,108305003
8,10,305,3,"305003",8,2,,,2,2,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,108305003
